unique_id,text,language,avg_links_len,avg_max_depth,avg_subordinate_chain_len,lexical_density,n_tokens,question_type,complexity_score
arabic_polar_163,هل يسبب القلق الزائد الامراض النفسية؟,ar,-0.225,-0.825,0.0,0.833,2.079,1,1.862
arabic_content_13991,كم تبلغ مساحة مدينة فاس؟,ar,-0.349,0.2,0.0,0.6,1.946,0,2.397
arabic_content_16919,في اي ولاية يوجد مجلس النواب الأمريكي؟,ar,-0.016,-0.8,0.0,0.857,2.197,0,2.238
arabic_content_5183,من هي العائلة التي وحدة الصين بعد حقبة الممالك المتحاربة ؟,ar,0.095,1.2,0.0,0.6,2.485,0,4.38
arabic_content_1071,من هو الشاذلي القليبي؟,ar,-0.016,-0.8,0.0,0.0,1.792,0,0.976
arabic_polar_1895,هل مملكة الفطريات هي ضمن نطاق حقيقية النوى؟,ar,0.09,0.175,0.0,0.625,2.303,1,3.193
arabic_polar_1774,هل يوفر العدس الحديد في االجسم الإنسان؟,ar,0.542,-0.825,0.0,0.714,2.197,1,2.628
arabic_content_4785,من أسس دولة البرتقال الحرة؟,ar,-0.099,-0.8,0.0,0.8,1.946,0,1.847
arabic_content_3500,اين يقام مهرجان جرش ؟,ar,-0.349,-0.8,0.0,0.5,1.792,0,1.143
arabic_polar_11,هل يمثل الأفارقة أكثر اللّاجئين في العالم؟,ar,-0.125,0.175,0.0,0.714,2.197,1,2.961
arabic_content_1351,"من هو مؤلف رواية "" الجريمة و العقاب "" ؟",ar,0.151,1.2,0.0,0.571,2.398,0,4.32
arabic_content_1551,متى يحتفل المسيحون بعيد الغطاس؟,ar,0.051,-0.8,0.0,0.667,2.079,0,1.997
arabic_content_15834,كم يبلغ حجم وحش اللوك نيس ؟,ar,0.251,0.2,0.0,0.667,2.079,0,3.197
arabic_polar_1195,هل منعت المرأة التونسية المحجّبة من الدراسة و الشغل في عهد بن علي؟,ar,0.125,1.175,0.0,0.538,2.708,1,4.546
arabic_polar_931,هل وأولانزابين هو من الأدوية المقاومة للفصام؟,ar,0.042,0.175,0.0,0.429,2.197,1,2.843
arabic_polar_735,هل يمكن أن يولد الجنين بلوني عينين مختلفين؟,ar,-0.339,1.175,1.0,0.625,2.303,1,4.764
arabic_polar_1379,هل يحق لبرلمان إيطاليا انتخاب رئيس للجمهورية ؟,ar,0.0,1.175,0.0,0.556,2.398,1,4.129
arabic_polar_1117,هل سعد مجرّد دخل السجن من جراء الإغتصاب؟,ar,0.09,2.175,1.0,0.375,2.303,1,5.943
arabic_content_13349,متى توفى كريستوفر كولومبوس؟,ar,-0.349,-0.8,0.0,0.25,1.792,0,0.893
arabic_content_14229,ما هي الحبكة في الأدب؟,ar,0.151,0.2,0.0,0.4,1.946,0,2.697
arabic_polar_50,هل وجود الأكوان المتوازية ممكن فيزيائيًا ؟,ar,0.375,0.175,0.0,0.833,2.079,1,3.462
arabic_content_7947,ما هي أطول سورة في القرآن؟,ar,0.051,1.2,0.0,0.5,2.079,0,3.83
arabic_polar_149,هل يعد مرض الزهري من الأمراض المنقولة جنسياً؟,ar,-0.196,0.175,0.0,0.625,2.303,1,2.907
arabic_polar_2365,هل يتمتع السكان الاصليين في نيوزلاندا بجميع حقوق المواطنة ؟,ar,0.153,0.175,0.0,0.6,2.485,1,3.413
arabic_polar_1235,هل الجفاف في العينين والفم من أعراض الالتهاب المفصلي؟,ar,0.25,0.175,0.0,0.556,2.398,1,3.379
arabic_polar_1021,هل تنام الأسماك وعيونها مفتوحة؟,ar,0.775,1.175,1.0,0.667,2.079,1,5.696
arabic_content_8342,أين تقع مدينة نَيْنَوَى؟,ar,-0.349,-0.8,0.0,0.5,1.792,0,1.143
arabic_polar_99,"هل شاركت أليسا ميلانو في نشر هاشتاج ""أنا أيضا"" ؟",ar,-0.125,1.175,0.0,0.444,2.565,1,4.059
arabic_polar_768,هل يشمل برنامج الأمم المتحدة الإنمائي محاربة المجاعة؟,ar,0.233,0.175,0.0,0.875,2.303,1,3.586
arabic_content_11870,إلى من ينسب المذهب الإباضي؟,ar,-0.349,0.2,1.0,0.6,1.946,0,3.397
arabic_content_3805,كم عدد الدول التي شاركت في مؤتمر مدريد للسلام عام 1991؟,ar,0.469,3.2,1.0,0.5,2.639,0,7.808
arabic_content_8376,ما هي اشباه الموصلات ؟,ar,-0.016,-0.8,0.0,0.5,1.792,0,1.476
arabic_content_15885,أين تقع منطقة نينغشيا؟,ar,-0.349,-0.8,0.0,0.5,1.792,0,1.143
arabic_polar_1392,هل توجد صواريخ باليستية عابرة للقارات؟,ar,-0.425,0.175,0.0,0.833,2.079,1,2.662
arabic_content_8855,متى تأسست شركة أوراكل؟,ar,-0.349,-0.8,0.0,0.5,1.792,0,1.143
arabic_content_21226,في أي عام تأسس الفيسبوك؟,ar,-0.099,-0.8,0.0,0.8,1.946,0,1.847
arabic_content_19411,متى تم إنتاج الموسم الأخير من المسلسل الأمريكي (breaking bad)؟,ar,0.251,2.2,0.0,0.545,2.708,0,5.704
arabic_content_2679,ما هي الهرمونات؟,ar,0.151,-1.8,0.0,0.333,1.609,0,0.293
arabic_polar_2373,هل االآلام في العضلات من أعراض إلتهاب النكفيّة الوبائيّ؟,ar,0.042,1.175,0.0,0.6,2.485,1,4.302
arabic_content_18067,ما هي فترة أسوكا؟,ar,-0.016,-0.8,0.0,0.25,1.792,0,1.226
arabic_content_1173,من هو أحمد حسين؟,ar,0.317,-0.8,0.0,0.0,1.792,0,1.309
arabic_polar_49,هل العلمانية طريقة تفكير أم ديانة ؟,ar,-0.225,0.175,0.0,0.667,2.079,1,2.696
arabic_content_14305,ما هي أقرب مجرة كبيرة لمجرتنا؟,ar,-0.016,1.2,0.0,0.571,2.197,0,3.952
arabic_content_15412,متى بني متحف الآثار الأردني؟,ar,-0.099,-0.8,0.0,0.8,1.946,0,1.847
arabic_polar_1808,هل يوجد مركز محاربة التطرف في الإمارات ؟,ar,0.042,0.175,0.0,0.714,2.197,1,3.128
arabic_polar_1050,هل يعتبر التهاب البروستات داء تنكسي؟,ar,-0.225,-0.825,0.0,0.667,2.079,1,1.696
arabic_content_7713,أين يقع مسجد الملك سعود؟,ar,-0.349,0.2,0.0,0.6,1.946,0,2.397
arabic_polar_953,هل تطرق داروين في كتابة اصل الانواع إلى العواطف لدى الحيوانات؟,ar,0.375,0.175,0.0,0.5,2.639,1,3.689
arabic_polar_1293,هل تم ذكر اليمن في القرآن الكريم؟,ar,-0.291,0.175,0.0,0.714,2.197,1,2.795
arabic_polar_146,هل يؤدي الاحتباس الحراري إلى ارتفاع غير طبيعي في درجات الحرارة؟,ar,0.194,0.175,0.0,0.667,2.639,1,3.675
arabic_polar_1147,هل نجحت حملة برمنجهام ؟,ar,-0.625,-0.825,0.0,0.5,1.792,1,0.842
arabic_content_7735,ما النظام السياسي في العراق؟,ar,0.151,0.2,0.0,0.6,1.946,0,2.897
arabic_polar_115,هل تتوفر قطارات من الجزائر العاصمة إلى ضواحى البلد ؟,ar,0.125,0.175,0.0,0.667,2.398,1,3.365
arabic_content_1181,من كانت الداعم الرسمي لي نظام بشار الأسد خلال في الحرب الأهلية السورية ؟,ar,0.651,1.2,0.0,0.538,2.708,0,5.097
arabic_content_4914,ما هي مساحة الصين ؟,ar,-0.016,-0.8,0.0,0.5,1.792,0,1.476
arabic_polar_575,هل الجسيمات المضادة تنتج من تفاعل الأشعة الكونية في الغلاف الجوي؟,ar,0.075,0.175,0.0,0.727,2.565,1,3.542
arabic_content_2294,متى بدأت الحرب الأهلية في راوندا؟,ar,0.251,-0.8,0.0,0.5,2.079,0,2.03
arabic_content_16901,كم ملك حكم المملكة الأردنيّة الهاشميّة لحد الآن؟,ar,0.401,0.2,0.0,0.778,2.398,0,3.777
arabic_content_16715,ما هو الفقر المطلق؟,ar,-0.016,-0.8,0.0,0.5,1.792,0,1.476
arabic_content_13228,"مامعنى ""السكران"" إصطلاحاً ؟",ar,1.651,-1.8,0.0,1.0,1.946,0,2.797
arabic_content_17057,اين ولد بروس لي؟,ar,-0.016,-0.8,0.0,0.25,1.792,0,1.226
arabic_polar_1419,هل (مونتينيغرو) نفس الاسم الذي يطلق على دولة الجبل الأسود؟,ar,0.042,3.175,1.0,0.6,2.639,1,7.456
arabic_content_21008,متى تم اختراع الراديو؟,ar,-0.349,-0.8,0.0,0.5,1.792,0,1.143
arabic_polar_1053,هل يوجد غاز النيون بالهواء الذّي نتنفّسه؟,ar,0.209,0.175,0.0,0.429,2.197,1,3.01
arabic_content_3338,كم عدد الآثار والمباني العتيقة التى قامت داعش بتدميرها ؟,ar,0.095,2.2,1.0,0.6,2.485,0,6.38
arabic_content_8335,ما اسم العائلة المالكة في هولندا ؟,ar,0.051,1.2,0.0,0.5,2.079,0,3.83
arabic_content_754,ما هي لغة البرمجة المستخدمة في إنترنت إكسبلورر؟,ar,0.079,1.2,0.0,0.5,2.303,0,4.082
arabic_polar_526,هل تتم عمليات إعدام علنية في السعودية ؟,ar,0.209,-0.825,0.0,0.714,2.197,1,2.295
arabic_polar_20,هل الهيروغليفية لغة محكية؟,ar,-0.291,-1.825,0.0,0.75,1.792,1,0.426
arabic_content_3238,كم صلاة فرض في اليوم بدين الإسلام؟,ar,0.222,1.2,0.0,0.625,2.303,0,4.35
arabic_polar_642,هل البيتزا أكلة إيطالية تقليدية ؟,ar,-0.125,-1.825,0.0,0.8,1.946,1,0.796
arabic_content_8377,كم كان عدد جيوش المسلمين خلال غزوة الخندق ؟,ar,0.222,0.2,0.0,0.625,2.303,0,3.35
arabic_polar_681,هل يوجد دليل علي إنشقاق القمر ؟,ar,-0.425,0.175,0.0,0.667,2.079,1,2.496
arabic_content_16637,من هو أول رئيس للعراق ؟,ar,0.051,0.2,0.0,0.5,2.079,0,2.83
arabic_content_11967,كم بلغ حجم الخسائر الأمريكية في هجوم بيرل هاربر ؟,ar,0.151,0.2,0.0,0.556,2.398,0,3.305
arabic_polar_1920,هل البيمارستان هو الاسم الذي كان يطلق على المشفى بالعهد الإسلامي؟,ar,-0.025,1.175,2.0,0.636,2.565,1,6.351
arabic_polar_1527,هل تعد الهند جمهورية فيدرالية؟,ar,-0.375,-0.825,0.0,0.8,1.946,1,1.546
arabic_content_5788,ما هو اكبر مسجد اوزباكستان؟,ar,-0.149,1.2,0.0,0.5,2.079,0,3.63
arabic_polar_300,هل يؤدي إضطراب الهوية التفارقي إلى الاعتداءات على الأشخاص ؟,ar,0.0,0.175,0.0,0.667,2.398,1,3.24
arabic_content_9259,ما هو الصمام ثلاثي الشرف؟,ar,-0.099,0.2,0.0,0.6,1.946,0,2.647
arabic_content_7224,كيف يمكن تمييز أنثي المُحاكي الشِّماليّ ؟,ar,-0.183,1.2,0.0,0.571,2.197,0,3.785
arabic_polar_128,هل مضّر الإجهاض على صحّة الأم؟,ar,-0.425,0.175,0.0,0.667,2.079,1,2.496
arabic_polar_567,هل الكرَّاميَّة تجسد فكرة الذات الإلهية والجسم؟,ar,-0.291,0.175,0.0,0.571,2.197,1,2.652
arabic_polar_1073,هل تحصلت الكويت على كأس آسيا لكرة القدم؟,ar,-0.18,1.175,1.0,0.6,2.485,1,5.08
arabic_polar_954,"هل هناك نسخة سينمائية من كتاب ""أعرف لماذا يغني الطائر الحبيس""؟",ar,-0.225,3.175,1.0,0.545,2.708,1,7.203
arabic_polar_881,هل إستوطن الفينيقيين في فلسطين؟,ar,-0.125,-0.825,0.0,0.6,1.946,1,1.596
arabic_content_6,متى تم إعتماد قانون حرية الهوية الجندرية في ولاية أريزونا ؟,ar,0.095,2.2,0.0,0.7,2.485,0,5.48
arabic_polar_706,هل للمشتري أقمار؟,ar,-0.291,-0.825,0.0,0.25,1.792,1,0.926
arabic_polar_966,هل يستخدم نبات اليام في صنع الكورتيزون؟,ar,-0.125,-0.825,0.0,0.571,2.197,1,1.818
arabic_content_539,من أدى صوت المحقق كونان في نسخته العربية ؟,ar,0.222,0.2,0.0,0.5,2.303,0,3.225
arabic_content_3473,متى عاشو فلاسفة الأنوار؟,ar,-0.349,-0.8,0.0,0.75,1.792,0,1.393
arabic_polar_2348,هل تم تمثيل احزاب الجنوب في مؤتمرالحوار الوطني الشامل في اليمن؟,ar,0.012,2.175,0.0,0.75,2.639,1,5.576
arabic_content_3497,ما هو أول مسلسل تفلزيوني مثل فيه جون ترافولتا؟,ar,0.317,2.2,1.0,0.4,2.485,0,6.402
arabic_content_7375,متى تسأسست مدرسة الراية الخضراء الثانوية للبنات في ليبيا ؟,ar,1.026,0.2,0.0,0.556,2.398,0,4.18
arabic_content_15836,أين يجري نهر كارون؟,ar,-0.349,-0.8,0.0,0.5,1.792,0,1.143
arabic_content_2099,ماهي مساحة الصين؟,ar,-0.349,-0.8,0.0,0.667,1.609,0,1.127
arabic_content_573,كم تبلغ مساحة الجامع الكبير في صنعاء ؟,ar,-0.016,1.2,0.0,0.714,2.197,0,4.095
arabic_polar_1064,هل توجد براكين في العراق؟,ar,-0.125,-0.825,0.0,0.6,1.946,1,1.596
arabic_polar_721,هل الكتابات على الجواز الجزائري فرنسية ؟,ar,-0.225,0.175,0.0,0.667,2.079,1,2.696
arabic_polar_1291,هل تمنح المانيا الجنسية للاجئين ؟,ar,0.175,-0.825,0.0,0.5,2.079,1,1.929
arabic_polar_294,هل يمكن علاج التوحد ؟,ar,-0.625,-0.825,0.0,0.75,1.792,1,1.092
arabic_polar_242,هل يمكن علاج كساح الأطفال ؟,ar,-0.625,0.175,0.0,0.8,1.946,1,2.296
arabic_content_4938,كم كان عمر ستيفن هوكينغ عندما أصيب بمرض العصبون الحركي؟,ar,0.251,1.2,1.0,0.455,2.565,0,5.471
arabic_content_10500,متى ولد ليونهارت أويلر؟,ar,-0.016,-0.8,0.0,0.25,1.792,0,1.226
arabic_content_17133,من سكن العراق قديما؟,ar,-0.016,-1.8,0.0,0.75,1.792,0,0.726
arabic_content_17348,"من هو صاحب كتاب ""تاريخ الحضارة في أوروبا منذ سقوط الامبراطورية الرومانية حتى الثورة الفرنسية ""؟",ar,0.584,2.2,0.0,0.562,2.996,0,6.342
arabic_polar_912,هل قلب السمكة يشتمل على حجرتين ؟,ar,0.175,-0.825,0.0,0.667,2.079,1,2.096
arabic_content_7285,من هو خزيمة بن مدركة؟,ar,0.401,-0.8,0.0,0.4,1.946,0,1.947
arabic_content_17470,متى تأسست القوات الجوية اليمنية؟,ar,-0.099,-0.8,0.0,0.8,1.946,0,1.847
arabic_polar_1635,هل كان يتكلم الفرنسية؟,ar,-0.625,-0.825,1.0,0.75,1.792,1,2.092
arabic_content_9785,ماهي شبكية العين؟,ar,-0.349,-0.8,0.0,0.333,1.609,0,0.793
arabic_content_5689,ما هو الماء المسوس ؟,ar,-0.016,-0.8,0.0,0.5,1.792,0,1.476
arabic_content_20795,كم عدد مرات فوز الأوروغواي ببطولة كاس العالم لكرو القدم؟,ar,0.251,3.2,0.0,0.727,2.565,0,6.743
arabic_polar_1333,هل تعتبر أودي منافسة للمرسيدس؟,ar,-0.375,-0.825,0.0,0.4,1.946,1,1.146
arabic_content_10377,"من هو مؤلف مسرحية "" في انتظار غودو "" ؟",ar,0.151,0.2,0.0,0.429,2.398,0,3.178
arabic_content_13491,ماهو الفرق بين سفينتي الجنك والينك ؟,ar,-0.149,1.2,0.0,0.5,2.079,0,3.63
arabic_polar_58,هل يتم استخدام الطاقة النووية في الامارات؟,ar,-0.125,0.175,0.0,0.714,2.197,1,2.961
arabic_polar_236,هل المدينة القديمة في ليون مصنفة ضمن مواقع التراث العالمي؟,ar,0.487,0.175,0.0,0.6,2.485,1,3.747
arabic_polar_1327,هل يطبق حكم المؤبد في السعودية ؟,ar,-0.025,-0.825,0.0,0.667,2.079,1,1.896
arabic_polar_1590,هل إستخدم الهنود الحمر قارب الكانو؟,ar,-0.225,-0.825,0.0,0.667,2.079,1,1.696
arabic_content_10660,متى وقعت معركة بلاتيا؟,ar,-0.349,-0.8,0.0,0.5,1.792,0,1.143
arabic_polar_2198,هل مملكة ليسوتو بلد ساحلي؟,ar,0.125,-0.825,0.0,0.6,1.946,1,1.846
arabic_polar_1030,هل تقدم شركة جوجل خدمات الحوسبة السحابية؟,ar,-0.291,0.175,0.0,0.714,2.197,1,2.795
arabic_polar_1833,هل زرافة غرب أفريقيَّة مهددة بالانقراض؟,ar,0.375,0.175,0.0,0.667,2.079,1,3.296
arabic_content_3888,متى تاسس الجيش النمساوي؟,ar,-0.349,-0.8,0.0,0.5,1.792,0,1.143
arabic_polar_23,هل كانت تونس جزءً من الإمبراطورية الرومانية القديمة ؟,ar,0.09,-0.825,0.0,0.5,2.303,1,2.068
arabic_polar_551,هل كان ديكارت من أنصار نظرية أنه ليس للحيوانات أرواح؟,ar,-0.079,2.175,1.0,0.5,2.639,1,6.235
arabic_polar_1148,هل يسبب التدخين في إصفرار الأسنان ؟,ar,-0.425,0.175,0.0,0.667,2.079,1,2.496
arabic_content_10253,ما هي عصبة الامم؟,ar,-0.016,-0.8,0.0,0.5,1.792,0,1.476
arabic_polar_1281,هل مهمّة الإستخبارات العسكرية هي جمع المعلومات؟,ar,0.542,0.175,0.0,0.714,2.197,1,3.628
arabic_polar_2349,هل نظام المكافأة موجود في الدماغ؟,ar,0.175,-0.825,0.0,0.667,2.079,1,2.096
arabic_content_3630,ما هو عدد حلقات مسلسل أبطال الديجيتال (الجزء الأول)؟,ar,0.151,2.2,0.0,0.667,2.565,0,5.583
arabic_polar_434,هل يعد الديوتريوم أحد النظائرالطبيعية للهيدروجين؟,ar,-0.425,0.175,0.0,0.5,2.079,1,2.329
arabic_polar_141,هل يسبب التعرض لاشعة غاما الموت للأنسان؟,ar,0.542,0.175,0.0,0.857,2.197,1,3.771
arabic_polar_2163,هل الفولاذ هو حديد؟,ar,0.375,-1.825,0.0,0.5,1.792,1,0.842
arabic_polar_1034,هل داء ميناماتا مرض معدي ؟,ar,-0.375,-0.825,0.0,0.8,1.946,1,1.546
arabic_polar_466,هل يمكن التعديل في ذاكرة القراءة فقط الحاسوبية ؟,ar,-0.339,1.175,0.0,0.75,2.303,1,3.889
arabic_polar_239,هل كان أبراهام لينكون من أتباع الحزب الجمهوري؟,ar,-0.053,0.175,0.0,0.5,2.303,1,2.925
arabic_content_19364,متى ولد توماس إدوارد لورنس ؟,ar,-0.099,-0.8,0.0,0.2,1.946,0,1.247
arabic_content_4744,من هو هيرونوبو ساكاغوتشي؟,ar,0.317,-0.8,0.0,0.0,1.792,0,1.309
arabic_polar_450,هل توجد ثقوب بيضاء في الفضاء ؟,ar,-0.025,-0.825,0.0,0.667,2.079,1,1.896
arabic_polar_961,هل بي بي مصر هي شركة حكومية؟,ar,0.709,-0.825,0.0,0.429,2.197,1,2.51
arabic_content_6783,ما اسم شخصية التاجر الجشع في رواية تاجر البندقية؟,ar,0.151,1.2,0.0,0.778,2.398,0,4.527
arabic_content_14106,ما هي الميتافيزيقا؟,ar,0.151,-1.8,0.0,0.0,1.609,0,-0.04
arabic_content_2166,من هما إيهود غولدفاسر وإلداد ريغف؟,ar,0.051,0.2,0.0,0.0,2.079,0,2.33
arabic_content_17520,كم يبلغ عمر حركة الإصلاح ؟,ar,-0.349,0.2,0.0,0.8,1.946,0,2.597
arabic_content_9635,ما هي القاعدة في الكيمياء؟,ar,0.151,0.2,0.0,0.4,1.946,0,2.697
arabic_content_3098,متى تمت الإطاحة بالإمبراطورية اليابانية ؟,ar,-0.099,-0.8,0.0,0.6,1.946,0,1.647
arabic_polar_755,هل يعتبر الجواد من الحيوانات عالية الذكاء ؟,ar,0.233,0.175,0.0,0.625,2.303,1,3.336
arabic_content_9454,ما هي عاصمة سلطنة عمان؟,ar,-0.099,0.2,0.0,0.6,1.946,0,2.647
arabic_polar_1931,هل يتمتع عرب 48 بجميع حقوق المواطنة في اسرئيل؟,ar,-0.18,2.175,0.0,0.5,2.485,1,4.98
arabic_polar_505,هل كان العالم ابن ابي اصيبعه متخصصاً في الطب؟,ar,1.375,1.175,0.0,0.3,2.485,1,5.335
arabic_content_18939,ما هو الكانبان؟,ar,0.151,-0.8,0.0,0.333,1.609,0,1.293
arabic_content_820,ما هو عدد الدول الأعضاء في الأمم المتحدة؟,ar,0.222,0.2,0.0,0.625,2.303,0,3.35
arabic_polar_358,هل يساعد لاموتريجين في علاج الصداع العنقودي؟,ar,-0.291,0.175,0.0,0.571,2.197,1,2.652
arabic_polar_68,هل خاضت مملكة اسبانيا حروب مع انجلترا؟,ar,-0.125,0.175,0.0,0.429,2.197,1,2.676
arabic_polar_524,هل يسمح مصرف ليبيا المركزي بأخذ قروض ؟,ar,0.09,-0.825,0.0,0.625,2.303,1,2.193
arabic_polar_2280,هل تسبب متلازمة الأيض أمراض القلب والأوعية الدموية؟,ar,-0.196,0.175,0.0,0.75,2.303,1,3.032
arabic_content_8937,أين تقع برشلونة؟,ar,-0.349,-1.8,0.0,0.667,1.609,0,0.127
arabic_polar_63,هل يمكن التبرع بأي عضو من الأعضاء ؟,ar,-0.339,2.175,0.0,0.625,2.303,1,4.764
arabic_content_5509,متى بنيت الكعبة الشريفة؟,ar,-0.349,-0.8,0.0,0.75,1.792,0,1.393
arabic_content_15745,متى تأسست منظمة الإخوان المسلمين ؟,ar,-0.349,0.2,0.0,0.8,1.946,0,2.597
arabic_content_21368,ما هي الدول المطلة على بحر إيجة؟,ar,-0.016,1.2,0.0,0.571,2.197,0,3.952
arabic_content_19272,من هو جبه نويان؟,ar,-0.016,-0.8,0.0,0.25,1.792,0,1.226
arabic_content_14445,أين توجد جامعة شانغهاي جياو تونغ؟,ar,0.051,0.2,0.0,0.333,2.079,0,2.663
arabic_content_7286,"من هو مؤلف رواية "" الجزيرة تحت البحر"" ؟",ar,0.151,1.2,0.0,0.571,2.398,0,4.32
arabic_content_14037,من كان أول من أبحر حول أستراليا؟,ar,0.151,0.2,1.0,0.286,2.197,0,3.834
arabic_polar_1505,هل يؤدي ورم العصب السمعي للصداع؟,ar,-0.025,0.175,0.0,0.833,2.079,1,3.062
arabic_polar_1178,هل أستعمل التُرس (الدرع) في آسيا؟,ar,0.542,-0.825,0.0,0.286,2.398,1,2.401
arabic_polar_164,هل كان للعالم المسلم أبو الريحان البيروني اهتمام بعلن الجيولوجيا؟,ar,0.475,1.175,0.0,0.545,2.565,1,4.76
arabic_content_8600,متى كانت الثورة الكوبية بقيادة فيدال كاسترو و تشيجيفارا؟,ar,0.317,1.2,0.0,0.4,2.485,0,4.402
arabic_content_15809,ما هو إنتقاد النظرية النفعية ؟,ar,0.051,0.2,0.0,0.5,2.079,0,2.83
arabic_polar_440,هل التوقع من العواطف الإيجابية ؟,ar,-0.375,-0.825,0.0,0.6,1.946,1,1.346
arabic_content_14686,لماذا تعرف المرأة بالعاطفة والحنان ؟,ar,-0.099,0.2,0.0,0.4,1.946,0,2.447
arabic_content_12688,ما هي الدولة؟,ar,0.151,-1.8,0.0,0.333,1.609,0,0.293
arabic_content_11393,ما هى تكلفة كلية الإنسان ؟,ar,-0.099,0.2,0.0,0.6,1.946,0,2.647
arabic_polar_442,هل توجد باكلوريوس في دراسة البورصة؟,ar,-0.225,-0.825,0.0,0.5,2.079,1,1.529
arabic_content_11278,على من قامت الثورة المهدية في السودان؟,ar,0.151,0.2,1.0,0.571,2.197,0,4.119
arabic_polar_1264,هل يبدأ أسبوع الآلام بيوم أحد الشعانين؟,ar,-0.196,0.175,0.0,0.75,2.303,1,3.032
arabic_content_21087,بماذا عرف عمر بن عبد العزيز بن مروان بن الحكم الأموي القرشي؟,ar,0.567,1.2,1.0,0.462,2.708,0,5.937
arabic_content_8146,متى ولد مايكل جاكسون؟,ar,-0.349,-0.8,0.0,0.25,1.792,0,0.893
arabic_polar_569,هل يوجد جسر بحري يربط بين فرنسا و إيطاليا؟,ar,-0.25,2.175,1.0,0.444,2.398,1,5.767
arabic_content_21321,كم يبلغ عمر مدينة توركو ؟,ar,-0.349,0.2,0.0,0.6,1.946,0,2.397
arabic_polar_1734,هل تحوّل سجن برج الرومي بتونس إلى متحف بعد الثورة؟,ar,0.275,1.175,0.0,0.636,2.565,1,4.651
arabic_content_18772,كم يبلغ تعداد السكان اليهود في ألمانيا ؟,ar,0.317,0.2,0.0,0.571,2.197,0,3.285
arabic_polar_1495,هل يتكلم سكان مِيُونِخ أو مِيُونيخ اللغة الألمانية الفصحى؟,ar,0.125,1.175,0.0,0.667,2.398,1,4.365
arabic_polar_1856,هل الإرتباك من أعراض متلازمة فيرنيك-كورساكوف ؟,ar,-0.291,1.175,0.0,0.429,2.303,1,3.616
arabic_polar_110,هل محمد بن سلمان هو أكبر أبناء الملك سلمان بن عبد العزيز آل سعود؟,ar,0.222,2.175,0.0,0.357,2.773,1,5.527
arabic_polar_66,هل سائل العصارة الصفرواية مر الطعم؟,ar,-0.225,-0.825,0.0,0.833,2.079,1,1.862
arabic_polar_2387,"هل البلدة القديمة في مدينة الخليل مدرجة على قائمة التراث العالمي لمنظمة ""اليونسكو""؟",ar,0.529,1.175,0.0,0.571,2.89,1,5.165
arabic_content_8914,أين يقع بحر تيمور؟,ar,-0.349,-0.8,0.0,0.5,1.792,0,1.143
arabic_polar_878,هل توجد احصائية رسيمة لعدد اليهود في سوريا ؟,ar,0.375,0.175,0.0,0.556,2.398,1,3.504
arabic_polar_2239,هل هنالك فرق بين الميكانيكا و الديناميكا ؟,ar,-0.291,1.175,0.0,0.571,2.197,1,3.652
arabic_polar_1629,هل تعاني ألمانيا من ظاهرة تشغيل الأطفال ؟,ar,-0.291,0.175,0.0,0.571,2.197,1,2.652
arabic_content_16104,ما هي أقسام الجهاز العصبي؟,ar,-0.099,0.2,0.0,0.6,1.946,0,2.647
arabic_content_12402,ما أول رئيس لليبيا بعد الإستقلال؟,ar,0.251,0.2,0.0,0.5,2.079,0,3.03
arabic_content_5536,كيف يعرف الذكاء في علم النفس ؟,ar,0.051,-0.8,0.0,0.667,2.079,0,1.997
arabic_content_7313,كم يبلغ ارتفاع جبل صَبِر؟,ar,-0.349,0.2,0.0,0.6,1.946,0,2.397
arabic_polar_988,هل تعد طائرات البوينغ من الطائرات المستعملة في خطوط طيران الإمارات؟,ar,-0.125,1.175,0.0,0.636,2.565,1,4.251
arabic_content_1159,من هو جوزيف لوي لاغرانج؟,ar,0.151,0.2,0.0,0.0,1.946,0,2.297
arabic_content_18652,كيف توفي عبد الرحمن بن عوف ؟,ar,0.251,-0.8,0.0,0.333,2.079,0,1.863
arabic_content_18170,من كان ثاني رئيس للاتحاد الدولي لكرة القدم (الفيفا)؟,ar,0.551,1.2,0.0,0.545,2.708,0,5.004
arabic_polar_1054,هل مرض الكوليرا هو مرض معدي ؟,ar,0.375,-0.825,0.0,0.667,2.079,1,2.296
arabic_content_2412,من هو صاحب كتاب الإسلام وأزمة الغرب؟,ar,0.151,-0.8,0.0,0.714,2.197,0,2.262
arabic_polar_1218,هل دخلت الإمبراطورية العثمانية المغرب؟,ar,-0.125,-0.825,0.0,0.8,1.946,1,1.796
arabic_polar_1462,هل تسبب اشعة الـيو في مرض سرطان الجلد؟,ar,-0.196,0.175,0.0,0.75,2.303,1,3.032
arabic_content_20867,كم بلغ وزن الملك عبد العزيز ؟,ar,-0.349,1.2,0.0,0.5,2.079,0,3.43
arabic_polar_2345,هل للماء المقطر طعم؟,ar,-0.225,0.175,0.0,0.5,2.079,1,2.529
arabic_content_12234,ما هي نظرية النموذج العياري؟,ar,-0.099,0.2,0.0,0.6,1.946,0,2.647
arabic_polar_103,هل تزوج نابليون بونابرت؟,ar,-0.291,-0.825,0.0,0.25,1.792,1,0.926
arabic_polar_2342,هل يتكلم باللغة الإيطالية في ليبيا ؟,ar,-0.025,-0.825,0.0,0.5,2.079,1,1.729
