unique_id,text,language,avg_links_len,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
fi_content_138,"Junan ovet piippaavat kuin aikapommi, tarkastaja on vihollinen Tikkurilassa, vaaraton Puistolassa, kuka tietää miksi?",fi,0.033,0.0,0.5,0.786,2.944,0,4.263
ru_polar_140,Вопрос такой: можно ли с ней не гулять?,ru,-0.164,1.0,0.4,0.375,2.398,1,4.009
en_content_287,Where in the states could I go?,en,0.156,0.0,0.333,0.429,2.197,0,3.115
id_content_25,"Namun, apa saja yang ditata oleh pemerintah kolonial selanjutnya?",id,-0.378,1.0,0.4,0.667,2.485,0,4.174
ru_content_137,"Щемит сердце,частичное онемение левого мизинца,потоотделение при еде или движении,если лежу то сердце как бы стучит в голове -мне 49лет -куда обратиться и что это может быть?",ru,1.61,1.0,0.472,0.633,3.611,0,7.326
ja_polar_46,横浜市近辺で英会話を習いたいという人にはかなりいいのではないでしょうか?,ja,0.026,1.0,0.375,0.455,3.178,1,5.034
ko_polar_30,그것은 사회의 공적 기관으로서 사회로부터 발생하였으나 그 위에 올라서서 사회와는 더욱 더 멀어져 가는 권력이 아니던가?,ko,0.426,1.0,0.25,0.75,2.89,1,5.316
ru_content_432,Как мне с ней себя вести?,ru,0.555,0.0,0.667,0.333,2.079,0,3.634
ja_polar_24,"きちんと説明し,堂々と市長として頑張ったらいいじゃないですか。",ja,0.655,1.0,0.625,0.312,2.944,1,5.536
ko_polar_63,혹시 훔친 것이 아닐까?,ko,-0.374,1.0,0.0,1.0,1.792,1,3.418
en_polar_453,"I've stayed in a more expensive hotel there, but you can check some travelguides or tripadvisor?",en,0.682,0.0,0.583,0.471,2.996,1,4.732
en_content_14,Which wonderful contact of mine is thumbs upping all my best answers ^^?,en,0.073,0.0,0.667,0.462,2.708,0,3.91
ru_content_361,А сам ботинок из другого материала кто подскажет?,ru,-0.331,0.0,0.167,0.375,2.303,0,2.514
fi_polar_53,Onko Granfeltilta tilattu tutkimustulos vai tutkimustyö?,fi,-0.608,0.0,0.4,0.667,2.079,1,2.538
ru_polar_114,И могу ли я подать заявление в прокуратуру ?,ru,-0.593,1.0,0.5,0.5,2.303,1,3.71
ru_content_623,Прислужником кого был Саурон?,ru,-0.045,0.0,0.0,0.5,1.792,0,2.247
en_polar_401,And do you get charged for it?,en,-0.027,0.0,0.667,0.143,2.197,1,2.98
ar_polar_16,وقال للمذيع بلغة عتاب: هل فهمت كلامي ولا لسه؟,ar,0.138,1.0,0.6,0.429,2.833,1,5.0
en_content_3,why do you think i should get one of those?,en,-0.566,1.0,0.417,0.3,2.485,0,3.636
ko_polar_133,고대인에게는 어떠한 즐거움이 있었을까?,ko,-0.374,0.0,0.0,1.0,1.792,1,2.418
id_content_82,"Dan pada siapakah Siera akhirnya jatuh cinta, Tristan atau Rian?",id,0.222,0.0,1.0,0.545,2.639,0,4.406
ko_content_76,뿌치 지도부가 중앙아시아 출신의 이민족으로 탱크 주력군을 삼은 이유는 무엇일까?,ko,-0.424,1.0,0.333,1.0,2.485,0,4.394
id_polar_52,Apakah gelasnya setengah kosong atau setengah penuh?,id,-0.348,0.0,0.0,0.556,2.398,1,2.606
ru_content_52,Куда можно пойти в Сочи?,ru,-0.545,1.0,0.25,0.8,1.946,0,3.451
ko_content_198,"우주는 어디서 왔으며, 어디로 가고 있는 것일까?",ko,-0.035,1.0,0.25,0.714,2.303,0,4.232
en_content_171,"Where is the ""simple"" explanation of the transportation piece?",en,0.531,0.0,0.0,0.556,2.565,0,3.652
ar_content_1,"فهلا اقلع المسلمون عن ""بدعة مآدب الافطار"" هذه، واكتفوا بالعادي من الافطار، ووفروا من اموالهم بعض الفرح للمليون جائع، في الضفة الغربية وغزة، أولئك الذين لم يعرفوا منذ اعوام للفرح طعما ولا للعيد بهجة؟",ar,1.2,1.0,0.55,0.432,3.951,0,7.133
ar_content_24, ومتى سيتم تسليمهم إليكم؟,ar,-0.198,0.0,0.6,0.25,2.398,0,3.05
ar_content_34,وقال سليمان الجندي ـ صاحب شركة صرافة ـ من الأفضل إغلاق أبواب الشركات والبحث عن مجال آخر للعمل خاصة أن مجال الصرافة أصبح جريمة في نظر الحكومة وتتم محاصرته بكل هذه القوانين والقرارات التي تهدف لإغلاق المزيد من الشركات؟!,ar,-0.033,1.0,0.55,0.622,3.912,0,6.051
ar_content_27,ماذا حصل في الحزب الديموقراطي التقدمي؟,ar,-0.655,0.0,0.4,0.667,2.079,0,2.491
en_content_265,"I'm American and I am going to the UK for the first time, what should I expect?",en,0.833,0.0,0.5,0.333,3.045,0,4.711
ko_polar_32,유럽에서는 민주주의 혁명의 시기에 사회주의를 수립하려는 수 많은 사회주의 운동 및 기도들이 있지 않았는가?,ko,0.729,1.0,0.333,0.857,2.773,1,5.692
ru_polar_61,Хватит ли мне 250 тысеч тенге переехать в вам?,ru,0.211,1.0,0.5,0.444,2.398,1,4.553
ar_polar_4, هل سيكون القضاة عراقيين؟,ar,-0.593,0.0,0.6,0.6,2.079,1,2.686
ar_content_60,من يمكن أن يلوم من يتيح المجال لغليندا كي تؤدي بهذا الشكل الرائع؟,ar,-0.341,1.5,0.45,0.533,2.833,0,4.975
id_polar_25,Bau apakah yang tercium olehku?,id,-0.432,1.0,0.333,0.429,2.197,1,3.527
ko_content_27,"그래도 세상 사람들보다 어디가 나아도 조금은 낫다는 기독교인들 가운데도 사람 구실을 못하고 사는 사람이 많으니, 세상 사람들은 오죽 하겠습니까?",ko,0.299,1.0,0.389,0.842,3.091,0,5.621
en_polar_601,they will talk to me if i am mexican?,en,0.057,1.0,0.5,0.222,2.398,1,4.177
ja_polar_27,"彼が誠実であれ不誠実であれ,摂理を出た以上,摂理とからめる必要があるのでしょうか?",ja,0.561,1.0,0.4,0.522,3.296,1,5.779
id_polar_195,Akankah Heru tetap baik hati menghadapi mereka?,id,-0.241,1.0,0.417,0.625,2.303,1,4.104
ja_content_24,霊はいつ肉体から離れていくのか?,ja,-0.06,1.0,0.6,0.4,2.485,0,4.425
ja_content_11,このことに澤田氏はどう弁明するのだろうか?,ja,-0.394,0.0,1.0,0.417,2.639,0,3.662
ja_polar_50,"抗議デモの継続を宣言した統一教会,日本でも韓国東亜日報の様に襲撃事件が起こる惧れはないのか?",ja,0.381,1.5,0.5,0.571,3.434,1,6.386
en_content_380,Erm ya How can I watch Fair City Online in England lols?,en,0.656,0.0,0.0,0.5,2.639,0,3.795
ja_polar_23,調達先はUK拠点のDFJ EspritとフランスのSofinnovaだとか。,ja,-0.212,0.0,0.0,0.533,2.833,1,3.154
ko_polar_60,저널리스트는 스포츠를 새로운 금전적 원천으로 개척하였는가?,ko,0.56,0.0,0.5,1.0,2.079,1,4.139
en_polar_459,In the United States?,en,-0.193,0.0,0.0,0.5,1.792,1,2.099
fi_content_131,Miten nainen voisi viljellä sitten sitä arkiromantiikkaa vähän enemmän?,fi,0.004,0.0,1.0,0.778,2.398,0,4.18
ja_polar_66,労働者たちは、机の上に宗教関係の物を置くことが許容されているか？,ja,0.312,1.0,0.5,0.545,3.219,1,5.576
ru_content_473,"Во время первого раза почти все даже взрослые женщины обычно не испытывают оргазм, что уж говорить о 13 летней?",ru,0.177,0.0,0.667,0.579,3.091,0,4.514
ru_polar_2,"Ты помнишь ли, что я Еще живу в сем мире?",ru,0.058,1.0,0.7,0.4,2.565,1,4.723
ko_polar_75,저 한마디 말씀해도 되겠습니까?,ko,-0.374,0.0,0.333,0.5,1.792,1,2.251
ja_polar_5,ホームページもキレイな感じで女性向けなのかな?,ja,-0.212,0.0,0.0,0.462,2.708,1,2.958
en_content_30,So does anyone know what the difference is?,en,-0.487,1.0,0.5,0.375,2.303,0,3.691
ar_content_25, متى بدأت مهنتك كقاض؟,ar,-0.455,0.0,0.6,0.5,2.197,0,2.842
ar_polar_7, هل سيقف صدام حسين في قصف الاتهام؟,ar,-0.379,0.0,0.6,0.25,2.398,1,2.869
ko_polar_148,언젠가는 시간이 거꾸로 흘러 결과가 원인에 앞서 일어나는 일이 있지 않을까?,ko,0.46,1.0,0.667,0.727,2.565,1,5.419
ru_content_270,Где близлежайший христианский православный храм?,ru,0.455,0.0,0.0,1.0,1.946,0,3.401
id_polar_31,"Ketika ditangkap dan dihadirkannya dalam tenda sang Sheik, dan ditanyai soal namanya, ia menjawabnya dengan kalimat: ``Namaku?",id,0.652,1.0,0.542,0.476,3.296,1,5.966
fi_polar_26,Pitäisikö niistä olla jotenkin erityisen huolissaan juuri siksi?,fi,0.564,0.0,0.0,0.625,2.303,1,3.492
ko_polar_21,도대체 이게 어찌된 일입니까?,ko,-0.707,1.0,0.25,0.75,1.792,1,3.085
fi_polar_46,- Haluatteko tupakkia?,fi,-1.008,0.0,0.2,1.0,1.609,1,1.801
id_content_21,"Bila kita menggunakan semua ini untuk melawan musuh, musuh mana yang tak akan kalah?",id,0.43,1.0,0.6,0.357,2.833,0,5.22
id_content_149,Namun apa yang terjadi?,id,-0.544,1.0,0.2,0.5,1.792,0,2.948
id_content_39,Berfirmanlah TUHAN kepada Samuel: ``Berapa lama lagi engkau berdukacita karena Saul?,id,0.668,1.0,0.7,0.583,2.773,0,5.724
en_polar_173,Are either of you familiar with this project?,en,0.092,0.0,0.0,0.25,2.303,1,2.645
id_polar_189,Bait kedua juga bertanya... dan adakah engkau percaya kepada Tuhan di atas sana?,id,-0.021,0.0,0.583,0.643,2.833,1,4.038
id_content_56,Apa arti globalisasi buat Lippo?,id,-0.128,0.0,0.0,0.6,1.946,0,2.418
fi_polar_13,Tekeekö netti meistä tyhmiä?,fi,-0.008,0.0,0.6,0.75,1.792,1,3.134
id_content_28,Apa saja 3 ranah berbeda warna itu?,id,-0.378,0.0,0.0,0.571,2.197,0,2.39
ar_content_15, وهل ستكون المحكمة علنية؟,ar,-0.255,0.0,0.6,0.5,2.197,0,3.042
fi_content_136,Miten saamme kansalaiset hyväksymään Euroopan yhdentymishankkeen?,fi,-0.721,1.0,0.4,1.0,2.079,0,3.758
ar_content_5,قبل الإقدام على خطوات يعلن ـ هو نفسه ـ أنها تتناقض تماماً مع قرارات الشرعية الدولية والمبدأ الذي انطلقت منه مسيرة مدريد؟,ar,-0.142,1.0,0.667,0.5,3.332,0,5.357
fi_content_97,Mutta mitä ihmettä?,fi,-1.121,0.0,0.0,0.333,1.609,0,0.821
ru_polar_184,Имел ли кто-нибудь такое оружие (пусть даже травматическое)?,ru,0.55,0.0,0.8,0.375,2.485,1,4.21
ru_content_507,Может кто знает что это за грибы?,ru,-0.545,0.0,0.25,0.429,2.197,0,2.331
id_polar_56,Akankah dia masih mengingat Ibu dan kampung halamannya?,id,-0.321,0.0,0.667,0.5,2.485,1,3.331
ru_content_652,"Знаете, где можно научиться мнемотехнике?",ru,-0.295,2.0,0.222,1.0,2.079,0,5.006
fi_polar_84,"− Kokevatko kreikkalaiset, että isot EU-valtiot tulevat ja pakottavat heidät tekemään muutoksia?",fi,-0.108,1.0,0.45,0.727,2.708,1,4.777
ja_polar_41,もっと良く撮れた写真はなかったのか?,ja,-0.656,1.0,0.25,0.5,2.485,1,3.579
en_polar_496,2. Have we kept up with partial water changes?,en,0.182,0.0,0.667,0.444,2.485,1,3.778
id_content_269,Kan kamu yang bilang? - Bukankah kamu yang bilang demikian?,id,0.122,1.0,0.3,0.2,2.639,0,4.261
fi_polar_38,"""Eikö ole kaunis päivä?""",fi,-0.674,0.0,0.2,0.75,2.079,1,2.355
ja_content_35,また、オーストラリアの位置づけはどうなのか？,ja,-0.06,0.0,0.0,0.4,2.565,0,2.905
en_content_25,"In the Episode ""So in Louvre Are We Two"", How many diffrent painting/scupltures are their and who are the artists?",en,0.037,0.0,0.667,0.5,3.296,0,4.5
ko_polar_157,"그렇다면 다른 커다란 실체, 즉 생태계나 가이아에 대해서는 어떠한가?",ko,0.96,0.0,0.0,0.667,2.485,1,4.112
id_content_131,Sampai kapankah Aladin sanggup mempertahankan lampu ajaib tersebut di tangannya?,id,-0.06,0.0,1.0,0.583,2.639,0,4.162
en_content_90,What mosques exactly did they visit and who did they meet?,en,0.056,0.0,0.5,0.364,2.565,0,3.485
ar_content_38,"تحت هذا العنوان نشرت جريدة ""الاتحاد"" تحقيقاً مطولاً جاء فيه: لماذا نشرت إسرائيل خارطة لدمشق ما أسمته مراكز ومكاتب لمنظمات فلسطينية في قلب العاصمة السورية؟",ar,0.945,1.5,0.6,0.633,3.555,0,7.233
id_content_114,Bagaimanakah cara Sultan dan Atikah mengatasi semua rintangan yang menghadang hubungan cinta mereka?,id,0.122,1.0,0.5,0.6,2.833,0,5.055
fi_content_27,"Tämä setti toimi, sillä siinä vaiheessa kun avaimet oli vaihdettu, uskalsin jo kysyä, että ”mitä sä musta ajattelit, kun ekan kerran näit?”.",fi,0.927,3.0,0.6,0.545,3.434,0,8.506
ar_content_56,من بوسعه إيقاف منتخب أستراليا هذا؟,ar,-0.77,0.0,0.0,0.5,2.303,0,2.033
id_content_54,"Persoalan berikutnya, bagaimana menentukan mana pelaku dan mana korban?",id,-0.003,1.0,0.4,0.667,2.485,0,4.549
fi_polar_101,Olisiko se iltalenkin jälkeen peiton tuominen sohvalle yhdessä iltateen tai viinilasillisen kanssa?,fi,0.265,0.0,0.0,0.583,2.639,1,3.487
fi_polar_7,Osaako nainen lukea miehen käytöksestä tämän?,fi,-0.208,1.0,0.4,0.833,2.079,1,4.104
fi_content_47,”Kuka muka pakottaa?,fi,-0.621,0.0,0.4,0.667,1.792,0,2.238
en_content_335,"After you are elected in 2004, what will your memoirs say about you, what will the title be, and what will the main theme say?",en,0.864,1.0,0.722,0.28,3.401,0,6.267
ko_polar_146,"단지 이것만으로, 외세에 맞서 국가를 지키려 한 숭고한 민중 의지의 표상으로서 삼별초의 의의를 우리 2세들에게 가르칠 수 있겠는가?",ko,0.372,1.0,0.333,0.833,3.045,1,5.583
en_content_24,how do you mold silicone or rubber into a mermaid tail?,en,-0.044,0.0,0.667,0.545,2.565,0,3.733
en_polar_278,Are we ready to execute?,en,-0.693,1.0,0.167,0.4,1.946,1,2.82
ko_content_211,어떻게 생물들이 산소의 농도를 21 퍼센트로 유지시키고 기온을 섭씨 20 도로 조절할 수 있겠는가?,ko,1.029,0.0,0.833,0.714,2.773,0,5.349
fi_polar_82,Entä: onko kookkaiden lainojen ottaminen epävakaina talousaikoina järkevää?,fi,1.135,0.0,0.0,0.875,2.398,1,4.408
fi_content_54,"Miksi Jumalat olisivat sinne matkalla, ellei se olisi paratiisi?”",fi,0.768,1.0,0.0,0.5,2.639,0,4.907
ar_content_41,غير أن هذا ممكن، في أي بلد، إلا في مصر، التي يقال فيها الوزير، ولا يستقيل، دون أن يعرف أحد لماذا؟!,ar,0.263,1.0,0.667,0.435,3.434,0,5.799
ru_content_562,В чем причина может быть?,ru,-0.795,1.0,0.25,0.6,1.946,0,3.001
ru_polar_39,Посадят ли его на самолёт? и что его ждёт по прилёту?,ru,0.436,0.0,0.8,0.364,2.639,1,4.239
ko_content_143,대체 당신은 무엇이 해결되었다고 생각하지요?,ko,0.049,0.0,0.333,0.6,1.946,0,2.928
ja_content_36,彼女の全エネルギーはどこから来ているのだろうか。もしくは、衝撃波を引き起こす力を以って打ちのめすことのできるあの声？,ja,0.717,1.0,0.267,0.464,3.466,0,5.914
fi_polar_48,Entä olinko jo ostanut jotain jouluruokia?,fi,-0.208,0.0,0.6,0.667,2.079,1,3.138
en_content_270,what are some unique customs in ireland?,en,-0.511,0.0,0.0,0.429,2.197,0,2.115
fi_content_52,"”Miksi Carla sitten sanoo, että se on maanpäällinen Helvetti?”",fi,0.629,1.0,0.8,0.667,2.639,0,5.735
ko_content_210,어떻게 생물들이 산소의 농도를 정하기 위하여 회의를 개최할 수 있겠는가?,ko,0.132,1.0,0.5,0.8,2.485,0,4.917
id_polar_27,"Mayumi Thyme adalah karakter pendukung dalam Shuffle!, dan salah satu tokoh utama dalam Really?",id,0.132,0.0,0.0,0.643,2.89,1,3.665
fi_polar_4,”Osaanko nauttia seksistä?”,fi,-1.008,1.0,0.2,1.0,1.946,1,3.138
ja_content_0,犯人は一体誰なのか?,ja,-0.56,0.0,0.0,0.286,2.197,0,1.923
en_content_310,What is the best time of year?,en,-0.511,0.0,0.0,0.429,2.197,0,2.115
ja_polar_61,その時からのだから?,ja,-0.412,0.0,0.0,0.167,2.079,1,1.834
id_polar_85,"``Apakah (Tuhan) berniat mencegah kejahatan, namun tidak dapat?",id,0.277,1.0,0.389,0.667,2.708,1,5.041
ru_polar_76,Пальто предназначено на осеннюю погоду до -10 Выглядит ли оно красиво?,ru,0.199,0.0,0.6,0.5,2.639,1,3.938
ko_content_116,"자, 당신은 인간으로서 이것에 어떻게 답할 것인가?",ko,0.632,1.0,0.5,0.571,2.303,0,5.006
fi_polar_5,Osaavatko ihmiset lukea toistensa silmistä tällaista itseluottamusta?,fi,-0.174,1.0,0.4,0.857,2.197,1,4.28
ru_polar_144,Будет ли это работать?,ru,-0.164,0.0,0.4,0.25,1.792,1,2.278
id_content_221,"Jika aku tidak menangis untuknya, lalu siapa lagi?",id,0.122,0.0,1.0,0.222,2.485,0,3.829
id_polar_98,Apa urusan NU?,id,-1.098,0.0,0.0,0.667,1.609,1,1.178
ar_polar_11,ما دام لا خلاف بين أميركا وسوريا حول لبنان هل يُعقل أن يراهن مسيحيون على واشنطن؟,ar,0.095,1.0,0.333,0.353,2.944,1,4.725
fi_content_128,Ja mikä olisi sitten sitä juhlaromantiikkaa?,fi,-0.321,0.0,0.0,0.333,2.079,0,2.091
fi_polar_11,Sanoinko jo jotain tästä ravaamisesta? :D,fi,0.792,0.0,0.8,0.5,2.079,1,4.171
ru_content_349,Что значит ДЕЛАТЬ ЭТО?,ru,-1.045,1.0,0.25,0.5,1.792,0,2.497
ko_polar_102,또는 '나' 라고 부를 수 있는 것이 과연 존재하는가?,ko,1.21,0.0,0.333,0.667,2.565,1,4.775
en_polar_358,If you can?,en,-0.693,0.0,0.0,0.0,1.609,1,0.916
ru_content_621,Что помогло Гарри получить зелье Удачи?,ru,-0.845,1.0,0.333,0.833,2.079,0,3.4
ko_content_8,시간도 지킬 줄 모르는 사람이 어떻게 국민들과의 큰 약속을 지킬 수 있겠습니까?,ko,-0.474,1.0,0.333,1.0,2.639,0,4.498
ru_content_144,"Может быть есть какие-нибудь чаи или таблетки, которые вызывают аппетит?",ru,-0.268,1.0,0.208,0.7,2.565,0,4.205
en_content_61,Where can I go on a first date (adults)?,en,0.406,0.0,0.667,0.556,2.565,0,4.194
ja_polar_58,企業経営者の、そして企業人一人ひとりの意識改革ではないだろうか。,ja,0.255,0.0,0.0,0.5,2.944,1,3.699
ru_content_86,Но почему он не слышал ее раньше?,ru,0.121,0.0,1.0,0.429,2.197,0,3.747
ru_content_579,Женщинам ? а тетки от 49 сидят как думаете? на них высок спрос....,ru,0.955,0.0,0.5,0.583,2.773,0,4.811
id_polar_57,Sejauh mana ilmu berupaya mencapai perubahan sosial?,id,-0.932,1.0,0.333,0.714,2.197,1,3.312
en_polar_77,need help finding irish music?,en,-0.943,1.0,0.167,1.0,1.946,1,3.17
id_polar_40,``Apakah engkau memperhatikan hamba-Ku Ayub?,id,-0.598,0.0,0.5,0.571,2.303,1,2.776
ru_polar_52,"Подскажите, будут ли проблемы с этим, или сейчас можно спокойно съездить туда-назад без всякий самоизоляций?",ru,0.236,1.0,0.533,0.562,3.045,1,5.376
ru_content_258,"Везде одна синтетика и понты, почему люди забывают классическую одежду?",ru,0.177,0.0,0.5,0.8,2.565,0,4.042
en_content_67,"""Can you name the general who is in charge of Pakistan?""",en,-0.444,1.0,0.333,0.364,2.708,0,3.961
en_polar_96,That he didn’t show up for duty in Alabama?,en,0.14,0.0,1.0,0.3,2.485,1,3.925
ko_polar_110,그러나 우리 이집트와의 교류를 거치고 난 후에야 비로소 그리스 문명의 꽃이 피어나기 시작했다는 것을 생각해 본 적이 있습니까?,ko,0.43,2.0,0.238,0.889,2.996,1,6.553
ru_polar_136,"Если просто разбавить водой, останется ли цвет на одежде?",ru,-0.289,1.0,0.7,0.556,2.485,1,4.452
en_content_297,where can I find the best tours to the Mekong Delta at reasonable prices?,en,0.348,0.0,0.667,0.571,2.773,0,4.359
ru_polar_105,Могу ли я выходить на работу если результаты еще не пришли?,ru,0.736,1.0,0.6,0.545,2.565,1,5.446
ja_polar_1,疲労回復では他に譲るか?,ja,-0.355,0.0,0.75,0.5,2.303,1,3.198
ru_polar_187,Выпарится ли влага из всего этого при включении кабеля?,ru,0.336,0.0,0.8,0.444,2.398,1,3.978
id_polar_76,"Sering orang bertanya, apa cita-cita Amek kelak?",id,-0.598,0.0,0.5,0.857,2.303,1,3.062
id_content_160,``Mengapakah kamu tidak mau menyembah Allah SWT?,id,0.122,0.0,0.8,0.5,2.398,0,3.82
ru_content_96,"- Значит, что же -- они нас даже и не заметили?",ru,1.205,0.0,0.5,0.222,2.639,0,4.566
en_polar_147,Is that Microwave that you gave Dan really expensive?,en,0.682,1.0,0.5,0.556,2.398,1,5.136
en_content_370,I have hundreds of VHS movies lying around... what should I do with them?,en,0.195,1.0,0.389,0.5,2.833,0,4.917
ru_polar_188,И есть ли у вас знакомые?,ru,-0.164,0.0,0.8,0.333,2.079,1,3.048
id_content_258,``Mengapa tidak memakai piano?,id,-0.544,0.0,0.6,0.75,1.946,0,2.752
ar_content_33,فما الذي دفع بهما الى قول ما قالاه؟,ar,-0.555,1.0,0.3,0.273,2.565,0,3.583
en_polar_366,Travelers guide - For the young and unknowledgeable?,en,-0.336,0.0,0.0,0.5,2.398,1,2.562
ko_polar_177,그러나 이것은 사람이면 당연한 일 아닌가?,ko,0.56,0.0,0.0,0.5,2.079,1,3.139
id_polar_84,Apakah Azzam mampu menyelamatkan rumah tangga Husna dan Ilyas?,id,-0.432,0.0,0.5,0.7,2.485,1,3.253
ru_content_392,Кто на алиэкспрессе продаёт алмазную мозаику на подрамнике?,ru,-0.188,0.0,0.667,0.625,2.303,0,3.407
ar_content_51,"وطالب الحزب بتنظيم مسابقة مصرية تتضمن الأسئلة التالية: ""كم عدد المدرسين المصريين الذين ساهموا في محو أمية الشعب الكويتي قبل اكتشاف النفط وبعده؟",ar,-0.017,1.0,0.4,0.667,3.434,0,5.484
id_polar_39,Apakah yang engkau serukan kepada kami?,id,-0.265,1.0,0.5,0.143,2.197,1,3.575
ar_polar_3, هل حدد القانون عدد القضاة؟,ar,-0.843,0.0,0.6,0.8,2.079,1,2.636
ko_content_10,"무슨 일이든지 시작하기는 쉽지만, 끝내기는 어렵기 때문에 용두사미라는 말이 종종 쓰이는 것 아니겠습니까?",ko,0.049,1.0,0.25,0.769,2.773,0,4.841
en_polar_245,Can we have a meeting this week (maybe Thursday at 3:30) to discuss this?,en,-0.04,1.0,0.333,0.429,2.89,1,4.612
ru_polar_34,"Скажите пожалуйста, стоит ли мне идти к врачу, и чем нужно это лечить?",ru,0.252,1.5,0.45,0.462,2.833,1,5.497
ja_polar_62,世界の最良の状態がもはや是認されていない時分に、彼らの聖職者たちは自身のマントに対して正しかったか？,ja,0.455,1.0,0.25,0.484,3.526,1,5.715
fi_content_34,"Miten komissio suhtautuu siihen, mitkä ovat sen näkemykset asiasta?",fi,-0.496,0.0,0.8,0.556,2.485,0,3.345
id_polar_219,Apakah hubungan Rado Habeahan dan Intan berlangsung dengan mulus?,id,0.346,0.0,0.667,0.7,2.485,1,4.198
ko_polar_140,그러면 임나에 대한 일본서기를 비롯한 많은 기록들은 모두 허구란 말인가?,ko,0.404,1.0,0.25,0.9,2.485,1,5.039
fi_content_64,tuu takas mikä sua vaivaa?,fi,-0.121,0.0,0.4,0.6,1.946,0,2.825
en_polar_271,Is there anyone else in EGM that could participate?,en,-0.068,1.0,0.25,0.444,2.398,1,4.024
en_content_181,I say why not?,en,-1.011,0.0,0.333,0.5,1.792,0,1.614
ko_polar_173,김영삼 정부는 한국 자본주의병을 치료할 수 있을까?,ko,-0.707,0.0,0.5,1.0,2.197,1,2.99
id_polar_18,Apakah SAFIRA akan berhasil dengan segala rencana liciknya?,id,-0.321,0.0,0.5,0.5,2.485,1,3.164
fi_content_140,Miksi et nauttisi ja harrastaisi seksiä näistä tuntemuksista huolimatta?,fi,-0.371,0.0,0.5,0.556,2.398,0,3.083
en_polar_283,Do you think we need to do more?,en,-0.765,2.0,0.333,0.5,2.303,1,4.371
ja_content_7,毎日のことですからなんとか解決していきたいと日々努力していらっしゃるのではないでしょうか。,ja,0.606,1.333,0.5,0.28,3.296,0,6.015
en_content_147,"What correlation are you assuming, 15% flat for twenty years?",en,-0.444,0.0,0.5,0.364,2.639,0,3.059
ko_polar_54,"아니면 그들은 정말로 자신들이 주장하듯, 그들이 정당한 일을 하고 있는 것으로 생각했는가?",ko,1.869,1.0,0.333,0.583,2.708,1,6.493
id_content_122,Bagaimana perjuangan hidup Isabella?,id,-0.878,0.0,0.0,1.0,1.792,0,1.914
ar_content_28,لماذا لم تنطلق الحركة التجارية بعد؟,ar,-0.455,0.0,0.8,0.5,2.079,0,2.924
ja_content_1,どうするか?,ja,-1.394,0.0,0.4,0.667,1.609,0,1.282
fi_content_7,Mitä jos uudistuisimme kevään kynnyksellä juuri näin?,fi,-0.287,0.0,0.8,0.714,2.197,0,3.424
fi_content_15,"Miksi emme hae itsellemme sitä nautintoa, jota kaipaamme?",fi,-0.406,1.0,0.4,0.5,2.398,0,3.892
ar_polar_22,هل تقرع المنبه الخاص بك؟,ar,-0.893,0.0,0.4,0.5,2.079,1,2.086
ja_polar_13,一点突破したものがあなたにあるか。,ja,0.188,1.0,0.5,0.364,2.565,1,4.617
id_content_18,"Pak Douw, anda telah berusaha untuk maju menjadi Bupati, bagaimana kalau seandainya nanti anda gagal mendapatkan dukungan dan tidak terpilih di PILKADA Nabire?",id,0.622,1.5,0.6,0.652,3.296,0,6.67
fi_polar_29,Pitäisikö minun mennä sisälle johonkin taloista?,fi,-0.608,0.0,0.4,0.333,2.079,1,2.204
ja_content_32,彼らは誰ですか。,ja,-0.994,0.0,0.0,0.167,2.079,0,1.252
ru_content_282,Кто собирается лететь за рубеж?,ru,-0.795,1.0,0.25,0.6,1.946,0,3.001
fi_polar_61,Onko enkeli tyttö vai poika?,fi,-0.508,0.0,0.0,0.6,1.946,1,2.038
ru_polar_157,Пустят ли меня если мне нет данного возраста?,ru,-0.164,1.0,0.6,0.5,2.303,1,4.239
ru_polar_94,"Если азиат плохо видеть, может ли он щурится чтобы лучше видеть?",ru,-0.164,1.5,0.5,0.636,2.639,1,5.111
id_polar_223,"Kemudian pada satu titik, dua belahan jiwa ini tersadar; Apakah cinta mereka akan bisa terus abadi?",id,0.652,0.0,0.667,0.529,3.045,1,4.893
en_content_37,what is a good slogan for an Argentinian restaurant?,en,-0.094,0.0,0.0,0.444,2.398,0,2.748
en_polar_364,"Canadian student visa, can I used for other schools?",en,-0.193,0.0,0.333,0.667,2.485,1,3.292
id_content_144,"Pada saat itu, ia mempertanyakan apa arti MASOVU?",id,-0.449,0.0,0.6,0.5,2.398,0,3.049
ja_polar_8,"“シャクブくん”や“池田小作”にいたっては,別のカルト団体のネタではないでしょうか。",ja,0.42,1.0,0.0,0.45,3.296,1,5.166
ko_polar_171,과연 문학비평이 오늘날의 문제적 상황을 외면하거나 침묵해도 좋을 것인가?,ko,0.46,1.0,0.0,0.778,2.398,1,4.636
ja_content_29,そのモサは今何をしているか。,ja,-0.616,1.0,0.4,0.4,2.485,0,3.669
ja_polar_47,でも、リニューアルしたゲストハウス風のロビー?,ja,0.913,1.0,0.0,0.333,2.485,1,4.731
ru_polar_44,Летал ли кто-то с такой температурой недавно?,ru,0.336,0.0,0.6,0.429,2.197,1,3.562
