unique_id,text,language,type_original,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,subordinate_proposition_dist,verbal_head_per_sent,question_type,complexity_score
ko_polar_147,그러나 그 출발 동기의 불순함에 묶여 역사를 통해 보여준 긍정적 활동상마저 외면해서야 되겠는가?,ko,polar,0.094,4.591,1.0,0.333,0.615,2.708,3.932,-0.086,1,1.176
ko_polar_148,언젠가는 시간이 거꾸로 흘러 결과가 원인에 앞서 일어나는 일이 있지 않을까?,ko,polar,0.427,0.591,1.0,0.667,0.727,2.565,4.615,-1.086,1,0.539
ko_polar_149,혹은 인간이 알 수 있는 데에 마지막 한계가 있을까?,ko,polar,0.302,0.591,1.0,0.333,0.889,2.398,4.615,-1.086,1,0.459
ko_polar_150,시간에 종말이 있을 수 있을까?,ko,polar,-0.823,-1.409,0.0,0.0,1.0,1.946,0.0,-2.086,1,-1.342
ko_polar_151,그렇다면 그 이론이 반드시 우리가 옳은 결론에 도달하도록 결정할 것인가?,ko,polar,0.816,-0.409,1.0,0.333,0.6,2.485,3.932,-0.086,1,0.395
ko_polar_152,우리가 그릇된 결론을 끌어내도록 결정할 수도 있지 않을까?,ko,polar,-0.501,-0.409,1.0,0.167,0.625,2.303,3.932,-0.086,1,0.111
ko_polar_153,정난의 사람들은 일상사에 얽매여 도대체 다른 것을 초월하여 사물을 살펴볼 수 있지 않겠는가?,ko,polar,0.511,-0.409,0.0,1.0,0.769,2.708,0.0,-1.086,1,-0.501
ko_polar_154,그리스어로 대지의 여신을 의미하는 이 말보다 적절한 용어가 과연 있을 수 있을까?,ko,polar,-0.709,2.591,1.0,0.25,1.0,2.639,4.615,-0.086,1,0.85
ko_polar_155,어쩌면 그 일은 지구의 생물체를 외계로 진출시킬 수 있는 거의 유일한 방법이 아니겠는가?,ko,polar,1.011,0.591,1.0,0.333,0.923,2.708,4.615,-0.086,1,0.814
ko_polar_156,그렇지만 이제 그 정의를 꼭 말해야만 한다면 나 스스로가 생명에 대한 정의를 내리려고 노력해야 하지 않을까?,ko,polar,0.794,0.591,1.0,0.417,0.562,2.89,3.932,-0.086,1,0.642
ko_polar_157,"그렇다면 다른 커다란 실체, 즉 생태계나 가이아에 대해서는 어떠한가?",ko,polar,0.927,1.591,0.0,0.0,0.667,2.485,0.0,-2.086,1,-0.485
ko_polar_158,생물과 환경이 밀접하게 연관되어 있다는 가정만으로 전체 시스템의 성질이 과연 크게 달라질 수 있을까?,ko,polar,-0.227,0.591,1.0,0.583,0.714,2.773,3.932,-0.086,1,0.5
ko_polar_159,항상성이 곧 가이아 모델에서 예측되는 논리적인 귀결일까?,ko,polar,0.261,-0.409,1.0,0.278,1.0,2.197,4.215,0.914,1,0.531
ko_polar_160,도도하던 보옥의 자존심을 무참히 까뭉갰다는 우월감 때문이었을까?,ko,polar,-0.739,0.591,1.0,0.167,1.0,2.197,3.932,0.914,1,0.463
ko_polar_161,그게 도시의 빛깔이었을까?,ko,polar,-0.573,-2.409,0.0,0.333,0.667,1.609,0.0,-1.086,1,-1.357
ko_polar_162,도시의 율동이었을까?,ko,polar,-1.073,-2.409,0.0,0.167,1.0,1.386,0.0,-1.086,1,-1.453
ko_polar_163,그렇지 않습니까?,ko,polar,-1.073,-2.409,0.0,0.0,0.5,1.386,0.0,-1.086,1,-1.568
ko_polar_164,인물값 하느라고 치맛자락에 못된 남자들 감싸고 다니다가 순결 잃은 상처 때문에 꿈을 버린 걸까?,ko,polar,-0.15,0.591,1.0,0.278,0.786,2.773,4.215,0.914,1,0.695
ko_polar_165,그럴 때 만나면 그럴싸한 관능의 추억이 생겨나는 것이니까?,ko,polar,-0.501,-0.409,1.0,0.125,0.875,2.303,3.932,1.914,1,0.493
ko_polar_166,그런데 과연 약속했던 낙원은 건설되었던가?,ko,polar,-0.323,-0.409,1.0,0.25,0.8,1.946,3.932,-0.086,1,0.125
ko_polar_167,혹 돈키호테처럼 대갑식은 치렀으되 정당한 기사 임명식은 치르지 못한 그런 사회주의 혁명은 아니었던가?,ko,polar,0.511,0.591,2.0,0.208,0.923,2.708,4.615,1.914,1,1.225
ko_polar_168,1917 년 러시아 경제가 사회주의 혁명을 수행해야 할 발전 단계에 이르렀던가?,ko,polar,0.027,1.591,1.0,0.25,0.818,2.565,3.932,-0.086,1,0.642
ko_polar_169,그리고 이 협애함은 기본적으로 경제의 낙후함과 긴밀히 연관되어 있지 않았던가?,ko,polar,0.594,-0.409,0.0,0.667,0.5,2.485,0.0,-1.086,1,-0.629
ko_polar_170,문학비평가와 문학연구가를 굳이 따로 분리할 필요가 있을까?,ko,polar,-0.406,0.591,1.0,0.333,0.857,2.197,4.615,-1.086,1,0.297
ko_polar_171,과연 문학비평이 오늘날의 문제적 상황을 외면하거나 침묵해도 좋을 것인가?,ko,polar,0.427,-1.409,1.0,0.0,0.778,2.398,4.615,-1.086,1,0.058
ko_polar_172,"운동가들의 연설이라고 하면 절대적 빈곤, 지하실 셋방, 벌집, 노점상, 철거민 등등이 떠오르는 것은 비단 나뿐일까?",ko,polar,0.713,3.591,2.0,0.333,0.933,3.045,4.215,0.914,1,1.618
ko_polar_173,김영삼 정부는 한국 자본주의병을 치료할 수 있을까?,ko,polar,-0.739,-1.409,0.0,0.5,1.0,2.197,0.0,-1.086,1,-1.025
ko_polar_174,이 문제를 고칠 수 있을 것인가?,ko,polar,-0.673,-1.409,1.0,0.25,0.833,2.079,3.932,-0.086,1,-0.08
ko_polar_175,그 혼란을 국민이 감당하려 할 것인가?,ko,polar,-0.673,-1.409,1.0,0.25,0.667,2.079,3.932,-0.086,1,-0.108
ko_polar_176,특히 부패하고 정의롭지 못한 정부를 믿고 국민들이 그 어려움을 감당하려 할 것인가?,ko,polar,-0.255,0.591,1.0,0.167,0.667,2.639,4.615,0.914,1,0.683
ko_polar_177,그러나 이것은 사람이면 당연한 일 아닌가?,ko,polar,0.527,-0.409,0.0,0.0,0.5,2.079,0.0,-1.086,1,-0.826
ko_polar_178,어거지인가?,ko,polar,-2.073,-3.409,0.0,0.0,1.0,1.099,0.0,-1.086,1,-1.878
ko_polar_179,해안 가까이의 바다가 얼 준비를 하는가?,ko,polar,-0.673,-0.409,1.0,0.167,1.0,2.079,3.932,-0.086,1,0.108
ko_polar_180,평소 마리안소만 안쪽에서는 펭귄이 없었는데 펭귄 군서지에서 육지를 횡단했나?,ko,polar,-0.073,-0.409,0.0,0.5,0.889,2.398,0.0,-1.086,1,-0.721
ko_polar_181,아니면 요 며칠 눈보라 칠 때 마리안소만 안쪽으로 피신했는가?,ko,polar,0.177,0.591,1.0,0.417,0.889,2.398,3.932,-0.086,1,0.507
ko_polar_182,오너르 콜린스 하버 쪽으로 간 펭귄들이 그렇게 남아있는 무리인가?,ko,polar,-0.448,1.591,1.0,0.222,0.889,2.398,3.932,0.914,1,0.711
ko_polar_183,남극의 엄숙한 겨울에 자숙함일까?,ko,polar,-0.739,-1.409,0.0,0.083,1.0,1.792,0.0,-0.086,1,-0.994
ko_polar_184,길을 잃고 아직도 돌아가지 못했을까?,ko,polar,-0.823,-1.409,1.0,0.167,0.8,1.946,4.615,-0.086,1,-0.031
ko_polar_185,오늘 오후의 영하 24.0가 끝인가?,ko,polar,-0.823,-0.409,0.0,0.167,0.8,1.946,0.0,-1.086,1,-1.002
ko_polar_186,그렇다고 영국이 몰락한 것일까?,ko,polar,-0.739,-1.409,1.0,0.167,1.0,1.792,3.932,0.914,1,0.047
ko_polar_187,"지금 영국 수준의 도로망과 철도망을 갖추려면 50 년, 100 년 안에 가능할 수 있을까?",ko,polar,-0.227,1.591,0.0,0.333,0.714,2.833,0.0,-1.086,1,-0.385
ko_polar_188,우리가 또는 일본에게 짓밟혓던 동남 아시아의 나라들이 다시 일본의 천황 밑에 모여들 수 있을까?,ko,polar,0.773,0.591,1.0,0.417,0.857,2.773,3.932,-0.086,1,0.669
ko_polar_189,그럴 수가 있는가?,ko,polar,-1.073,-1.409,0.0,0.0,1.0,1.609,0.0,-1.086,1,-1.27
ko_polar_190,"빅토리아 시대, 전세계에 걸친 제국으로 있던 그때의 향수 때문이 아닐까?",ko,polar,-0.517,3.591,1.0,0.167,0.9,2.565,4.615,-1.086,1,0.838
ko_polar_191,과연 영국에는 패션이 없는가?,ko,polar,-0.073,-2.409,0.0,0.0,1.0,1.792,0.0,-2.086,1,-1.412
ko_polar_192,헤겔이 이러한 사태에 직면하여 재차 고대의 변증법에 생기를 불어 넣어 소생시키려 했던 것은 어떠한 방법으로 설명된다는 것인가?,ko,polar,0.427,1.591,1.0,0.2,0.765,2.944,4.215,2.914,1,1.326
ko_polar_193,그렇지만 헤겔은 설령 개별적인 관점에서 플라톤을 오해하고 있다고 하더라도 결국 전체로서는 플라톤을 바르게 이해하고 있는 것은 아닐까?,ko,polar,1.677,1.591,1.5,0.556,0.765,2.944,4.615,0.914,1,1.414
ko_polar_194,헤겔이 플라톤의 소피스테스 편 속에 동일성과 차이성이라는 반성 규정에 관한 변증법을 재인식하였을 때 그것이 옳은 것은 아닐까?,ko,polar,0.177,3.591,1.0,0.278,0.882,2.944,4.615,0.914,1,1.386
ko_polar_195,정신의 어떠한 형태가 등장하고 그것들이 어떠한 연결 방식으로 잇달아 나타나는가?,ko,polar,0.15,0.591,0.0,0.111,0.7,2.485,0.0,0.914,1,-0.248
ko_polar_196,우리는 어떠한 경제체제 아래서 살고 있는가?,ko,polar,-0.473,-0.409,0.0,0.167,0.667,2.079,0.0,-0.086,1,-0.768
ko_content_0,그렇다면 무엇이 현대인으로 하여금 이러한 새로운 물음을 묻지 않을 수 없게 만들어 주고 있는가?,ko,content,1.081,-1.409,1.0,0.0,0.714,2.773,4.215,1.914,0,0.675
ko_content_1,그 이유는 무엇인가?,ko,content,-1.073,-1.409,0.0,0.167,0.667,1.609,0.0,-1.086,0,-1.299
ko_content_2,"성경에는 하나님을 두려워하고 백성을 사랑하는 위대한 정치가들이 많이 나오는데, 한국교회에선 위대한 정치가들이 많이 나오지 못하는 이유가 어디에 있습니까?",ko,content,0.163,3.591,1.5,0.389,0.889,3.045,4.615,0.914,0,1.508
ko_content_3,그런 파렴치한 전과자들이 어떻게 면책특권까지 부여된 신성한 국회에 들어가서 올바른 정치를 할 수 있겠습니까?,ko,content,0.389,0.591,1.0,0.2,0.929,2.773,3.932,2.914,0,1.096
ko_content_4,법을 어기면서 금권타락선거를 조성하고 폭력을 앞세우는 사람이 대통령이 되면 앞으로 우리나라 꼴이 뭐가 되겠습니가?,ko,content,0.235,1.591,0.0,0.417,0.714,2.773,0.0,-0.086,0,-0.129
ko_content_5,일본과 같은 경제대국도 미국의 보호무역주의에 두 손을 드는 판국에 우리나라가 무슨 재주로 미국의 경제정책을 엿장수 맘대로 요리할 수 있겠습니까?,ko,content,0.372,1.591,1.0,0.75,0.789,3.045,3.932,-0.086,0,0.866
ko_content_6,지극히 작은 약속시간도 제대로 지키지 못하는 사람이 어떻게 그보다 엄청난 큰 약속을 제대로 지킬 수 있겠습니까?,ko,content,-0.073,1.591,2.0,0.444,1.0,2.89,4.215,0.914,0,1.141
ko_content_7,상식에서 벗어난 사람이 어떻게 좋은 대통령이 될 수 있겠습니까?,ko,content,-0.448,-0.409,1.0,0.417,1.0,2.398,3.932,-0.086,0,0.245
ko_content_8,시간도 지킬 줄 모르는 사람이 어떻게 국민들과의 큰 약속을 지킬 수 있겠습니까?,ko,content,-0.345,1.591,1.0,0.333,1.0,2.639,4.215,0.914,0,0.858
ko_content_9,경상도 사람들의 표 때문에 당선된 대통령이 경상도보다 먼저 전라도에 관심을 쏟는다면 얼마나 멋진 대통령이 될 수 있겠습니까?,ko,content,-0.26,3.591,1.0,0.333,0.941,2.944,3.932,-0.086,0,1.039
ko_content_10,"무슨 일이든지 시작하기는 쉽지만, 끝내기는 어렵기 때문에 용두사미라는 말이 종종 쓰이는 것 아니겠습니까?",ko,content,0.177,3.591,1.0,0.25,0.769,2.773,4.615,-0.086,0,1.159
ko_content_11,그리고 그 밖에 배경 좋은 공직자들과 재벌들이 가지고 있는 땅은 얼마나 많겠습니까?,ko,content,0.927,2.591,1.0,0.167,0.667,2.639,4.615,-1.086,0,0.888
ko_content_12,"이미 금싸라기가 된 땅과 앞으로 금싸라기가 될 땅은 그들이 다 차지해 버렸으니, 앞으로 우리 서민들은 어디서 쓸 만 한 땅을 구하겠습니까?",ko,content,0.827,1.591,1.0,0.389,0.81,3.178,4.435,3.914,0,1.687
ko_content_13,"언제 어떤 암초에 걸릴는지 모르는데, 누가 안개 자욱한 바다를 향해하려 하겠습니까?",ko,content,-0.073,0.591,0.0,0.25,0.636,2.639,0.0,-0.086,0,-0.42
ko_content_14,과연 이럴 때 우리 성도들은 어떻게 처신해야 좋겠습니까?,ko,content,0.213,-1.409,0.0,0.0,0.625,2.303,0.0,-1.086,0,-0.993
ko_content_15,그럼 우리 성도들은 어떻게 해야 합니까?,ko,content,-0.273,-1.409,0.0,0.5,0.5,2.079,0.0,-1.086,0,-1.051
ko_content_16,우리나라 국회의원선거가 왜 이 모양 이 꼴입니까?,ko,content,0.261,-1.409,0.0,0.667,0.714,2.197,0.0,-1.086,0,-0.872
ko_content_17,우리가 돌보지 아니하면 누가 돌보겠습니까?,ko,content,-0.573,-1.409,1.0,0.333,0.4,1.946,3.932,-0.086,0,-0.146
ko_content_18,우리가 도와주지 아니하면 누가 도와주겠습니까?,ko,content,-0.573,-1.409,1.0,0.333,0.4,1.946,3.932,-0.086,0,-0.146
ko_content_19,우리는 지난 한해 동안 무엇을 심고 무엇을 거두게 되었습니까?,ko,content,0.177,0.591,1.0,0.222,0.556,2.398,4.615,0.914,0,0.707
ko_content_20,기독교인이 1천만명이나 된다는 우리 나라가 왜 무질서의 천국이 되었으며 왜 시한부 종말론자들의 온상이 되었습니까?,ko,content,0.389,-0.409,1.0,0.5,0.857,2.773,3.932,-0.086,0,0.444
ko_content_21,"그 사람들도 하나같이 우리의 이웃이요, 우리의 형제자매인데 왜 그렇게 되었습니까?",ko,content,0.594,-0.409,1.0,0.167,0.5,2.565,4.615,-0.086,0,0.443
ko_content_22,강도 만난 사람을 도와 준 사람은 누구입니까?,ko,content,-0.906,1.591,1.5,0.167,1.0,2.197,4.331,1.914,0,0.935
ko_content_23,여러분 생각에는 과연 강도 만난 사람의 이웃은 누구라고 생각되십니까?,ko,content,0.052,1.591,1.0,0.167,0.778,2.398,3.932,-0.086,0,0.596
ko_content_24,우리가 말과 혀로만 사랑하면 재난 당한 L.A 교민들에게 무슨 유익이 있겠습니까?,ko,content,0.127,0.591,1.0,0.167,0.636,2.565,4.615,-1.086,0,0.385
ko_content_25,사랑하는 시민 여러분 세상에 큰 것을 싫어하는 사람이 어디 있겠습니까?,ko,content,0.038,0.591,1.0,0.167,0.8,2.485,4.615,-0.086,0,0.557
ko_content_26,"작은 황금덩어리보다 큰 황금덩어리가 좋고, 13평짜리 아파트보다 70평짜리 아파트가 좋은 줄을 누가 모르겠습니까?",ko,content,0.261,1.591,0.0,0.333,0.846,2.773,0.0,-1.086,0,-0.289
ko_content_27,"그래도 세상 사람들보다 어디가 나아도 조금은 낫다는 기독교인들 가운데도 사람 구실을 못하고 사는 사람이 많으니, 세상 사람들은 오죽 하겠습니까?",ko,content,0.427,2.591,1.0,0.389,0.842,3.091,4.215,0.914,0,1.225
ko_content_28,나 자신의 가치관이 변화되지 않고 어떻게 타인의 가치관을 변화시킬 수 있겠습니까?,ko,content,-0.473,0.591,1.0,0.417,0.727,2.565,3.932,-0.086,0,0.395
ko_content_29,"인기가 없어 따라 주는 사람이 적으면 자연히 교인의 머리 수가 줄어 들기 마련인데, 어느 목사가 그런 목회를 들겠습니까?",ko,content,0.163,1.591,2.0,0.194,0.778,3.045,4.394,3.914,0,1.676
ko_content_30,그런데 여러분은 과연 어느 편에 속한 사람입니까?,ko,content,0.594,-0.409,1.0,0.333,0.571,2.197,3.932,-0.086,0,0.302
ko_content_31,왜 이렇게 다리가 많았을까?,ko,content,-0.073,-2.409,0.0,0.0,0.75,1.792,0.0,-2.086,0,-1.455
ko_content_32,무엇이 달라지는가?,ko,content,-1.073,-2.409,0.0,0.167,0.5,1.386,0.0,-1.086,0,-1.54
ko_content_33,도시의 경관을 도시의 얼굴이라고 한다면 눈빛에 해당하는 것은 무엇일까?,ko,content,-0.573,0.591,1.0,0.25,0.778,2.398,3.932,-0.086,0,0.329
ko_content_34,왜 그랬을까?,ko,content,-1.073,-2.409,0.0,0.167,1.0,1.386,0.0,-1.086,0,-1.453
ko_content_35,무엇이 진정한 아름다움일까?,ko,content,-0.573,-2.409,0.0,0.0,0.667,1.609,0.0,-1.086,0,-1.414
ko_content_36,상품이란 무엇인가?,ko,content,-1.073,-2.409,0.0,0.167,1.0,1.386,0.0,-1.086,0,-1.453
ko_content_37,국가란 무엇인가?,ko,content,-1.073,-2.409,0.0,0.167,1.0,1.386,0.0,-1.086,0,-1.453
ko_content_38,도대체 무엇을 규제한단 말인가?,ko,content,-0.739,-1.409,1.0,0.25,0.75,1.792,3.932,-0.086,0,-0.155
ko_content_39,그렇다면 맑스는 고타강령 비판에서 소위 정치적 과도기라는 의미를 어떻게 가정하고 있는가?,ko,content,1.127,-0.409,1.0,0.583,0.727,2.565,3.932,-0.086,0,0.528
ko_content_40,먼저 프롤레타리아 독재란 무엇인가?,ko,content,-0.406,-1.409,0.0,0.333,0.75,1.792,0.0,-1.086,0,-1.109
ko_content_41,그런데 국가란 무엇인가?,ko,content,-0.573,-2.409,0.0,0.333,0.667,1.609,0.0,-1.086,0,-1.357
ko_content_42,소위 남한의 PDR이란 무엇인가?,ko,content,-0.406,-1.409,0.0,0.333,1.0,1.792,0.0,-1.086,0,-1.066
ko_content_43,왜 노동자의 꾸가에서 노동자의 상태개선이 아니라 농민의 상태개선인가?,ko,content,0.213,-0.409,0.0,0.5,0.875,2.303,0.0,-1.086,0,-0.69
ko_content_44,그렇다면 스탈린의 범죄행위와 사회주의 노선의 왜곡과 포기는 구체적으로 어떠한 것이었는가?,ko,content,0.594,1.591,1.0,0.333,0.7,2.485,3.932,-0.086,0,0.72
ko_content_45,도대체 그는 어떻게 죽음을 맞이할 수 있었을까?,ko,content,-0.073,-1.409,0.0,0.833,0.714,2.197,0.0,-1.086,0,-0.901
ko_content_46,1941년 도대체 어떤 해인가?,ko,content,-0.073,-2.409,0.0,0.25,1.0,1.792,0.0,-0.086,0,-1.023
ko_content_47,계급존재가 사멸되어 그 투쟁이 없어진 이상 정치적 지배가 무슨 필요가 있는가?,ko,content,0.027,1.591,0.0,0.167,0.727,2.565,0.0,-1.086,0,-0.414
ko_content_48,역사적 현실을 통해 배우지 않는다면 이론의 할 일이란 도대체 무엇이란 말인가?,ko,content,-0.373,1.591,1.5,0.208,0.818,2.565,4.331,1.914,0,1.067
ko_content_49,그의 심리 비평은 두브로브스치의 왜신비평인가?에서 비판되었다.,ko,content,-0.473,-1.409,0.0,0.333,0.833,2.079,0.0,-1.086,0,-1.056
ko_content_50,그러면 무엇을 전하는 신앙인가?,ko,content,-0.406,-1.409,1.0,0.25,0.5,1.792,3.932,-0.086,0,-0.141
ko_content_51,그런데 그들이 앞장서서 옛 종교건물을 팔고 신개발지구로 가서 땅투기의 세태에 가세했다는 사실을 우리의 후세들이 어떻게 평가할 것인가?,ko,content,0.615,2.591,1.0,0.389,0.588,2.944,4.215,0.914,0,1.188
ko_content_52,우리는 어떤 근거에서 그들을 광신이라고 말할 수 있는가?,ko,content,-0.073,-0.409,0.0,0.278,0.75,2.303,0.0,0.914,0,-0.454
ko_content_53,그들의 행동이 건강한 종교행위와 어떤 점에서 그 성격을 달리하고 있는가?,ko,content,0.261,-0.409,1.0,0.167,0.6,2.485,4.615,0.914,0,0.561
ko_content_54,"어째서 우리 사회에는 이런 일들이 알게 모르게, 여러 종교에서 그렇게도 많이 일어나고 있는가?",ko,content,1.344,-0.409,0.0,0.5,0.692,2.773,0.0,-0.086,0,-0.272
ko_content_55,어째서 그들 사이에는 쉽게 친구가 될 수 있을까?,ko,content,-0.073,-1.409,0.0,0.833,0.875,2.303,0.0,-1.086,0,-0.855
ko_content_56,동물이 소년 소녀의 성장과 무슨 직접적인 관계가 있겠습니까?,ko,content,0.642,-0.409,1.0,0.0,0.75,2.303,4.615,-1.086,0,0.247
ko_content_57,아까 여기에 오는 길에 있는 소나무에 솔잎이 얼마나 붙어 있었소?,ko,content,-0.406,2.591,1.0,0.333,0.9,2.485,4.615,-1.086,0,0.7
ko_content_58,돌부처 냉가슴 앓는 데는 무엇이 약이오?,ko,content,-0.673,-0.409,1.0,0.333,0.833,2.079,3.932,-0.086,0,0.108
ko_content_59,그렇다면 자네가 오는 길에 본 소의 털이 모두 얼마나 되는지 알기나 하는가?,ko,content,0.291,2.591,1.0,0.222,0.75,2.639,4.215,0.914,0,1.078
ko_content_60,아이가 꿈 속에서 외뿔박이 도깨비와 싸운다는 것은 얼마나 환상적입니까?,ko,content,-0.073,1.591,0.0,0.333,0.889,2.398,0.0,-0.086,0,-0.231
ko_content_61,깔끔하고 말쑥한 동화의 차림새는 무엇보다도 소년 소녀들의 마음의 빛이요 모습이라고 생각되지 않는지요?,ko,content,0.2,-0.409,0.0,0.167,0.667,2.639,0.0,-0.086,0,-0.555
ko_content_62,릴케가 파리에서 아내 클라라에게 보낸 이 편지의 한 구절은 마치 무슨 불가사의한 주문 같지 않습니까?,ko,content,0.142,0.591,1.0,0.25,0.8,2.833,4.615,-0.086,0,0.65
ko_content_63,"전환의 계기 또는 역전의 동기, 이를테면 야구의 9회 말 만루역전 홈런에 비유할 수 있는 극적인 변화는 무엇으로 해서 동화에 주어질까요?",ko,content,0.559,1.591,1.0,0.333,0.9,3.135,3.932,0.914,0,1.034
ko_content_64,신데렐라 이야기에서 만약 호박을 황금 마차로 탈바꿈시키는 장면이 없었더라면 얼마나 삭막했겠습니까?,ko,content,0.327,1.591,1.0,0.333,0.909,2.565,3.932,-0.086,0,0.724
ko_content_65,가령 <황금 돼지 이야기> 에서 보완 시련이 어떻게 나타나고 있나 살펴볼까요?,ko,content,0.027,0.591,1.0,0.333,0.727,2.708,3.932,-0.086,0,0.492
ko_content_66,누가 어디서 어떻게 살고 있나?,ko,content,-1.073,-0.409,0.0,0.167,0.4,1.946,0.0,-1.086,0,-1.114
ko_content_67,"그럼, 이 종자돈 300만 원을 어떻게 활용하면 좋을 것인가?",ko,content,0.052,-0.409,1.0,0.0,0.556,2.485,4.615,-1.086,0,0.143
ko_content_68,"근래 영업사원이 ""오를 것으로 예상되는데, 어떻게 좀더 사시겠습니까?"" 라고 전화를 걸어 왔는데.",ko,content,2.473,-0.409,1.0,0.333,0.75,2.89,4.615,0.914,0,1.069
ko_content_69,왜 그럴까?,ko,content,-1.073,-2.409,0.0,0.167,1.0,1.386,0.0,-1.086,0,-1.453
ko_content_70,"나는 직감적으로 무엇인가 이 나라에 심상치 않은 일이 벌어진 것을 깨닫고는 자리에서 일어서며 다짜고짜 `왜, 무슨 일이요?' 하고 물었다.",ko,content,2.816,3.591,1.5,0.3,0.684,3.219,4.615,2.914,0,2.292
ko_content_71,"고르비는 현재 어디에 있으며, 그에게 무슨 일이 있는가?",ko,content,0.07,-0.409,0.0,0.0,0.75,2.398,0.0,-2.086,0,-0.98
ko_content_72,옐친의 포고령에 대해서는 어떻게 생각하는가?,ko,content,-0.823,-0.409,0.0,0.333,0.8,1.946,0.0,-1.086,0,-0.973
ko_content_73,대통령 유고시 부통령이 권한을 대행하는 것일 뿐인데 어째서 정부전복인가?,ko,content,-0.198,-0.409,2.0,0.389,0.889,2.398,4.215,0.914,0,0.659
ko_content_74,어떻게 당신이 비상위원회를 설치할 수 있는가?,ko,content,-0.473,-1.409,0.0,0.667,0.833,2.079,0.0,-1.086,0,-0.999
ko_content_75,세상에 어느 나라 어느 역사의 쿠데타나 혁명이 구체제의 법적 질서에 의해 그 행위의 정당성을 입증하려 했던가?,ko,content,0.194,1.591,0.0,0.5,0.625,2.89,0.0,-1.086,0,-0.289
ko_content_76,뿌치 지도부가 중앙아시아 출신의 이민족으로 탱크 주력군을 삼은 이유는 무엇일까?,ko,content,-0.295,1.591,1.0,0.333,1.0,2.485,3.932,-0.086,0,0.618
ko_content_77,'당신은 지금 여기에 무엇 때문에 왔는지 아는가?' 병사는 머뭇거리며 대답을 못했다.,ko,content,0.427,1.591,1.0,0.417,0.636,2.773,4.615,-0.086,0,0.862
ko_content_78,그러나 우리에게 뻬레스트로이카와 자유는 누가 주었는가?,ko,content,0.727,-1.409,0.0,0.667,0.5,2.079,0.0,-1.086,0,-0.849
ko_content_79,왜 군은 게까쩨페 (비상위원회) 의 명령을 듣지 않았는가?,ko,content,1.927,-0.409,0.0,0.5,0.625,2.485,0.0,-1.086,0,-0.406
ko_content_80,백악관측엔 어떤 군사적 지원이 있었는가?,ko,content,-0.073,-1.409,0.0,0.0,0.8,1.946,0.0,-2.086,0,-1.247
ko_content_81,도대체 왜 고르비는 리슈꼬프와 빠블로프 등 매우 단견적인 인물들에 의해 경제정책을 입안하게 했는가?,ko,content,0.761,1.591,1.0,0.417,0.769,2.708,3.932,-0.086,0,0.814
ko_content_82,그러면 임화가 말하는 인물과 환경의 조화란 과연 무엇인가?,ko,content,0.356,-1.409,1.0,0.333,0.75,2.303,3.932,0.914,0,0.31
ko_content_83,그러면 이러한 현상을 어떻게 극복할 수 있을까?,ko,content,-0.406,-1.409,0.0,0.333,0.714,2.197,0.0,-0.086,0,-0.872
ko_content_84,그러면 소설 속에서 적극적 주인공이 필요없다면 어떻게 전형성을 통해 작품의 주제를 이끌어 낼 수 있을까?,ko,content,0.642,-0.409,1.0,0.0,0.8,2.833,3.932,-0.086,0,0.402
ko_content_85,지구는 어디에서 왔는가?,ko,content,-0.573,-2.409,0.0,0.333,1.0,1.609,0.0,-1.086,0,-1.299
ko_content_86,"예를 들어 축구경기장의 관람자는 다른 곳에서보다 휘파람을 부는 것 같은 불만행위 표출에 쉽게 참여하는데, 어떻게 이러한 명백한 현상이 생겨날까?",ko,content,1.15,1.591,1.0,0.208,0.789,3.091,3.932,1.914,0,1.26
ko_content_87,즉 사람은 미디어와 무엇을 하는가?,ko,content,0.427,-1.409,0.0,0.5,0.4,1.946,0.0,-1.086,0,-0.97
ko_content_88,미디어는 어떻게 구성되는가?,ko,content,-0.573,-2.409,0.0,0.333,0.667,1.609,0.0,-1.086,0,-1.357
ko_content_89,왜 텔레비전과 스포츠 사이뿐만 아니라 텔레비전 보도자와 텔레비전 소비자 사이의 교환적 관계는 예외적인 것을 만들어내는가?,ko,content,0.999,1.591,1.0,0.333,0.8,2.833,3.932,-0.086,0,0.867
ko_content_90,그럼 광주에서 미국의 어떤 행태가 그러한 심오한 인식의 변화를 초래한 것인가?,ko,content,1.027,-0.409,1.0,0.208,0.818,2.565,3.932,1.914,0,0.807
ko_content_91,"오히려 다실과 조선민가의 유사성으로부터 배우는 것은, 직접적인 영향관계가 아니고, 양국문화의 공유부분이 무엇인가 하는 점이 아닐까?",ko,content,1.213,2.591,1.333,0.125,0.867,2.944,4.615,1.914,0,1.594
ko_content_92,"1982년에 처음 출판한 한 저서에 그는 아예 ""문학이란 무엇이었나?"" 라는 제목을 붙이고 있다.",ko,content,1.511,-0.409,1.0,0.444,0.692,2.89,4.215,0.914,0,0.842
ko_content_93,이렇게 적지 않은 문학가들이 주장하듯이 문학이 죽음을 맞이했다면 그 원인은 어디에 있을까?,ko,content,0.2,0.591,0.0,0.0,0.583,2.639,0.0,-2.086,0,-0.771
ko_content_94,문학은 과연 무엇때문에 20세기 후반에 이르러 종말을 맞이하게 되었을까?,ko,content,0.302,-0.409,1.0,0.417,0.889,2.398,3.932,-0.086,0,0.356
