experiment_type,language,task,submetric,control_index,layer_index,metric,value
probe,fi,question_type,,mean_control,1,accuracy,0.5
probe,fi,question_type,,,2,accuracy,0.9181818181818182
probe,fi,question_type,,mean_control,2,accuracy,0.5
probe,fi,question_type,,,3,accuracy,0.8363636363636363
probe,fi,question_type,,mean_control,3,accuracy,0.5
probe,fi,question_type,,,4,accuracy,0.8818181818181818
probe,fi,question_type,,mean_control,4,accuracy,0.5
probe,fi,question_type,,,5,accuracy,0.9454545454545454
probe,fi,question_type,,mean_control,5,accuracy,0.5
probe,fi,question_type,,,6,accuracy,0.8909090909090909
probe,fi,question_type,,mean_control,6,accuracy,0.5
probe,fi,question_type,,,7,accuracy,0.9363636363636364
probe,fi,question_type,,mean_control,7,accuracy,0.5
probe,fi,question_type,,,8,accuracy,0.9
probe,fi,question_type,,mean_control,8,accuracy,0.5
probe,fi,question_type,,,9,accuracy,0.9090909090909092
probe,fi,question_type,,mean_control,9,accuracy,0.5
probe,fi,question_type,,,10,accuracy,0.9
probe,fi,question_type,,mean_control,10,accuracy,0.5
probe,fi,question_type,,,11,accuracy,0.8727272727272727
probe,fi,question_type,,mean_control,11,accuracy,0.5
probe,fi,question_type,,,12,accuracy,0.8636363636363636
probe,fi,question_type,,mean_control,12,accuracy,0.5
probe,fi,single_submetric,avg_links_len,,1,mse,0.0286651849746704
probe,fi,single_submetric,avg_links_len,mean_control,1,mse,0.035432265450557034
probe,fi,single_submetric,avg_max_depth,,1,mse,0.0173248741775751
probe,fi,single_submetric,avg_max_depth,mean_control,1,mse,0.03882895534237223
probe,fi,single_submetric,avg_subordinate_chain_len,,1,mse,0.0556463934481143
probe,fi,single_submetric,avg_subordinate_chain_len,mean_control,1,mse,0.059775878985722834
probe,fi,single_submetric,avg_verb_edges,,1,mse,0.0995783135294914
probe,fi,single_submetric,avg_verb_edges,mean_control,1,mse,0.10202209651470184
probe,fi,single_submetric,lexical_density,,1,mse,0.0398747883737087
probe,fi,single_submetric,lexical_density,mean_control,1,mse,0.050621240089336994
probe,fi,single_submetric,n_tokens,,1,mse,0.0058754263445734
probe,fi,single_submetric,n_tokens,mean_control,1,mse,0.014387848166127967
probe,fi,single_submetric,avg_links_len,,2,mse,0.0375956594944
probe,fi,single_submetric,avg_links_len,mean_control,2,mse,0.04039176801840457
probe,fi,single_submetric,avg_max_depth,,2,mse,0.0219053998589515
probe,fi,single_submetric,avg_max_depth,mean_control,2,mse,0.03363783740162846
probe,fi,single_submetric,avg_subordinate_chain_len,,2,mse,0.0617277137935161
probe,fi,single_submetric,avg_subordinate_chain_len,mean_control,2,mse,0.06578666666666667
probe,fi,single_submetric,avg_verb_edges,,2,mse,0.1042453497648239
probe,fi,single_submetric,avg_verb_edges,mean_control,2,mse,0.10928333333333333
probe,fi,single_submetric,lexical_density,,2,mse,0.0394453816115856
probe,fi,single_submetric,lexical_density,mean_control,2,mse,0.04590666666666667
probe,fi,single_submetric,n_tokens,,2,mse,0.0065006152726709
probe,fi,single_submetric,n_tokens,mean_control,2,mse,0.015631231789787568
probe,fi,single_submetric,avg_links_len,,3,mse,0.0352431163191795
probe,fi,single_submetric,avg_links_len,mean_control,3,mse,0.04008165126045537
probe,fi,single_submetric,avg_max_depth,,3,mse,0.0231293924152851
probe,fi,single_submetric,avg_max_depth,mean_control,3,mse,0.03741274649898207
probe,fi,single_submetric,avg_subordinate_chain_len,,3,mse,0.0590739883482456
probe,fi,single_submetric,avg_subordinate_chain_len,mean_control,3,mse,0.0687891195217768
probe,fi,single_submetric,avg_verb_edges,,3,mse,0.0928684845566749
probe,fi,single_submetric,avg_verb_edges,mean_control,3,mse,0.10527261098225905
probe,fi,single_submetric,lexical_density,,3,mse,0.0416616387665271
probe,fi,single_submetric,lexical_density,mean_control,3,mse,0.04804853722453114
probe,fi,single_submetric,n_tokens,,3,mse,0.0106671322137117
probe,fi,single_submetric,n_tokens,mean_control,3,mse,0.016811924055218634
probe,fi,single_submetric,avg_links_len,,4,mse,0.0316027961671352
probe,fi,single_submetric,avg_links_len,mean_control,4,mse,0.038695968687534305
probe,fi,single_submetric,avg_max_depth,,4,mse,0.0213700346648693
probe,fi,single_submetric,avg_max_depth,mean_control,4,mse,0.0356256042917569
probe,fi,single_submetric,avg_subordinate_chain_len,,4,mse,0.0555009581148624
probe,fi,single_submetric,avg_subordinate_chain_len,mean_control,4,mse,0.06753649065891897
probe,fi,single_submetric,avg_verb_edges,,4,mse,0.0959198176860809
probe,fi,single_submetric,avg_verb_edges,mean_control,4,mse,0.1028388068079948
probe,fi,single_submetric,lexical_density,,4,mse,0.0435524471104145
probe,fi,single_submetric,lexical_density,mean_control,4,mse,0.047229333470265034
probe,fi,single_submetric,n_tokens,,4,mse,0.0091312499716877
probe,fi,single_submetric,n_tokens,mean_control,4,mse,0.016748141497373567
probe,fi,single_submetric,avg_links_len,,5,mse,0.0318855866789817
probe,fi,single_submetric,avg_links_len,mean_control,5,mse,0.038875070710976865
probe,fi,single_submetric,avg_max_depth,,5,mse,0.0212491136044263
probe,fi,single_submetric,avg_max_depth,mean_control,5,mse,0.03313678627212837
probe,fi,single_submetric,avg_subordinate_chain_len,,5,mse,0.0548817068338394
probe,fi,single_submetric,avg_subordinate_chain_len,mean_control,5,mse,0.065836821993192
probe,fi,single_submetric,avg_verb_edges,,5,mse,0.1117831766605377
probe,fi,single_submetric,avg_verb_edges,mean_control,5,mse,0.09868547817071273
probe,fi,single_submetric,lexical_density,,5,mse,0.0422731004655361
probe,fi,single_submetric,lexical_density,mean_control,5,mse,0.048510305583476965
probe,fi,single_submetric,n_tokens,,5,mse,0.0100003872066736
probe,fi,single_submetric,n_tokens,mean_control,5,mse,0.015483630821108799
probe,fi,single_submetric,avg_links_len,,6,mse,0.027282427996397
probe,fi,single_submetric,avg_links_len,mean_control,6,mse,0.03482620914777113
probe,fi,single_submetric,avg_max_depth,,6,mse,0.0160076469182968
probe,fi,single_submetric,avg_max_depth,mean_control,6,mse,0.03258676454424853
probe,fi,single_submetric,avg_subordinate_chain_len,,6,mse,0.0525887869298458
probe,fi,single_submetric,avg_subordinate_chain_len,mean_control,6,mse,0.06302397449811296
probe,fi,single_submetric,avg_verb_edges,,6,mse,0.1085205152630806
probe,fi,single_submetric,avg_verb_edges,mean_control,6,mse,0.09545508523782091
probe,fi,single_submetric,lexical_density,,6,mse,0.0437015108764171
probe,fi,single_submetric,lexical_density,mean_control,6,mse,0.0492838025093078
probe,fi,single_submetric,n_tokens,,6,mse,0.0069009852595627
probe,fi,single_submetric,n_tokens,mean_control,6,mse,0.014923611034949566
probe,fi,single_submetric,avg_links_len,,7,mse,0.0285395197570323
probe,fi,single_submetric,avg_links_len,mean_control,7,mse,0.03437820946176843
probe,fi,single_submetric,avg_max_depth,,7,mse,0.0157916061580181
probe,fi,single_submetric,avg_max_depth,mean_control,7,mse,0.03312573892374827
probe,fi,single_submetric,avg_subordinate_chain_len,,7,mse,0.0520195737481117
probe,fi,single_submetric,avg_subordinate_chain_len,mean_control,7,mse,0.061389011641343395
probe,fi,single_submetric,avg_verb_edges,,7,mse,0.1007084250450134
probe,fi,single_submetric,avg_verb_edges,mean_control,7,mse,0.09483410666386279
probe,fi,single_submetric,lexical_density,,7,mse,0.040301289409399
probe,fi,single_submetric,lexical_density,mean_control,7,mse,0.0483386528988679
probe,fi,single_submetric,n_tokens,,7,mse,0.0067984722554683
probe,fi,single_submetric,n_tokens,mean_control,7,mse,0.014889839105307967
probe,fi,single_submetric,avg_links_len,,8,mse,0.0254168659448623
probe,fi,single_submetric,avg_links_len,mean_control,8,mse,0.030979995926221134
probe,fi,single_submetric,avg_max_depth,,8,mse,0.0212604124099016
probe,fi,single_submetric,avg_max_depth,mean_control,8,mse,0.03153887266914047
probe,fi,single_submetric,avg_subordinate_chain_len,,8,mse,0.0486280880868434
probe,fi,single_submetric,avg_subordinate_chain_len,mean_control,8,mse,0.05717442308863
probe,fi,single_submetric,avg_verb_edges,,8,mse,0.0872528180480003
probe,fi,single_submetric,avg_verb_edges,mean_control,8,mse,0.09378957251707709
probe,fi,single_submetric,lexical_density,,8,mse,0.041054643690586
probe,fi,single_submetric,lexical_density,mean_control,8,mse,0.04802324622869487
probe,fi,single_submetric,n_tokens,,8,mse,0.0099681997671723
probe,fi,single_submetric,n_tokens,mean_control,8,mse,0.014568350277841069
probe,fi,single_submetric,avg_links_len,,9,mse,0.026114135980606
probe,fi,single_submetric,avg_links_len,mean_control,9,mse,0.03142357431352134
probe,fi,single_submetric,avg_max_depth,,9,mse,0.0237740762531757
probe,fi,single_submetric,avg_max_depth,mean_control,9,mse,0.0346376734475294
probe,fi,single_submetric,avg_subordinate_chain_len,,9,mse,0.0515246875584125
probe,fi,single_submetric,avg_subordinate_chain_len,mean_control,9,mse,0.0592286350826422
probe,fi,single_submetric,avg_verb_edges,,9,mse,0.1072852239012718
probe,fi,single_submetric,avg_verb_edges,mean_control,9,mse,0.09522454440593713
probe,fi,single_submetric,lexical_density,,9,mse,0.0429482161998748
probe,fi,single_submetric,lexical_density,mean_control,9,mse,0.04695894569158549
probe,fi,single_submetric,n_tokens,,9,mse,0.0095994444563984
probe,fi,single_submetric,n_tokens,mean_control,9,mse,0.014664381742477367
probe,fi,single_submetric,avg_links_len,,10,mse,0.0287736691534519
probe,fi,single_submetric,avg_links_len,mean_control,10,mse,0.03520092989007626
probe,fi,single_submetric,avg_max_depth,,10,mse,0.0317842327058315
probe,fi,single_submetric,avg_max_depth,mean_control,10,mse,0.04084557915727293
probe,fi,single_submetric,avg_subordinate_chain_len,,10,mse,0.0728780403733253
probe,fi,single_submetric,avg_subordinate_chain_len,mean_control,10,mse,0.07912342747052503
probe,fi,single_submetric,avg_verb_edges,,10,mse,0.0872401446104049
probe,fi,single_submetric,avg_verb_edges,mean_control,10,mse,0.09971047937870021
probe,fi,single_submetric,lexical_density,,10,mse,0.0436510555446147
probe,fi,single_submetric,lexical_density,mean_control,10,mse,0.04718623310327524
probe,fi,single_submetric,n_tokens,,10,mse,0.0112738395109772
probe,fi,single_submetric,n_tokens,mean_control,10,mse,0.0150155474742253
probe,fi,single_submetric,avg_links_len,,11,mse,0.0307278279215097
probe,fi,single_submetric,avg_links_len,mean_control,11,mse,0.0366411159435908
probe,fi,single_submetric,avg_max_depth,,11,mse,0.0226039234548807
probe,fi,single_submetric,avg_max_depth,mean_control,11,mse,0.03344572335481637
probe,fi,single_submetric,avg_subordinate_chain_len,,11,mse,0.0550157204270362
probe,fi,single_submetric,avg_subordinate_chain_len,mean_control,11,mse,0.0634373339513937
probe,fi,single_submetric,avg_verb_edges,,11,mse,0.0836806744337081
probe,fi,single_submetric,avg_verb_edges,mean_control,11,mse,0.10215648015340163
probe,fi,single_submetric,lexical_density,,11,mse,0.0418102145195007
probe,fi,single_submetric,lexical_density,mean_control,11,mse,0.04764401291807487
probe,fi,single_submetric,n_tokens,,11,mse,0.012041694484651
probe,fi,single_submetric,n_tokens,mean_control,11,mse,0.015523991547524901
probe,fi,single_submetric,avg_links_len,,12,mse,0.0204539541155099
probe,fi,single_submetric,avg_links_len,mean_control,12,mse,0.021523193145791635
probe,fi,single_submetric,avg_max_depth,,12,mse,0.0370889529585838
probe,fi,single_submetric,avg_max_depth,mean_control,12,mse,0.035470572610696104
probe,fi,single_submetric,avg_subordinate_chain_len,,12,mse,0.0466662943363189
probe,fi,single_submetric,avg_subordinate_chain_len,mean_control,12,mse,0.046123652408520295
probe,fi,single_submetric,avg_verb_edges,,12,mse,0.0799857228994369
probe,fi,single_submetric,avg_verb_edges,mean_control,12,mse,0.08289471268653865
probe,fi,single_submetric,lexical_density,,12,mse,0.0505341477692127
probe,fi,single_submetric,lexical_density,mean_control,12,mse,0.048930682241916636
probe,fi,single_submetric,n_tokens,,12,mse,0.0155767975375056
probe,fi,single_submetric,n_tokens,mean_control,12,mse,0.0151675709833701
probe,id,complexity,,,1,mse,0.0243533719331026
probe,id,complexity,,mean_control,1,mse,0.04869068538149193
probe,id,complexity,,,2,mse,0.0251258872449398
probe,id,complexity,,mean_control,2,mse,0.052372011045614834
probe,id,complexity,,,3,mse,0.0238156225532293
probe,id,complexity,,mean_control,3,mse,0.04901772489150363
probe,id,complexity,,,4,mse,0.0237105600535869
probe,id,complexity,,mean_control,4,mse,0.04651654511690137
probe,id,complexity,,,5,mse,0.027490098029375
probe,id,complexity,,mean_control,5,mse,0.04646799837549523
probe,id,complexity,,,6,mse,0.028783269226551
probe,id,complexity,,mean_control,6,mse,0.0499227680265903
probe,id,complexity,,,7,mse,0.0296811182051897
probe,id,complexity,,mean_control,7,mse,0.051716614514589275
probe,id,complexity,,,8,mse,0.0271152444183826
probe,id,complexity,,mean_control,8,mse,0.04612519219517703
probe,id,complexity,,,9,mse,0.0284000411629676
probe,id,complexity,,mean_control,9,mse,0.05735314389069867
probe,id,complexity,,,10,mse,0.032676413655281
probe,id,complexity,,mean_control,10,mse,0.050075266510248136
probe,id,complexity,,,11,mse,0.0328256338834762
probe,id,complexity,,mean_control,11,mse,0.05436946575840307
probe,id,complexity,,,12,mse,0.0426039919257164
probe,id,complexity,,mean_control,12,mse,0.04607515037059776
probe,id,question_type,,,1,accuracy,0.6909090909090909
probe,id,question_type,,mean_control,1,accuracy,0.5606060606060606
probe,id,question_type,,,2,accuracy,0.7
probe,id,question_type,,mean_control,2,accuracy,0.5
probe,id,question_type,,,3,accuracy,0.7090909090909091
probe,id,question_type,,mean_control,3,accuracy,0.5
probe,id,question_type,,,4,accuracy,0.6727272727272727
probe,id,question_type,,mean_control,4,accuracy,0.5
probe,id,question_type,,,5,accuracy,0.7909090909090909
probe,id,question_type,,mean_control,5,accuracy,0.5
probe,id,question_type,,,6,accuracy,0.8090909090909091
probe,id,question_type,,mean_control,6,accuracy,0.5
probe,id,question_type,,,7,accuracy,0.8090909090909091
probe,id,question_type,,mean_control,7,accuracy,0.5
probe,id,question_type,,,8,accuracy,0.8
probe,id,question_type,,mean_control,8,accuracy,0.5
probe,id,question_type,,,9,accuracy,0.7545454545454545
probe,id,question_type,,mean_control,9,accuracy,0.5
probe,id,question_type,,,10,accuracy,0.7818181818181819
probe,id,question_type,,mean_control,10,accuracy,0.5
probe,id,question_type,,,11,accuracy,0.7090909090909091
probe,id,question_type,,mean_control,11,accuracy,0.5
probe,id,question_type,,,12,accuracy,0.6272727272727273
probe,id,question_type,,mean_control,12,accuracy,0.5
probe,id,single_submetric,avg_links_len,,1,mse,0.0474238879978656
probe,id,single_submetric,avg_links_len,mean_control,1,mse,0.05515847479303677
probe,id,single_submetric,avg_max_depth,,1,mse,0.0241599567234516
probe,id,single_submetric,avg_max_depth,mean_control,1,mse,0.03646936391790703
probe,id,single_submetric,avg_subordinate_chain_len,,1,mse,0.0492411032319068
probe,id,single_submetric,avg_subordinate_chain_len,mean_control,1,mse,0.09071999291578924
probe,id,single_submetric,avg_verb_edges,,1,mse,0.0518614761531353
probe,id,single_submetric,avg_verb_edges,mean_control,1,mse,0.06908087680737177
probe,id,single_submetric,lexical_density,,1,mse,0.038760345429182
probe,id,single_submetric,lexical_density,mean_control,1,mse,0.044766967495282424
probe,id,single_submetric,n_tokens,,1,mse,0.0289118345826864
probe,id,single_submetric,n_tokens,mean_control,1,mse,0.037639199445644964
probe,id,single_submetric,avg_links_len,,2,mse,0.0437501966953277
probe,id,single_submetric,avg_links_len,mean_control,2,mse,0.05504
probe,id,single_submetric,avg_max_depth,,2,mse,0.0262895803898572
probe,id,single_submetric,avg_max_depth,mean_control,2,mse,0.03827666666666667
probe,id,single_submetric,avg_subordinate_chain_len,,2,mse,0.0651862546801567
probe,id,single_submetric,avg_subordinate_chain_len,mean_control,2,mse,0.09118333333333334
probe,id,single_submetric,avg_verb_edges,,2,mse,0.0497307777404785
probe,id,single_submetric,avg_verb_edges,mean_control,2,mse,0.07068
probe,id,single_submetric,lexical_density,,2,mse,0.0371103063225746
probe,id,single_submetric,lexical_density,mean_control,2,mse,0.04392000000000001
probe,id,single_submetric,n_tokens,,2,mse,0.02674893848598
probe,id,single_submetric,n_tokens,mean_control,2,mse,0.03794666666666666
probe,id,single_submetric,avg_links_len,,3,mse,0.0420863106846809
probe,id,single_submetric,avg_links_len,mean_control,3,mse,0.052013941109180395
probe,id,single_submetric,avg_max_depth,,3,mse,0.0258689243346452
probe,id,single_submetric,avg_max_depth,mean_control,3,mse,0.0397406344612439
probe,id,single_submetric,avg_subordinate_chain_len,,3,mse,0.0682178437709808
probe,id,single_submetric,avg_subordinate_chain_len,mean_control,3,mse,0.08797905594110483
probe,id,single_submetric,avg_verb_edges,,3,mse,0.0490905344486236
probe,id,single_submetric,avg_verb_edges,mean_control,3,mse,0.07258386164903637
probe,id,single_submetric,lexical_density,,3,mse,0.0363531485199928
probe,id,single_submetric,lexical_density,mean_control,3,mse,0.04628658543030417
probe,id,single_submetric,n_tokens,,3,mse,0.0245772432535886
probe,id,single_submetric,n_tokens,mean_control,3,mse,0.0360852107405662
probe,id,single_submetric,avg_links_len,,4,mse,0.0359567441046237
probe,id,single_submetric,avg_links_len,mean_control,4,mse,0.04802831634879107
probe,id,single_submetric,avg_max_depth,,4,mse,0.0260417275130748
probe,id,single_submetric,avg_max_depth,mean_control,4,mse,0.03445935746033983
probe,id,single_submetric,avg_subordinate_chain_len,,4,mse,0.0608680322766304
probe,id,single_submetric,avg_subordinate_chain_len,mean_control,4,mse,0.08632286141316092
probe,id,single_submetric,avg_verb_edges,,4,mse,0.0505430810153484
probe,id,single_submetric,avg_verb_edges,mean_control,4,mse,0.0694430073102315
probe,id,single_submetric,lexical_density,,4,mse,0.0389602743089199
probe,id,single_submetric,lexical_density,mean_control,4,mse,0.055735283841689374
probe,id,single_submetric,n_tokens,,4,mse,0.0256548635661602
probe,id,single_submetric,n_tokens,mean_control,4,mse,0.0355805282791455
probe,id,single_submetric,avg_links_len,,5,mse,0.037379465997219
probe,id,single_submetric,avg_links_len,mean_control,5,mse,0.04571340978145594
probe,id,single_submetric,avg_max_depth,,5,mse,0.0264476798474788
probe,id,single_submetric,avg_max_depth,mean_control,5,mse,0.03580829501152033
probe,id,single_submetric,avg_subordinate_chain_len,,5,mse,0.0610575340688228
probe,id,single_submetric,avg_subordinate_chain_len,mean_control,5,mse,0.0833150967955589
probe,id,single_submetric,avg_verb_edges,,5,mse,0.048652745783329
probe,id,single_submetric,avg_verb_edges,mean_control,5,mse,0.0710245122512181
probe,id,single_submetric,lexical_density,,5,mse,0.0374337770044803
probe,id,single_submetric,lexical_density,mean_control,5,mse,0.055146700392166736
probe,id,single_submetric,n_tokens,,5,mse,0.0282183662056922
probe,id,single_submetric,n_tokens,mean_control,5,mse,0.037181414663791594
probe,id,single_submetric,avg_links_len,,6,mse,0.0345657244324684
probe,id,single_submetric,avg_links_len,mean_control,6,mse,0.0412393162647883
probe,id,single_submetric,avg_max_depth,,6,mse,0.0254828687757253
probe,id,single_submetric,avg_max_depth,mean_control,6,mse,0.03348195801178607
probe,id,single_submetric,avg_subordinate_chain_len,,6,mse,0.0656650140881538
probe,id,single_submetric,avg_subordinate_chain_len,mean_control,6,mse,0.08426503340403237
probe,id,single_submetric,avg_verb_edges,,6,mse,0.0475916601717472
probe,id,single_submetric,avg_verb_edges,mean_control,6,mse,0.06737290819485976
probe,id,single_submetric,lexical_density,,6,mse,0.042554035782814
probe,id,single_submetric,lexical_density,mean_control,6,mse,0.05005590369304017
probe,id,single_submetric,n_tokens,,6,mse,0.0303871110081672
probe,id,single_submetric,n_tokens,mean_control,6,mse,0.0346233223875363
probe,id,single_submetric,avg_links_len,,7,mse,0.0318810790777206
probe,id,single_submetric,avg_links_len,mean_control,7,mse,0.0421182935436566
probe,id,single_submetric,avg_max_depth,,7,mse,0.028128731995821
probe,id,single_submetric,avg_max_depth,mean_control,7,mse,0.03514164189497623
probe,id,single_submetric,avg_subordinate_chain_len,,7,mse,0.0797612741589546
probe,id,single_submetric,avg_subordinate_chain_len,mean_control,7,mse,0.08499975502490993
probe,id,single_submetric,avg_verb_edges,,7,mse,0.0467739962041378
probe,id,single_submetric,avg_verb_edges,mean_control,7,mse,0.0686128810048103
probe,id,single_submetric,lexical_density,,7,mse,0.0401549600064754
probe,id,single_submetric,lexical_density,mean_control,7,mse,0.04744759202003477
probe,id,single_submetric,n_tokens,,7,mse,0.0335954055190086
probe,id,single_submetric,n_tokens,mean_control,7,mse,0.03663110733032223
probe,id,single_submetric,avg_links_len,,8,mse,0.0434118658304214
probe,id,single_submetric,avg_links_len,mean_control,8,mse,0.04711014156540227
probe,id,single_submetric,avg_max_depth,,8,mse,0.0259963106364011
probe,id,single_submetric,avg_max_depth,mean_control,8,mse,0.03452933828035987
probe,id,single_submetric,avg_subordinate_chain_len,,8,mse,0.0755267739295959
probe,id,single_submetric,avg_subordinate_chain_len,mean_control,8,mse,0.0828305607040723
probe,id,single_submetric,avg_verb_edges,,8,mse,0.045747123658657
probe,id,single_submetric,avg_verb_edges,mean_control,8,mse,0.06993445008993147
probe,id,single_submetric,lexical_density,,8,mse,0.0411160998046398
probe,id,single_submetric,lexical_density,mean_control,8,mse,0.05052087704340613
probe,id,single_submetric,n_tokens,,8,mse,0.025542726740241
probe,id,single_submetric,n_tokens,mean_control,8,mse,0.03152818729480103
probe,id,single_submetric,avg_links_len,,9,mse,0.0359026752412319
probe,id,single_submetric,avg_links_len,mean_control,9,mse,0.0476745913426081
probe,id,single_submetric,avg_max_depth,,9,mse,0.0277022439986467
probe,id,single_submetric,avg_max_depth,mean_control,9,mse,0.0348967301348845
probe,id,single_submetric,avg_subordinate_chain_len,,9,mse,0.0766837671399116
probe,id,single_submetric,avg_subordinate_chain_len,mean_control,9,mse,0.08408027390638984
probe,id,single_submetric,avg_verb_edges,,9,mse,0.0456142202019691
probe,id,single_submetric,avg_verb_edges,mean_control,9,mse,0.07038230697313941
probe,id,single_submetric,lexical_density,,9,mse,0.0381504222750663
probe,id,single_submetric,lexical_density,mean_control,9,mse,0.044397480785846676
probe,id,single_submetric,n_tokens,,9,mse,0.0255184844136238
probe,id,single_submetric,n_tokens,mean_control,9,mse,0.033928323537111234
probe,id,single_submetric,avg_links_len,,10,mse,0.0457828938961029
probe,id,single_submetric,avg_links_len,mean_control,10,mse,0.05298821255564687
probe,id,single_submetric,avg_max_depth,,10,mse,0.0268241986632347
probe,id,single_submetric,avg_max_depth,mean_control,10,mse,0.036581137528022105
probe,id,single_submetric,avg_subordinate_chain_len,,10,mse,0.064904548227787
probe,id,single_submetric,avg_subordinate_chain_len,mean_control,10,mse,0.10533300538857775
probe,id,single_submetric,avg_verb_edges,,10,mse,0.0482069998979568
probe,id,single_submetric,avg_verb_edges,mean_control,10,mse,0.07439792404572164
probe,id,single_submetric,lexical_density,,10,mse,0.0393640398979187
probe,id,single_submetric,lexical_density,mean_control,10,mse,0.061956416815519305
probe,id,single_submetric,n_tokens,,10,mse,0.0260190833359956
probe,id,single_submetric,n_tokens,mean_control,10,mse,0.033690785368283564
probe,id,single_submetric,avg_links_len,,11,mse,0.0487390309572219
probe,id,single_submetric,avg_links_len,mean_control,11,mse,0.058080852031707736
probe,id,single_submetric,avg_max_depth,,11,mse,0.0294403322041034
probe,id,single_submetric,avg_max_depth,mean_control,11,mse,0.0364562608301639
probe,id,single_submetric,avg_subordinate_chain_len,,11,mse,0.0806179121136665
probe,id,single_submetric,avg_subordinate_chain_len,mean_control,11,mse,0.08541789650917046
probe,id,single_submetric,avg_verb_edges,,11,mse,0.04834621027112
probe,id,single_submetric,avg_verb_edges,mean_control,11,mse,0.07367020845413204
probe,id,single_submetric,lexical_density,,11,mse,0.0382155813276767
probe,id,single_submetric,lexical_density,mean_control,11,mse,0.0588675551116466
probe,id,single_submetric,n_tokens,,11,mse,0.0273361187428236
probe,id,single_submetric,n_tokens,mean_control,11,mse,0.0343234352767467
probe,id,single_submetric,avg_links_len,,12,mse,0.0299628041684627
probe,id,single_submetric,avg_links_len,mean_control,12,mse,0.030286795149246832
probe,id,single_submetric,avg_max_depth,,12,mse,0.0329538695514202
probe,id,single_submetric,avg_max_depth,mean_control,12,mse,0.03469893087943393
probe,id,single_submetric,avg_subordinate_chain_len,,12,mse,0.0652213543653488
probe,id,single_submetric,avg_subordinate_chain_len,mean_control,12,mse,0.060474731028079966
probe,id,single_submetric,avg_verb_edges,,12,mse,0.0618587285280227
probe,id,single_submetric,avg_verb_edges,mean_control,12,mse,0.0644454608360926
probe,id,single_submetric,lexical_density,,12,mse,0.0457591004669666
probe,id,single_submetric,lexical_density,mean_control,12,mse,0.04762845113873476
probe,id,single_submetric,n_tokens,,12,mse,0.0315246880054473
probe,id,single_submetric,n_tokens,mean_control,12,mse,0.03504601369301474
probe,ja,complexity,,,1,mse,0.0182128716260194
probe,ja,complexity,,mean_control,1,mse,0.06309626375635459
probe,ja,complexity,,,2,mse,0.0279559548944234
probe,ja,complexity,,mean_control,2,mse,0.06779658297697695
probe,ja,complexity,,,3,mse,0.0191716905683279
probe,ja,complexity,,mean_control,3,mse,0.0736242905259132
probe,ja,complexity,,,4,mse,0.0166908614337444
probe,ja,complexity,,mean_control,4,mse,0.0734805688261985
probe,ja,complexity,,,5,mse,0.0166456829756498
probe,ja,complexity,,mean_control,5,mse,0.0706783533096313
probe,ja,complexity,,,6,mse,0.0185455903410911
probe,ja,complexity,,mean_control,6,mse,0.07226083179314922
probe,ja,complexity,,,7,mse,0.0214890856295824
probe,ja,complexity,,mean_control,7,mse,0.06513425707817073
probe,ja,complexity,,,8,mse,0.024615790694952
probe,ja,complexity,,mean_control,8,mse,0.06528484324614199
probe,ja,complexity,,,9,mse,0.038797203451395
probe,ja,complexity,,mean_control,9,mse,0.05855927492181453
probe,ja,complexity,,,10,mse,0.0501114353537559
probe,ja,complexity,,mean_control,10,mse,0.059069444735844905
probe,ja,complexity,,,11,mse,0.0308125875890254
probe,ja,complexity,,mean_control,11,mse,0.062463680903116804
probe,ja,complexity,,,12,mse,0.0579002797603607
probe,ja,complexity,,mean_control,12,mse,0.0618353808919588
probe,ja,question_type,,,1,accuracy,0.75
probe,ja,question_type,,mean_control,1,accuracy,0.40942028985507245
probe,ja,question_type,,,2,accuracy,0.6847826086956522
probe,ja,question_type,,mean_control,2,accuracy,0.39492753623188404
probe,ja,question_type,,,3,accuracy,0.6739130434782609
probe,ja,question_type,,mean_control,3,accuracy,0.4021739130434782
probe,ja,question_type,,,4,accuracy,0.7282608695652174
probe,ja,question_type,,mean_control,4,accuracy,0.4021739130434782
probe,ja,question_type,,,5,accuracy,0.6304347826086957
probe,ja,question_type,,mean_control,5,accuracy,0.4021739130434782
probe,ja,question_type,,,6,accuracy,0.7065217391304348
probe,ja,question_type,,mean_control,6,accuracy,0.4021739130434782
probe,ja,question_type,,,7,accuracy,0.717391304347826
probe,ja,question_type,,mean_control,7,accuracy,0.4021739130434782
probe,ja,question_type,,,8,accuracy,0.6521739130434783
probe,ja,question_type,,mean_control,8,accuracy,0.4021739130434782
probe,ja,question_type,,,9,accuracy,0.7934782608695652
probe,ja,question_type,,mean_control,9,accuracy,0.4021739130434782
probe,ja,question_type,,,10,accuracy,0.8260869565217391
probe,ja,question_type,,mean_control,10,accuracy,0.39855072463768115
probe,ja,question_type,,,11,accuracy,0.7934782608695652
probe,ja,question_type,,mean_control,11,accuracy,0.4021739130434782
probe,ja,question_type,,,12,accuracy,0.7717391304347826
probe,ja,question_type,,mean_control,12,accuracy,0.4021739130434782
probe,ja,single_submetric,avg_links_len,,1,mse,0.0891205966472625
probe,ja,single_submetric,avg_links_len,mean_control,1,mse,0.0995133370161056
probe,ja,single_submetric,avg_max_depth,,1,mse,0.0737646073102951
probe,ja,single_submetric,avg_max_depth,mean_control,1,mse,0.0878198519349098
