experiment_id,language,task,layer_index,hidden_size,dropout,learning_rate,metric,value
91,ar,complexity,11,384,0.05,1e-3,r2,-0.14868509769439697
92,ar,complexity,11,384,0.05,1e-4,loss,0.06596075296401978
92,ar,complexity,11,384,0.05,1e-4,mse,0.0666307881474495
92,ar,complexity,11,384,0.05,1e-4,rmse,0.2581294019429974
92,ar,complexity,11,384,0.05,1e-4,r2,-0.14868509769439697
93,ar,complexity,11,384,0.1,1e-3,loss,0.05170581638813019
93,ar,complexity,11,384,0.1,1e-3,mse,0.052411556243896484
93,ar,complexity,11,384,0.1,1e-3,rmse,0.22893570329657295
93,ar,complexity,11,384,0.1,1e-3,r2,0.09644812345504761
94,ar,complexity,11,384,0.1,1e-4,loss,0.05170581638813019
94,ar,complexity,11,384,0.1,1e-4,mse,0.052411556243896484
94,ar,complexity,11,384,0.1,1e-4,rmse,0.22893570329657295
94,ar,complexity,11,384,0.1,1e-4,r2,0.09644812345504761
95,ar,complexity,11,384,0.2,1e-3,loss,0.054845284670591354
95,ar,complexity,11,384,0.2,1e-3,mse,0.05557166039943695
95,ar,complexity,11,384,0.2,1e-3,rmse,0.23573642145293747
95,ar,complexity,11,384,0.2,1e-3,r2,0.04196929931640625
96,ar,complexity,11,384,0.2,1e-4,loss,0.054845284670591354
96,ar,complexity,11,384,0.2,1e-4,mse,0.05557166039943695
96,ar,complexity,11,384,0.2,1e-4,rmse,0.23573642145293747
96,ar,complexity,11,384,0.2,1e-4,r2,0.04196929931640625
