unique_id,text,language,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score,dataset_source
indonesian_polar_42,Apakah Babilonia sekarang disebut Iraq?,id,-0.482,0.0,1.0,0.833,2.079,1,3.43,tydi
korean_content_3118,이경규는 언제 데뷔했는가?,ko,-1.816,0.0,0.4,1.0,1.609,0,1.193,tydi
russian_content_2177,Когда появился Лобби́зм в Росси́и?,ru,-0.51,0.0,0.5,0.8,1.946,0,2.736,tydi
japanese_polar_343,チベットは自治政府を持つ？,ja,-0.553,0.0,0.4,0.667,2.079,1,2.593,tydi
indonesian_polar_58,apakah WWE sebuah pertunjukan Gulat?,id,-0.482,0.0,0.0,0.667,2.079,1,2.264,tydi
english_content_2056,What are proton pump inhibitors used to treat?,en,0.422,1.0,0.417,0.625,2.303,0,4.767,tydi
japanese_content_2852,ハインリヒ・クロイツの国籍は何,ja,-0.19,0.0,0.0,0.429,2.079,0,2.318,tydi
finnish_content_11065,Milloin oli Juhana Idänpään-Heikkilän viimeiset valtiopäivät?,fi,0.949,0.0,0.0,0.833,2.079,0,3.861,tydi
arabic_content_18566,ما هو سبب صوت الخنافس؟,ar,0.2,0.0,0.0,0.6,1.946,0,2.746,tydi
korean_content_1074,누가 자기장을 발견하는가?,ko,-1.816,0.0,0.4,0.333,1.609,0,0.526,tydi
arabic_content_45,من يصادق على ميزانية الدولة في كندا؟,ar,0.2,0.0,0.333,0.429,2.197,0,3.159,tydi
russian_polar_837,Принимают ли евро в Америке?,ru,-0.5,0.0,0.6,0.6,1.946,1,2.646,tydi
japanese_polar_1289,日本で武器の製造は許されている？,ja,0.447,1.0,0.3,0.5,2.485,1,4.732,tydi
arabic_polar_2194,هل كانت المجر متحالفة مع دول المحور في الحرب العالمية الثانية؟,ar,0.175,0.0,0.0,0.636,2.565,1,3.376,tydi
russian_polar_633,Принадлежат ли Голанские высоты Израилю на 2019 год?,ru,-0.5,0.0,0.8,0.75,2.303,1,3.353,tydi
indonesian_content_7246,Kapan Peristiwa Woyla terjadi ?,id,-0.781,0.0,0.333,1.0,1.792,0,2.344,tydi
russian_polar_1715,Был ли сын Наполеона III прототипом Маленького принца?,ru,0.5,0.0,0.0,0.75,2.303,1,3.553,tydi
finnish_polar_637,Onko Levillä kaksi gondolihissiä?,fi,0.15,0.0,0.0,0.5,1.792,1,2.442,tydi
russian_polar_1118,Проводили ли футбольные матчи в СССР во время Второй Мировой войны?,ru,0.5,0.0,0.8,0.727,2.565,1,4.592,tydi
finnish_content_311,Missä Taiwan sijaitsee?,fi,-1.051,0.0,0.333,0.667,1.609,0,1.558,tydi
arabic_polar_40,هل يحتوي الغلاف الجوي على غاز الهيدروجين؟,ar,-0.825,0.0,0.333,0.571,2.197,1,2.276,tydi
arabic_content_17574,متى تأسس فرع إدارة الغذاء والدواء في الولايات المتحدة ؟,ar,2.2,0.0,0.5,0.7,2.485,0,5.885,tydi
finnish_polar_919,Onko Yhdysvaltain senaatissa 100 senaattoria?,fi,0.15,0.0,0.0,0.6,1.946,1,2.696,tydi
japanese_content_1570,日本で最古の朝廷は何？,ja,-0.19,0.0,0.0,0.429,2.197,0,2.436,tydi
indonesian_content_2718,berapakah luas negara Islandia?,id,-0.781,0.0,0.0,0.8,1.946,0,1.965,tydi
finnish_content_14401,Mikä on Ikaalisen asukasluku?,fi,-0.051,0.0,0.0,0.5,1.792,0,2.241,tydi
finnish_content_9714,Kuka on Kantonin pormestari?,fi,-0.051,0.0,0.0,0.5,1.792,0,2.241,tydi
russian_content_2812,Сколько больных псориазом в России на март 2019?,ru,-0.51,0.0,0.0,0.625,2.303,0,2.418,tydi
russian_content_12282,Кто был лидером «Левой оппозиции» политического течения внутри РКП в России?,ru,1.49,0.0,0.0,0.727,2.708,0,4.925,tydi
korean_polar_263,덴마크는 의원내각제를 채택하고 있나요?,ko,-2.136,0.0,0.5,0.75,1.792,1,0.906,tydi
russian_polar_689,Был Царь Сау́л женат?,ru,-0.5,0.0,0.0,0.75,1.792,1,2.042,tydi
indonesian_content_9727,Dimana torium bisa ditemukan ?,id,-1.781,0.0,0.333,0.75,1.792,0,1.094,tydi
arabic_content_13491,ماهو الفرق بين سفينتي الجنك والينك ؟,ar,1.2,0.0,0.0,0.5,2.079,0,3.779,tydi
japanese_content_758,日本最大のリサイクル・ショップは何？,ja,-0.19,0.0,0.0,0.5,2.303,0,2.613,tydi
indonesian_content_8491,Sejak kapan tradisi penamaan dalam suku bali dimulai?,id,0.219,0.0,0.333,0.75,2.303,0,3.605,tydi
japanese_polar_1009,イギリス労働党は左派の政党？,ja,-0.553,0.0,0.0,0.714,2.197,1,2.358,tydi
russian_polar_111,Жил Лермонтов на Поварской у́лице?,ru,-0.5,0.0,0.4,0.8,1.946,1,2.646,tydi
korean_content_1545,노르웨이에서 가장 인구밀도가 높은 도시는 어디인가?,ko,0.184,0.0,0.2,1.0,2.079,0,3.463,tydi
arabic_content_14615,من صمم لغة البرمجة سمول توك؟,ar,0.2,0.0,0.0,0.5,2.079,0,2.779,tydi
finnish_content_9460,Mikä on luonteenomaista korkeakirkolliselle spiritualiteetille?,fi,-0.051,0.0,0.0,0.6,1.946,0,2.495,tydi
japanese_content_21,日本ボクシングコミッションが設立したのはいつ,ja,-0.19,1.0,0.5,0.4,2.398,0,4.108,tydi
finnish_polar_818,Onko Zack Snyder voittanut Oscar palkintoa?,fi,0.15,0.0,0.333,0.833,2.079,1,3.395,tydi
arabic_polar_1053,هل يوجد غاز النيون بالهواء الذّي نتنفّسه؟,ar,0.175,0.0,0.5,0.429,2.197,1,3.301,tydi
finnish_content_3128,Kuinka monta lakia Suomessa on yhteensä?,fi,0.949,0.0,0.0,0.667,2.079,0,3.695,tydi
finnish_polar_12,Valloittiko Saksa koko Norjan vuonna 1940?,fi,0.15,0.0,0.5,0.833,2.079,1,3.562,tydi
japanese_polar_382,奥州後三年記を記録した書物はある？,ja,1.447,1.0,0.2,0.583,2.639,1,5.869,tydi
indonesian_content_7485,Berapakah jarak kota Malang ke Surabaya?,id,-0.781,0.0,0.0,0.714,2.197,0,2.13,tydi
japanese_polar_337,ティビリヌの修道士殺害の犯人は特定された？,ja,1.447,0.0,0.2,0.5,2.639,1,4.786,tydi
indonesian_content_3780,siapakah orang tua Vishal Karwal?,id,0.219,0.0,0.0,0.667,2.079,0,2.965,tydi
indonesian_polar_155,apakah Visakhi festival keagamaan?,id,-0.482,0.0,0.0,0.8,1.946,1,2.264,tydi
korean_content_168,나치가 무너진 년도는 언제인가?,ko,0.184,1.0,0.2,1.0,1.792,0,4.176,tydi
russian_content_4950,Кто выиграл в Первой Мировой войне?,ru,-0.51,0.0,0.333,0.667,2.079,0,2.569,tydi
indonesian_content_10737,berapa lamakah Perjalanan Nabi Muhammad SAW ke Tai'f?,id,1.219,0.0,0.0,0.875,2.303,0,4.397,tydi
russian_polar_277,Изначально компьютерная игра была популярна среди населения?,ru,-0.5,0.0,0.0,0.714,2.197,1,2.411,tydi
arabic_content_18523,أين تقع بلدة المزيريب؟,ar,-0.8,0.0,0.333,0.75,1.792,0,2.075,tydi
english_content_7579,Who used to own the British Virgin Islands?,en,0.422,1.0,0.333,0.625,2.303,0,4.683,tydi
russian_content_2938,По какому адресу находится дом Анны Ахматовой в Санкт-Петербурге?,ru,0.49,0.0,0.333,0.667,2.398,0,3.888,tydi
finnish_polar_1609,Voiko Suomessa kasvattaa sitruunaa?,fi,-0.85,0.0,0.333,0.75,1.792,1,2.025,tydi
indonesian_content_11321,Siapakah Perdana menteri Israel sebelum Yitzhak Shamir?,id,0.219,0.0,0.0,0.625,2.303,0,3.147,tydi
japanese_polar_415,X-MENとはスーパーヒーローですか？,ja,-0.553,0.0,0.0,0.444,2.398,1,2.289,tydi
english_content_4274,When was Relic Entertainment established?,en,-0.578,0.0,0.5,0.8,1.946,0,2.668,tydi
english_content_8049,When did Florida become a U.S. territory?,en,-0.578,0.0,0.5,0.714,2.197,0,2.833,tydi
finnish_polar_173,Puhuvatko vironruotsalaiset viron kieltä?,fi,0.15,0.0,0.333,1.0,1.792,1,3.275,tydi
russian_polar_829,Михаи́л Васи́льевич Ломоно́сов был профессором химии?,ru,-0.5,0.0,0.0,0.833,2.079,1,2.412,tydi
indonesian_polar_67,Apakah Hirohito masih hidup?,id,-0.482,0.0,0.75,0.8,1.946,1,3.014,tydi
russian_content_4010,При каком князе произошло Креще́ние Руси́?,ru,-0.51,0.0,0.333,0.667,2.079,0,2.569,tydi
indonesian_polar_187,Apakah Pemasaran Internasional dapat menyebabkan kenaikan harga?,id,-0.482,0.0,0.75,0.75,2.303,1,3.321,tydi
arabic_content_5831,ما نظام الحكم في السويد ؟,ar,0.2,0.0,0.0,0.4,1.946,0,2.546,tydi
indonesian_content_8347,Dimana letak Tanjungkarang?,id,-0.781,0.0,0.0,0.667,1.609,0,1.495,tydi
finnish_content_1132,Missä Alsace sijaitsee?,fi,-1.051,0.0,0.333,0.667,1.609,0,1.558,tydi
japanese_polar_953,消防や警察などの公的機関も実業団チームを持つ？,ja,1.447,0.0,0.4,0.615,2.708,1,5.17,tydi
russian_content_9778,Сколько раз переизбирался Владимир Путин на пост президента России по данным на 2019 год?,ru,0.49,0.0,0.667,0.714,2.773,0,4.644,tydi
indonesian_content_7973,siapakah orang tua Aurangzeb?,id,-0.781,0.0,0.0,0.6,1.946,0,1.765,tydi
arabic_content_4785,من أسس دولة البرتقال الحرة؟,ar,-0.8,0.0,0.0,0.8,1.946,0,1.946,tydi
russian_polar_1411,"Существует ли на самом деле кафе, где собирались главные герои сериала ""Друзья""?",ru,2.5,1.0,0.5,0.75,2.833,1,7.583,tydi
english_content_8268,How many CO's are typically in a platoon?,en,0.422,0.0,0.0,0.625,2.303,0,3.35,tydi
arabic_polar_355,هل تمنع المسيحية المثلية ؟,ar,-0.825,0.0,0.167,0.75,1.792,1,1.884,tydi
finnish_content_4058,Milloin Shane Black on syntynyt?,fi,-0.051,0.0,0.333,0.8,1.946,0,3.028,tydi
russian_polar_1138,В Древнем Риме душевнобольных помещали в темницы?,ru,-0.5,0.0,0.6,0.714,2.197,1,3.011,tydi
english_content_4240,What is the difference between blue and indigo?,en,1.422,0.0,0.0,0.375,2.303,0,4.1,tydi
arabic_polar_1064,هل توجد براكين في العراق؟,ar,-0.825,0.0,0.5,0.6,1.946,1,2.221,tydi
japanese_content_669,産女の研究をした文化人類学者は誰？,ja,1.81,1.0,0.167,0.583,2.639,0,6.199,tydi
japanese_polar_710,ジャック・ニコルソンは映画で主演を務めたことはある？,ja,0.447,1.0,0.5,0.538,2.708,1,5.193,tydi
arabic_polar_1237,هل تتكاثر الحرباء بالبيوض؟,ar,-0.825,0.0,0.167,0.5,1.792,1,1.634,tydi
japanese_polar_1187,飛騨川バス転落事故時、現場で洪水は起きていた？,ja,-0.553,1.0,0.4,0.692,2.773,1,4.312,tydi
japanese_content_6453,第二次世界大戦時における日本で最大のシェルターは何,ja,1.81,1.0,0.0,0.562,2.833,0,6.205,tydi
finnish_content_4442,Mistä erottaa sorsan sukupuolen?,fi,-0.051,0.0,0.333,0.75,1.792,0,2.824,tydi
korean_content_11089,하이텔은 언제 처음 사용되기 시작한 서비스인가요?,ko,0.184,2.0,0.333,1.0,2.079,0,5.596,tydi
indonesian_content_6995,berapakah jumlah kecamatan yang ada di Yogyakarta?,id,0.219,1.0,0.333,0.625,2.303,0,4.48,tydi
korean_polar_340,고혈압은 본태성 고혈압과 이차성 고혈압으로 구분되나요?,ko,-0.136,0.0,0.5,0.833,2.079,1,3.276,tydi
finnish_content_12790,Minkä maalainen Alan Turing oli?,fi,-0.051,0.0,0.0,0.6,1.946,0,2.495,tydi
russian_polar_1161,Был Тит Фла́вий Домициа́н женат?,ru,-0.5,0.0,0.0,0.8,1.946,1,2.246,tydi
korean_content_10394,듀랜트의 첫 농구구단은 어디인가?,ko,-0.816,0.0,0.2,1.0,1.792,0,2.176,tydi
russian_polar_282,Гу́бки обладают способностью к регенерации?,ru,0.5,0.0,0.4,0.8,1.946,1,3.646,tydi
korean_content_947,1차 산업혁명은 언제 일어났는가?,ko,-0.816,0.0,0.4,1.0,1.792,0,2.376,tydi
english_polar_944,Can murderers be considered celebrities?,en,-1.17,0.0,0.6,0.6,1.946,1,1.976,tydi
japanese_content_4791,ジョン・テイラーの出身州はどこ,ja,-0.19,0.0,0.0,0.5,2.197,0,2.507,tydi
finnish_polar_640,Onko sijoitusrahasto yksityinen?,fi,-0.85,0.0,0.0,0.667,1.609,1,1.426,tydi
japanese_content_107,斎藤佑樹投手の出身校はどこ？,ja,-0.19,0.0,0.0,0.667,2.398,0,2.875,tydi
korean_polar_34,질량의 단위는 SI 단위계에서 킬로그램(kg)인가요?,ko,-1.136,0.0,0.75,0.833,2.079,1,2.526,tydi
russian_polar_1329,Используют осоку в фармакологии?,ru,-0.5,0.0,0.4,0.75,1.792,1,2.442,tydi
indonesian_content_4932,Dimana Kazimierz II meninggal?,id,-0.781,0.0,0.333,0.75,1.792,0,2.094,tydi
japanese_content_2617,ヴァンダービルト・コモドアズで最初に設立したスポーツ部は何？,ja,0.81,1.0,0.333,0.5,2.773,0,5.416,tydi
finnish_polar_1501,Onko Miikka Sakari Kiprusoff pelannut jääkiekkoa ulkomailla?,fi,0.15,0.0,0.5,0.857,2.197,1,3.704,tydi
indonesian_polar_16,Apakah penggunaan Spotify berbayar ?,id,-0.482,0.0,0.5,0.8,1.946,1,2.764,tydi
english_content_240,How heavy is olive oil?,en,-0.578,0.0,0.0,0.8,1.946,0,2.168,tydi
finnish_polar_1333,Onko mau-mau-heimoa olemassa?,fi,-0.85,0.0,0.167,0.667,1.609,1,1.593,tydi
japanese_content_4129,オペレーティングシステムを発明したのは誰？,ja,-0.19,1.0,0.5,0.333,2.398,0,4.041,tydi
russian_polar_447,Обитают ли гиппопотамы в России?,ru,-0.5,0.0,0.6,0.6,1.946,1,2.646,tydi
indonesian_polar_21,Apakah buah kawung memiliki biji?,id,-0.482,0.0,0.75,0.833,2.079,1,3.18,tydi
indonesian_polar_293,apakah Tama masih hidup?,id,-0.482,0.0,0.75,0.8,1.946,1,3.014,tydi
english_polar_1070,Has Naughty Dog teased a new game?,en,-0.17,0.0,0.4,0.714,2.197,1,3.141,tydi
japanese_polar_181,シロシビンに依存性はある？,ja,-0.553,0.0,0.4,0.667,2.079,1,2.593,tydi
japanese_content_5764,ネオダーウィニズムの先駆者は誰？,ja,-0.19,0.0,0.0,0.5,2.079,0,2.389,tydi
arabic_polar_520,هل يحوي العنب على فيتامين سي؟,ar,-0.825,0.0,0.5,0.333,2.079,1,2.087,tydi
japanese_content_664,イギリス保守党の初代党首は誰？,ja,-0.19,0.0,0.0,0.625,2.303,0,2.738,tydi
arabic_polar_1669,هل يدرس علم الوراثة في البكالوريا التونسية؟,ar,-0.825,0.0,0.333,0.714,2.197,1,2.419,tydi
russian_content_6816,За сколько часов можно доехать из Москвы в Ки́нешму на машине?,ru,0.49,1.0,0.417,0.545,2.565,0,5.017,tydi
finnish_polar_47,Olivatko viikingit olemassa Skandinavian pronssikauden aikaan?,fi,1.15,0.0,0.333,0.833,2.079,1,4.395,tydi
arabic_polar_1195,هل منعت المرأة التونسية المحجّبة من الدراسة و الشغل في عهد بن علي؟,ar,1.175,0.0,0.333,0.538,2.708,1,4.754,tydi
finnish_content_8339,Mikä oli Akateeminen Karjala-Seura?,fi,-0.051,0.0,0.0,0.5,1.792,0,2.241,tydi
english_polar_312,Is sex work bad for the economy?,en,-0.17,0.0,0.0,0.571,2.197,1,2.598,tydi
japanese_content_3329,ハリー・グリッケンの所属大学はどこ,ja,-0.19,0.0,0.0,0.5,2.197,0,2.507,tydi
english_content_3493,When did the Bears Ears national park get signed over?,en,0.422,0.0,0.667,0.6,2.485,0,4.174,tydi
japanese_polar_1236,ローマ美術に絵画はあった？,ja,-0.553,0.0,0.4,0.571,2.197,1,2.615,tydi
indonesian_polar_172,Apakah Urraca pernah menikah ?,id,-0.482,0.0,0.75,0.8,1.946,1,3.014,tydi
indonesian_polar_61,Adakah waduk dapat dijadikan sumber air Irigasi?,id,1.518,1.0,0.5,0.75,2.303,1,6.071,tydi
english_content_121,What was Kaiser Permanente's net income in 2018?,en,0.422,0.0,0.0,0.444,2.398,0,3.264,tydi
russian_polar_1652,"Страдают ли женщины от пограничного расстройства личности чаще, чем мужчины?",ru,0.5,0.0,0.8,0.7,2.565,1,4.565,tydi
indonesian_polar_81,apakah olahraga Kronum menggunakan Bola?,id,-0.482,0.0,0.75,0.833,2.079,1,3.18,tydi
japanese_content_4933,ソマリアの首都はどこ,ja,-0.19,0.0,0.0,0.4,1.792,0,2.002,tydi
finnish_polar_151,Onko bacha posh -perinteelle sosiaaliset ja taloudelliset syyt?,fi,1.15,0.0,0.0,0.625,2.303,1,4.078,tydi
english_polar_225,Can Sugar cause an illness?,en,-0.17,0.0,0.4,0.6,1.946,1,2.776,tydi
english_polar_734,Does Thomas & Friends still air?,en,0.83,0.0,0.4,0.667,2.079,1,3.976,tydi
japanese_content_1773,アメリカ合衆国で一番多く生産されている工業製品は何？,ja,0.81,1.0,0.25,0.6,2.833,0,5.493,tydi
japanese_polar_190,ハーメルンのバイオリン弾きは寓話ですか？,ja,0.447,0.0,0.0,0.556,2.398,1,3.401,tydi
finnish_content_5713,Mikä oli ns. samettivallankumous?,fi,-0.051,0.0,0.0,0.5,1.792,0,2.241,tydi
english_content_8338,What is the largest liberal party in Italy?,en,0.422,0.0,0.0,0.5,2.303,0,3.225,tydi
arabic_content_10770,متى حدثت الحرب الفرنسية البروسية؟,ar,-0.8,0.0,0.333,0.8,1.946,0,2.279,tydi
indonesian_content_9204,Siapa nama orang tua Dion Momongan?,id,1.219,0.0,0.0,0.833,2.079,0,4.131,tydi
japanese_content_1030,Activisionが初めて販売されたのはいつ,ja,-0.19,1.0,0.667,0.3,2.398,0,4.175,tydi
japanese_content_2227,アドレッシングモードを開発したのは誰？,ja,-0.19,1.0,0.5,0.333,2.398,0,4.041,tydi
korean_content_6920,일본의 첫 지하철은 무엇인가?,ko,-0.816,0.0,0.2,0.75,1.792,0,1.926,tydi
english_polar_1077,Is there a cure for legionellosis?,en,0.83,0.0,0.4,0.5,2.079,1,3.809,tydi
russian_content_2814,Какая высота самой высокой пирамиды майя?,ru,0.49,0.0,0.0,0.667,2.079,0,3.236,tydi
arabic_content_1631,ما هي متلازمة تيرنر؟,ar,-0.8,0.0,0.0,0.25,1.792,0,1.242,tydi
indonesian_content_6579,kapankah RPG diciptakan?,id,-0.781,0.0,0.333,0.75,1.792,0,2.094,tydi
arabic_polar_32,هل وباكليتاكسيل هو دواء يساعد على التخفيف من الميلانوما؟,ar,1.175,1.0,0.167,0.444,2.398,1,5.184,tydi
russian_content_2537,Какой тембр голоса самый распространенный в джазе?,ru,-0.51,0.0,0.0,0.571,2.197,0,2.258,tydi
russian_polar_278,Обязательно ли было обучение в начальной школе в Российской империи?,ru,0.5,0.0,0.0,0.6,2.485,1,3.585,tydi
indonesian_polar_128,apakah Illuminati benar benar ada?,id,-0.482,0.0,1.0,0.833,2.079,1,3.43,tydi
japanese_content_1692,リヴィングストン島を初めて発見したのは誰,ja,-0.19,1.0,0.667,0.4,2.398,0,4.275,tydi
indonesian_polar_12,apakah Kriptografi digunakan untuk sistem firewall sebuah situs web?,id,0.518,0.0,0.75,0.7,2.485,1,4.453,tydi
arabic_polar_206,هل حصل مارتن لوثر كينغ على جائزة نوبل؟,ar,-0.825,0.0,0.333,0.375,2.303,1,2.186,tydi
arabic_polar_983,هل يسبب عقارالاكستاسي الإدمان؟,ar,-1.825,0.0,0.5,0.5,1.792,1,0.967,tydi
english_content_2171,What's the half-life of uranium?,en,0.422,0.0,0.0,0.429,2.303,0,3.154,tydi
english_polar_389,Are there sharks in the Caribbean Sea?,en,0.83,0.0,0.4,0.571,2.197,1,3.998,tydi
indonesian_content_9395,Ada berapa serial game Uncharted ?,id,0.219,0.0,0.333,1.0,1.946,0,3.498,tydi
english_content_8680,Which poet wrote the most poems?,en,-0.578,0.0,0.333,0.667,2.079,0,2.501,tydi
russian_content_590,Кто был основателем Великого княжества Литовского?,ru,-0.51,0.0,0.0,0.667,2.079,0,2.236,tydi
russian_content_12739,Струкова получила высшее образование?,ru,-0.51,0.0,0.333,1.0,1.792,0,2.615,tydi
finnish_content_588,Milloin Wassily Kandinsky syntyi?,fi,-0.051,0.0,0.333,1.0,1.792,0,3.074,tydi
arabic_polar_2360,هل يمكن استغلال الحرارة الأرضية لإنتاج الكهرباء؟,ar,0.175,0.0,0.167,0.75,2.303,1,3.395,tydi
korean_content_36,"2019년 5월 기준, 가장 많이 사용되고있는 소셜 미디어는 무엇인가?",ko,1.184,1.0,0.3,1.0,2.485,0,5.969,tydi
russian_polar_303,Зи́гмунд Фрейд был женат?,ru,-0.5,0.0,0.0,0.75,1.792,1,2.042,tydi
indonesian_polar_461,Apakah negara Nepal terletak di Himalaya?,id,-0.482,0.0,0.75,0.714,2.197,1,3.179,tydi
arabic_content_18992,من الدولة التي أنتجت أول قنبلة نووية في العالم؟,ar,1.2,1.0,0.5,0.667,2.398,0,5.765,tydi
japanese_polar_314,モータースポーツで死者が出たことはある？,ja,-0.553,1.0,0.3,0.6,2.485,1,3.832,tydi
russian_content_5924,Какая глубина максимальная Днепра?,ru,-1.51,0.0,0.0,0.75,1.792,0,1.032,tydi
indonesian_polar_347,Apakah agama islam termasuk agama Monoteisme ?,id,-0.482,0.0,0.75,0.857,2.197,1,3.322,tydi
korean_content_2016,세상에서 가장 큰 조선소는 어디인가?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33,tydi
arabic_polar_600,هل الألمانية من اللغات الرسمية في بولندا؟,ar,0.175,0.0,0.0,0.429,2.197,1,2.801,tydi
finnish_polar_448,Onko Final Fantasy XII -pelissä tasoja?,fi,1.15,1.0,0.0,0.833,2.079,1,5.062,tydi
russian_polar_569,Выигрывал ли Альфре́до Ди Сте́фано Лаулье́ чемпионат мира по футболу?,ru,0.5,0.0,0.6,0.7,2.485,1,4.285,tydi
japanese_polar_1308,ヨーゼフ・ディートリヒはナチス・ドイツ軍？,ja,-0.553,0.0,0.0,0.667,2.303,1,2.417,tydi
indonesian_polar_414,Apakah orang yang mengeluarkan nifas boleh solat?,id,1.518,1.0,0.75,0.625,2.303,1,6.196,tydi
finnish_content_12809,Mikä oli Walter Chryslerin vaimon nimi?,fi,1.949,0.0,0.0,0.667,2.079,0,4.695,tydi
english_polar_796,Is Scrapie like Mad Cow Disease?,en,-0.17,0.0,0.0,0.667,2.079,1,2.576,tydi
indonesian_polar_120,Pernahkah Michael Gerard Tyson kalah dalam pertarungan tinju ?,id,0.518,0.0,0.75,0.778,2.398,1,4.444,tydi
finnish_content_5002,Mitä Rico Fata tekee nykyisin CIHL-junioriliigassa?,fi,-0.051,0.0,0.667,0.833,2.079,0,3.528,tydi
english_polar_621,Are accents different throughout England?,en,-0.17,0.0,0.0,0.6,1.946,1,2.376,tydi
english_content_5656,What percentage of U.S. PhD candidates complete their dissertation?,en,0.422,0.0,0.333,0.667,2.398,0,3.82,tydi
finnish_content_4466,Kuka perusti Ranskan kansalliskirjaston?,fi,-0.051,0.0,0.333,0.75,1.792,0,2.824,tydi
indonesian_content_5545,kapankah telepon genngam pertama diciptakan?,id,0.219,0.0,0.333,0.833,2.079,0,3.464,tydi
english_polar_326,Does the IUD cause breakthrough bleeding?,en,-0.17,0.0,0.4,0.667,2.079,1,2.976,tydi
arabic_content_20173,ما هي البروستات؟,ar,-1.8,0.0,0.0,0.333,1.609,0,0.142,tydi
russian_polar_1208,Были ли наводнения в Индонезии в 2018 году?,ru,0.5,0.0,0.6,0.625,2.303,1,4.028,tydi
english_content_1,When was quantum field theory developed?,en,0.422,0.0,0.5,0.833,2.079,0,3.834,tydi
japanese_polar_362,ファウストは実在した人物がモデルになっている？,ja,0.447,1.0,0.267,0.5,2.639,1,4.853,tydi
japanese_polar_185,日本で少年が死刑判決を受けたことはある？,ja,-0.553,1.0,0.4,0.583,2.639,1,4.069,tydi
korean_polar_307,코일 형태의 용수철은 15세기에 나타났나요?,ko,-0.136,0.0,0.5,1.0,1.946,1,3.31,tydi
japanese_polar_240,上野 裕一郎はマラソンに出場したことがある？,ja,-0.553,1.0,0.3,0.545,2.565,1,3.857,tydi
english_content_7454,In what episode of Home and Away did the character Ruby Buckton first appear?,en,1.422,0.0,0.5,0.571,2.773,0,5.266,tydi
finnish_content_3477,Mikä on Brazilian pääkaupunki?,fi,-0.051,0.0,0.0,0.5,1.792,0,2.241,tydi
english_content_3546,Who founded Daydream Software?,en,-0.578,0.0,0.333,0.75,1.792,0,2.297,tydi
english_polar_411,Can you die from liver cancer?,en,-0.17,0.0,0.4,0.5,2.079,1,2.809,tydi
finnish_polar_2261,Kuuluvatko jehovan todistajat kristinuskoon?,fi,0.15,0.0,0.333,1.0,1.792,1,3.275,tydi
russian_polar_928,Есть ли лекарство от депрессии?,ru,-0.5,0.0,0.6,0.6,1.946,1,2.646,tydi
finnish_content_12324,Milloin Tiehallinto oli toiminnassa?,fi,-1.051,0.0,0.0,0.75,1.792,0,1.491,tydi
korean_content_10742,북극성은 언제 처음 관측되었는가?,ko,-0.816,0.0,0.4,1.0,1.792,0,2.376,tydi
english_polar_844,Are IP addresses based on location?,en,-0.17,0.0,0.6,0.667,2.079,1,3.176,tydi
japanese_polar_160,猫は雑食？,ja,-0.553,0.0,0.0,0.667,1.609,1,1.723,tydi
arabic_content_1268,من هي أول إمراة عربية حصلت على جائزة النوبل؟,ar,2.2,1.0,0.167,0.667,2.398,0,6.432,tydi
russian_polar_112,Одержала ли В каком году HRT F1 Team победу в старте Чемпионата мира в классе Формула-1?,ru,3.5,0.0,0.8,0.444,3.045,1,7.789,tydi
korean_polar_188,스웨덴에 시구르드는 이름이 새겨진 암각화가 있나요?,ko,-0.136,1.0,0.5,1.0,2.079,1,4.443,tydi
indonesian_content_164,Berapakah luas Kabupaten Kendal ?,id,-0.781,0.0,0.0,0.8,1.946,0,1.965,tydi
russian_polar_813,Жили ли черепахи во времена динозавров?,ru,-0.5,0.0,0.6,0.667,2.079,1,2.846,tydi
indonesian_content_9478,Di manakah letak Samudra hindia?,id,-0.781,0.0,0.0,0.5,2.079,0,1.798,tydi
russian_polar_495,Есть в Липецке трамвай?,ru,-0.5,0.0,0.4,0.75,1.792,1,2.442,tydi
finnish_polar_2029,Voiko jäätikön sisus räjähtää?,fi,0.15,0.0,0.167,0.75,1.792,1,2.859,tydi
arabic_content_6928,متى تأسست ولاية الشرق الإمبراطورية؟,ar,0.2,0.0,0.333,0.8,1.946,0,3.279,tydi
arabic_polar_1007,هل مجموعة فودافون بريطانية ؟,ar,-0.825,0.0,0.0,0.5,1.792,1,1.467,tydi
russian_polar_189,Есть ли вулкан на острове Буру?,ru,-0.5,0.0,0.6,0.667,2.079,1,2.846,tydi
english_polar_1000,Is Byzantine Octoechos a musical system?,en,-0.17,0.0,0.0,0.667,2.079,1,2.576,tydi
russian_content_978,Сколько детей у Михаи́ла Миха́йловича Касья́нова?,ru,-0.51,0.0,0.0,0.667,2.079,0,2.236,tydi
indonesian_content_2586,Siapa ketua unit Legiun Asing Prancis?,id,2.219,0.0,0.0,0.833,2.079,0,5.131,tydi
finnish_content_12600,Mitä lyhenne VPN tarkoittaa?,fi,-0.051,0.0,0.333,0.75,1.792,0,2.824,tydi
korean_content_9888,미국의 첫 대통령은 누구인가?,ko,-0.816,0.0,0.2,0.75,1.792,0,1.926,tydi
korean_polar_316,엘라 피츠제럴드는 재즈 가수인가요?,ko,-1.136,0.0,0.5,1.0,1.792,1,2.156,tydi
