unique_id,text,language,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score,lang_norm_complexity_score,complexity_score_destroyed
arabic_polar_2198,هل مملكة ليسوتو بلد ساحلي؟,ar,0.321,0.143,0.0,0.0,0.675,0.111,1,1.25,0.34668721109399075,0.20462249614791989
russian_polar_746,В пещере Аяло́н есть озеро?,ru,0.3,0.0,0.0,0.0,0.6,0.111,1,1.011,0.18950276243093922,0.2723756906077348
indonesian_content_3242,berapakah suhu terdingin yang pernah ada di Siberia?,id,0.138,0.222,0.5,0.5,0.556,0.353,0,2.269,0.4991212653778559,0.1622729935559461
finnish_content_978,Minä vuonna elokuva Tie Eldoradoon julkaistiin?,fi,0.346,0.167,0.0,0.667,0.792,0.176,0,2.147,0.5427135678391959,0.35255223485850307
russian_polar_1246,"Можно заниматься сексом при менструации, исповедую ислам?",ru,0.467,0.4,0.5,0.333,0.857,0.278,1,2.835,0.6933701657458563,0.22044198895027628
korean_polar_353,샤를 드골은 군사학에 관심을 보였나요?,ko,0.217,0.125,0.0,0.75,1.0,0.044,1,2.137,0.4209115281501341,0.30911528150134054
russian_polar_1532,Был голод во время немецкой оккупации Харькова?,ru,0.333,0.6,0.0,0.2,0.857,0.222,1,2.213,0.5215469613259669,0.30000000000000004
finnish_polar_1280,Oliko Botswana siirtomaa?,fi,0.095,0.0,0.0,0.0,0.5,0.0,1,0.595,0.1322401481089659,0.48796614652208414
finnish_content_3450,Miten pitkä on elokuva The Hateful Eight?,fi,0.086,0.167,0.0,0.0,0.821,0.235,0,1.31,0.32134355990478713,0.21079079608569165
arabic_content_2314,متى نشأت مدينة الغردقة؟,ar,0.0,0.125,0.0,0.333,0.5,0.059,0,1.017,0.274884437596302,0.10261941448382127
finnish_polar_322,Kuuluiko Yhdysvallat alunperin Alankomaille?,fi,0.19,0.0,0.0,0.5,1.0,0.077,1,1.767,0.44221105527638194,0.31975667812747954
finnish_polar_2032,Onko Alan Moore koskaan kirjoittanut kirjaa?,fi,0.19,0.25,0.0,0.5,0.75,0.231,1,1.921,0.4829410208939435,0.4808251785242
indonesian_polar_384,Apakah permainan rugbi membutuhkan wasit ?,id,0.253,0.25,0.0,0.75,0.722,0.3,1,2.275,0.500878734622144,0.2311072056239016
korean_polar_305,균류는 엽록소가 있나요?,ko,0.109,0.0,0.0,0.5,1.0,0.0,1,1.609,0.2793565683646113,0.42037533512064346
russian_polar_317,В честь Лютера Бёрбанка назван сорт картофеля?,ru,0.133,0.4,0.0,0.4,0.857,0.222,1,2.013,0.4662983425414365,0.44116022099447516
indonesian_polar_332,Apakah PES sama dengan FIFA ?,id,0.169,0.25,0.0,0.0,0.444,0.3,1,1.163,0.1751611013473931,0.3974809607498535
indonesian_content_4955,Kapan Minecraft pertama kali diciptakan?,id,0.23,0.111,0.0,0.5,1.0,0.118,0,1.959,0.4083186877562976,0.3576449912126538
japanese_polar_627,『ゲルニカ』は描かれた直後から高い評価を受けましたか？,ja,0.185,0.5,0.5,0.4,0.184,0.565,1,2.334,0.6531811894882433,0.7551867219917012
japanese_content_208,田村 駒治郎の父親の職業は何,ja,0.107,0.286,0.0,0.0,0.474,0.2,0,1.067,0.21507607192254488,0.546680497925311
arabic_polar_953,هل تطرق داروين في كتابة اصل الانواع إلى العواطف لدى الحيوانات؟,ar,0.429,0.286,0.0,0.5,0.562,0.5,1,2.277,0.6631741140215717,0.6379044684129429
russian_polar_995,Есть ли дети у Евгении Чудновец?,ru,0.32,0.2,0.0,0.6,0.667,0.167,1,1.953,0.4497237569060774,0.3599447513812155
indonesian_content_2721,Dimana Manusia bertopeng besi dipenjara?,id,0.092,0.0,0.5,0.333,1.0,0.118,0,2.043,0.4329232571763328,0.2223198594024605
arabic_polar_1178,هل أستعمل التُرس (الدرع) في آسيا؟,ar,0.5,0.143,0.0,0.5,0.321,0.333,1,1.798,0.5155624036979969,0.48597842835130967
russian_content_3499,Сколько выпустили танков «Тигр» за годы производства?,ru,0.261,0.125,0.0,0.333,0.714,0.146,0,1.58,0.34668508287292826,0.7113259668508287
finnish_content_12520,Kuka oli Kansallis teatterin ensimmäinen johtaja?,fi,0.138,0.5,0.0,0.0,0.583,0.176,0,1.398,0.3446178259719651,0.5688971171647712
japanese_polar_1088,ノーフォークに博物館はある？,ja,0.169,0.167,0.0,0.4,0.524,0.13,1,1.39,0.3267634854771783,0.12171507607192254
arabic_polar_692,هل الضَّعف أو الإرهاق من أعراض إلتهاب النكفيّة الوبائيّ؟,ar,0.19,0.571,0.0,0.0,0.675,0.389,1,1.826,0.524191063174114,0.361171032357473
arabic_content_3336,ماهو التعداد السكاني في قطر في عام 2013 ؟,ar,0.316,0.25,0.0,0.0,0.5,0.294,0,1.36,0.38058551617873654,0.35192604006163325
russian_content_9545,Сколько раз Дже́ссика Фи́ллис Лэнг была номинирована на Эмми?,ru,0.252,0.125,0.0,0.667,0.667,0.146,0,1.857,0.4232044198895028,0.4939226519337017
japanese_content_4357,ケルスターバッハの最大宗教は何,ja,0.058,0.286,0.0,0.0,0.586,0.15,0,1.08,0.21957123098201933,0.328146611341632
japanese_polar_139,横浜スタジアムに屋根はある？,ja,0.127,0.167,0.0,0.4,0.524,0.13,1,1.347,0.31189488243430147,0.5784923928077453
korean_polar_378,한국의 민법은 담보물권으로서 유치권·질권·저당권의 세 종류를 규정하고 있나요?,ko,0.248,0.125,0.0,0.75,0.583,0.111,1,1.818,0.33538873994638074,0.27399463806970514
japanese_polar_631,ラジウムは発がん性物質？,ja,0.169,0.167,0.5,0.0,0.714,0.087,1,1.637,0.4121715076071922,0.7486168741355462
indonesian_content_4958,sinetron apakah yang pertama diperankan oleh Andriani Marshanda?,id,0.138,0.222,0.5,0.5,0.556,0.353,0,2.269,0.4991212653778559,0.3201523140011716
russian_content_5091,Где живет президент Украины в 2019 году?,ru,0.187,0.125,0.0,0.5,0.857,0.098,0,1.766,0.3980662983425415,0.4497237569060774
indonesian_content_10030,kapankah Sekolah Tinggi Teologi Amanat Agung didirikan?,id,0.263,0.444,0.0,0.333,0.833,0.294,0,2.168,0.4695371997656708,0.47598125366139427
finnish_content_6578,Mikä puolue sai eniten ääniä vuoden 1966 Suomen eduskuntavaaleissa?,fi,0.173,0.333,0.0,0.667,0.722,0.353,0,2.248,0.5694260777572071,0.3768844221105528
indonesian_polar_456,apakah ubur-ubur termasuk dalam filum Cnidaria ?,id,0.127,0.25,0.0,0.75,0.524,0.4,1,2.05,0.43497363796133565,0.36321031048623315
finnish_polar_139,Onko ajan mittaaminen fysiikan tutkimusta?,fi,0.19,0.25,0.0,0.0,0.7,0.154,1,1.294,0.3171118751653002,0.43295424490875434
korean_content_7691,숲은 동물의 생태계를 유지하는데 어떻게 도움이 되는가?,ko,0.444,0.2,0.0,0.8,0.571,0.103,0,2.118,0.41581769436997323,0.5099195710455764
japanese_content_6275,織田信成の引退後の職業は何,ja,0.058,0.286,0.0,0.0,0.561,0.25,0,1.155,0.24550484094052555,0.17358229598893496
indonesian_content_7335,Kapan Komputer ditemukan ?,id,0.092,0.0,0.0,0.333,1.0,0.0,0,1.425,0.2519039250146456,0.7226127709431751
japanese_polar_344,種の起源に共著者はいた？,ja,0.116,0.333,0.0,0.4,0.365,0.261,1,1.475,0.35615491009681877,0.21473029045643152
indonesian_content_7541,berapakah besar planet Yupiter?,id,0.092,0.111,0.0,0.0,0.733,0.118,0,1.054,0.14323374340949035,0.47305213825424725
japanese_polar_1166,最萌トーナメントは匿名で行われている？,ja,0.09,0.167,0.5,0.3,0.365,0.261,1,1.682,0.4277316735822959,0.7226832641770401
finnish_content_274,Kuinka monta lintua loistopeippojen heimoon kuuluu?,fi,0.069,0.333,0.0,0.333,0.792,0.176,0,1.704,0.4255487966146522,0.4199947103940757
english_content_8009,How much does Corel cost?,en,0.14,0.143,0.0,0.333,0.8,0.095,0,1.511,0.3582040277319247,0.07593265103994719
arabic_polar_928,هل يمكن بناء مستعمارت بشرية في كوكب المريخ؟,ar,0.184,0.286,0.0,0.167,0.844,0.278,1,1.758,0.5032357473035439,0.450231124807396
english_content_3139,What are the origins of the word epistemology?,en,0.133,0.286,0.0,0.0,0.375,0.238,0,1.032,0.2000660283922087,0.43941895014856386
arabic_polar_2226,هل بيل كلينتون هو رئيس الولايات المتحدة سنة 1994؟,ar,0.375,0.143,0.0,0.0,0.5,0.333,1,1.351,0.3778120184899846,0.7275808936825886
arabic_polar_988,هل تعد طائرات البوينغ من الطائرات المستعملة في خطوط طيران الإمارات؟,ar,0.214,0.429,0.0,0.5,0.716,0.444,1,2.303,0.6711864406779661,0.3778120184899846
korean_content_1542,알고리즘의 이름은 어디서 따온 말인가요?,ko,0.167,0.1,0.5,0.3,1.0,0.051,0,2.118,0.41581769436997323,0.23029490616621986
indonesian_content_5203,Berapa lama Kim Yushin menjadi jenderal kerajaan Silla?,id,0.079,0.222,0.0,0.5,1.0,0.294,0,2.095,0.4481546572934974,0.10310486233157588
arabic_content_45,من يصادق على ميزانية الدولة في كندا؟,ar,0.158,0.25,0.0,0.333,0.429,0.235,0,1.405,0.39445300462249616,0.28412942989214174
finnish_content_1973,Milloin Pentti Haanpää syntyi?,fi,0.173,0.167,0.0,0.333,1.0,0.059,0,1.732,0.43295424490875434,0.35043639248875963
japanese_polar_44,箕面有馬電気軌道1形電車は現在も見ることができますか？,ja,0.337,0.167,0.0,0.8,0.375,0.565,1,2.244,0.622060857538036,0.34336099585062235
arabic_polar_213,هل تملك الأردن حدود على البحر الأحمر؟,ar,0.143,0.286,0.0,0.333,0.804,0.222,1,1.788,0.5124807395993837,0.48474576271186437
arabic_polar_1436,هل يمكن السرطانات التواجد في المياه العذبة ؟,ar,0.143,0.286,0.0,0.333,0.804,0.222,1,1.788,0.5124807395993837,0.3007704160246533
finnish_polar_201,Voiko vaitiolovelvollisuus olla vain suullinen sopimus?,fi,0.38,0.0,0.0,0.0,0.5,0.231,1,1.111,0.2687119809574187,0.1322401481089659
finnish_content_14401,Mikä on Ikaalisen asukasluku?,fi,0.115,0.167,0.0,0.0,0.375,0.059,0,0.716,0.16424226395133565,0.10711451996826238
russian_content_1923,Сколько воспитанниц учились в Смольном институте?,ru,0.134,0.125,0.0,0.333,0.667,0.073,0,1.332,0.27817679558011055,0.43812154696132605
japanese_polar_807,日本国憲法はＧＨＱの指導の元作られた？,ja,0.15,0.5,0.0,0.4,0.405,0.391,1,1.846,0.4844398340248962,0.4941217150760719
russian_polar_1573,Убита ли императрица Сисси ножем?,ru,0.4,0.2,0.0,0.6,0.8,0.111,1,2.111,0.49337016574585646,0.5215469613259669
japanese_polar_150,ベンジャミン・モレル船長に子供はいる？,ja,0.221,0.167,0.0,0.4,0.524,0.261,1,1.573,0.3900414937759335,0.25899031811894874
finnish_polar_2137,Löytyykö berylliumia luonnosta?,fi,0.095,0.0,0.0,0.333,1.0,0.0,1,1.428,0.35255223485850307,0.3723882570748479
english_content_21,How much did the Chicago Central Area Transit Plan cost?,en,0.393,0.286,0.0,0.333,0.8,0.333,0,2.145,0.5675140310333444,0.5843512710465502
arabic_polar_799,هل التعليم العالي مجاني في الولايات المتحدة؟,ar,0.286,0.143,0.0,0.0,0.804,0.222,1,1.454,0.409553158705701,0.274884437596302
english_polar_114,Can you die from an ecstasy overdose?,en,0.267,0.25,0.0,0.4,0.214,0.308,1,1.439,0.3344338065368109,0.3892373720699901
english_polar_339,Is a catapult a siege weapon?,en,0.32,0.25,0.0,0.0,0.312,0.231,1,1.113,0.2268075272367118,0.24199405744470126
arabic_polar_1954,هل تولى الرئيس حسني الزعيم رئاسة سوريا بإنقلاب عسكري؟,ar,0.482,0.286,0.0,0.5,0.5,0.333,1,2.101,0.6089368258859784,0.8604006163328196
korean_polar_366,십이분위각(十二分位角) 또는 세미섹스타일(Semi-sextile 또는 SSx)은 30°의 각도인가요?,ko,0.556,0.25,0.0,0.75,0.0,0.2,1,1.756,0.31876675603217164,0.29651474530831107
russian_content_11946,Какая площадь Папуа — Новой Гвинеи?,ru,0.112,0.25,0.0,0.0,0.8,0.073,0,1.235,0.25138121546961334,0.3348066298342542
arabic_polar_468,هل غالبية سكان في تركمانستان هم مسلمون؟,ar,0.714,0.429,0.0,0.0,0.643,0.222,1,2.008,0.5802773497688751,0.5741140215716487
arabic_content_15959,ماهي أفضل جامعة في صنعاء ؟,ar,0.158,0.125,0.0,0.0,0.6,0.118,0,1.001,0.26995377503852075,0.5124807395993837
english_polar_1072,Do cranberries grow in the wild?,en,0.183,0.25,0.0,0.4,0.312,0.231,1,1.376,0.31363486299108617,0.23836249587322547
english_polar_615,Can too much protein be harmful?,en,0.229,0.5,0.0,0.0,0.542,0.231,1,1.501,0.3549026081214922,0.44007923407065036
japanese_content_1769,ネッカーズルムの共通語は何,ja,0.081,0.143,0.0,0.0,0.474,0.1,0,0.797,0.12171507607192254,0.28907330567081596
russian_content_6938,Когда пришли к власти большевики?,ru,0.168,0.125,0.0,0.5,0.8,0.049,0,1.642,0.3638121546961326,0.42983425414364645
russian_content_11236,Когда в Англии появилась первая валютная биржа?,ru,0.187,0.125,0.0,0.5,0.714,0.098,0,1.623,0.3585635359116023,0.2439226519337017
korean_content_242,중국에 가장 많은 민족은 무엇인가?,ko,0.083,0.2,0.0,0.2,1.0,0.051,0,1.535,0.2595174262734585,0.7485254691689008
russian_polar_1262,Линкор «Айова» воевал в войне в Персидском заливе?,ru,0.457,0.4,0.0,0.4,0.75,0.389,1,2.396,0.5720994475138121,0.3276243093922652
japanese_polar_594,レオニード・イリイチ・ブレジネフは共産主義者？,ja,0.221,0.167,0.0,0.0,0.524,0.261,1,1.173,0.251728907330567,0.2825034578146611
japanese_content_5492,寝台車が初めて導入されたのはいつ,ja,0.335,0.286,0.5,0.667,0.258,0.35,0,2.396,0.6746196403872751,0.3471645919778699
russian_content_2812,Сколько больных псориазом в России на март 2019?,ru,0.256,0.125,0.0,0.0,0.625,0.122,0,1.128,0.2218232044198895,0.18950276243093922
english_content_7518,When did the radio station WEEI first air?,en,0.399,0.143,0.0,0.667,0.75,0.238,0,2.196,0.5843512710465502,0.08121492241663918
russian_content_4015,Сколько лет длилась Холодная война?,ru,0.056,0.125,0.0,0.333,0.8,0.049,0,1.363,0.28674033149171274,0.5712707182320441
finnish_content_4334,Kuinka lämmintä Baikaljärven vesi on?,fi,0.13,0.167,0.0,0.0,0.75,0.118,0,1.164,0.2827294366569691,0.3501719121925417
russian_content_4114,Где произошло первое сражение Гражданской войны в США?,ru,0.096,0.375,0.0,0.333,0.875,0.122,0,1.801,0.4077348066298343,0.48425414364640884
english_polar_335,Are there trade tariffs between China and Japan?,en,0.131,0.75,0.0,0.4,0.484,0.385,1,2.15,0.5691647408385606,0.34929019478375706
english_polar_1004,Is it healthy to eat bone marrow?,en,0.114,0.5,0.5,0.4,0.411,0.308,1,2.233,0.5965665236051503,0.07593265103994719
russian_polar_899,Алекса́ндр Адо́льфович Бу́рба первым начал извлечение германия?,ru,0.267,0.2,0.0,0.6,1.0,0.222,1,2.289,0.5425414364640885,0.27127071823204424
russian_content_7873,Сколько человек было в экипаже 2С7 или «Пион»?,ru,0.224,0.125,0.0,0.0,0.5,0.171,0,1.02,0.19198895027624313,0.34834254143646415
russian_polar_1350,Сэр А́ртур Игне́йшус Ко́нан Дойл был врачем?,ru,0.533,0.4,0.0,0.0,0.857,0.222,1,2.013,0.4662983425414365,0.3743093922651934
finnish_polar_1842,Onko Hakoisten linna turistinähtävyys?,fi,0.127,0.25,0.0,0.0,0.625,0.077,1,1.079,0.26024861147844486,0.16424226395133565
finnish_polar_1919,Voiko metanolin juomisesta kuolla?,fi,0.127,0.25,0.0,0.167,0.625,0.077,1,1.245,0.3041523406506216,0.3422375033060037
korean_content_4977,원자력발전소의 한해 평균 유지비용은 얼마인가?,ko,0.25,0.1,0.0,0.2,1.0,0.051,0,1.601,0.2772117962466488,0.30402144772117967
russian_content_11803,"Когда впервые были упомянуты в литературе ""Скифские монахи""?",ru,0.256,0.125,0.0,0.833,0.75,0.171,0,2.135,0.5,0.15856353591160224
finnish_content_12065,Mitä urheilua Kambodžassa harrastetaan eniten?,fi,0.043,0.167,0.0,0.5,0.75,0.118,0,1.578,0.39222427929119286,0.4644274001586882
finnish_content_9915,Milloin Maanpuolustuskorkeakoulun on perustettu?,fi,0.173,0.0,0.0,0.5,0.688,0.059,0,1.419,0.3501719121925417,0.329542449087543
arabic_content_20890,متى اعتزل لاعب كرة القدم دييغو فورلان اللعب دولياً؟,ar,0.276,0.25,0.0,0.5,0.667,0.353,0,2.046,0.5919876733436055,0.09522342064714946
russian_content_12081,В каком городе родился Анто́н Алекса́ндрович Понкрашо́в?,ru,0.075,0.125,0.0,0.333,0.714,0.098,0,1.345,0.28176795580110503,0.44060773480662985
japanese_polar_380,『宇宙海賊キャプテンハーロック』はＳＦ作品？,ja,0.204,0.167,0.0,0.0,0.796,0.261,1,1.427,0.3395573997233748,0.3727524204702627
japanese_polar_848,研修医は医師免許を持たない？,ja,0.108,0.167,0.0,0.4,0.464,0.217,1,1.357,0.3153526970954356,0.400414937759336
arabic_content_14758,كم دامت ثورة السنوات الست في تاريخ إسبانيا المعاصر؟,ar,0.197,0.25,0.0,0.5,0.556,0.353,0,1.856,0.5334360554699538,0.28258859784283513
korean_polar_356,상형문자는 그림으로 이루어진 문자인가요?,ko,0.145,0.125,0.5,0.375,1.0,0.022,1,2.167,0.4289544235924933,0.5884718498659519
japanese_content_4974,『ダイバージェント 異端者』の主人公の職業は何？,ja,0.122,0.429,0.0,0.0,0.632,0.45,0,1.632,0.41044260027662505,0.3900414937759335
arabic_content_12224,ما هي كتلة الوفاء للمقاومة؟,ar,0.126,0.375,0.0,0.0,0.5,0.176,0,1.178,0.3244992295839753,0.37750385208012327
indonesian_content_7642,Siapa pemeran utama Tutur Tinular versi 2011?,id,0.123,0.222,0.0,0.0,0.619,0.235,0,1.199,0.18570591681312246,0.11218512009373169
korean_polar_318,대한민국에서 아파트 한 채의 규모는 건축법시행령의 규정에서 밝힌 바닥면적을 기준으로 하나요?,ko,0.348,0.375,0.5,0.625,0.848,0.178,1,2.874,0.6184986595174264,0.4289544235924933
arabic_content_12061,ما هي أول مرأة عربية شاركت في الألعاب الأولمبية؟,ar,0.118,0.5,0.5,0.167,0.667,0.353,0,2.305,0.6718027734976888,0.5257318952234206
japanese_content_4247,サラ・ジェニングスの出身階級は何,ja,0.074,0.143,0.0,0.0,0.474,0.2,0,0.891,0.15421853388658366,0.4927385892116182
finnish_content_8980,Mistä kuninkaantie alkaa?,fi,0.086,0.0,0.0,0.333,0.583,0.0,0,1.003,0.24014810896588204,0.4162919862470246
arabic_content_13682,في أي عام تم انضمام أنغولا إلى منظمة الأوبك؟,ar,0.118,0.25,0.0,0.333,0.556,0.353,0,1.61,0.4576271186440678,0.5186440677966102
japanese_polar_7,ラジウム・ガールズは会社から賠償金を受けた？,ja,0.211,0.167,0.0,0.6,0.351,0.348,1,1.676,0.4256569847856154,0.7330567081604425
finnish_polar_24,Ovatko Japani ja Venäjä sotineet?,fi,0.285,0.5,0.0,0.167,0.4,0.154,1,1.505,0.3729172176672838,0.4022745305474743
arabic_content_2157,ماهي أعراض الرسطان ؟,ar,0.0,0.125,0.0,0.0,0.667,0.0,0,0.792,0.20554699537750384,0.5334360554699538
russian_polar_1034,Доктор мог путешествовать во времени?,ru,0.1,0.4,0.5,0.3,0.8,0.111,1,2.211,0.5209944751381216,0.3964088397790056
japanese_polar_904,チベット仏教は輪廻転生を信じる？,ja,0.169,0.167,0.0,0.4,0.643,0.217,1,1.596,0.39799446749654216,0.35615491009681877
finnish_polar_789,Onko Punainenmeri oikeasti punainen?,fi,0.19,0.0,0.0,0.0,0.625,0.077,1,0.892,0.21079079608569165,0.6112139645596404
korean_content_7177,일본에는 몇개의 초등학교가 있나요?,ko,0.222,0.1,0.0,0.4,0.625,0.026,0,1.373,0.21608579088471855,0.5812332439678285
arabic_polar_1333,هل تعتبر أودي منافسة للمرسيدس؟,ar,0.107,0.143,0.0,0.5,0.45,0.111,1,1.311,0.36548536209553156,0.4939907550077041
indonesian_content_950,Kapan Pertempuran Okinawa terjadi?,id,0.184,0.111,0.0,0.333,1.0,0.059,0,1.687,0.3286467486818981,0.44991212653778556
arabic_polar_300,هل يؤدي إضطراب الهوية التفارقي إلى الاعتداءات على الأشخاص ؟,ar,0.268,0.286,0.0,0.333,0.75,0.333,1,1.97,0.5685670261941448,0.20462249614791989
japanese_content_4531,日本ではじめて仏壇の大量生産を始めた会社は何,ja,0.191,0.429,0.5,0.167,0.474,0.5,0,2.26,0.6275933609958505,0.18845089903181184
finnish_polar_235,Onko Benini liitto?,fi,0.095,0.0,0.0,0.0,0.5,0.0,1,0.595,0.1322401481089659,0.1772017984660143
russian_polar_893,Имеет ли Южная Осетия свою денежную единицу?,ru,0.533,0.2,0.0,0.6,0.714,0.222,1,2.27,0.537292817679558,0.39198895027624314
japanese_polar_1169,勾留は、刑務所にされますか？,ja,0.195,0.167,0.0,0.6,0.206,0.304,1,1.472,0.35511756569847847,0.23858921161825722
japanese_polar_1239,ウジェーヌ・ローズ・ド・ボアルネに子どもはいる？,ja,0.359,0.167,0.0,0.4,0.351,0.348,1,1.624,0.40767634854771784,0.5743430152143844
finnish_polar_406,Onko Hala'ibin kolmion alueella asutusta?,fi,0.095,0.25,0.0,0.0,0.7,0.154,1,1.199,0.2919862470245967,0.27691087014017457
indonesian_content_10291,dimanakah Mangkunegara IX dilahirkan?,id,0.184,0.111,0.0,0.333,0.467,0.118,0,1.213,0.1898066783831283,0.500878734622144
russian_polar_945,Есть вампиры в романе «Ночно́й Дозо́р»?,ru,0.32,0.4,0.0,0.4,0.833,0.278,1,2.231,0.5265193370165746,0.43812154696132605
indonesian_polar_252,Apakah Kubis mengandung vitamin?,id,0.127,0.25,0.0,0.75,0.667,0.2,1,1.993,0.4182776801405976,0.45577035735207966
russian_content_8609,Когда образовалась Абхазия?,ru,0.0,0.0,0.0,0.333,1.0,0.0,0,1.333,0.2784530386740332,0.4201657458563537
english_polar_454,Is the Caspian Sea salt water or fresh water?,en,0.314,0.25,0.0,0.0,0.542,0.462,1,1.567,0.37669197755034667,0.2344007923407065
arabic_polar_674,هل روسيا على قائمة الدول ذات الديون الأقل في العالم؟,ar,0.143,0.857,0.0,0.0,0.675,0.389,1,2.064,0.5975346687211094,0.5053929121725731
indonesian_content_4413,berapakah jenis kecipir?,id,0.061,0.111,0.0,0.0,0.667,0.059,0,0.898,0.0975395430579965,0.12097246631517282
russian_content_4603,"В скольких странах есть отделения ""Сбербанка""?",ru,0.09,0.125,0.0,0.0,0.667,0.122,0,1.003,0.18729281767955802,0.5784530386740332
english_polar_654,Did England fight France during the Seven Years' War?,en,0.33,0.5,0.0,0.6,0.45,0.538,1,2.419,0.6579729283591945,0.19445361505447342
korean_polar_363,상피세포가 특수한 물질을 생산하는 기능을 갖게 된 선세포로 구성된 기관인가요?,ko,0.121,0.75,0.667,0.25,1.0,0.156,1,2.943,0.6369973190348527,0.2595174262734585
finnish_polar_1254,Ovatko karsinoidikasvain ja lymfooma pahanlaatuisia paksusuolen syöpiä?,fi,0.348,0.5,0.0,0.0,0.571,0.308,1,1.727,0.4316318434276647,0.32901348849510714
russian_content_1836,На каком расстоянии от Земли пролетела Большая сентябрьская комета 1882 года?,ru,0.179,0.25,0.0,0.333,0.727,0.195,0,1.685,0.37569060773480667,0.5187845303867403
arabic_polar_63,هل يمكن التبرع بأي عضو من الأعضاء ؟,ar,0.122,0.571,0.0,0.167,0.703,0.278,1,1.841,0.5288135593220339,0.3624036979969183
finnish_polar_418,Onko valaanpyynti sallitua Norjassa?,fi,0.063,0.0,0.0,0.0,0.625,0.077,1,0.765,0.1772017984660143,0.1772017984660143
korean_content_11396,"2019년 기준, 세상에서 가장 빠른 항공기는 무엇인가?",ko,0.333,0.2,0.0,0.4,1.0,0.128,0,2.062,0.40080428954423597,0.2595174262734585
russian_content_153,Когда был основан КПСС?,ru,0.075,0.0,0.0,0.5,0.75,0.024,0,1.349,0.2828729281767956,0.3712707182320443
russian_content_4049,Как звали последнего казненного человека в Российской Федерации?,ru,0.288,0.125,0.0,0.25,0.875,0.122,0,1.66,0.36878453038674036,0.4939226519337017
korean_polar_99,창세기는 구약으로는 모세오경 첫 번째 권에 해당하나요?,ko,0.399,0.25,0.0,0.75,0.762,0.089,1,2.249,0.4509383378016087,0.5099195710455764
russian_content_8628,Кем был убит Игорь Тальков?,ru,0.056,0.125,0.0,0.5,0.6,0.049,0,1.33,0.27762430939226523,0.520718232044199
english_polar_437,Is an endometrial cyst treatable?,en,0.229,0.25,0.0,0.0,0.45,0.154,1,1.082,0.21657312644437113,0.42522284582370423
russian_content_11469,Когда появилась Resident Evil 4 в Японии?,ru,0.187,0.125,0.0,0.5,0.429,0.098,0,1.338,0.2798342541436465,0.5215469613259669
english_content_5805,Who is the drummer for the band Superheist?,en,0.159,0.143,0.0,0.0,0.375,0.238,0,0.915,0.16143941895014857,0.7946517002310994
korean_content_3052,아르헨티나에서는 몇 번의 월드컵이 개최되었는가?,ko,0.25,0.2,0.0,0.4,1.0,0.051,0,1.901,0.35764075067024137,0.653887399463807
japanese_polar_80,大阪に路面電車は存在した？,ja,0.139,0.167,0.0,0.4,0.286,0.217,1,1.208,0.2638312586445366,0.3298755186721991
korean_content_4376,폴란드의 현재 총리는 누구인가요?,ko,0.111,0.1,0.0,0.2,1.0,0.026,0,1.437,0.23324396782841827,0.647721179624665
japanese_polar_939,ノルウェーは共和制ですか？,ja,0.084,0.167,0.0,0.0,0.286,0.13,1,0.667,0.07676348547717843,0.2825034578146611
english_polar_72,Will Lightning appear in the new Smash Bros?,en,0.359,0.25,0.0,0.4,0.484,0.385,1,1.878,0.47936612743479695,0.560250907890393
arabic_polar_1098,هل ميدواي لازالت تعتبر قاعدة عسكرية ؟,ar,0.257,0.143,0.0,0.5,0.562,0.167,1,1.629,0.46348228043143297,0.20554699537750384
russian_content_12676,Когда был написан Ветхий завет?,ru,0.112,0.125,0.0,0.5,0.8,0.049,0,1.586,0.34834254143646415,0.376243093922652
korean_content_10355,말갈은 현재의 어느 국가인가?,ko,0.333,0.0,0.0,0.6,0.625,0.026,0,1.584,0.2726541554959786,0.11635388739946381
russian_content_2269,Где находится самая древняя деревянная церковь России на март 2019?,ru,0.249,0.25,0.0,0.5,0.8,0.171,0,1.969,0.45414364640883986,0.43812154696132605
indonesian_polar_212,Apakah Buddha mempercayai Kehidupan setelah kematian?,id,0.127,0.5,0.0,0.75,0.524,0.4,1,2.3,0.5082015231400117,0.21528998242530759
english_content_5266,When was Christopher William Clayton Hutton born?,en,0.465,0.143,0.0,0.5,0.857,0.19,0,2.156,0.5711455926048201,0.32353912182238365
japanese_content_6634,ロナルド・フィッシャーの出身はどこ,ja,0.058,0.286,0.0,0.0,0.361,0.15,0,0.854,0.14142461964038724,0.17496542185338865
english_polar_1025,Can you work for NASA if you are not from USA?,en,0.434,0.25,0.0,0.6,0.0,0.615,1,1.9,0.4866292505777484,0.5047870584351272
korean_polar_50,미토콘드리아의 내막은 구불구불 접혀져 있나요?,ko,0.054,0.125,0.0,0.5,0.667,0.044,1,1.39,0.22064343163538874,0.2793565683646113
english_content_9016,What percentage of the U.S. adult population is diagnosed with obesity?,en,0.316,0.286,0.0,0.5,0.545,0.381,0,2.028,0.5288874215912843,0.38197424892703863
arabic_content_20897,متى تم تعيين سواريث أدولفو رئيساً لإسبانيا ؟,ar,0.105,0.25,0.0,0.333,0.571,0.235,0,1.495,0.4221879815100154,0.610477657935285
