sentence,Filename,n_sentences,n_tokens,tokens_per_sent,char_per_tok,upos_dist_ADJ,upos_dist_ADP,upos_dist_ADV,upos_dist_AUX,upos_dist_CCONJ,upos_dist_DET,upos_dist_INTJ,upos_dist_NOUN,upos_dist_NUM,upos_dist_PART,upos_dist_PRON,upos_dist_PROPN,upos_dist_PUNCT,upos_dist_SCONJ,upos_dist_VERB,lexical_density,verbal_head_per_sent,verbal_root_perc,avg_verb_edges,verb_edges_dist_0,verb_edges_dist_1,verb_edges_dist_2,verb_edges_dist_3,verb_edges_dist_4,verb_edges_dist_5,verb_edges_dist_6,avg_max_depth,avg_token_per_clause,avg_max_links_len,avg_links_len,max_links_len,avg_prepositional_chain_len,n_prepositional_chains,obj_pre,obj_post,subj_pre,subj_post,dep_dist_acl,dep_dist_advcl,dep_dist_advmod,dep_dist_amod,dep_dist_appos,dep_dist_aux,dep_dist_case,dep_dist_cc,dep_dist_ccomp,dep_dist_compound,dep_dist_conj,dep_dist_cop,dep_dist_csubj,dep_dist_dep,dep_dist_det,dep_dist_discourse,dep_dist_dislocated,dep_dist_fixed,dep_dist_flat,dep_dist_iobj,dep_dist_mark,dep_dist_nmod,dep_dist_nsubj,dep_dist_nummod,dep_dist_obj,dep_dist_obl,dep_dist_punct,dep_dist_root,dep_dist_xcomp,principal_proposition_dist,subordinate_proposition_dist,subordinate_post,subordinate_pre,avg_subordinate_chain_len,subordinate_dist_1,subordinate_dist_2,base_number
이 문제를 고칠 수 있을 것인가?,9_1.conllu,1,7,7.0,2.0,14.285714285714286,0.0,0.0,0.0,0.0,14.285714285714286,0.0,28.571428571428573,0.0,0.0,0.0,0.0,14.285714285714286,0.0,28.571428571428573,0.8333333333333334,2.0,100.0,0.5,50.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,3.5,3.0,1.4,3,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,14.285714285714286,14.285714285714286,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,9
천하의 야마구치 시절은 과연 다오카가쓰오 시대에서 끝난 것인가?,99_1.conllu,1,9,9.0,3.375,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,22.22222222222222,11.11111111111111,0.0,22.22222222222222,1.0,2.0,100.0,1.5,50.0,0.0,0.0,50.0,0.0,0.0,0.0,2.0,4.5,4.0,1.8571428571428568,4,0,0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,0.0,0.0,11.11111111111111,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,99
정신의 어떠한 형태가 등장하고 그것들이 어떠한 연결 방식으로 잇달아 나타나는가?,261_1.conllu,1,11,11.0,3.4,0.0,0.0,9.090909090909092,0.0,9.090909090909092,0.0,0.0,27.272727272727277,0.0,0.0,9.090909090909092,0.0,9.090909090909092,9.090909090909092,27.272727272727277,0.7,3.0,0.0,0.6666666666666666,66.66666666666667,0.0,33.333333333333336,0.0,0.0,0.0,0.0,4.0,3.6666666666666665,6.0,2.2222222222222223,6,0,0,0.0,0.0,100.0,0.0,0.0,9.090909090909092,0.0,18.181818181818183,0.0,0.0,0.0,0.0,9.090909090909092,9.090909090909092,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,18.181818181818183,0.0,0.0,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261
여자가 두꺼운 안경을 쓰면 남보기에 좋겠니?,16_1.conllu,1,7,7.0,3.0,28.571428571428573,0.0,14.285714285714286,0.0,0.0,0.0,0.0,28.571428571428573,0.0,0.0,0.0,0.0,14.285714285714286,14.285714285714286,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.6,3,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
오죽했으면 같이 참석했던 야조프가 이후 '기자회견석상에서 나는 쿠데타가 이미 실패하고 있음을 직감했다' 고 털어놓았겠는가?,86_1.conllu,1,17,17.0,3.7142857142857135,0.0,5.882352941176471,17.647058823529413,0.0,0.0,0.0,0.0,17.647058823529413,0.0,0.0,5.882352941176471,5.882352941176471,17.647058823529413,5.882352941176471,23.529411764705884,0.7857142857142857,4.0,100.0,2.5,0.0,25.0,50.0,0.0,0.0,25.0,0.0,5.0,4.25,12.0,3.769230769230769,12,0,0,100.0,0.0,100.0,0.0,5.882352941176471,5.882352941176471,11.764705882352942,0.0,0.0,5.882352941176471,5.882352941176471,0.0,0.0,0.0,11.764705882352942,0.0,0.0,0.0,0.0,0.0,5.882352941176471,0.0,0.0,0.0,0.0,0.0,11.764705882352942,0.0,5.882352941176471,0.0,17.647058823529413,5.882352941176471,5.882352941176471,33.333333333333336,66.66666666666667,0.0,100.0,1.0,100.0,0.0,86
그렇다면 생산의 물질적 조건들이 노동자들 자신들의 집단적 소유로 대표되는 사회주의 단계에서 소비재의 분배 또는 교환은 어떠한 변화를 겪게 되는가?,46_1.conllu,1,20,20.0,3.263157894736842,0.0,0.0,10.0,5.0,10.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.8421052631578947,3.0,100.0,2.0,33.333333333333336,0.0,33.333333333333336,0.0,33.333333333333336,0.0,0.0,6.0,6.666666666666667,17.0,2.9444444444444446,17,0,0,100.0,0.0,100.0,0.0,5.0,10.0,0.0,15.0,0.0,5.0,0.0,10.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,46
유럽에서는 민주주의 혁명의 시기에 사회주의를 수립하려는 수 많은 사회주의 운동 및 기도들이 있지 않았는가?,52_1.conllu,1,15,15.0,3.2142857142857144,13.333333333333334,0.0,6.666666666666667,6.666666666666667,6.666666666666667,0.0,0.0,46.66666666666666,0.0,0.0,0.0,6.666666666666667,6.666666666666667,0.0,6.666666666666667,0.8571428571428571,1.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.0,15.0,12.0,2.5384615384615383,12,0,0,100.0,0.0,100.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,13.333333333333334,0.0,6.666666666666667,0.0,13.333333333333334,6.666666666666667,0.0,0.0,0.0,0.0,0.0,6.666666666666667,6.666666666666667,0.0,0.0,0.0,6.666666666666667,6.666666666666667,0.0,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,0.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,52
김영삼 정부는 한국 자본주의병을 치료할 수 있을까?,8_1.conllu,1,8,8.0,3.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,25.0,12.5,0.0,12.5,1.0,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,1.3333333333333333,3,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,12.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8
우리를 이집트에 그대로 내버려 두라고 하지 않더냐?,185_1.conllu,1,8,8.0,3.0,0.0,0.0,25.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,12.5,25.0,0.5714285714285714,2.0,100.0,2.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,2.0,4.0,3.0,1.6666666666666667,3,0,0,100.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,25.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5,12.5,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,185
"생명의 출현, 그것은 우연들의 거의 가능하지 않은 축적에 기인하는 유일한 사건인가?",94_1.conllu,1,13,13.0,3.090909090909091,0.0,0.0,15.384615384615383,7.6923076923076925,0.0,0.0,0.0,23.07692307692308,0.0,0.0,7.6923076923076925,0.0,15.384615384615383,0.0,30.76923076923077,0.8181818181818182,4.0,100.0,1.75,25.0,25.0,25.0,0.0,25.0,0.0,0.0,4.0,3.25,10.0,2.9,10,0,0,0.0,0.0,100.0,0.0,7.6923076923076925,0.0,15.384615384615383,7.6923076923076925,0.0,7.6923076923076925,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,0.0,0.0,7.6923076923076925,15.384615384615383,7.6923076923076925,0.0,33.333333333333336,66.66666666666667,0.0,100.0,1.0,100.0,0.0,94
그러나 역사과정 속에서 두가지 혁명의 개별적이고 특수한 요소들이 서로 뒤엉키게 된다는 것을 부정할 수 있겠는가?,51_1.conllu,1,16,16.0,3.1333333333333333,6.25,0.0,12.5,0.0,12.5,0.0,0.0,37.5,0.0,0.0,0.0,0.0,6.25,6.25,18.75,0.8,3.0,100.0,1.6666666666666667,33.333333333333336,0.0,33.333333333333336,33.333333333333336,0.0,0.0,0.0,5.0,5.333333333333333,12.0,2.642857142857143,12,0,0,100.0,0.0,100.0,0.0,6.25,6.25,6.25,6.25,0.0,6.25,0.0,6.25,6.25,12.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,6.25,6.25,0.0,6.25,0.0,6.25,6.25,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,51
자네 생각은 어떤가?,136_1.conllu,1,4,4.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,0.6666666666666666,1.0,100.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,136
그러한 신라가 중국에 권위를 요청한다는 일은 당연히 무리가 아니었겠는가?,211_1.conllu,1,10,10.0,3.4444444444444446,10.0,0.0,20.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,10.0,10.0,0.0,20.0,1.0,2.0,0.0,1.5,50.0,0.0,0.0,50.0,0.0,0.0,0.0,4.0,5.0,3.0,1.75,3,0,0,100.0,0.0,100.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,211
아니라면 애초부터 한국 역사의 독자성을 처음부터 무시할 목적으로 위와 같은 잘못을 범한 것인가?,215_1.conllu,1,14,14.0,3.076923076923077,7.142857142857143,0.0,21.428571428571427,0.0,7.142857142857143,0.0,0.0,21.428571428571427,0.0,0.0,0.0,7.142857142857143,7.142857142857143,7.142857142857143,21.428571428571427,0.8461538461538461,3.0,100.0,2.0,33.333333333333336,0.0,0.0,66.66666666666667,0.0,0.0,0.0,5.0,4.666666666666667,11.0,2.583333333333333,11,0,0,100.0,0.0,0.0,0.0,7.142857142857143,21.428571428571427,0.0,7.142857142857143,0.0,7.142857142857143,0.0,0.0,0.0,7.142857142857143,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,14.285714285714286,0.0,7.142857142857143,7.142857142857143,7.142857142857143,33.333333333333336,66.66666666666667,50.0,50.0,1.0,100.0,0.0,215
유토피아 같은 이야기일까?,192_1.conllu,1,4,4.0,3.6666666666666665,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,1.0,1.0,100.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,192
어째서 그들 사이에는 쉽게 친구가 될 수 있을까?,64_1.conllu,1,9,9.0,2.375,11.11111111111111,0.0,11.11111111111111,0.0,0.0,0.0,0.0,44.44444444444444,0.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,11.11111111111111,0.875,1.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,9.0,5.0,2.0,5,0,0,0.0,0.0,100.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,11.11111111111111,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,11.11111111111111,11.11111111111111,11.11111111111111,100.0,0.0,0.0,0.0,0.0,0.0,0.0,64
그 가치는 역사발전에서 어떠한 의미를 지니는가?,181_1.conllu,1,7,7.0,3.333333333333333,0.0,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,28.571428571428573,0.0,0.0,0.0,0.0,14.285714285714286,0.0,28.571428571428573,0.8333333333333334,2.0,100.0,1.5,50.0,0.0,0.0,50.0,0.0,0.0,0.0,2.0,3.5,4.0,2.0,4,0,0,100.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,14.285714285714286,14.285714285714286,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,181
"그렇지만 이 양반은 유프라테스강이나 티그리스 강, 인더스 강은 잊어버리고 있지않나?",171_1.conllu,1,12,12.0,3.5,0.0,0.0,0.0,16.666666666666668,16.666666666666668,8.333333333333334,0.0,33.333333333333336,0.0,0.0,0.0,8.333333333333334,16.666666666666668,0.0,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,3.6666666666666665,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,8.333333333333334,0.0,16.666666666666668,16.666666666666668,0.0,0.0,0.0,8.333333333333334,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,8.333333333333334,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,171
네가 받을 때 기뻐하지 않았느냐?,19_1.conllu,1,6,6.0,2.6,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,16.666666666666668,0.0,0.0,16.666666666666668,0.0,16.666666666666668,0.0,33.333333333333336,0.6,2.0,100.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1,0,0,0.0,0.0,100.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,19
그렇기 때문에 당시의 작위 명칭에는 큰 의미를 부여하지 않는 것이 오늘날 학자들의 상식이 아닌가?,210_1.conllu,1,15,15.0,2.857142857142857,13.333333333333334,0.0,6.666666666666667,6.666666666666667,0.0,0.0,0.0,53.333333333333336,0.0,0.0,0.0,0.0,6.666666666666667,0.0,13.333333333333334,0.9285714285714286,2.0,0.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,4.0,7.5,12.0,2.3846153846153846,12,0,0,100.0,0.0,100.0,0.0,6.666666666666667,0.0,0.0,6.666666666666667,0.0,6.666666666666667,0.0,0.0,0.0,13.333333333333334,0.0,0.0,6.666666666666667,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,20.0,6.666666666666667,0.0,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,0.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,210
생물과 환경이 밀접하게 연관되어 있다는 가정만으로 전체 시스템의 성질이 과연 크게 달라질 수 있을까?,234_1.conllu,1,15,15.0,3.0,6.666666666666667,0.0,13.333333333333334,13.333333333333334,6.666666666666667,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,6.666666666666667,13.333333333333334,6.666666666666667,0.6428571428571429,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,15.0,6.0,1.8461538461538465,6,0,0,0.0,0.0,100.0,0.0,6.666666666666667,6.666666666666667,6.666666666666667,0.0,0.0,13.333333333333334,0.0,0.0,0.0,6.666666666666667,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,6.666666666666667,13.333333333333334,0.0,0.0,0.0,6.666666666666667,6.666666666666667,13.333333333333334,50.0,50.0,0.0,100.0,1.0,100.0,0.0,234
아이가 꿈 속에서 외뿔박이 도깨비와 싸운다는 것은 얼마나 환상적입니까?,67_1.conllu,1,10,10.0,3.333333333333333,0.0,0.0,20.0,0.0,10.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.8888888888888888,2.0,100.0,2.5,0.0,0.0,50.0,50.0,0.0,0.0,0.0,5.0,5.0,5.0,2.125,5,0,0,100.0,0.0,100.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,67
그리스어로 대지의 여신을 의미하는 이 말보다 적절한 용어가 과연 있을 수 있을까?,228_1.conllu,1,13,13.0,2.75,15.384615384615383,0.0,23.07692307692308,0.0,0.0,7.6923076923076925,0.0,30.76923076923077,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,15.384615384615383,0.9166666666666666,2.0,0.0,1.5,0.0,50.0,50.0,0.0,0.0,0.0,0.0,6.0,6.5,3.0,1.3636363636363635,3,0,0,100.0,0.0,100.0,0.0,7.6923076923076925,15.384615384615383,7.6923076923076925,7.6923076923076925,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,0.0,7.6923076923076925,0.0,7.6923076923076925,7.6923076923076925,0.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,228
"작은 황금덩어리보다 큰 황금덩어리가 좋고, 13평짜리 아파트보다 70평짜리 아파트가 좋은 줄을 누가 모르겠습니까?",37_1.conllu,1,15,15.0,3.769230769230769,20.0,0.0,13.333333333333334,0.0,6.666666666666667,0.0,0.0,33.333333333333336,0.0,0.0,6.666666666666667,0.0,13.333333333333334,0.0,6.666666666666667,0.8461538461538461,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,15.0,7.0,2.333333333333333,7,0,0,100.0,0.0,100.0,0.0,0.0,13.333333333333334,6.666666666666667,20.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,20.0,0.0,6.666666666666667,0.0,13.333333333333334,6.666666666666667,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,37
나는 어떤 빛깔일까?,238_1.conllu,1,4,4.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,50.0,0.6666666666666666,2.0,100.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.5,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,238
섭씨 40 도의 물 한 그릇과 섭씨 80 도의 식용유 한 그릇을 섞으면 120 도의 액체 두 그릇이 생길까?,145_1.conllu,1,20,20.0,2.1578947368421053,0.0,0.0,0.0,0.0,5.0,0.0,0.0,50.0,30.0,0.0,0.0,0.0,5.0,5.0,5.0,0.5789473684210527,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,20.0,7.0,2.5,7,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,30.0,5.0,0.0,5.0,5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,145
그러면 임나에 대한 일본서기를 비롯한 많은 기록들은 모두 허구란 말인가?,213_1.conllu,1,11,11.0,3.0,9.090909090909092,0.0,18.181818181818183,0.0,9.090909090909092,0.0,0.0,9.090909090909092,0.0,0.0,0.0,9.090909090909092,9.090909090909092,0.0,36.36363636363637,0.9,4.0,100.0,1.5,0.0,50.0,50.0,0.0,0.0,0.0,0.0,4.0,2.75,9.0,2.4444444444444446,9,0,0,100.0,0.0,0.0,0.0,18.181818181818183,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092,0.0,25.0,75.0,0.0,100.0,1.0,100.0,0.0,213
그렇다고 하면 칠지도에 의해 임나설을 뒷받침하려는 행위는 결국 거짓된 역사를 꾸며 내기 위해 또 다른 허구를 덧씌우는 것에 불과하지 않은가?,209_1.conllu,1,21,21.0,2.9,4.761904761904762,0.0,19.047619047619047,9.523809523809524,0.0,0.0,0.0,19.047619047619047,0.0,0.0,0.0,0.0,4.761904761904762,14.285714285714286,28.571428571428573,0.75,6.0,100.0,1.6666666666666667,16.666666666666668,16.666666666666668,50.0,16.666666666666668,0.0,0.0,0.0,7.0,3.5,18.0,3.263157894736842,18,0,0,100.0,0.0,100.0,0.0,14.285714285714286,0.0,9.523809523809524,4.761904761904762,0.0,9.523809523809524,0.0,0.0,14.285714285714286,0.0,9.523809523809524,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,9.523809523809524,9.523809523809524,4.761904761904762,4.761904761904762,0.0,20.0,80.0,100.0,0.0,1.0,100.0,0.0,209
"아니면 그들은 정말로 자신들이 주장하듯, 그들이 정당한 일을 하고 있는 것으로 생각했는가?",88_1.conllu,1,14,14.0,3.083333333333333,0.0,0.0,14.285714285714286,7.142857142857143,0.0,0.0,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,14.285714285714286,14.285714285714286,21.428571428571427,0.5833333333333334,3.0,100.0,2.0,33.333333333333336,0.0,33.333333333333336,0.0,33.333333333333336,0.0,0.0,4.0,4.666666666666667,12.0,3.909090909090909,12,0,0,100.0,0.0,100.0,0.0,7.142857142857143,7.142857142857143,7.142857142857143,7.142857142857143,0.0,7.142857142857143,0.0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,7.142857142857143,0.0,14.285714285714286,7.142857142857143,7.142857142857143,50.0,50.0,0.0,100.0,1.0,100.0,0.0,88
"그렇다면 결국, 임나 일본부를 빌미로 열등한 일본 고대사를 허구로 치장하려던 음모는 이미 밝혀진 것이 아니겠는가?",207_1.conllu,1,17,17.0,3.1333333333333333,5.882352941176471,0.0,23.529411764705884,5.882352941176471,5.882352941176471,0.0,0.0,17.647058823529413,0.0,0.0,0.0,17.647058823529413,11.764705882352942,0.0,11.764705882352942,0.8666666666666667,2.0,0.0,1.5,50.0,0.0,0.0,50.0,0.0,0.0,0.0,7.0,8.5,15.0,3.357142857142857,15,0,0,100.0,0.0,100.0,0.0,11.764705882352942,11.764705882352942,11.764705882352942,5.882352941176471,0.0,0.0,0.0,5.882352941176471,0.0,5.882352941176471,0.0,0.0,5.882352941176471,0.0,0.0,0.0,5.882352941176471,0.0,5.882352941176471,0.0,0.0,0.0,0.0,0.0,11.764705882352942,0.0,11.764705882352942,5.882352941176471,0.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,207
그러나 우리에게 뻬레스트로이카와 자유는 누가 주었는가?,91_1.conllu,1,7,7.0,4.0,0.0,0.0,14.285714285714286,0.0,28.571428571428573,0.0,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,14.285714285714286,0.0,14.285714285714286,0.5,1.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,7.0,5.0,2.8,5,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,0.0,0.0,14.285714285714286,14.285714285714286,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,91
당신의 건강은 어떠한가?,82_1.conllu,1,4,4.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,0.6666666666666666,1.0,100.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,82
