sentence,Filename,n_sentences,n_tokens,tokens_per_sent,char_per_tok,upos_dist_ADJ,upos_dist_ADP,upos_dist_ADV,upos_dist_AUX,upos_dist_CCONJ,upos_dist_DET,upos_dist_INTJ,upos_dist_NOUN,upos_dist_NUM,upos_dist_PART,upos_dist_PRON,upos_dist_PROPN,upos_dist_PUNCT,upos_dist_SCONJ,upos_dist_SYM,upos_dist_VERB,upos_dist_X,lexical_density,verbs_tense_dist_Past,verbs_tense_dist_Pres,verbs_mood_dist_Imp,verbs_mood_dist_Ind,verbs_form_dist_Fin,verbs_form_dist_Ger,verbs_form_dist_Inf,verbs_form_dist_Part,verbs_num_pers_dist_+,verbs_num_pers_dist_Sing+3,aux_tense_dist_Past,aux_tense_dist_Pres,aux_mood_dist_Ind,aux_form_dist_Fin,aux_form_dist_Inf,aux_num_pers_dist_+,aux_num_pers_dist_Sing+1,aux_num_pers_dist_Sing+3,verbal_head_per_sent,verbal_root_perc,avg_verb_edges,verb_edges_dist_0,verb_edges_dist_1,verb_edges_dist_2,verb_edges_dist_3,verb_edges_dist_4,verb_edges_dist_5,verb_edges_dist_6,avg_max_depth,avg_token_per_clause,avg_max_links_len,avg_links_len,max_links_len,avg_prepositional_chain_len,n_prepositional_chains,prep_dist_1,prep_dist_2,obj_pre,obj_post,subj_pre,subj_post,dep_dist_acl,dep_dist_acl:relcl,dep_dist_advcl,dep_dist_advmod,dep_dist_amod,dep_dist_appos,dep_dist_aux,dep_dist_aux:pass,dep_dist_case,dep_dist_cc,dep_dist_ccomp,dep_dist_compound,dep_dist_compound:prt,dep_dist_conj,dep_dist_cop,dep_dist_csubj,dep_dist_det,dep_dist_det:predet,dep_dist_discourse,dep_dist_fixed,dep_dist_flat,dep_dist_iobj,dep_dist_mark,dep_dist_nmod,dep_dist_nmod:npmod,dep_dist_nmod:poss,dep_dist_nsubj,dep_dist_nsubj:pass,dep_dist_nummod,dep_dist_obj,dep_dist_obl,dep_dist_obl:npmod,dep_dist_obl:tmod,dep_dist_parataxis,dep_dist_punct,dep_dist_root,dep_dist_xcomp,principal_proposition_dist,subordinate_proposition_dist,subordinate_post,subordinate_pre,avg_subordinate_chain_len,subordinate_dist_1,subordinate_dist_2,subordinate_dist_3,base_number
Why didn't Craig show Ma his appartment?,39_1.conllu,1,9,9.0,4.125,0.0,0.0,11.11111111111111,11.11111111111111,0.0,0.0,0.0,22.22222222222222,0.0,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0.0,0.0,11.11111111111111,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,1.0,100.0,5.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,9.0,4.0,2.142857142857143,4,0.0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,11.11111111111111,11.11111111111111,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
How many of Dad's shares do you have?,35_1.conllu,1,10,10.0,3.2222222222222223,10.0,10.0,10.0,10.0,0.0,0.0,0.0,20.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,10.0,7.0,2.625,7,1.0,1,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
How much notification would you like to give the TW customers before implementing the new TW Hotline phone number?,57_1.conllu,1,20,20.0,5.0,10.0,0.0,5.0,5.0,0.0,10.0,0.0,25.0,0.0,5.0,5.0,10.0,5.0,5.0,0.0,15.0,0.0,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,33.333333333333336,66.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,3.0,100.0,2.333333333333333,0.0,0.0,66.66666666666667,33.333333333333336,0.0,0.0,0.0,5.0,6.666666666666667,6.0,2.2222222222222223,6,0.0,0,0.0,0.0,33.333333333333336,66.66666666666667,100.0,0.0,0.0,0.0,5.0,5.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,33.333333333333336,66.66666666666667,100.0,0.0,2.0,0.0,100.0,0.0,57
What could be the issue and can I try some home remedies first?,111_1.conllu,1,14,14.0,3.8461538461538463,0.0,0.0,7.142857142857143,21.428571428571427,7.142857142857143,14.285714285714286,0.0,21.428571428571427,0.0,0.0,14.285714285714286,0.0,7.142857142857143,0.0,0.0,7.142857142857143,0.0,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,33.333333333333336,100.0,0.0,0.0,2.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,7.0,4.0,2.5,4,0.0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,14.285714285714286,0.0,0.0,7.142857142857143,0.0,7.142857142857143,0.0,7.142857142857143,7.142857142857143,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,7.142857142857143,7.142857142857143,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111
What is the best option?,144_1.conllu,1,6,6.0,3.8,16.666666666666668,0.0,0.0,16.666666666666668,0.0,16.666666666666668,0.0,16.666666666666668,0.0,0.0,16.666666666666668,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,2.0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144
How do you feel about taking on another company?,15_1.conllu,1,10,10.0,4.333333333333333,0.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,20.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,2.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,5.0,3.0,1.75,3,0.0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,15
How do you make your cat adjust to a new house?,131_1.conllu,1,12,12.0,3.272727272727273,8.333333333333334,8.333333333333334,8.333333333333334,8.333333333333334,0.0,8.333333333333334,0.0,16.666666666666668,0.0,0.0,16.666666666666668,0.0,8.333333333333334,0.0,0.0,16.666666666666668,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,2.0,100.0,2.5,0.0,50.0,0.0,0.0,50.0,0.0,0.0,3.0,6.0,4.0,2.2,4,0.0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,8.333333333333334,8.333333333333334,0.0,8.333333333333334,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,8.333333333333334,0.0,0.0,8.333333333333334,8.333333333333334,0.0,0.0,0.0,8.333333333333334,8.333333333333334,8.333333333333334,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,131
How much is a big mac in your country?,166_1.conllu,1,10,10.0,3.2222222222222223,20.0,10.0,10.0,10.0,0.0,10.0,0.0,20.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,4.0,2.125,4,1.0,1,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166
What is behind the suicide murders?,9_1.conllu,1,7,7.0,4.833333333333333,0.0,14.285714285714286,0.0,14.285714285714286,0.0,14.285714285714286,0.0,28.571428571428573,0.0,0.0,14.285714285714286,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,5.0,3.0,5,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,14.285714285714286,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
How to make a breyer horse stable?,99_1.conllu,1,8,8.0,3.857142857142857,0.0,0.0,12.5,0.0,0.0,12.5,0.0,37.5,0.0,12.5,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,8.0,4.0,2.0,4,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,12.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99
How do you feel about taking on another company?,16_1.conllu,1,10,10.0,4.333333333333333,0.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,0.0,20.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,2.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,5.0,3.0,1.75,3,0.0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,16
What do other Holga owners do when they need to change film when they are traveling?,86_1.conllu,1,17,17.0,4.25,5.882352941176471,0.0,11.764705882352942,11.764705882352942,0.0,0.0,0.0,11.764705882352942,0.0,5.882352941176471,17.647058823529413,5.882352941176471,5.882352941176471,0.0,0.0,23.529411764705884,0.0,0.625,0.0,100.0,0.0,100.0,25.0,0.0,50.0,25.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,4.0,100.0,2.75,0.0,0.0,25.0,75.0,0.0,0.0,0.0,4.0,4.25,5.0,2.2666666666666666,5,0.0,0,0.0,0.0,50.0,50.0,100.0,0.0,0.0,0.0,11.764705882352942,0.0,5.882352941176471,0.0,11.764705882352942,0.0,0.0,0.0,0.0,5.882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.647058823529413,0.0,0.0,0.0,17.647058823529413,0.0,0.0,11.764705882352942,0.0,0.0,0.0,0.0,5.882352941176471,5.882352941176471,5.882352941176471,25.0,75.0,100.0,0.0,3.0,0.0,0.0,100.0,86
"What correlation are you assuming, 15% flat for twenty years?",46_1.conllu,1,13,13.0,4.545454545454546,7.6923076923076925,7.6923076923076925,0.0,7.6923076923076925,0.0,7.6923076923076925,0.0,15.384615384615383,15.384615384615383,0.0,7.6923076923076925,0.0,15.384615384615383,0.0,7.6923076923076925,7.6923076923076925,0.0,0.3636363636363636,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,13.0,4.0,1.9,4,1.0,1,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,7.6923076923076925,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,7.6923076923076925,0.0,15.384615384615383,7.6923076923076925,0.0,0.0,0.0,7.6923076923076925,15.384615384615383,7.6923076923076925,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
Where are you living these days?,52_1.conllu,1,7,7.0,4.333333333333333,0.0,0.0,14.285714285714286,14.285714285714286,0.0,14.285714285714286,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,7.0,3.0,1.8,3,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,14.285714285714286,14.285714285714286,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
How about the lines to the check-in counters in a busy travel period?,8_1.conllu,1,16,16.0,3.928571428571429,6.25,25.0,6.25,0.0,0.0,18.75,0.0,25.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,6.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,11.0,3.615384615384616,11,1.0,2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,18.75,0.0,0.0,12.5,6.25,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,12.5,6.25,0.0,0.0,100.0,100.0,0.0,1.0,100.0,0.0,0.0,8
Where do we vote?,185_1.conllu,1,5,5.0,3.25,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,3,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185
How would I need to set a sump for this 10 gallon?,94_1.conllu,1,13,13.0,3.1666666666666665,0.0,7.6923076923076925,7.6923076923076925,7.6923076923076925,0.0,15.384615384615383,0.0,15.384615384615383,7.6923076923076925,7.6923076923076925,7.6923076923076925,0.0,7.6923076923076925,0.0,0.0,15.384615384615383,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,2.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,6.5,6.0,2.1818181818181817,6,0.0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,7.6923076923076925,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.384615384615383,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,7.6923076923076925,0.0,7.6923076923076925,7.6923076923076925,7.6923076923076925,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,7.6923076923076925,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,94
"How about Friday, Sept. 17, at 9 am (Houston time) which is 11 am (Sao Paulo) time?",51_1.conllu,1,24,24.0,3.5294117647058822,0.0,8.333333333333334,4.166666666666667,4.166666666666667,0.0,0.0,0.0,16.666666666666668,12.5,0.0,4.166666666666667,20.83333333333333,29.166666666666668,0.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,8.0,2.625,8,1.0,1,100.0,0.0,0.0,0.0,100.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,4.166666666666667,0.0,0.0,8.333333333333334,0.0,0.0,12.5,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,8.333333333333334,0.0,4.166666666666667,0.0,12.5,0.0,4.166666666666667,0.0,0.0,0.0,29.166666666666668,4.166666666666667,0.0,0.0,100.0,100.0,0.0,1.0,100.0,0.0,0.0,51
Why not just take your chances and do it your way?,136_1.conllu,1,12,12.0,3.5454545454545454,0.0,0.0,16.666666666666668,0.0,8.333333333333334,0.0,0.0,16.666666666666668,0.0,8.333333333333334,25.0,0.0,8.333333333333334,0.0,0.0,16.666666666666668,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,4.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,3.0,6.0,4.0,1.9,4,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,16.666666666666668,0.0,8.333333333333334,0.0,0.0,8.333333333333334,8.333333333333334,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136
Which do you prefer Crab or Shrimp?,211_1.conllu,1,8,8.0,4.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,25.0,25.0,12.5,0.0,0.0,12.5,0.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,8.0,3.0,1.6666666666666667,3,0.0,0,0.0,0.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211
which burger chain do you think is as good as in n out or better in the chicago area besides five guys and smashburger?,215_1.conllu,1,25,25.0,3.9583333333333335,12.0,12.0,8.0,8.0,8.0,8.0,0.0,24.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,8.0,0.0,0.5416666666666666,0.0,100.0,0.0,100.0,50.0,0.0,50.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,50.0,0.0,50.0,3.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,6.0,8.333333333333334,11.0,2.6956521739130435,11,1.0,1,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,8.0,8.0,4.0,8.0,0.0,12.0,4.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,215
how can you get wifi anywhere 24/7 on your apple ipod 8gb?,192_1.conllu,1,16,16.0,3.066666666666667,0.0,6.25,12.5,6.25,0.0,0.0,0.0,12.5,18.75,0.0,18.75,0.0,6.25,0.0,6.25,12.5,0.0,0.4,100.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,2.0,100.0,2.5,50.0,0.0,0.0,0.0,0.0,50.0,0.0,4.0,8.0,11.0,2.7142857142857144,11,1.0,1,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,12.5,6.25,0.0,6.25,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,6.25,0.0,12.5,6.25,6.25,6.25,0.0,0.0,6.25,6.25,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192
What are you searching for?,64_1.conllu,1,6,6.0,4.4,0.0,16.666666666666668,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,16.666666666666668,0.0,0.0,16.666666666666668,0.0,0.2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,2.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,1.5,3,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,64
Which one should i get ?,181_1.conllu,1,6,6.0,3.6,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,16.666666666666668,0.0,0.0,16.666666666666668,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,6.0,4.0,2.5,4,0.0,0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181
How many days will speed post take to reach from Delhi to Mumbai?,171_1.conllu,1,14,14.0,4.0,7.142857142857143,14.285714285714286,7.142857142857143,7.142857142857143,0.0,0.0,0.0,7.142857142857143,0.0,7.142857142857143,0.0,14.285714285714286,7.142857142857143,0.0,0.0,21.428571428571427,7.142857142857143,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,3.0,100.0,2.333333333333333,0.0,0.0,66.66666666666667,33.333333333333336,0.0,0.0,0.0,4.0,4.666666666666667,4.0,1.5833333333333333,4,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,14.285714285714286,7.142857142857143,0.0,7.142857142857143,0.0,14.285714285714286,0.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,7.142857142857143,7.142857142857143,7.142857142857143,33.333333333333336,66.66666666666667,100.0,0.0,2.0,0.0,100.0,0.0,171
