sentence,Filename,n_sentences,n_tokens,tokens_per_sent,char_per_tok,upos_dist_ADJ,upos_dist_ADP,upos_dist_ADV,upos_dist_AUX,upos_dist_CCONJ,upos_dist_INTJ,upos_dist_NOUN,upos_dist_NUM,upos_dist_PRON,upos_dist_PROPN,upos_dist_PUNCT,upos_dist_SCONJ,upos_dist_SYM,upos_dist_VERB,lexical_density,verbs_tense_dist_Past,verbs_tense_dist_Pres,verbs_mood_dist_Cnd,verbs_mood_dist_Imp,verbs_mood_dist_Ind,verbs_form_dist_Fin,verbs_form_dist_Inf,verbs_form_dist_Part,verbs_num_pers_dist_+,verbs_num_pers_dist_Plur+1,verbs_num_pers_dist_Plur+2,verbs_num_pers_dist_Plur+3,verbs_num_pers_dist_Sing+,verbs_num_pers_dist_Sing+1,verbs_num_pers_dist_Sing+2,verbs_num_pers_dist_Sing+3,aux_tense_dist_Past,aux_tense_dist_Pres,aux_mood_dist_Cnd,aux_mood_dist_Ind,aux_mood_dist_Pot,aux_form_dist_Fin,aux_form_dist_Inf,aux_form_dist_Part,aux_num_pers_dist_+,aux_num_pers_dist_Plur+1,aux_num_pers_dist_Plur+2,aux_num_pers_dist_Plur+3,aux_num_pers_dist_Sing+,aux_num_pers_dist_Sing+1,aux_num_pers_dist_Sing+2,aux_num_pers_dist_Sing+3,verbal_head_per_sent,verbal_root_perc,avg_verb_edges,verb_edges_dist_0,verb_edges_dist_1,verb_edges_dist_2,verb_edges_dist_3,verb_edges_dist_4,verb_edges_dist_5,verb_edges_dist_6,avg_max_depth,avg_token_per_clause,avg_max_links_len,avg_links_len,max_links_len,avg_prepositional_chain_len,n_prepositional_chains,prep_dist_1,obj_pre,obj_post,subj_pre,subj_post,dep_dist_acl,dep_dist_acl:relcl,dep_dist_advcl,dep_dist_advmod,dep_dist_amod,dep_dist_appos,dep_dist_aux,dep_dist_aux:pass,dep_dist_case,dep_dist_cc,dep_dist_ccomp,dep_dist_compound:nn,dep_dist_compound:prt,dep_dist_conj,dep_dist_cop,dep_dist_cop:own,dep_dist_csubj:cop,dep_dist_det,dep_dist_discourse,dep_dist_fixed,dep_dist_flat:name,dep_dist_mark,dep_dist_nmod,dep_dist_nmod:gobj,dep_dist_nmod:poss,dep_dist_nsubj,dep_dist_nsubj:cop,dep_dist_nummod,dep_dist_obj,dep_dist_obl,dep_dist_parataxis,dep_dist_punct,dep_dist_root,dep_dist_vocative,dep_dist_xcomp,dep_dist_xcomp:ds,principal_proposition_dist,subordinate_proposition_dist,subordinate_post,subordinate_pre,avg_subordinate_chain_len,subordinate_dist_1,subordinate_dist_2,subordinate_dist_3,base_number
"Osaatteko sanoa, missä olisi lähin R-kioski?",131_1.conllu,1,8,8.0,6.166666666666667,12.5,0.0,0.0,12.5,0.0,0.0,12.5,0.0,12.5,0.0,25.0,0.0,0.0,25.0,0.6666666666666666,0.0,100.0,0.0,0.0,100.0,50.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,100.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6666666666666665,3.0,1.6,3,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,25.0,12.5,0.0,12.5,0.0,33.333333333333336,66.66666666666667,100.0,0.0,2.0,0.0,100.0,0.0,131
Onko ihmisille mahdotonta keskustella isästäni ilman kuolinpäivän arvailuja?,9_1.conllu,1,9,9.0,8.5,11.11111111111111,11.11111111111111,0.0,11.11111111111111,0.0,0.0,44.44444444444444,0.0,0.0,0.0,11.11111111111111,0.0,0.0,11.11111111111111,0.75,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,4.5,4.0,1.7142857142857142,4,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,33.333333333333336,0.0,11.11111111111111,11.11111111111111,0.0,0.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,9
Pitäisikö heidän nyt oikeasti ryhtyä keksimään joitain ihan uusia huippujuttuja?,99_1.conllu,1,11,11.0,7.0,9.090909090909092,0.0,27.272727272727277,9.090909090909092,0.0,0.0,9.090909090909092,0.0,18.181818181818183,0.0,9.090909090909092,0.0,0.0,18.181818181818183,0.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,100.0,2.5,0.0,50.0,0.0,0.0,50.0,0.0,0.0,4.0,5.5,4.0,2.2222222222222223,4,0.0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,27.272727272727277,9.090909090909092,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,9.090909090909092,0.0,0.0,9.090909090909092,9.090909090909092,0.0,9.090909090909092,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,99
"Olisiko se, että itse tulee sinne peiton alle, kainaloon, vain alusvaatteisillaan?",16_1.conllu,1,15,15.0,6.181818181818182,0.0,6.666666666666667,20.0,0.0,0.0,0.0,20.0,0.0,6.666666666666667,0.0,26.666666666666668,6.666666666666667,0.0,13.333333333333334,0.7272727272727273,0.0,100.0,50.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,2.5,0.0,50.0,0.0,0.0,50.0,0.0,0.0,4.0,7.5,8.0,2.4,8,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,6.666666666666667,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,13.333333333333334,0.0,26.666666666666668,6.666666666666667,0.0,0.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,16
Tässäkö se muka oli?,86_1.conllu,1,5,5.0,4.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,3,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86
Miksi talvella pitää käyttää koko ajan ihan tylsiä kenkiä?,46_1.conllu,1,10,10.0,5.444444444444445,20.0,0.0,20.0,10.0,0.0,0.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,10.0,5.0,2.0,5,0.0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,10.0,10.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
Osaavatko ihmiset lukea toistensa silmistä tällaista itseluottamusta?,52_1.conllu,1,8,8.0,8.857142857142858,12.5,0.0,0.0,0.0,0.0,0.0,37.5,0.0,12.5,0.0,12.5,0.0,0.0,25.0,0.8571428571428571,0.0,100.0,0.0,0.0,100.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,1.8333333333333333,4,0.0,0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,12.5,12.5,0.0,12.5,12.5,0.0,12.5,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,52
"Onko se toistettava päivittäin, viikoittain, kuukausittain?",8_1.conllu,1,9,9.0,8.5,0.0,0.0,33.333333333333336,11.11111111111111,0.0,0.0,0.0,0.0,11.11111111111111,0.0,33.333333333333336,0.0,0.0,11.11111111111111,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,9.0,5.0,2.4,5,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,33.333333333333336,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
"""Eikö ole kaunis päivä?""",94_1.conllu,1,7,7.0,4.5,14.285714285714286,0.0,0.0,28.571428571428573,0.0,0.0,14.285714285714286,0.0,0.0,0.0,42.85714285714285,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,2.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714285714285,14.285714285714286,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94
”Pitäisikö minun tietää mitä kumppani tuntee tai mitä hän haluaa?”,51_1.conllu,1,13,13.0,5.4,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,0.0,7.6923076923076925,0.0,30.76923076923077,0.0,23.07692307692308,0.0,0.0,23.07692307692308,0.4,0.0,100.0,0.0,0.0,100.0,66.66666666666667,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,100.0,2.6666666666666665,0.0,0.0,33.333333333333336,66.66666666666667,0.0,0.0,0.0,3.0,4.333333333333333,4.0,2.111111111111111,4,0.0,0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,7.6923076923076925,7.6923076923076925,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07692307692308,0.0,0.0,15.384615384615383,0.0,0.0,23.07692307692308,7.6923076923076925,0.0,0.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,51
"Eikö se, että tavoitteenani on olla onnellinen, ole kunnianhimoista?",136_1.conllu,1,12,12.0,6.333333333333333,16.666666666666668,0.0,0.0,33.333333333333336,0.0,0.0,8.333333333333334,0.0,8.333333333333334,0.0,25.0,8.333333333333334,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,75.0,25.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,3.375,9,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,25.0,8.333333333333334,0.0,0.0,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,0.0,136
Tekeekö netti meistä tyhmiä?,64_1.conllu,1,5,5.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,20.0,0.75,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,3,0.0,0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
"Onko arkiseksi nopea tyydytys ennen nukkumaanmenoa, tai nopea tyydytys ennen ylösnousua aamulla?",19_1.conllu,1,14,14.0,6.916666666666667,28.571428571428573,14.285714285714286,0.0,7.142857142857143,7.142857142857143,0.0,28.571428571428573,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,5.0,2.1818181818181817,5,1.0,1,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,28.571428571428573,0.0,0.0,0.0,14.285714285714286,7.142857142857143,0.0,0.0,0.0,7.142857142857143,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,14.285714285714286,7.142857142857143,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
"PIKKUVAIMO: Jos me voitetaan tämä, niin saadaanko varmasti mitali?",67_1.conllu,1,12,12.0,6.111111111111111,0.0,0.0,16.666666666666668,0.0,0.0,0.0,16.666666666666668,0.0,16.666666666666668,0.0,25.0,8.333333333333334,0.0,16.666666666666668,0.6666666666666666,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.5,0.0,0.0,0.0,50.0,50.0,0.0,0.0,3.0,6.0,8.0,2.5,8,0.0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,8.333333333333334,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,8.333333333333334,0.0,0.0,16.666666666666668,0.0,8.333333333333334,25.0,8.333333333333334,0.0,0.0,0.0,0.0,100.0,100.0,0.0,1.0,100.0,0.0,0.0,67
Pystyykö Bosniaan antamaan vielä avustusta?,37_1.conllu,1,6,6.0,7.6,0.0,0.0,16.666666666666668,0.0,0.0,0.0,16.666666666666668,0.0,0.0,16.666666666666668,16.666666666666668,0.0,0.0,33.333333333333336,1.0,0.0,100.0,0.0,0.0,100.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.5,2,0.0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,16.666666666666668,16.666666666666668,0.0,16.666666666666668,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,37
Onko tosiaan näin?,145_1.conllu,1,4,4.0,5.0,0.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.5,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145
Vai oliko se tanga-naisia?,88_1.conllu,1,5,5.0,5.5,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,3,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88
Tuntuu kuin matkalla olisi aikaa ajatella koko elämä; mitä minä teen jos saan sen kiinni ennen ulko-ovea?,91_1.conllu,1,19,19.0,5.117647058823529,5.2631578947368425,5.2631578947368425,5.2631578947368425,5.2631578947368425,0.0,0.0,21.05263157894737,0.0,15.789473684210526,0.0,10.526315789473683,10.526315789473683,0.0,21.05263157894737,0.5882352941176471,0.0,100.0,0.0,0.0,100.0,75.0,25.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,66.66666666666667,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0,100.0,2.5,0.0,25.0,25.0,25.0,25.0,0.0,0.0,5.0,3.8,11.0,2.1875,11,0.0,0,0.0,33.333333333333336,66.66666666666667,50.0,50.0,5.2631578947368425,0.0,10.526315789473683,0.0,5.2631578947368425,0.0,0.0,0.0,5.2631578947368425,0.0,0.0,0.0,5.2631578947368425,0.0,5.2631578947368425,0.0,0.0,0.0,0.0,0.0,0.0,10.526315789473683,0.0,0.0,0.0,5.2631578947368425,5.2631578947368425,0.0,15.789473684210526,5.2631578947368425,5.2631578947368425,10.526315789473683,5.2631578947368425,0.0,0.0,0.0,25.0,75.0,100.0,0.0,1.0,100.0,0.0,0.0,91
"Vai voiko tosiaan pitää paikkansa, että minun neljäs olohuoneeni, jonne tulen arki-iltana juomaan teetä ja pelaamaan lautapelejä kavereiden kanssa, on jollekin laittautumisen, aloittelun ja jatkojen väliin jäävä bilepaikka?",82_1.conllu,1,33,33.0,6.821428571428571,3.0303030303030303,6.0606060606060606,6.0606060606060606,6.0606060606060606,9.090909090909092,0.0,30.303030303030305,0.0,6.0606060606060606,0.0,15.151515151515152,3.0303030303030303,0.0,15.151515151515152,0.6428571428571429,0.0,100.0,0.0,0.0,100.0,20.0,60.0,20.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.0,100.0,2.6,0.0,20.0,20.0,40.0,20.0,0.0,0.0,7.0,5.5,28.0,5.037037037037037,28,0.0,0,0.0,0.0,100.0,100.0,0.0,3.0303030303030303,3.0303030303030303,0.0,3.0303030303030303,3.0303030303030303,0.0,3.0303030303030303,0.0,6.0606060606060606,9.090909090909092,3.0303030303030303,0.0,0.0,9.090909090909092,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,3.0303030303030303,0.0,0.0,3.0303030303030303,0.0,3.0303030303030303,0.0,9.090909090909092,15.151515151515152,0.0,15.151515151515152,3.0303030303030303,0.0,3.0303030303030303,0.0,20.0,80.0,100.0,0.0,2.0,0.0,100.0,0.0,82
Oliko Helsingissä tehty päätös sittenkin hätiköity?,73_1.conllu,1,7,7.0,7.5,0.0,0.0,14.285714285714286,14.285714285714286,0.0,0.0,14.285714285714286,0.0,0.0,14.285714285714286,14.285714285714286,0.0,0.0,28.571428571428573,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,100.0,2.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,3.0,3.5,5.0,2.0,5,0.0,0,0.0,0.0,0.0,100.0,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,14.285714285714286,14.285714285714286,0.0,0.0,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,0.0,73
"Muistatko, kun Juuson tarhasta karkasi järvelle 2 000 ankkaa?",11_1.conllu,1,10,10.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,10.0,20.0,10.0,0.0,20.0,0.75,50.0,50.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,2.5,0.0,50.0,0.0,0.0,50.0,0.0,0.0,3.0,5.0,5.0,2.2857142857142856,5,0.0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,10.0,10.0,0.0,20.0,10.0,0.0,0.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,11
Onko kenellekään tullut koskaan mieli kysyä itseltään ”Miksi minun pitäisi haluta seksiä?”,49_1.conllu,1,15,15.0,6.333333333333333,0.0,0.0,13.333333333333334,13.333333333333334,0.0,0.0,13.333333333333334,0.0,20.0,0.0,20.0,0.0,0.0,20.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,100.0,3.0,0.0,0.0,33.333333333333336,33.333333333333336,33.333333333333336,0.0,0.0,3.0,5.0,6.0,2.090909090909091,6,0.0,0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,13.333333333333334,0.0,0.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,6.666666666666667,20.0,6.666666666666667,20.0,6.666666666666667,0.0,6.666666666666667,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,49
