sentence,Filename,n_sentences,n_tokens,tokens_per_sent,char_per_tok,upos_dist_ADJ,upos_dist_ADP,upos_dist_ADV,upos_dist_AUX,upos_dist_CCONJ,upos_dist_INTJ,upos_dist_NOUN,upos_dist_NUM,upos_dist_PRON,upos_dist_PROPN,upos_dist_PUNCT,upos_dist_SCONJ,upos_dist_SYM,upos_dist_VERB,upos_dist_X,lexical_density,verbs_tense_dist_Past,verbs_tense_dist_Pres,verbs_mood_dist_Cnd,verbs_mood_dist_Imp,verbs_mood_dist_Ind,verbs_mood_dist_Pot,verbs_form_dist_Fin,verbs_form_dist_Inf,verbs_form_dist_Part,verbs_num_pers_dist_+,verbs_num_pers_dist_Plur+1,verbs_num_pers_dist_Plur+2,verbs_num_pers_dist_Plur+3,verbs_num_pers_dist_Sing+,verbs_num_pers_dist_Sing+1,verbs_num_pers_dist_Sing+2,verbs_num_pers_dist_Sing+3,aux_tense_dist_Past,aux_tense_dist_Pres,aux_mood_dist_Cnd,aux_mood_dist_Ind,aux_mood_dist_Pot,aux_form_dist_Fin,aux_form_dist_Inf,aux_form_dist_Part,aux_num_pers_dist_+,aux_num_pers_dist_Plur+1,aux_num_pers_dist_Plur+2,aux_num_pers_dist_Plur+3,aux_num_pers_dist_Sing+,aux_num_pers_dist_Sing+1,aux_num_pers_dist_Sing+2,aux_num_pers_dist_Sing+3,verbal_head_per_sent,verbal_root_perc,avg_verb_edges,verb_edges_dist_0,verb_edges_dist_1,verb_edges_dist_2,verb_edges_dist_3,verb_edges_dist_4,verb_edges_dist_5,verb_edges_dist_6,avg_max_depth,avg_token_per_clause,avg_max_links_len,avg_links_len,max_links_len,avg_prepositional_chain_len,n_prepositional_chains,prep_dist_1,obj_pre,obj_post,subj_pre,subj_post,dep_dist_acl,dep_dist_acl:relcl,dep_dist_advcl,dep_dist_advmod,dep_dist_amod,dep_dist_appos,dep_dist_aux,dep_dist_aux:pass,dep_dist_case,dep_dist_cc,dep_dist_ccomp,dep_dist_compound:nn,dep_dist_compound:prt,dep_dist_conj,dep_dist_cop,dep_dist_cop:own,dep_dist_csubj,dep_dist_det,dep_dist_discourse,dep_dist_fixed,dep_dist_flat,dep_dist_flat:foreign,dep_dist_flat:name,dep_dist_mark,dep_dist_nmod,dep_dist_nmod:gobj,dep_dist_nmod:poss,dep_dist_nsubj,dep_dist_nsubj:cop,dep_dist_nummod,dep_dist_obj,dep_dist_obl,dep_dist_orphan,dep_dist_parataxis,dep_dist_punct,dep_dist_root,dep_dist_vocative,dep_dist_xcomp,dep_dist_xcomp:ds,principal_proposition_dist,subordinate_proposition_dist,subordinate_post,subordinate_pre,avg_subordinate_chain_len,subordinate_dist_1,subordinate_dist_2,subordinate_dist_3,subordinate_dist_4,base_number
Korkoa ehkä 8 cm?,81_1.conllu,1,5,5.0,3.25,0.0,0.0,20.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,3,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81
"Ei hän voi tietää, miten voisi, jos sinäkään et tiedä?",103_1.conllu,1,13,13.0,4.2,0.0,0.0,7.6923076923076925,30.76923076923077,0.0,0.0,0.0,0.0,15.384615384615383,0.0,23.07692307692308,7.6923076923076925,0.0,15.384615384615383,0.0,0.3,0.0,100.0,0.0,0.0,100.0,0.0,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,100.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,2.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,6.5,8.0,2.888888888888889,8,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,30.76923076923077,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,15.384615384615383,0.0,0.0,0.0,0.0,0.0,0.0,23.07692307692308,7.6923076923076925,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103
Mitä tähän asti on tehty ja ennen kaikkea; mitä kaikkea kivaa on vielä vuoden aikana edessä?,219_1.conllu,1,18,18.0,4.6875,5.555555555555555,11.11111111111111,11.11111111111111,11.11111111111111,5.555555555555555,0.0,11.11111111111111,0.0,27.77777777777778,0.0,11.11111111111111,0.0,0.0,5.555555555555555,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,9.0,12.0,3.8666666666666663,12,0.0,0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,11.11111111111111,5.555555555555555,0.0,0.0,0.0,5.555555555555555,5.555555555555555,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,5.555555555555555,0.0,5.555555555555555,16.666666666666668,0.0,0.0,11.11111111111111,5.555555555555555,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219
VOSU: Voisiksä välillä muistaa ajaakin?,85_1.conllu,1,8,8.0,5.833333333333333,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,12.5,12.5,25.0,0.0,0.0,25.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,0.0,1.5,50.0,0.0,0.0,50.0,0.0,0.0,0.0,2.0,4.0,5.0,2.4,5,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,25.0,12.5,0.0,12.5,0.0,0.0,100.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,85
Tipaton tammikuu tiedossa?,233_1.conllu,1,4,4.0,7.666666666666667,25.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233
Ooksää nähny sen Tanssii susien kanssa?,180_1.conllu,1,7,7.0,5.5,0.0,14.285714285714286,0.0,0.0,0.0,0.0,14.285714285714286,0.0,14.285714285714286,0.0,14.285714285714286,0.0,0.0,42.85714285714285,0.0,0.6666666666666666,0.0,100.0,0.0,0.0,100.0,0.0,66.66666666666667,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,1.3333333333333333,33.333333333333336,0.0,66.66666666666667,0.0,0.0,0.0,0.0,3.0,2.333333333333333,2.0,1.2,2,0.0,0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,14.285714285714286,14.285714285714286,0.0,0.0,14.285714285714286,14.285714285714286,0.0,14.285714285714286,0.0,33.333333333333336,66.66666666666667,50.0,50.0,1.0,100.0,0.0,0.0,0.0,180
”Mitä minun tulisi tuntea seksin aikana?”,68_1.conllu,1,9,9.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,22.22222222222222,0.0,22.22222222222222,0.0,33.333333333333336,0.0,0.0,22.22222222222222,0.0,0.6666666666666666,0.0,0.0,100.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,2.0,1.4,2,0.0,0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,0.0,0.0,11.11111111111111,11.11111111111111,0.0,0.0,33.333333333333336,11.11111111111111,0.0,0.0,11.11111111111111,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,68
"Miksi minun täytyi elää kylmyydessä, miksi minä en koskaan edes elänyt?",101_1.conllu,1,13,13.0,5.363636363636363,0.0,0.0,30.76923076923077,15.384615384615383,0.0,0.0,7.6923076923076925,0.0,15.384615384615383,0.0,15.384615384615383,0.0,0.0,15.384615384615383,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,2.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,6.5,8.0,3.0,8,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,30.76923076923077,0.0,0.0,15.384615384615383,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.384615384615383,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,15.384615384615383,7.6923076923076925,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
Missä laatikossa niiden papereiden piti olla?,182_1.conllu,1,7,7.0,6.5,0.0,0.0,0.0,28.571428571428573,0.0,0.0,28.571428571428573,0.0,28.571428571428573,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,4.0,2.2,4,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,28.571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,14.285714285714286,14.285714285714286,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182
"Kuinka kaiken aikaa muuttuvan, hahmottoman ja virtaavan voi asettaa pysyväksi tarkoitettuun systeemiin, ihmisten maailmankaikkeuteen?",237_1.conllu,1,17,17.0,8.357142857142858,11.764705882352942,0.0,5.882352941176471,5.882352941176471,5.882352941176471,0.0,23.529411764705884,0.0,5.882352941176471,0.0,17.647058823529413,0.0,0.0,23.529411764705884,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,100.0,2.0,0.0,50.0,25.0,0.0,25.0,0.0,0.0,3.0,4.25,6.0,2.1538461538461537,6,0.0,0,0.0,100.0,0.0,0.0,0.0,5.882352941176471,0.0,0.0,5.882352941176471,0.0,5.882352941176471,5.882352941176471,0.0,0.0,5.882352941176471,0.0,0.0,0.0,11.764705882352942,0.0,0.0,0.0,5.882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.882352941176471,0.0,0.0,0.0,5.882352941176471,11.764705882352942,0.0,0.0,17.647058823529413,5.882352941176471,0.0,5.882352941176471,0.0,33.333333333333336,66.66666666666667,50.0,50.0,1.0,100.0,0.0,0.0,0.0,237
"Minkä vuoksi he pynttäytyvät voidakseen kiskoa siideriä kantakapakassa keski-ikäisten juoppojen, vasta juomaluvan saaneiden pikkulasten ja alkoholisoituvien nuorten aikuisten joukossa?",118_1.conllu,1,21,21.0,8.631578947368421,14.285714285714286,4.761904761904762,4.761904761904762,4.761904761904762,4.761904761904762,0.0,28.571428571428573,0.0,9.523809523809524,0.0,9.523809523809524,0.0,0.0,19.047619047619047,0.0,0.7368421052631579,0.0,100.0,0.0,0.0,100.0,0.0,25.0,25.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,2.5,25.0,0.0,25.0,25.0,0.0,25.0,0.0,4.0,5.25,14.0,3.5,14,0.0,0,0.0,50.0,50.0,100.0,0.0,9.523809523809524,0.0,0.0,4.761904761904762,14.285714285714286,0.0,4.761904761904762,0.0,4.761904761904762,4.761904761904762,0.0,0.0,0.0,9.523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,0.0,9.523809523809524,14.285714285714286,0.0,0.0,9.523809523809524,4.761904761904762,0.0,4.761904761904762,0.0,25.0,75.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,118
"”Miksi Carla sitten sanoo, että se on maanpäällinen Helvetti?”",122_1.conllu,1,13,13.0,5.555555555555555,7.6923076923076925,0.0,15.384615384615383,7.6923076923076925,0.0,0.0,7.6923076923076925,0.0,7.6923076923076925,7.6923076923076925,30.76923076923077,7.6923076923076925,0.0,7.6923076923076925,0.0,0.6666666666666666,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,6.5,6.0,2.75,6,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,15.384615384615383,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,30.76923076923077,7.6923076923076925,0.0,0.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,122
"""Etsä vois Runkku nyt lähtee niinku vittuun?""",42_1.conllu,1,10,10.0,5.142857142857143,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,0.0,20.0,0.0,0.8571428571428571,0.0,100.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,100.0,2.5,0.0,50.0,0.0,0.0,50.0,0.0,0.0,2.0,5.0,4.0,2.1666666666666665,4,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,10.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,42
"Minne muualle te olette menossa, paitsi kiertueelle ja listakärkeen?",4_1.conllu,1,11,11.0,6.444444444444445,0.0,9.090909090909092,18.181818181818183,9.090909090909092,9.090909090909092,0.0,18.181818181818183,0.0,9.090909090909092,0.0,18.181818181818183,0.0,0.0,9.090909090909092,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,11.0,4.0,2.125,4,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,18.181818181818183,0.0,0.0,9.090909090909092,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,9.090909090909092,0.0,0.0,18.181818181818183,9.090909090909092,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
"Kuka se olikaan, joka heitti väärän roskapussin ulos?",5_1.conllu,1,10,10.0,5.5,10.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,30.0,0.0,20.0,0.0,0.0,10.0,0.0,0.5,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,5.0,5.0,2.142857142857143,5,0.0,0,0.0,0.0,100.0,50.0,50.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,5
Sen jälkeen kun homoja muutenkin alkoi telkkarissa olla ihan omana itsenään?,56_1.conllu,1,12,12.0,5.909090909090909,8.333333333333334,8.333333333333334,16.666666666666668,8.333333333333334,0.0,0.0,16.666666666666668,0.0,16.666666666666668,0.0,8.333333333333334,8.333333333333334,0.0,8.333333333333334,0.0,0.5454545454545454,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,5.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,6.0,5.0,2.7,5,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,16.666666666666668,8.333333333333334,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,16.666666666666668,0.0,0.0,8.333333333333334,8.333333333333334,0.0,8.333333333333334,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,56
Milloin ryhdymme neuvottelemaan siitä?,96_1.conllu,1,5,5.0,8.5,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,40.0,0.0,0.75,0.0,100.0,0.0,0.0,100.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,1.5,0.0,50.0,50.0,0.0,0.0,0.0,0.0,2.0,2.5,1.0,1.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,0.0,96
Maailmanloppu yhdeksän päivän päästä?,253_1.conllu,1,5,5.0,8.25,0.0,20.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.3333333333333333,2,1.0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253
Mutta mikä olet sinä tai kukaan muukaan nimittämään toisten pyhinä pitämiä totuuksia pakanauskonnoiksi?,177_1.conllu,1,14,14.0,6.923076923076923,7.142857142857143,0.0,0.0,7.142857142857143,14.285714285714286,0.0,14.285714285714286,0.0,35.714285714285715,0.0,7.142857142857143,0.0,0.0,14.285714285714286,0.0,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,4.666666666666667,6.0,2.4166666666666665,6,0.0,0,0.0,0.0,100.0,50.0,50.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,7.142857142857143,7.142857142857143,0.0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,7.142857142857143,0.0,7.142857142857143,0.0,0.0,0.0,7.142857142857143,7.142857142857143,0.0,14.285714285714286,7.142857142857143,33.333333333333336,66.66666666666667,100.0,0.0,1.0,100.0,0.0,0.0,0.0,177
Sopulit vaellukselle ensimmäistä kertaa sitten 70-luvun?,252_1.conllu,1,7,7.0,8.333333333333334,14.285714285714286,14.285714285714286,0.0,0.0,0.0,0.0,57.142857142857146,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.6,3,1.0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.85714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252
"Miksi ne valtiot, joiden oletetaan hyväksyneen direktiivit neuvostossa, ovat sitten kuitenkin vastahakoisia soveltamaan niitä?",93_1.conllu,1,17,17.0,7.857142857142857,5.882352941176471,0.0,17.647058823529413,5.882352941176471,0.0,0.0,17.647058823529413,0.0,17.647058823529413,0.0,17.647058823529413,0.0,0.0,17.647058823529413,0.0,0.7142857142857143,0.0,100.0,0.0,0.0,100.0,0.0,33.333333333333336,33.333333333333336,33.333333333333336,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,100.0,1.3333333333333333,0.0,66.66666666666667,33.333333333333336,0.0,0.0,0.0,0.0,4.0,4.25,13.0,3.1538461538461537,13,0.0,0,0.0,0.0,100.0,50.0,50.0,0.0,5.882352941176471,0.0,17.647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,5.882352941176471,0.0,0.0,0.0,5.882352941176471,0.0,0.0,5.882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.882352941176471,5.882352941176471,0.0,11.764705882352942,5.882352941176471,0.0,0.0,17.647058823529413,5.882352941176471,0.0,5.882352941176471,0.0,25.0,75.0,33.333333333333336,66.66666666666667,1.5,50.0,50.0,0.0,0.0,93
