sentence,Filename,n_sentences,n_tokens,tokens_per_sent,char_per_tok,upos_dist_ADJ,upos_dist_ADP,upos_dist_ADV,upos_dist_AUX,upos_dist_CCONJ,upos_dist_DET,upos_dist_INTJ,upos_dist_NOUN,upos_dist_NUM,upos_dist_PART,upos_dist_PRON,upos_dist_PROPN,upos_dist_PUNCT,upos_dist_SCONJ,upos_dist_SYM,upos_dist_VERB,upos_dist_X,lexical_density,verbs_tense_dist_Past,verbs_tense_dist_Pres,verbs_mood_dist_Imp,verbs_mood_dist_Ind,verbs_form_dist_Fin,verbs_form_dist_Ger,verbs_form_dist_Inf,verbs_form_dist_Part,verbs_num_pers_dist_+,verbs_num_pers_dist_Sing+3,aux_tense_dist_Past,aux_tense_dist_Pres,aux_mood_dist_Ind,aux_form_dist_Fin,aux_form_dist_Inf,aux_form_dist_Part,aux_num_pers_dist_+,aux_num_pers_dist_Sing+3,verbal_head_per_sent,verbal_root_perc,avg_verb_edges,verb_edges_dist_0,verb_edges_dist_1,verb_edges_dist_2,verb_edges_dist_3,verb_edges_dist_4,verb_edges_dist_5,verb_edges_dist_6,avg_max_depth,avg_token_per_clause,avg_max_links_len,avg_links_len,max_links_len,avg_prepositional_chain_len,n_prepositional_chains,prep_dist_1,prep_dist_2,obj_pre,obj_post,subj_pre,subj_post,dep_dist_acl,dep_dist_acl:relcl,dep_dist_advcl,dep_dist_advmod,dep_dist_amod,dep_dist_appos,dep_dist_aux,dep_dist_aux:pass,dep_dist_case,dep_dist_cc,dep_dist_cc:preconj,dep_dist_ccomp,dep_dist_compound,dep_dist_compound:prt,dep_dist_conj,dep_dist_cop,dep_dist_csubj,dep_dist_det,dep_dist_det:predet,dep_dist_discourse,dep_dist_expl,dep_dist_fixed,dep_dist_flat,dep_dist_goeswith,dep_dist_iobj,dep_dist_mark,dep_dist_nmod,dep_dist_nmod:npmod,dep_dist_nmod:poss,dep_dist_nsubj,dep_dist_nsubj:pass,dep_dist_nummod,dep_dist_obj,dep_dist_obl,dep_dist_obl:npmod,dep_dist_obl:tmod,dep_dist_parataxis,dep_dist_punct,dep_dist_root,dep_dist_xcomp,principal_proposition_dist,subordinate_proposition_dist,subordinate_post,subordinate_pre,avg_subordinate_chain_len,subordinate_dist_1,subordinate_dist_2,subordinate_dist_3,base_number
Do dogs enjoy watching T.V.?,213_1.conllu,1,6,6.0,4.6,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,33.333333333333336,0.0,0.8,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,2.0,100.0,1.5,0.0,50.0,50.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.25,2,0.0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,16.666666666666668,16.666666666666668,16.666666666666668,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,213
do you get your visitors visa immediately at the airport?,209_1.conllu,1,12,12.0,4.2727272727272725,0.0,8.333333333333334,8.333333333333334,8.333333333333334,0.0,8.333333333333334,0.0,25.0,0.0,8.333333333333334,16.666666666666668,0.0,8.333333333333334,0.0,0.0,8.333333333333334,0.0,0.4545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,1.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,12.0,8.0,2.9,8,0.0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,8.333333333333334,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,8.333333333333334,0.0,0.0,8.333333333333334,8.333333333333334,0.0,0.0,0.0,8.333333333333334,8.333333333333334,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209
Would you come with your parents or separately?,88_1.conllu,1,9,9.0,4.875,0.0,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0.0,0.0,11.11111111111111,0.0,0.0,22.22222222222222,0.0,11.11111111111111,0.0,0.0,11.11111111111111,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,1.7142857142857142,3,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,11.11111111111111,11.11111111111111,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,11.11111111111111,11.11111111111111,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88
does the bta have to be paid first to come to canada?,207_1.conllu,1,13,13.0,3.4166666666666665,0.0,7.6923076923076925,7.6923076923076925,15.384615384615383,0.0,7.6923076923076925,0.0,0.0,0.0,15.384615384615383,0.0,15.384615384615383,7.6923076923076925,0.0,0.0,23.07692307692308,0.0,0.5,100.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,33.333333333333336,0.0,0.0,0.0,100.0,100.0,50.0,50.0,0.0,0.0,100.0,3.0,100.0,2.6666666666666665,0.0,0.0,66.66666666666667,0.0,33.333333333333336,0.0,0.0,4.0,4.333333333333333,3.0,1.7272727272727273,3,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,0.0,0.0,7.6923076923076925,7.6923076923076925,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.384615384615383,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,7.6923076923076925,33.333333333333336,66.66666666666667,100.0,0.0,2.0,0.0,100.0,0.0,207
Are there any new developments in the trader world?,294_1.conllu,1,10,10.0,4.666666666666667,10.0,10.0,0.0,0.0,0.0,20.0,0.0,30.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.5555555555555556,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,10.0,4.0,2.25,4,1.0,1,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294
Do you think there are any koreans in Miramar?,303_1.conllu,1,10,10.0,4.111111111111111,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,20.0,0.0,0.4444444444444444,0.0,100.0,0.0,100.0,50.0,0.0,50.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,2.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,1.5,2,1.0,1,100.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,303
Can you offer comments/concerns/guidelines?,91_1.conllu,1,9,9.0,6.166666666666667,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,33.333333333333336,0.0,0.0,11.11111111111111,0.0,33.333333333333336,0.0,0.0,11.11111111111111,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,9.0,4.0,2.0,4,0.0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91
Is the attached form the final final form?,82_1.conllu,1,9,9.0,4.25,22.22222222222222,0.0,0.0,11.11111111111111,0.0,22.22222222222222,0.0,22.22222222222222,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,11.11111111111111,0.0,0.625,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,2.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,7.0,2.857142857142857,7,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82
Should the statue of David be censored?,187_1.conllu,1,8,8.0,4.571428571428571,0.0,12.5,0.0,25.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,12.5,12.5,0.0,0.0,12.5,0.0,0.4285714285714285,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,100.0,0.0,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,8.0,6.0,2.5,6,1.0,1,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187
Is this related to the problems he is having getting around (circulatory?)?,73_1.conllu,1,16,16.0,5.0,12.5,6.25,6.25,12.5,0.0,6.25,0.0,6.25,0.0,0.0,12.5,0.0,25.0,0.0,0.0,12.5,0.0,0.5,0.0,100.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,3.0,0.0,1.5,0.0,50.0,50.0,0.0,0.0,0.0,0.0,5.0,5.333333333333333,10.0,2.4545454545454546,10,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.25,6.25,6.25,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,6.25,0.0,0.0,6.25,25.0,6.25,0.0,0.0,100.0,0.0,100.0,1.5,50.0,50.0,0.0,73
"Wouldn't you expect some of the religious leaders to do it themselves, or to talk their sons into doing it, if this is truly a supreme act of religious fervor?",11_1.conllu,1,34,34.0,4.096774193548387,8.823529411764707,5.882352941176471,2.9411764705882355,5.882352941176471,2.9411764705882355,8.823529411764707,0.0,11.764705882352942,0.0,8.823529411764707,17.647058823529413,0.0,8.823529411764707,5.882352941176471,0.0,11.764705882352942,0.0,0.3870967741935484,0.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,50.0,50.0,5.0,100.0,3.75,0.0,0.0,25.0,0.0,50.0,25.0,0.0,4.0,6.8,26.0,3.3,26,1.0,2,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,5.882352941176471,5.882352941176471,8.823529411764707,0.0,2.9411764705882355,0.0,5.882352941176471,2.9411764705882355,0.0,0.0,0.0,0.0,2.9411764705882355,2.9411764705882355,0.0,5.882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.764705882352942,5.882352941176471,0.0,2.9411764705882355,5.882352941176471,0.0,0.0,11.764705882352942,0.0,2.9411764705882355,0.0,0.0,8.823529411764707,2.9411764705882355,2.9411764705882355,25.0,75.0,100.0,0.0,1.0,100.0,0.0,0.0,11
Don't you think it's time we talked?,158_1.conllu,1,10,10.0,3.2222222222222223,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,10.0,30.0,0.0,10.0,0.0,0.0,20.0,0.0,0.3333333333333333,100.0,0.0,0.0,100.0,50.0,0.0,50.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,50.0,50.0,3.0,100.0,2.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,3.0,3.333333333333333,3.0,1.875,3,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,33.333333333333336,66.66666666666667,100.0,0.0,2.0,0.0,100.0,0.0,158
Can you use the 'find my phone' feature to track someone else's phone?,304_1.conllu,1,17,17.0,3.928571428571429,5.882352941176471,0.0,0.0,5.882352941176471,0.0,5.882352941176471,0.0,17.647058823529413,0.0,11.764705882352942,17.647058823529413,0.0,17.647058823529413,0.0,0.0,17.647058823529413,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,3.0,100.0,2.333333333333333,0.0,0.0,66.66666666666667,33.333333333333336,0.0,0.0,0.0,5.0,5.666666666666667,6.0,2.4615384615384617,6,0.0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,5.882352941176471,0.0,5.882352941176471,0.0,5.882352941176471,0.0,5.882352941176471,0.0,0.0,0.0,5.882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.764705882352942,0.0,0.0,11.764705882352942,5.882352941176471,0.0,0.0,11.764705882352942,0.0,0.0,0.0,0.0,17.647058823529413,5.882352941176471,5.882352941176471,33.333333333333336,66.66666666666667,100.0,0.0,2.0,0.0,100.0,0.0,304
Does your train pass Asansol when starting from Howrah?,183_1.conllu,1,10,10.0,5.111111111111111,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,20.0,10.0,0.0,0.0,20.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,2.0,100.0,2.5,0.0,0.0,50.0,50.0,0.0,0.0,0.0,3.0,5.0,3.0,1.625,3,0.0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,183
Are there still aftershocks?,205_1.conllu,1,5,5.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,0.75,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205
Does that work for you?,49_1.conllu,1,6,6.0,3.6,0.0,16.666666666666668,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,16.666666666666668,0.0,0.0,16.666666666666668,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,1.5,2,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
Are the hotels back up and running?,204_1.conllu,1,8,8.0,4.0,0.0,0.0,25.0,12.5,12.5,12.5,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,2.0,100.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,1.8333333333333333,4,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204
Is this a transitional period for the baby...that he/she is left alone much more time?,194_1.conllu,1,20,20.0,3.941176470588236,10.0,5.0,10.0,10.0,0.0,10.0,0.0,15.0,0.0,0.0,15.0,0.0,15.0,5.0,0.0,5.0,0.0,0.4705882352941176,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,2.0,100.0,5.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,4.0,10.0,10.0,2.8125,10,1.0,1,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,10.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,5.0,5.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,194
Does it make sense for us to set up a meeting with you participating from Buenos Aires?,92_1.conllu,1,18,18.0,4.117647058823529,0.0,11.11111111111111,0.0,5.555555555555555,0.0,5.555555555555555,0.0,11.11111111111111,0.0,5.555555555555555,16.666666666666668,11.11111111111111,5.555555555555555,11.11111111111111,0.0,16.666666666666668,0.0,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,33.333333333333336,66.66666666666667,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,3.0,100.0,4.0,0.0,0.0,0.0,66.66666666666667,0.0,0.0,33.333333333333336,4.0,6.0,6.0,2.1875,6,0.0,0,0.0,0.0,0.0,100.0,66.66666666666667,33.333333333333336,0.0,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,0.0,5.555555555555555,0.0,0.0,0.0,5.555555555555555,5.555555555555555,0.0,0.0,5.555555555555555,5.555555555555555,0.0,0.0,5.555555555555555,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,11.11111111111111,0.0,0.0,11.11111111111111,5.555555555555555,0.0,0.0,0.0,5.555555555555555,5.555555555555555,0.0,33.333333333333336,66.66666666666667,100.0,0.0,2.0,0.0,100.0,0.0,92
Did you know that?,1_1.conllu,1,5,5.0,3.5,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,20.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.3333333333333333,2,0.0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Can you recommend where these companies each fit within the new organization?,33_1.conllu,1,13,13.0,5.416666666666667,7.6923076923076925,7.6923076923076925,7.6923076923076925,7.6923076923076925,0.0,23.07692307692308,0.0,15.384615384615383,0.0,0.0,7.6923076923076925,0.0,7.6923076923076925,0.0,0.0,15.384615384615383,0.0,0.5,0.0,100.0,0.0,100.0,50.0,0.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,2.0,100.0,3.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,3.0,6.5,5.0,2.363636363636364,5,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,7.6923076923076925,0.0,7.6923076923076925,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.384615384615383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,15.384615384615383,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,33
Is Hank Green Awesome?,305_1.conllu,1,5,5.0,4.5,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305
Can you provide me with more details?,132_1.conllu,1,8,8.0,4.285714285714286,12.5,12.5,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,25.0,0.0,12.5,0.0,0.0,12.5,0.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,8.0,4.0,1.8333333333333333,4,0.0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,12.5,0.0,0.0,0.0,12.5,12.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132
Do you concur?,34_1.conllu,1,4,4.0,3.6666666666666665,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,25.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,1.0,100.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.5,2,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
Can I text from Canada to the united states?,195_1.conllu,1,10,10.0,3.888888888888889,0.0,20.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,30.0,10.0,0.0,0.0,10.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,10.0,6.0,2.25,6,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,10.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195
