sentence,Filename,n_sentences,n_tokens,tokens_per_sent,char_per_tok,upos_dist_ADJ,upos_dist_ADP,upos_dist_ADV,upos_dist_AUX,upos_dist_CCONJ,upos_dist_DET,upos_dist_INTJ,upos_dist_NOUN,upos_dist_NUM,upos_dist_PRON,upos_dist_PROPN,upos_dist_PUNCT,upos_dist_SCONJ,upos_dist_VERB,upos_dist_X,lexical_density,verbal_head_per_sent,verbal_root_perc,avg_verb_edges,verb_edges_dist_0,verb_edges_dist_1,verb_edges_dist_2,verb_edges_dist_3,verb_edges_dist_4,verb_edges_dist_5,verb_edges_dist_6,avg_max_depth,avg_token_per_clause,avg_max_links_len,avg_links_len,max_links_len,avg_prepositional_chain_len,n_prepositional_chains,prep_dist_1,obj_pre,obj_post,subj_pre,subj_post,dep_dist_acl,dep_dist_advcl,dep_dist_advmod,dep_dist_amod,dep_dist_appos,dep_dist_aux,dep_dist_case,dep_dist_cc,dep_dist_ccomp,dep_dist_compound,dep_dist_conj,dep_dist_cop,dep_dist_csubj,dep_dist_dep,dep_dist_det,dep_dist_discourse,dep_dist_dislocated,dep_dist_fixed,dep_dist_flat,dep_dist_iobj,dep_dist_mark,dep_dist_nmod,dep_dist_nsubj,dep_dist_nummod,dep_dist_obj,dep_dist_obl,dep_dist_punct,dep_dist_root,dep_dist_xcomp,principal_proposition_dist,subordinate_proposition_dist,subordinate_post,subordinate_pre,avg_subordinate_chain_len,subordinate_dist_1,subordinate_dist_2,base_number
일본과 같은 경제대국도 미국의 보호무역주의에 두 손을 드는 판국에 우리나라가 무슨 재주로 미국의 경제정책을 엿장수 맘대로 요리할 수 있겠습니까?,16_1.conllu,1,20,20.0,3.210526315789474,10.0,0.0,25.0,0.0,5.0,5.0,0.0,20.0,5.0,5.0,10.0,5.0,0.0,10.0,0.0,0.7894736842105263,2.0,100.0,4.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,5.0,10.0,8.0,2.4444444444444446,8,0.0,0,0.0,100.0,0.0,100.0,0.0,5.0,15.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,5.0,5.0,10.0,10.0,5.0,5.0,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,16
"특히 노자의 사상은 다른 무엇보다도 우선 ""도의 가르침"" 이 아닌가?",86_1.conllu,1,13,13.0,2.6,15.384615384615383,7.6923076923076925,23.07692307692308,0.0,0.0,0.0,0.0,15.384615384615383,0.0,0.0,7.6923076923076925,23.07692307692308,0.0,7.6923076923076925,0.0,0.9,1.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,13.0,11.0,4.555555555555555,11,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,7.6923076923076925,15.384615384615383,7.6923076923076925,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,15.384615384615383,7.6923076923076925,0.0,0.0,0.0,23.07692307692308,7.6923076923076925,0.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,86
그렇다면 스탈린의 범죄행위와 사회주의 노선의 왜곡과 포기는 구체적으로 어떠한 것이었는가?,46_1.conllu,1,11,11.0,3.9,0.0,0.0,9.090909090909092,0.0,27.272727272727277,0.0,0.0,27.272727272727277,0.0,0.0,9.090909090909092,9.090909090909092,0.0,18.181818181818183,0.0,0.7,2.0,100.0,2.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,5.0,5.5,9.0,3.0,9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,9.090909090909092,0.0,0.0,0.0,9.090909090909092,0.0,9.090909090909092,18.181818181818183,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,9.090909090909092,9.090909090909092,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,46
동물이 소년 소녀의 성장과 무슨 직접적인 관계가 있겠습니까?,52_1.conllu,1,9,9.0,3.125,11.11111111111111,0.0,0.0,0.0,11.11111111111111,11.11111111111111,0.0,44.44444444444444,0.0,0.0,0.0,11.11111111111111,0.0,11.11111111111111,0.0,0.75,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,7.0,2.7142857142857144,7,0.0,0,0.0,0.0,0.0,100.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,22.22222222222222,0.0,0.0,0.0,11.11111111111111,11.11111111111111,0.0,0.0,100.0,0.0,100.0,1.0,100.0,0.0,52
그런데 대안이란 무엇인가?,8_1.conllu,1,4,4.0,3.6666666666666665,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.6666666666666666,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.5,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8
어떻게 하면 경영상태를 객관적으로 파악할 수 있을까?,185_1.conllu,1,8,8.0,3.142857142857143,12.5,0.0,12.5,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,12.5,25.0,12.5,0.0,0.7142857142857143,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,8.0,3.0,1.5,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,185
그렇다면 그 무엇에 해당하는 새로운 사회구성체의 본질은 무엇인가?,94_1.conllu,1,9,9.0,3.5,11.11111111111111,0.0,11.11111111111111,0.0,11.11111111111111,11.11111111111111,0.0,22.22222222222222,0.0,0.0,0.0,11.11111111111111,0.0,22.22222222222222,0.0,0.75,2.0,100.0,1.5,0.0,50.0,50.0,0.0,0.0,0.0,0.0,4.0,4.5,7.0,2.2857142857142856,7,0.0,0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,11.11111111111111,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,11.11111111111111,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,11.11111111111111,11.11111111111111,11.11111111111111,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,94
그런데 그들이 앞장서서 옛 종교건물을 팔고 신개발지구로 가서 땅투기의 세태에 가세했다는 사실을 우리의 후세들이 어떻게 평가할 것인가?,51_1.conllu,1,18,18.0,3.3529411764705883,5.555555555555555,0.0,11.11111111111111,0.0,11.11111111111111,0.0,0.0,22.22222222222222,0.0,11.11111111111111,0.0,5.555555555555555,16.666666666666668,16.666666666666668,0.0,0.5882352941176471,3.0,100.0,2.0,33.333333333333336,0.0,33.333333333333336,0.0,33.333333333333336,0.0,0.0,6.0,6.0,15.0,2.6875,15,0.0,0,0.0,100.0,0.0,100.0,0.0,5.555555555555555,0.0,0.0,5.555555555555555,0.0,5.555555555555555,0.0,5.555555555555555,11.11111111111111,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,0.0,11.11111111111111,11.11111111111111,5.555555555555555,5.555555555555555,5.555555555555555,33.333333333333336,66.66666666666667,50.0,50.0,1.0,100.0,0.0,51
그러나 마치 만화영화와도 같은 이 일이 가능해진다면 우리 생활은 어떻게 변할까?,136_1.conllu,1,12,12.0,3.0,8.333333333333334,0.0,16.666666666666668,0.0,8.333333333333334,8.333333333333334,0.0,16.666666666666668,0.0,8.333333333333334,0.0,8.333333333333334,16.666666666666668,8.333333333333334,0.0,0.5454545454545454,1.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,4.0,12.0,10.0,2.5,10,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,8.333333333333334,8.333333333333334,8.333333333333334,0.0,0.0,0.0,8.333333333333334,0.0,8.333333333333334,0.0,0.0,0.0,0.0,8.333333333333334,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,8.333333333333334,8.333333333333334,16.666666666666668,100.0,0.0,0.0,0.0,0.0,0.0,0.0,136
도대체 왜 세계 대전의 전승국이었던 영국이 계속 쇠략의 길을 걸어야 했던가?,192_1.conllu,1,12,12.0,2.8181818181818183,0.0,0.0,25.0,8.333333333333334,0.0,0.0,0.0,33.333333333333336,0.0,0.0,8.333333333333334,8.333333333333334,0.0,16.666666666666668,0.0,0.9090909090909092,2.0,100.0,3.5,0.0,50.0,0.0,0.0,0.0,0.0,50.0,4.0,6.0,9.0,3.1,9,0.0,0,0.0,100.0,0.0,100.0,0.0,8.333333333333334,0.0,25.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,16.666666666666668,0.0,8.333333333333334,8.333333333333334,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,192
어떻게 당신이 비상위원회를 설치할 수 있는가?,64_1.conllu,1,7,7.0,3.1666666666666665,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,28.571428571428573,0.0,14.285714285714286,0.0,14.285714285714286,14.285714285714286,14.285714285714286,0.0,0.6666666666666666,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,7.0,3.0,1.6,3,0.0,0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,14.285714285714286,0.0,14.285714285714286,0.0,14.285714285714286,14.285714285714286,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,64
무엇을 하는 여자일까?,181_1.conllu,1,4,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,50.0,0.0,0.6666666666666666,2.0,100.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,181
그러면 가이아는 도대체 무엇인가?,171_1.conllu,1,5,5.0,3.5,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,20.0,0.0,0.75,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,171
시간도 지킬 줄 모르는 사람이 어떻게 국민들과의 큰 약속을 지킬 수 있겠습니까?,19_1.conllu,1,13,13.0,2.6666666666666665,15.384615384615383,0.0,15.384615384615383,0.0,0.0,0.0,0.0,38.46153846153846,0.0,0.0,0.0,7.6923076923076925,0.0,23.07692307692308,0.0,1.0,3.0,100.0,1.6666666666666667,0.0,66.66666666666667,0.0,33.333333333333336,0.0,0.0,0.0,5.0,4.333333333333333,5.0,1.7272727272727273,5,0.0,0,0.0,100.0,0.0,100.0,0.0,15.384615384615383,7.6923076923076925,7.6923076923076925,7.6923076923076925,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,7.6923076923076925,7.6923076923076925,7.6923076923076925,0.0,7.6923076923076925,0.0,7.6923076923076925,7.6923076923076925,0.0,33.333333333333336,66.66666666666667,0.0,100.0,1.0,100.0,0.0,19
왜 이렇게 다리가 많았을까?,37_1.conllu,1,5,5.0,2.75,20.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,3,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
"이처럼 한국에 관련된 역사 전반에 걸친 왜곡이 10년에 이른 지금 얼마나 시정되었고, 또 그들은 시정하기 위해 얼마나 노력하였는가?",145_1.conllu,1,20,20.0,3.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,15.0,0.0,5.0,0.0,10.0,5.0,25.0,0.0,0.7777777777777778,5.0,0.0,1.8,20.0,40.0,0.0,20.0,20.0,0.0,0.0,9.0,4.0,9.0,2.588235294117647,9,0.0,0,0.0,0.0,0.0,100.0,0.0,15.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,15.0,10.0,5.0,0.0,0.0,100.0,25.0,75.0,1.0,100.0,0.0,145
저 사람이 왜 나왔지?,88_1.conllu,1,5,5.0,2.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.75,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,1.3333333333333333,2,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,88
그러면 이들은 왜 관광을 하는가?,91_1.conllu,1,6,6.0,2.6,0.0,0.0,16.666666666666668,0.0,16.666666666666668,0.0,0.0,16.666666666666668,0.0,16.666666666666668,0.0,16.666666666666668,0.0,16.666666666666668,0.0,0.6,1.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,6.0,4.0,2.5,4,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,16.666666666666668,16.666666666666668,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,91
도대체가 치안 1위라는 나라에서 어떻게 10만 명이라는 군대 이상의 폭력 조직이 존속할 수 있을까?,82_1.conllu,1,16,16.0,2.7333333333333334,6.25,0.0,6.25,0.0,0.0,0.0,0.0,43.75,12.5,0.0,0.0,6.25,6.25,18.75,0.0,0.8,3.0,100.0,2.333333333333333,0.0,33.333333333333336,33.333333333333336,0.0,33.333333333333336,0.0,0.0,3.0,5.333333333333333,12.0,3.071428571428572,12,0.0,0,0.0,0.0,0.0,100.0,0.0,12.5,6.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,6.25,12.5,6.25,0.0,0.0,6.25,6.25,6.25,33.333333333333336,66.66666666666667,0.0,100.0,1.0,100.0,0.0,82
과연 우리가 언제 영국 수준에 이를까?,187_1.conllu,1,7,7.0,2.5,0.0,0.0,42.85714285714285,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,14.285714285714286,14.285714285714286,0.0,14.285714285714286,0.0,0.8333333333333334,1.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,7.0,5.0,2.8,5,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,28.571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,14.285714285714286,14.285714285714286,14.285714285714286,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,187
지구는 어디에서 왔는가?,73_1.conllu,1,4,4.0,3.333333333333333,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,1.0,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.5,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,73
그렇다면 무엇이 현대인으로 하여금 이러한 새로운 물음을 묻지 않을 수 없게 만들어 주고 있는가?,11_1.conllu,1,15,15.0,2.7857142857142856,13.333333333333334,0.0,13.333333333333334,26.666666666666668,6.666666666666667,0.0,0.0,13.333333333333334,0.0,6.666666666666667,0.0,6.666666666666667,0.0,13.333333333333334,0.0,0.5714285714285714,2.0,100.0,2.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,7.5,7.0,3.1538461538461537,7,0.0,0,0.0,100.0,0.0,100.0,0.0,0.0,6.666666666666667,6.666666666666667,13.333333333333334,0.0,33.333333333333336,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,6.666666666666667,0.0,6.666666666666667,0.0,6.666666666666667,6.666666666666667,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11
우주는 언제나 여기에 머무는가?,158_1.conllu,1,5,5.0,3.25,0.0,0.0,40.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,1.0,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,158
나는 무엇을 위해 살아 왔는가?,183_1.conllu,1,6,6.0,2.4,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,16.666666666666668,16.666666666666668,16.666666666666668,0.0,0.2,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,1.5,3,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,16.666666666666668,16.666666666666668,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,183
역사적 현실을 통해 배우지 않는다면 이론의 할 일이란 도대체 무엇이란 말인가?,49_1.conllu,1,12,12.0,2.909090909090909,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,8.333333333333334,16.666666666666668,33.333333333333336,0.0,0.8181818181818182,4.0,100.0,1.25,25.0,50.0,0.0,25.0,0.0,0.0,0.0,5.0,3.0,6.0,1.7,6,0.0,0,0.0,100.0,0.0,0.0,0.0,8.333333333333334,8.333333333333334,8.333333333333334,8.333333333333334,0.0,8.333333333333334,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,8.333333333333334,0.0,8.333333333333334,8.333333333333334,0.0,25.0,75.0,0.0,100.0,1.5,50.0,50.0,49
그러면 우리가 과학기술을 발전시킬 수 있는 구체적인 방법은 무엇인가?,204_1.conllu,1,10,10.0,3.2222222222222223,10.0,0.0,0.0,0.0,10.0,0.0,0.0,30.0,0.0,10.0,0.0,10.0,0.0,30.0,0.0,0.7777777777777778,3.0,100.0,1.3333333333333333,33.333333333333336,0.0,66.66666666666667,0.0,0.0,0.0,0.0,4.0,3.333333333333333,8.0,2.375,8,0.0,0,0.0,100.0,0.0,100.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,33.333333333333336,66.66666666666667,0.0,100.0,1.0,100.0,0.0,204
왜 안쪽에서 열 수 없는가?,194_1.conllu,1,6,6.0,2.0,16.666666666666668,0.0,33.333333333333336,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,16.666666666666668,0.0,16.666666666666668,0.0,1.0,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,1.25,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,194
어디로 갈 것인가?,92_1.conllu,1,4,4.0,2.333333333333333,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,50.0,0.0,1.0,2.0,100.0,0.5,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,92
돈키호테의 판단 착오는 어디에서 연유한 것일까?,1_1.conllu,1,7,7.0,3.333333333333333,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,42.85714285714285,0.0,0.0,0.0,14.285714285714286,0.0,28.571428571428573,0.0,1.0,2.0,100.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,3.0,3.5,4.0,1.6,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,28.571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,14.285714285714286,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,1
"그래도 세상 사람들보다 어디가 나아도 조금은 낫다는 기독교인들 가운데도 사람 구실을 못하고 사는 사람이 많으니, 세상 사람들은 오죽 하겠습니까?",33_1.conllu,1,21,21.0,3.1578947368421053,0.0,0.0,19.047619047619047,0.0,4.761904761904762,0.0,0.0,38.095238095238095,0.0,4.761904761904762,0.0,9.523809523809524,9.523809523809524,14.285714285714286,0.0,0.7894736842105263,3.0,100.0,2.333333333333333,0.0,33.333333333333336,0.0,66.66666666666667,0.0,0.0,0.0,6.0,7.0,14.0,2.5,14,0.0,0,0.0,100.0,0.0,100.0,0.0,9.523809523809524,14.285714285714286,4.761904761904762,0.0,0.0,0.0,0.0,0.0,9.523809523809524,19.047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,9.523809523809524,0.0,0.0,0.0,0.0,0.0,9.523809523809524,0.0,4.761904761904762,0.0,9.523809523809524,4.761904761904762,4.761904761904762,33.333333333333336,66.66666666666667,0.0,100.0,1.0,100.0,0.0,33
그러나 그중에서 가장 중심이 되는 것은 무엇일까?,132_1.conllu,1,8,8.0,2.857142857142857,0.0,0.0,25.0,0.0,12.5,0.0,0.0,25.0,0.0,0.0,0.0,12.5,0.0,25.0,0.0,0.8571428571428571,2.0,100.0,2.5,0.0,0.0,50.0,50.0,0.0,0.0,0.0,3.0,4.0,6.0,2.333333333333333,6,0.0,0,0.0,0.0,0.0,100.0,0.0,12.5,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,132
나 자신의 가치관이 변화되지 않고 어떻게 타인의 가치관을 변화시킬 수 있겠습니까?,34_1.conllu,1,12,12.0,3.090909090909091,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,41.66666666666666,0.0,8.333333333333334,0.0,8.333333333333334,16.666666666666668,16.666666666666668,0.0,0.7272727272727273,2.0,100.0,2.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,4.0,6.0,5.0,1.6,5,0.0,0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,8.333333333333334,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,16.666666666666668,8.333333333333334,0.0,8.333333333333334,0.0,8.333333333333334,8.333333333333334,8.333333333333334,50.0,50.0,0.0,100.0,1.0,100.0,0.0,34
파르메니데스 편의 성과를 결여한 노고가 어떻게 해서 절대자가 정신이라는 진정한 결과를 증명한다는 것인가?,195_1.conllu,1,14,14.0,3.4615384615384617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.714285714285715,0.0,0.0,7.142857142857143,7.142857142857143,7.142857142857143,42.85714285714285,0.0,0.9230769230769232,6.0,100.0,0.8333333333333334,50.0,16.666666666666668,33.333333333333336,0.0,0.0,0.0,0.0,4.0,2.333333333333333,7.0,1.9166666666666667,7,0.0,0,0.0,100.0,0.0,0.0,0.0,14.285714285714286,0.0,7.142857142857143,7.142857142857143,0.0,7.142857142857143,0.0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,21.428571428571427,0.0,7.142857142857143,7.142857142857143,0.0,20.0,80.0,25.0,75.0,1.0,100.0,0.0,195
