experiment_type,language,task,submetric,control_index,metric,value
finetune,ar,single_submetric,avg_verb_edges,2,r2,-0.8521066904067993
finetune,ar,single_submetric,avg_verb_edges,3,loss,0.12801168411970137
finetune,ar,single_submetric,avg_verb_edges,3,mse,0.1289372593164444
finetune,ar,single_submetric,avg_verb_edges,3,rmse,0.35907834704482583
finetune,ar,single_submetric,avg_verb_edges,3,r2,-0.8681172132492065
finetune,ar,single_submetric,lexical_density,1,loss,0.06081148013472557
finetune,ar,single_submetric,lexical_density,1,mse,0.06041445583105087
finetune,ar,single_submetric,lexical_density,1,rmse,0.24579352276057007
finetune,ar,single_submetric,lexical_density,1,r2,-0.041082143783569336
finetune,ar,single_submetric,lexical_density,2,loss,0.05995495840907097
finetune,ar,single_submetric,lexical_density,2,mse,0.05943501368165016
finetune,ar,single_submetric,lexical_density,2,rmse,0.24379297299481412
finetune,ar,single_submetric,lexical_density,2,r2,-0.024204015731811523
finetune,ar,single_submetric,lexical_density,3,loss,0.061572519689798356
finetune,ar,single_submetric,lexical_density,3,mse,0.060995183885097504
finetune,ar,single_submetric,lexical_density,3,rmse,0.2469720305724871
finetune,ar,single_submetric,lexical_density,3,r2,-0.05108940601348877
finetune,ar,single_submetric,n_tokens,1,loss,0.0813287153840065
finetune,ar,single_submetric,n_tokens,1,mse,0.07946557551622391
finetune,ar,single_submetric,n_tokens,1,rmse,0.281896391456549
finetune,ar,single_submetric,n_tokens,1,r2,-0.06091594696044922
finetune,ar,single_submetric,n_tokens,2,loss,0.08255203813314438
finetune,ar,single_submetric,n_tokens,2,mse,0.08077418059110641
finetune,ar,single_submetric,n_tokens,2,rmse,0.2842079882605456
finetune,ar,single_submetric,n_tokens,2,r2,-0.07838666439056396
finetune,ar,single_submetric,n_tokens,3,loss,0.08024768978357315
finetune,ar,single_submetric,n_tokens,3,mse,0.07845080643892288
finetune,ar,single_submetric,n_tokens,3,rmse,0.2800907110900375
finetune,ar,single_submetric,n_tokens,3,r2,-0.04736804962158203
finetune,en,single_submetric,avg_links_len,1,loss,0.010410818603954144
finetune,en,single_submetric,avg_links_len,1,mse,0.010332790203392506
finetune,en,single_submetric,avg_links_len,1,rmse,0.1016503330215524
finetune,en,single_submetric,avg_links_len,1,r2,-0.11091876029968262
finetune,en,single_submetric,avg_links_len,2,loss,0.012752932962030172
finetune,en,single_submetric,avg_links_len,2,mse,0.012640041299164295
finetune,en,single_submetric,avg_links_len,2,rmse,0.1124279382500822
finetune,en,single_submetric,avg_links_len,2,r2,-0.3589804172515869
finetune,en,single_submetric,avg_links_len,3,loss,0.009245260984503798
finetune,en,single_submetric,avg_links_len,3,mse,0.009160357527434826
finetune,en,single_submetric,avg_links_len,3,rmse,0.09570975669927714
finetune,en,single_submetric,avg_links_len,3,r2,0.015134155750274658
finetune,en,single_submetric,avg_max_depth,1,loss,0.02686769568494388
finetune,en,single_submetric,avg_max_depth,1,mse,0.026916861534118652
finetune,en,single_submetric,avg_max_depth,1,rmse,0.16406358990988418
finetune,en,single_submetric,avg_max_depth,1,r2,0.04782193899154663
finetune,en,single_submetric,avg_max_depth,2,loss,0.028697446786931584
finetune,en,single_submetric,avg_max_depth,2,mse,0.028751783072948456
finetune,en,single_submetric,avg_max_depth,2,rmse,0.16956350749187885
finetune,en,single_submetric,avg_max_depth,2,r2,-0.017087936401367188
finetune,en,single_submetric,avg_max_depth,3,loss,0.02794510032981634
finetune,en,single_submetric,avg_max_depth,3,mse,0.0280161015689373
finetune,en,single_submetric,avg_max_depth,3,rmse,0.16738011103155984
finetune,en,single_submetric,avg_max_depth,3,r2,0.008936583995819092
finetune,en,single_submetric,avg_subordinate_chain_len,1,loss,0.027192622556218078
finetune,en,single_submetric,avg_subordinate_chain_len,1,mse,0.026969047263264656
finetune,en,single_submetric,avg_subordinate_chain_len,1,rmse,0.16422255406388203
finetune,en,single_submetric,avg_subordinate_chain_len,1,r2,-0.1026538610458374
finetune,en,single_submetric,avg_subordinate_chain_len,2,loss,0.026828714779445102
finetune,en,single_submetric,avg_subordinate_chain_len,2,mse,0.026636337861418724
finetune,en,single_submetric,avg_subordinate_chain_len,2,rmse,0.1632064271449465
finetune,en,single_submetric,avg_subordinate_chain_len,2,r2,-0.0890507698059082
finetune,en,single_submetric,avg_subordinate_chain_len,3,loss,0.025641803363604204
finetune,en,single_submetric,avg_subordinate_chain_len,3,mse,0.025449709966778755
finetune,en,single_submetric,avg_subordinate_chain_len,3,rmse,0.15952965231197225
finetune,en,single_submetric,avg_subordinate_chain_len,3,r2,-0.040534377098083496
finetune,en,single_submetric,avg_verb_edges,1,loss,0.056317822209426334
finetune,en,single_submetric,avg_verb_edges,1,mse,0.05641791224479675
finetune,en,single_submetric,avg_verb_edges,1,rmse,0.23752455082537627
finetune,en,single_submetric,avg_verb_edges,1,r2,0.05154675245285034
finetune,en,single_submetric,avg_verb_edges,2,loss,0.05841035449079105
finetune,en,single_submetric,avg_verb_edges,2,mse,0.05853547528386116
finetune,en,single_submetric,avg_verb_edges,2,rmse,0.24194105745792954
finetune,en,single_submetric,avg_verb_edges,2,r2,0.015947937965393066
finetune,en,single_submetric,avg_verb_edges,3,loss,0.057199673993246894
finetune,en,single_submetric,avg_verb_edges,3,mse,0.05733288824558258
finetune,en,single_submetric,avg_verb_edges,3,rmse,0.2394428705256905
finetune,en,single_submetric,avg_verb_edges,3,r2,0.03616487979888916
finetune,en,single_submetric,lexical_density,1,loss,0.030533667919891223
finetune,en,single_submetric,lexical_density,1,mse,0.03071199730038643
finetune,en,single_submetric,lexical_density,1,rmse,0.17524838744018853
finetune,en,single_submetric,lexical_density,1,r2,-0.07338094711303711
finetune,en,single_submetric,lexical_density,2,loss,0.03041630344731467
finetune,en,single_submetric,lexical_density,2,mse,0.03057464212179184
finetune,en,single_submetric,lexical_density,2,rmse,0.17485606115257155
finetune,en,single_submetric,lexical_density,2,r2,-0.06858038902282715
finetune,en,single_submetric,lexical_density,3,loss,0.029567800196153775
finetune,en,single_submetric,lexical_density,3,mse,0.029706360772252083
finetune,en,single_submetric,lexical_density,3,rmse,0.17235533288022184
finetune,en,single_submetric,lexical_density,3,r2,-0.03823411464691162
finetune,en,single_submetric,n_tokens,1,loss,0.024129833760006086
finetune,en,single_submetric,n_tokens,1,mse,0.02423255704343319
finetune,en,single_submetric,n_tokens,1,rmse,0.15566809899087605
finetune,en,single_submetric,n_tokens,1,r2,-0.2811598777770996
finetune,en,single_submetric,n_tokens,2,loss,0.02724203946334975
finetune,en,single_submetric,n_tokens,2,mse,0.027373922988772392
finetune,en,single_submetric,n_tokens,2,rmse,0.16545066632918826
finetune,en,single_submetric,n_tokens,2,r2,-0.4472419023513794
finetune,en,single_submetric,n_tokens,3,loss,0.026844901697976247
finetune,en,single_submetric,n_tokens,3,mse,0.02695351466536522
finetune,en,single_submetric,n_tokens,3,rmse,0.16417525594731144
finetune,en,single_submetric,n_tokens,3,r2,-0.4250152111053467
finetune,fi,single_submetric,avg_links_len,1,loss,0.02497345528432301
finetune,fi,single_submetric,avg_links_len,1,mse,0.025025706738233566
finetune,fi,single_submetric,avg_links_len,1,rmse,0.15819515396570644
finetune,fi,single_submetric,avg_links_len,1,r2,-0.3798673152923584
finetune,fi,single_submetric,avg_links_len,2,loss,0.025645141622849872
finetune,fi,single_submetric,avg_links_len,2,mse,0.025719299912452698
finetune,fi,single_submetric,avg_links_len,2,rmse,0.16037237889503508
finetune,fi,single_submetric,avg_links_len,2,r2,-0.418110728263855
finetune,fi,single_submetric,avg_links_len,3,loss,0.023608906726752008
finetune,fi,single_submetric,avg_links_len,3,mse,0.023668987676501274
finetune,fi,single_submetric,avg_links_len,3,rmse,0.1538472868675339
finetune,fi,single_submetric,avg_links_len,3,r2,-0.3050605058670044
finetune,fi,single_submetric,avg_max_depth,1,loss,0.03395341682646956
finetune,fi,single_submetric,avg_max_depth,1,mse,0.033956099301576614
finetune,fi,single_submetric,avg_max_depth,1,rmse,0.18427180821161063
finetune,fi,single_submetric,avg_max_depth,1,r2,-0.11356651782989502
finetune,fi,single_submetric,avg_max_depth,2,loss,0.03094590162592275
finetune,fi,single_submetric,avg_max_depth,2,mse,0.03097456507384777
finetune,fi,single_submetric,avg_max_depth,2,rmse,0.17599592345803858
finetune,fi,single_submetric,avg_max_depth,2,r2,-0.015789270401000977
finetune,fi,single_submetric,avg_max_depth,3,loss,0.03015632421842643
finetune,fi,single_submetric,avg_max_depth,3,mse,0.030186984688043594
finetune,fi,single_submetric,avg_max_depth,3,rmse,0.17374402058212995
finetune,fi,single_submetric,avg_max_depth,3,r2,0.010038971900939941
finetune,fi,single_submetric,avg_subordinate_chain_len,1,loss,0.048860587046614716
finetune,fi,single_submetric,avg_subordinate_chain_len,1,mse,0.04894337058067322
finetune,fi,single_submetric,avg_subordinate_chain_len,1,rmse,0.22123148641337928
finetune,fi,single_submetric,avg_subordinate_chain_len,1,r2,-0.10248637199401855
finetune,fi,single_submetric,avg_subordinate_chain_len,2,loss,0.05206576096160071
finetune,fi,single_submetric,avg_subordinate_chain_len,2,mse,0.05214604735374451
finetune,fi,single_submetric,avg_subordinate_chain_len,2,rmse,0.22835509049229558
finetune,fi,single_submetric,avg_subordinate_chain_len,2,r2,-0.1746290922164917
finetune,fi,single_submetric,avg_subordinate_chain_len,3,loss,0.052683300737823756
finetune,fi,single_submetric,avg_subordinate_chain_len,3,mse,0.05277940258383751
finetune,fi,single_submetric,avg_subordinate_chain_len,3,rmse,0.22973768211557613
finetune,fi,single_submetric,avg_subordinate_chain_len,3,r2,-0.1888958215713501
finetune,fi,single_submetric,avg_verb_edges,1,loss,0.090634252343859
finetune,fi,single_submetric,avg_verb_edges,1,mse,0.09064892679452896
finetune,fi,single_submetric,avg_verb_edges,1,rmse,0.30107960208976126
finetune,fi,single_submetric,avg_verb_edges,1,r2,-0.2810450792312622
finetune,fi,single_submetric,avg_verb_edges,2,loss,0.08587705556835447
finetune,fi,single_submetric,avg_verb_edges,2,mse,0.08588621765375137
finetune,fi,single_submetric,avg_verb_edges,2,rmse,0.2930635044725825
finetune,fi,single_submetric,avg_verb_edges,2,r2,-0.2137387990951538
finetune,fi,single_submetric,avg_verb_edges,3,loss,0.08890221693686076
finetune,fi,single_submetric,avg_verb_edges,3,mse,0.08887450397014618
finetune,fi,single_submetric,avg_verb_edges,3,rmse,0.2981182717817648
finetune,fi,single_submetric,avg_verb_edges,3,r2,-0.2559690475463867
finetune,fi,single_submetric,lexical_density,1,loss,0.054322607815265656
finetune,fi,single_submetric,lexical_density,1,mse,0.054578736424446106
finetune,fi,single_submetric,lexical_density,1,rmse,0.2336209246288656
finetune,fi,single_submetric,lexical_density,1,r2,-0.2204519510269165
finetune,fi,single_submetric,lexical_density,2,loss,0.04751653064574514
finetune,fi,single_submetric,lexical_density,2,mse,0.04782301187515259
finetune,fi,single_submetric,lexical_density,2,rmse,0.21868473169188696
finetune,fi,single_submetric,lexical_density,2,r2,-0.06938517093658447
finetune,fi,single_submetric,lexical_density,3,loss,0.049949980207851956
finetune,fi,single_submetric,lexical_density,3,mse,0.05026404932141304
finetune,fi,single_submetric,lexical_density,3,rmse,0.22419645251745854
finetune,fi,single_submetric,lexical_density,3,r2,-0.1239699125289917
finetune,fi,single_submetric,n_tokens,1,loss,0.014615147175001246
finetune,fi,single_submetric,n_tokens,1,mse,0.014740683138370514
finetune,fi,single_submetric,n_tokens,1,rmse,0.12141121504362978
finetune,fi,single_submetric,n_tokens,1,r2,-0.06611788272857666
finetune,fi,single_submetric,n_tokens,2,loss,0.015389252720134599
finetune,fi,single_submetric,n_tokens,2,mse,0.015519808977842331
finetune,fi,single_submetric,n_tokens,2,rmse,0.12457852534783967
finetune,fi,single_submetric,n_tokens,2,r2,-0.12246811389923096
finetune,fi,single_submetric,n_tokens,3,loss,0.013862603610115392
finetune,fi,single_submetric,n_tokens,3,mse,0.013997429050505161
finetune,fi,single_submetric,n_tokens,3,rmse,0.11831073091864981
finetune,fi,single_submetric,n_tokens,3,r2,-0.012362122535705566
finetune,id,single_submetric,avg_links_len,1,loss,0.04014098537819726
finetune,id,single_submetric,avg_links_len,1,mse,0.04004240781068802
finetune,id,single_submetric,avg_links_len,1,rmse,0.200105991441256
finetune,id,single_submetric,avg_links_len,1,r2,-0.8036466836929321
finetune,id,single_submetric,avg_links_len,2,loss,0.02919845176594598
finetune,id,single_submetric,avg_links_len,2,mse,0.02899622544646263
finetune,id,single_submetric,avg_links_len,2,rmse,0.1702827808278413
finetune,id,single_submetric,avg_links_len,2,r2,-0.30608880519866943
finetune,id,single_submetric,avg_links_len,3,loss,0.035757353263241906
finetune,id,single_submetric,avg_links_len,3,mse,0.03558593988418579
finetune,id,single_submetric,avg_links_len,3,rmse,0.18864235972915996
finetune,id,single_submetric,avg_links_len,3,r2,-0.602912187576294
finetune,id,single_submetric,avg_max_depth,1,loss,0.03258135435836656
finetune,id,single_submetric,avg_max_depth,1,mse,0.03273671865463257
finetune,id,single_submetric,avg_max_depth,1,rmse,0.18093291202717257
finetune,id,single_submetric,avg_max_depth,1,r2,-0.01615726947784424
finetune,id,single_submetric,avg_max_depth,2,loss,0.03416493641478675
finetune,id,single_submetric,avg_max_depth,2,mse,0.03428806737065315
finetune,id,single_submetric,avg_max_depth,2,rmse,0.18517037390104593
finetune,id,single_submetric,avg_max_depth,2,r2,-0.06431162357330322
finetune,id,single_submetric,avg_max_depth,3,loss,0.0354659091681242
finetune,id,single_submetric,avg_max_depth,3,mse,0.03551343455910683
finetune,id,single_submetric,avg_max_depth,3,rmse,0.18845008505996177
finetune,id,single_submetric,avg_max_depth,3,r2,-0.10234737396240234
finetune,id,single_submetric,avg_subordinate_chain_len,1,loss,0.06529803414429937
finetune,id,single_submetric,avg_subordinate_chain_len,1,mse,0.06572070717811584
finetune,id,single_submetric,avg_subordinate_chain_len,1,rmse,0.25636050237529934
finetune,id,single_submetric,avg_subordinate_chain_len,1,r2,-0.2534705400466919
finetune,id,single_submetric,avg_subordinate_chain_len,2,loss,0.0745309330523014
finetune,id,single_submetric,avg_subordinate_chain_len,2,mse,0.07511546462774277
finetune,id,single_submetric,avg_subordinate_chain_len,2,rmse,0.2740720062825512
finetune,id,single_submetric,avg_subordinate_chain_len,2,r2,-0.4326537847518921
finetune,id,single_submetric,avg_subordinate_chain_len,3,loss,0.06549545962895666
finetune,id,single_submetric,avg_subordinate_chain_len,3,mse,0.06594621390104294
finetune,id,single_submetric,avg_subordinate_chain_len,3,rmse,0.2567999491842686
finetune,id,single_submetric,avg_subordinate_chain_len,3,r2,-0.25777149200439453
finetune,id,single_submetric,avg_verb_edges,1,loss,0.0670016376035554
finetune,id,single_submetric,avg_verb_edges,1,mse,0.06661659479141235
finetune,id,single_submetric,avg_verb_edges,1,rmse,0.2581019077639922
finetune,id,single_submetric,avg_verb_edges,1,r2,-0.04300129413604736
finetune,id,single_submetric,avg_verb_edges,2,loss,0.06772806601864952
finetune,id,single_submetric,avg_verb_edges,2,mse,0.06744862347841263
finetune,id,single_submetric,avg_verb_edges,2,rmse,0.2597087281521602
finetune,id,single_submetric,avg_verb_edges,2,r2,-0.05602824687957764
finetune,id,single_submetric,avg_verb_edges,3,loss,0.06750540701406342
finetune,id,single_submetric,avg_verb_edges,3,mse,0.06708836555480957
finetune,id,single_submetric,avg_verb_edges,3,rmse,0.25901421882747977
finetune,id,single_submetric,avg_verb_edges,3,r2,-0.05038774013519287
finetune,id,single_submetric,lexical_density,1,loss,0.04790738836995193
finetune,id,single_submetric,lexical_density,1,mse,0.04823343828320503
finetune,id,single_submetric,lexical_density,1,rmse,0.21962112440110362
finetune,id,single_submetric,lexical_density,1,r2,-0.17874479293823242
finetune,id,single_submetric,lexical_density,2,loss,0.04880108391599996
finetune,id,single_submetric,lexical_density,2,mse,0.04912172257900238
finetune,id,single_submetric,lexical_density,2,rmse,0.22163420895476035
finetune,id,single_submetric,lexical_density,2,r2,-0.20045292377471924
finetune,id,single_submetric,lexical_density,3,loss,0.04733646794089249
finetune,id,single_submetric,lexical_density,3,mse,0.04768901690840721
finetune,id,single_submetric,lexical_density,3,rmse,0.21837815116995385
finetune,id,single_submetric,lexical_density,3,r2,-0.16543996334075928
finetune,id,single_submetric,n_tokens,1,loss,0.03308912459760904
finetune,id,single_submetric,n_tokens,1,mse,0.03308543935418129
finetune,id,single_submetric,n_tokens,1,rmse,0.18189403331110476
finetune,id,single_submetric,n_tokens,1,r2,-0.12000381946563721
finetune,id,single_submetric,n_tokens,2,loss,0.033316860374595435
finetune,id,single_submetric,n_tokens,2,mse,0.03333374857902527
finetune,id,single_submetric,n_tokens,2,rmse,0.18257532302867566
finetune,id,single_submetric,n_tokens,2,r2,-0.12840962409973145
finetune,id,single_submetric,n_tokens,3,loss,0.03395323508552143
finetune,id,single_submetric,n_tokens,3,mse,0.033936113119125366
finetune,id,single_submetric,n_tokens,3,rmse,0.18421757006085324
finetune,id,single_submetric,n_tokens,3,r2,-0.14880084991455078
finetune,ja,single_submetric,avg_links_len,1,loss,0.10897469893097878
finetune,ja,single_submetric,avg_links_len,1,mse,0.10810594260692596
finetune,ja,single_submetric,avg_links_len,1,rmse,0.3287946815368612
finetune,ja,single_submetric,avg_links_len,1,r2,-1.5425286293029785
finetune,ja,single_submetric,avg_links_len,2,loss,0.1093522384762764
finetune,ja,single_submetric,avg_links_len,2,mse,0.10845249891281128
finetune,ja,single_submetric,avg_links_len,2,rmse,0.32932127005829925
finetune,ja,single_submetric,avg_links_len,2,r2,-1.5506792068481445
finetune,ja,single_submetric,avg_links_len,3,loss,0.10857097121576469
finetune,ja,single_submetric,avg_links_len,3,mse,0.10770505666732788
finetune,ja,single_submetric,avg_links_len,3,rmse,0.3281844857200411
finetune,ja,single_submetric,avg_links_len,3,r2,-1.5331003665924072
finetune,ja,single_submetric,avg_max_depth,1,loss,0.08560166197518508
finetune,ja,single_submetric,avg_max_depth,1,mse,0.08713167905807495
finetune,ja,single_submetric,avg_max_depth,1,rmse,0.2951807565849694
finetune,ja,single_submetric,avg_max_depth,1,r2,-0.28720927238464355
finetune,ja,single_submetric,avg_max_depth,2,loss,0.08503291259209315
finetune,ja,single_submetric,avg_max_depth,2,mse,0.08646593987941742
finetune,ja,single_submetric,avg_max_depth,2,rmse,0.2940509137537536
finetune,ja,single_submetric,avg_max_depth,2,r2,-0.277374267578125
finetune,ja,single_submetric,avg_max_depth,3,loss,0.0793566033244133
finetune,ja,single_submetric,avg_max_depth,3,mse,0.08062709867954254
finetune,ja,single_submetric,avg_max_depth,3,rmse,0.2839491128345756
finetune,ja,single_submetric,avg_max_depth,3,r2,-0.19111621379852295
finetune,ja,single_submetric,avg_subordinate_chain_len,1,loss,0.08926897806425889
finetune,ja,single_submetric,avg_subordinate_chain_len,1,mse,0.09095422923564911
finetune,ja,single_submetric,avg_subordinate_chain_len,1,rmse,0.3015861887349106
finetune,ja,single_submetric,avg_subordinate_chain_len,1,r2,-0.2360706329345703
finetune,ja,single_submetric,avg_subordinate_chain_len,2,loss,0.09096283217271169
finetune,ja,single_submetric,avg_subordinate_chain_len,2,mse,0.09269443899393082
finetune,ja,single_submetric,avg_subordinate_chain_len,2,rmse,0.3044576144456414
finetune,ja,single_submetric,avg_subordinate_chain_len,2,r2,-0.2597200870513916
finetune,ja,single_submetric,avg_subordinate_chain_len,3,loss,0.08385497704148293
finetune,ja,single_submetric,avg_subordinate_chain_len,3,mse,0.08534815162420273
finetune,ja,single_submetric,avg_subordinate_chain_len,3,rmse,0.29214405971062074
finetune,ja,single_submetric,avg_subordinate_chain_len,3,r2,-0.15988397598266602
finetune,ja,single_submetric,avg_verb_edges,1,loss,0.1068526121477286
finetune,ja,single_submetric,avg_verb_edges,1,mse,0.10839679092168808
finetune,ja,single_submetric,avg_verb_edges,1,rmse,0.3292366791863994
finetune,ja,single_submetric,avg_verb_edges,1,r2,-0.1347261667251587
finetune,ja,single_submetric,avg_verb_edges,2,loss,0.10704585661490758
finetune,ja,single_submetric,avg_verb_edges,2,mse,0.10878295451402664
finetune,ja,single_submetric,avg_verb_edges,2,rmse,0.32982261067735585
finetune,ja,single_submetric,avg_verb_edges,2,r2,-0.13876855373382568
finetune,ja,single_submetric,avg_verb_edges,3,loss,0.10442986401418845
finetune,ja,single_submetric,avg_verb_edges,3,mse,0.10595972836017609
finetune,ja,single_submetric,avg_verb_edges,3,rmse,0.3255145593674361
finetune,ja,single_submetric,avg_verb_edges,3,r2,-0.10921430587768555
finetune,ja,single_submetric,lexical_density,1,loss,0.06240018270909786
finetune,ja,single_submetric,lexical_density,1,mse,0.06305631995201111
finetune,ja,single_submetric,lexical_density,1,rmse,0.2511101749272839
finetune,ja,single_submetric,lexical_density,1,r2,-0.20335590839385986
finetune,ja,single_submetric,lexical_density,2,loss,0.06354384745160739
finetune,ja,single_submetric,lexical_density,2,mse,0.06425818055868149
finetune,ja,single_submetric,lexical_density,2,rmse,0.25349197336144885
finetune,ja,single_submetric,lexical_density,2,r2,-0.22629201412200928
finetune,ja,single_submetric,lexical_density,3,loss,0.06390162681539853
finetune,ja,single_submetric,lexical_density,3,mse,0.06457299739122391
finetune,ja,single_submetric,lexical_density,3,rmse,0.25411217481896436
finetune,ja,single_submetric,lexical_density,3,r2,-0.23229992389678955
finetune,ja,single_submetric,n_tokens,1,loss,0.06000568407277266
finetune,ja,single_submetric,n_tokens,1,mse,0.06006373092532158
finetune,ja,single_submetric,n_tokens,1,rmse,0.24507902995834135
finetune,ja,single_submetric,n_tokens,1,r2,-0.006793498992919922
finetune,ja,single_submetric,n_tokens,2,loss,0.061410405983527504
finetune,ja,single_submetric,n_tokens,2,mse,0.06151346489787102
finetune,ja,single_submetric,n_tokens,2,rmse,0.24801908172128817
finetune,ja,single_submetric,n_tokens,2,r2,-0.031094074249267578
finetune,ja,single_submetric,n_tokens,3,loss,0.060041420782605805
finetune,ja,single_submetric,n_tokens,3,mse,0.05992601066827774
finetune,ja,single_submetric,n_tokens,3,rmse,0.24479789759774845
finetune,ja,single_submetric,n_tokens,3,r2,-0.004485130310058594
finetune,ko,single_submetric,avg_links_len,1,loss,0.02570464209254299
finetune,ko,single_submetric,avg_links_len,1,mse,0.025881728157401085
finetune,ko,single_submetric,avg_links_len,1,rmse,0.1608779915258799
finetune,ko,single_submetric,avg_links_len,1,r2,-0.12471222877502441
finetune,ko,single_submetric,avg_links_len,2,loss,0.02609948574432305
finetune,ko,single_submetric,avg_links_len,2,mse,0.026264844462275505
finetune,ko,single_submetric,avg_links_len,2,rmse,0.1620643219906081
finetune,ko,single_submetric,avg_links_len,2,r2,-0.14136087894439697
finetune,ko,single_submetric,avg_links_len,3,loss,0.027807113049285754
finetune,ko,single_submetric,avg_links_len,3,mse,0.027957748621702194
finetune,ko,single_submetric,avg_links_len,3,rmse,0.16720570750336902
finetune,ko,single_submetric,avg_links_len,3,r2,-0.2149275541305542
finetune,ko,single_submetric,avg_max_depth,1,loss,0.035633670166134834
finetune,ko,single_submetric,avg_max_depth,1,mse,0.035781748592853546
finetune,ko,single_submetric,avg_max_depth,1,rmse,0.18916064229340507
finetune,ko,single_submetric,avg_max_depth,1,r2,-0.0248258113861084
finetune,ko,single_submetric,avg_max_depth,2,loss,0.03676109441689083
finetune,ko,single_submetric,avg_max_depth,2,mse,0.03688262030482292
finetune,ko,single_submetric,avg_max_depth,2,rmse,0.19204848425546847
finetune,ko,single_submetric,avg_max_depth,2,r2,-0.056355953216552734
finetune,ko,single_submetric,avg_max_depth,3,loss,0.038047883925693374
finetune,ko,single_submetric,avg_max_depth,3,mse,0.038148242980241776
finetune,ko,single_submetric,avg_max_depth,3,rmse,0.1953157520023456
finetune,ko,single_submetric,avg_max_depth,3,r2,-0.0926046371459961
finetune,ko,single_submetric,avg_subordinate_chain_len,1,loss,0.05304475820490292
finetune,ko,single_submetric,avg_subordinate_chain_len,1,mse,0.05304088070988655
finetune,ko,single_submetric,avg_subordinate_chain_len,1,rmse,0.2303060587780672
finetune,ko,single_submetric,avg_subordinate_chain_len,1,r2,-0.0496828556060791
finetune,ko,single_submetric,avg_subordinate_chain_len,2,loss,0.051817560834544044
finetune,ko,single_submetric,avg_subordinate_chain_len,2,mse,0.05178763344883919
finetune,ko,single_submetric,avg_subordinate_chain_len,2,rmse,0.22756896415996447
finetune,ko,single_submetric,avg_subordinate_chain_len,2,r2,-0.02488088607788086
finetune,ko,single_submetric,avg_subordinate_chain_len,3,loss,0.05538183131388256
finetune,ko,single_submetric,avg_subordinate_chain_len,3,mse,0.05537126213312149
finetune,ko,single_submetric,avg_subordinate_chain_len,3,rmse,0.23531099025145744
finetune,ko,single_submetric,avg_subordinate_chain_len,3,r2,-0.09580123424530029
finetune,ko,single_submetric,avg_verb_edges,1,loss,0.034576445019670894
finetune,ko,single_submetric,avg_verb_edges,1,mse,0.03453175723552704
finetune,ko,single_submetric,avg_verb_edges,1,rmse,0.1858272241506261
finetune,ko,single_submetric,avg_verb_edges,1,r2,0.004681289196014404
finetune,ko,single_submetric,avg_verb_edges,2,loss,0.03481503762304783
finetune,ko,single_submetric,avg_verb_edges,2,mse,0.03477902337908745
finetune,ko,single_submetric,avg_verb_edges,2,rmse,0.18649134934116232
finetune,ko,single_submetric,avg_verb_edges,2,r2,-0.002445697784423828
finetune,ko,single_submetric,avg_verb_edges,3,loss,0.03481039271822998
finetune,ko,single_submetric,avg_verb_edges,3,mse,0.03476539999246597
finetune,ko,single_submetric,avg_verb_edges,3,rmse,0.1864548202446533
finetune,ko,single_submetric,avg_verb_edges,3,r2,-0.0020530223846435547
finetune,ko,single_submetric,lexical_density,1,loss,0.0760460974914687
finetune,ko,single_submetric,lexical_density,1,mse,0.07616611570119858
finetune,ko,single_submetric,lexical_density,1,rmse,0.2759820930806899
finetune,ko,single_submetric,lexical_density,1,r2,-0.9053663015365601
finetune,ko,single_submetric,lexical_density,2,loss,0.07686996938926834
finetune,ko,single_submetric,lexical_density,2,mse,0.0769684687256813
finetune,ko,single_submetric,lexical_density,2,rmse,0.27743191728004424
finetune,ko,single_submetric,lexical_density,2,r2,-0.9254378080368042
finetune,ko,single_submetric,lexical_density,3,loss,0.07826767755406243
finetune,ko,single_submetric,lexical_density,3,mse,0.07840308547019958
finetune,ko,single_submetric,lexical_density,3,rmse,0.28000550971400473
finetune,ko,single_submetric,lexical_density,3,r2,-0.961326003074646
finetune,ko,single_submetric,n_tokens,1,loss,0.07544239876525742
finetune,ko,single_submetric,n_tokens,1,mse,0.07490625232458115
finetune,ko,single_submetric,n_tokens,1,rmse,0.2736900661781153
finetune,ko,single_submetric,n_tokens,1,r2,-0.7962884902954102
finetune,ko,single_submetric,n_tokens,2,loss,0.07402194610663823
finetune,ko,single_submetric,n_tokens,2,mse,0.07348570227622986
finetune,ko,single_submetric,n_tokens,2,rmse,0.2710824639777163
finetune,ko,single_submetric,n_tokens,2,r2,-0.7622230052947998
finetune,ko,single_submetric,n_tokens,3,loss,0.07591539674571582
finetune,ko,single_submetric,n_tokens,3,mse,0.07537295669317245
finetune,ko,single_submetric,n_tokens,3,rmse,0.2745413569813708
finetune,ko,single_submetric,n_tokens,3,r2,-0.8074802160263062
finetune,ru,single_submetric,avg_links_len,1,loss,0.01624811746712242
finetune,ru,single_submetric,avg_links_len,1,mse,0.016193313524127007
finetune,ru,single_submetric,avg_links_len,1,rmse,0.12725295094467165
finetune,ru,single_submetric,avg_links_len,1,r2,0.03868991136550903
finetune,ru,single_submetric,avg_links_len,2,loss,0.017248015850782394
finetune,ru,single_submetric,avg_links_len,2,mse,0.017177080735564232
finetune,ru,single_submetric,avg_links_len,2,rmse,0.13106136248171782
finetune,ru,single_submetric,avg_links_len,2,r2,-0.019711017608642578
