unique_id,text,language,type,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens
ko_polar_172,"운동가들의 연설이라고 하면 절대적 빈곤, 지하실 셋방, 벌집, 노점상, 철거민 등등이 떠오르는 것은 비단 나뿐일까?",korean,polar,2.7857142857142856,7.0,2.0,2.0,0.9333333333333333,20
ko_polar_173,김영삼 정부는 한국 자본주의병을 치료할 수 있을까?,korean,polar,1.3333333333333333,2.0,0,3.0,1.0,8
ko_polar_174,이 문제를 고칠 수 있을 것인가?,korean,polar,1.4,2.0,1.0,1.5,0.8333333333333334,7
ko_polar_175,그 혼란을 국민이 감당하려 할 것인가?,korean,polar,1.4,2.0,1.0,1.5,0.6666666666666666,7
ko_polar_176,특히 부패하고 정의롭지 못한 정부를 믿고 국민들이 그 어려움을 감당하려 할 것인가?,korean,polar,1.8181818181818181,4.0,1.0,1.0,0.6666666666666666,13
ko_polar_177,그러나 이것은 사람이면 당연한 일 아닌가?,korean,polar,2.6,3.0,0,0.0,0.5,7
ko_polar_178,어거지인가?,korean,polar,0,0.0,0,0.0,1.0,2
ko_polar_179,해안 가까이의 바다가 얼 준비를 하는가?,korean,polar,1.4,3.0,1.0,1.0,1.0,7
ko_polar_180,평소 마리안소만 안쪽에서는 펭귄이 없었는데 펭귄 군서지에서 육지를 횡단했나?,korean,polar,2.0,3.0,0,3.0,0.8888888888888888,10
ko_polar_181,아니면 요 며칠 눈보라 칠 때 마리안소만 안쪽으로 피신했는가?,korean,polar,2.25,4.0,1.0,2.5,0.8888888888888888,10
ko_polar_182,오너르 콜린스 하버 쪽으로 간 펭귄들이 그렇게 남아있는 무리인가?,korean,polar,1.625,5.0,1.0,1.3333333333333333,0.8888888888888888,10
ko_polar_183,남극의 엄숙한 겨울에 자숙함일까?,korean,polar,1.3333333333333333,2.0,0,0.5,1.0,5
ko_polar_184,길을 잃고 아직도 돌아가지 못했을까?,korean,polar,1.25,2.0,1.0,1.0,0.8,6
ko_polar_185,오늘 오후의 영하 24.0가 끝인가?,korean,polar,1.25,3.0,0,1.0,0.8,6
ko_polar_186,그렇다고 영국이 몰락한 것일까?,korean,polar,1.3333333333333333,2.0,1.0,1.0,1.0,5
ko_polar_187,"지금 영국 수준의 도로망과 철도망을 갖추려면 50 년, 100 년 안에 가능할 수 있을까?",korean,polar,1.8461538461538463,5.0,0,2.0,0.7142857142857143,16
ko_polar_188,우리가 또는 일본에게 짓밟혓던 동남 아시아의 나라들이 다시 일본의 천황 밑에 모여들 수 있을까?,korean,polar,2.8461538461538463,4.0,1.0,2.5,0.8571428571428571,15
ko_polar_189,그럴 수가 있는가?,korean,polar,1.0,2.0,0,0.0,1.0,4
ko_polar_190,"빅토리아 시대, 전세계에 걸친 제국으로 있던 그때의 향수 때문이 아닐까?",korean,polar,1.5555555555555556,7.0,1.0,1.0,0.9,12
ko_polar_191,과연 영국에는 패션이 없는가?,korean,polar,2.0,1.0,0,0,1.0,5
ko_polar_192,헤겔이 이러한 사태에 직면하여 재차 고대의 변증법에 생기를 불어 넣어 소생시키려 했던 것은 어떠한 방법으로 설명된다는 것인가?,korean,polar,2.5,5.0,1.0,1.2,0.7647058823529411,18
ko_polar_193,그렇지만 헤겔은 설령 개별적인 관점에서 플라톤을 오해하고 있다고 하더라도 결국 전체로서는 플라톤을 바르게 이해하고 있는 것은 아닐까?,korean,polar,3.75,5.0,1.5,3.3333333333333335,0.7647058823529411,18
ko_polar_194,헤겔이 플라톤의 소피스테스 편 속에 동일성과 차이성이라는 반성 규정에 관한 변증법을 재인식하였을 때 그것이 옳은 것은 아닐까?,korean,polar,2.25,7.0,1.0,1.6666666666666667,0.8823529411764706,18
ko_polar_195,정신의 어떠한 형태가 등장하고 그것들이 어떠한 연결 방식으로 잇달아 나타나는가?,korean,polar,2.2222222222222223,4.0,0,0.6666666666666666,0.7,11
ko_polar_196,우리는 어떠한 경제체제 아래서 살고 있는가?,korean,polar,1.6,3.0,0,1.0,0.6666666666666666,7
