language,model_type,task,split,submetric,layer,metric,real,control1,control2,control3,control_mean,selectivity,normalized_selectivity
ar,probe,single_submetric,test,lexical_density,,mse,0.0544430054724216,0.0591279566287994,0.0620820671319961,0.0608122274279594,0.060674083729584966,0.006231078257163368,10.269752543663161
ar,probe,single_submetric,test,lexical_density,,rmse,0.2333302498014812,0.2431624079268821,0.2491627322293527,0.2466013532565452,0.2463088311375933,0.0129785813361121,5.269231020329105
ar,probe,single_submetric,test,lexical_density,,r2,0.0618199110031127,-0.0189126729965209,-0.0698189735412597,-0.0479365587234497,-0.0455560684204101,0.10737597942352281,-235.70071594548762
ar,probe,single_submetric,test,n_tokens,,loss,0.0454088095575571,0.0912698343396186,0.0895224899053573,0.0894577734172344,0.09008336588740344,0.04467455632984634,49.59245904031355
ar,probe,single_submetric,test,n_tokens,,mse,0.044227086007595,0.0893567502498626,0.0876324549317359,0.0876170545816421,0.08820208658774686,0.043975000580151864,49.857097809589604
ar,probe,single_submetric,test,n_tokens,,rmse,0.2103023680503742,0.2989259946037859,0.2960277941878701,0.2960017813825487,0.2969851900580682,0.08668282200769403,29.187590798970586
ar,probe,single_submetric,test,n_tokens,,r2,0.4095402956008911,-0.1929694414138794,-0.169948935508728,-0.1697434186935424,-0.17755393187204993,0.587094227472941,-330.65684397009954
en,probe,single_submetric,test,avg_links_len,,loss,0.0116249449285013,0.0161509310294474,0.0135802362513329,0.0128194063103624,0.0141835245303809,0.0025585796018796,18.039095969405633
en,probe,single_submetric,test,avg_links_len,,mse,0.0114889563992619,0.0159695725888013,0.0134285744279623,0.0126653360202908,0.014021161012351466,0.0025322046130895667,18.059878285820318
en,probe,single_submetric,test,avg_links_len,,rmse,0.1071865495258707,0.1263707742668429,0.1158817260311663,0.1125403750673101,0.11826429178843977,0.011077742262569065,9.36693747119019
en,probe,single_submetric,test,avg_links_len,,r2,-0.2352226972579956,-0.7169513702392578,-0.4437586069107055,-0.3616998195648193,-0.5074699322382609,0.27224723498026526,-53.64795383629609
en,probe,single_submetric,test,avg_max_depth,,loss,0.021838882405843,0.0307363897029842,0.0300942729892475,0.0306812454281108,0.0305039693734475,0.008665086967604502,28.406424296856
en,probe,single_submetric,test,avg_max_depth,,mse,0.0218313056975603,0.0307198762893676,0.0300963930785655,0.0306619778275489,0.030492749065160668,0.008661443367600368,28.404927837406614
en,probe,single_submetric,test,avg_max_depth,,rmse,0.1477542070384471,0.1752708654892982,0.1734831204427842,0.1751056190633212,0.1746198683318012,0.026865661293354104,15.385225948232728
en,probe,single_submetric,test,avg_max_depth,,r2,0.2277223467826843,-0.0867089033126831,-0.0646532773971557,-0.0846606492996215,-0.0786742766698201,0.3063966234525044,-389.44955889253174
en,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0312187372307692,0.0323603068079267,0.0354393310844898,0.0320238585450819,0.03327449881249947,0.0020557615817302713,6.178189469702938
en,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0309578478336334,0.0320612899959087,0.0351179353892803,0.031733576208353,0.032970933864514,0.0020130860308806044,6.10563849708622
en,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.1759484237884313,0.179056666996537,0.18739779985176,0.1781392045798819,0.181531223809393,0.005582800020961676,3.0753938103913145
en,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.2657396793365478,-0.3108549118041992,-0.4358285665512085,-0.2974560260772705,-0.3480465014775594,0.08230682214101159,-23.648225680072926
en,probe,single_submetric,test,avg_verb_edges,,loss,0.0565684176981449,0.0840753657477242,0.0664044411054679,0.0833278585757528,0.07793588847631497,0.02136747077817007,27.41672828258541
en,probe,single_submetric,test,avg_verb_edges,,mse,0.0567182786762714,0.0839863270521164,0.0665710493922233,0.0833014920353889,0.07795295615990953,0.021234677483638137,27.240374874402683
en,probe,single_submetric,test,avg_verb_edges,,rmse,0.2381559965154592,0.2898039458877611,0.2580136612511503,0.2886199785797735,0.27881252857289496,0.040656532057435746,14.582031971639386
en,probe,single_submetric,test,avg_verb_edges,,r2,0.0464972257614135,-0.4119116067886352,-0.1191397905349731,-0.4003987312316894,-0.31048337618509925,0.35698060194651277,-114.97575372077038
en,probe,single_submetric,test,lexical_density,,loss,0.0298820808529853,0.0292402104075465,0.0298730033848966,0.0362916743116719,0.031801629368038334,0.001919548515053035,6.0360068122240405
en,probe,single_submetric,test,lexical_density,,mse,0.0298007111996412,0.0293308552354574,0.0299590528011322,0.0362299904227256,0.03183996615310507,0.0020392549534638676,6.404702013996951
en,probe,single_submetric,test,lexical_density,,rmse,0.1726288249384824,0.1712625330755604,0.1730868360134074,0.1903417726688644,0.17823038058594406,0.005601555647461676,3.1428736386278224
en,probe,single_submetric,test,lexical_density,,r2,-0.0415316820144653,-0.0251102447509765,-0.0470656156539917,-0.266234278678894,-0.11280337969462073,0.07127169768015543,-63.182236093546905
en,probe,single_submetric,test,n_tokens,,loss,0.010031568352133,0.0256829070193426,0.030400558241776,0.0252332006181989,0.02710555529310583,0.017073986940972834,62.990729230016996
en,probe,single_submetric,test,n_tokens,,mse,0.0100658629089593,0.0257433708757162,0.0304952580481767,0.0252863280475139,0.027174985657135598,0.017109122748176296,62.95908658072755
en,probe,single_submetric,test,n_tokens,,rmse,0.1003287740828093,0.1604474084418823,0.1746289152694271,0.1590167539837043,0.16469769256500455,0.06436891848219525,39.08307243393193
en,probe,single_submetric,test,n_tokens,,r2,0.4678242206573486,-0.3610357046127319,-0.61226487159729,-0.3368721008300781,-0.4367242256800334,0.904548446337382,-207.1211975770038
fi,probe,single_submetric,test,avg_links_len,,loss,0.0351889479373182,0.0371665651244776,0.0419327568794999,0.0408164637961557,0.0399719286000444,0.0047829806627261995,11.965849110220033
fi,probe,single_submetric,test,avg_links_len,,mse,0.0352431163191795,0.037271499633789,0.0420491248369216,0.0409243293106555,0.04008165126045537,0.004838534941275868,12.071695624101135
fi,probe,single_submetric,test,avg_links_len,,rmse,0.1877315006043992,0.1930582804072103,0.2050588326235222,0.2022976255685063,0.20013824619974627,0.012406745595347074,6.199087796025067
fi,probe,single_submetric,test,avg_links_len,,r2,-0.94323468208313,-1.0550758838653564,-1.3185045719146729,-1.2564854621887207,-1.21002197265625,0.26678729057312,-22.04813603404791
fi,probe,single_submetric,test,avg_max_depth,,loss,0.0230304947389023,0.0352981883500303,0.0398725367018154,0.0366887955793312,0.037286506877058964,0.014256012138156665,38.23370257010552
fi,probe,single_submetric,test,avg_max_depth,,mse,0.0231293924152851,0.035386573523283,0.0400183089077472,0.036833357065916,0.03741274649898207,0.014283354083696968,38.177774743390174
fi,probe,single_submetric,test,avg_max_depth,,rmse,0.1520835047442197,0.1881131933791008,0.2000457670328149,0.1919201841024441,0.19335971483811995,0.041276210093900256,21.346850934516816
fi,probe,single_submetric,test,avg_max_depth,,r2,0.2414878010749817,-0.1604779958724975,-0.3123724460601806,-0.2079241275787353,-0.22692485650380445,0.46841265757878614,-206.41751846648546
fi,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0589304970843451,0.0669169165194034,0.069962200309549,0.0689681379922798,0.0686157516070774,0.009685254522732306,14.115205759450305
fi,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0590739883482456,0.0670738145709037,0.0701390206813812,0.0691545233130455,0.0687891195217768,0.009715131173531198,14.123063706980066
fi,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2430514109159739,0.2589861281437748,0.2648377251854071,0.2629724763412428,0.26226544322347495,0.019214032307501044,7.326177658536917
fi,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.3306862115859985,-0.5108882188796997,-0.5799342393875122,-0.5577578544616699,-0.5495267709096273,0.21884055932362884,-39.82345736521331
fi,probe,single_submetric,test,avg_verb_edges,,loss,0.0929026502583708,0.1120332106947898,0.0994551304195608,0.1043081677385738,0.10526550295097481,0.01236285269260401,11.744448414749652
fi,probe,single_submetric,test,avg_verb_edges,,mse,0.0928684845566749,0.1120701804757118,0.0994573086500167,0.1042903438210487,0.10527261098225905,0.012404126425584153,11.782861952264625
fi,probe,single_submetric,test,avg_verb_edges,,rmse,0.3047433092894329,0.3347688463338723,0.3153685283125391,0.3229401551697291,0.32435917660538016,0.019615867315947277,6.047575875990156
fi,probe,single_submetric,test,avg_verb_edges,,r2,-0.3124117851257324,-0.5837689638137817,-0.4055246114730835,-0.4738248586654663,-0.48770614465077716,0.17529435952504474,-35.94261861321525
fi,probe,single_submetric,test,lexical_density,,loss,0.0414729927267347,0.0457376547689948,0.0479951966553926,0.049541027950389,0.047757959791592135,0.006284967064857434,13.160040948742354
fi,probe,single_submetric,test,lexical_density,,mse,0.0416616387665271,0.0460194684565067,0.0482875294983387,0.049838613718748,0.04804853722453114,0.0063868984580040394,13.292597083982017
fi,probe,single_submetric,test,lexical_density,,rmse,0.2041118290705543,0.2145214871673854,0.2197442365531772,0.2232456353856623,0.2191704530354083,0.015058623964853995,6.870736340733477
fi,probe,single_submetric,test,lexical_density,,r2,0.0683912634849548,-0.0290554761886596,-0.0797723531723022,-0.1144565343856811,-0.07442812124888097,0.14281938473383576,-191.8890096073506
fi,probe,single_submetric,test,n_tokens,,loss,0.0105478039809635,0.0166652405501476,0.0142970383832497,0.0188975763241095,0.016619951752502266,0.006072147771538767,36.53529120880003
fi,probe,single_submetric,test,n_tokens,,mse,0.0106671322137117,0.0168528519570827,0.0144641920924186,0.0191187281161546,0.016811924055218634,0.006144791841506934,36.5501998541298
fi,probe,single_submetric,test,n_tokens,,rmse,0.1032818096942135,0.1298185347209047,0.1202671696366829,0.1382704889560844,0.12945206443789067,0.02617025474367718,20.216174116121035
fi,probe,single_submetric,test,n_tokens,,r2,0.2285010814666748,-0.2188801765441894,-0.0461207628250122,-0.3827593326568603,-0.21592009067535398,0.4444211721420288,-205.826688360481
id,probe,single_submetric,test,avg_links_len,,loss,0.0422024865235601,0.0495508850685187,0.0552927005503858,0.0516376857246671,0.05216042378119053,0.009957937257630431,19.090982273079888
id,probe,single_submetric,test,avg_links_len,,mse,0.0420863106846809,0.0493996888399124,0.055141232907772,0.0515009015798568,0.0520139411091804,0.009927630424499505,19.086479918260395
id,probe,single_submetric,test,avg_links_len,,rmse,0.2051494837543612,0.2222604077201165,0.2348217045074242,0.2269381007672728,0.22800673766493784,0.022857253910576636,10.024815119352306
id,probe,single_submetric,test,avg_links_len,,r2,-0.8957109451293945,-1.225130319595337,-1.4837491512298584,-1.3197762966156006,-1.3428852558135986,0.4471743106842041,-33.299517494015504
id,probe,single_submetric,test,avg_max_depth,,loss,0.0257717802056244,0.0394259406519787,0.041789577741708,0.0369663666933774,0.03939396169568803,0.013622181490063633,34.5793642063542
id,probe,single_submetric,test,avg_max_depth,,mse,0.0258689243346452,0.0397693328559398,0.0421591252088546,0.0372934453189373,0.0397406344612439,0.013871710126598703,34.90560811284167
id,probe,single_submetric,test,avg_max_depth,,rmse,0.1608381930221963,0.1994224983695166,0.2053268740541643,0.19311510898668,0.1992881604701203,0.038449967447924005,19.293653650683826
id,probe,single_submetric,test,avg_max_depth,,r2,0.1970210075378418,-0.2344517707824707,-0.3086315393447876,-0.1575994491577148,-0.23356091976165771,0.4305819272994995,-184.35529699870003
id,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0677519743996007,0.0844912965382848,0.0942694661872727,0.0832768689308847,0.08734587721881408,0.019593902819213374,22.432544549444284
id,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0682178437709808,0.085113987326622,0.0949550047516822,0.0838681757450103,0.08797905594110483,0.01976121217012404,22.461268717582787
id,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2611854585749,0.2917430159003331,0.3081476995722705,0.2896000271840636,0.2964969142188891,0.035311455643989076,11.909552494674655
id,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.3010976314544678,-0.6233525276184082,-0.8110471963882446,-0.5995914936065674,-0.6779970725377401,0.37689944108327234,-55.590128091931035
id,probe,single_submetric,test,avg_verb_edges,,loss,0.0490350036748818,0.0702838312302317,0.0755476882415158,0.0731545436595167,0.07299535437708805,0.023960350702206257,32.824487128905545
id,probe,single_submetric,test,avg_verb_edges,,mse,0.0490905344486236,0.069891482591629,0.0751324668526649,0.0727276355028152,0.07258386164903637,0.023493327200412764,32.36714975845415
id,probe,single_submetric,test,avg_verb_edges,,rmse,0.2215638383144317,0.2643699729387379,0.2741030223340577,0.2696806175883154,0.26938453762037035,0.04782069930593866,17.751835249478905
id,probe,single_submetric,test,avg_verb_edges,,r2,0.2314003705978393,-0.0942754745483398,-0.1763324737548828,-0.1386805772781372,-0.13642950852711994,0.36782987912495924,-269.6116720612834
id,probe,single_submetric,test,lexical_density,,loss,0.0361335336097649,0.0459255246179444,0.0464724336883851,0.0456222008381571,0.046006719714828864,0.009873186105063964,21.460313115698277
id,probe,single_submetric,test,lexical_density,,mse,0.0363531485199928,0.0462102368474006,0.0467829145491123,0.0458666048943996,0.04628658543030417,0.009933436910311372,21.460725214368214
id,probe,single_submetric,test,lexical_density,,rmse,0.1906650165079919,0.2149656643452639,0.2162935841607705,0.2141649011729038,0.2151413832263127,0.02447636671832082,11.376875220967369
id,probe,single_submetric,test,lexical_density,,r2,0.1115897297859191,-0.1293010711669922,-0.1432963609695434,-0.1209032535552978,-0.13116689523061112,0.24275662501653023,-185.07461397918095
id,probe,single_submetric,test,n_tokens,,loss,0.0245887666408504,0.0354350863822868,0.0397178080997296,0.0331517794568623,0.03610155797962623,0.011512791338775828,31.890012462268324
id,probe,single_submetric,test,n_tokens,,mse,0.0245772432535886,0.035411100834608,0.0396604463458061,0.0331840850412845,0.0360852107405662,0.011507967486977598,31.89109125540064
id,probe,single_submetric,test,n_tokens,,rmse,0.1567713087704146,0.1881783750450834,0.1991493066666467,0.1821649940062155,0.18983089190598187,0.03305958313556728,17.415280939595863
id,probe,single_submetric,test,n_tokens,,r2,0.1680144667625427,-0.1987318992614746,-0.3425800800323486,-0.1233432292938232,-0.22155173619588212,0.3895662029584248,-175.83531939194324
ja,probe,single_submetric,test,avg_links_len,,loss,0.1232238300144672,0.1352793127298355,0.1353318728506565,0.1204489301890134,0.13035337192316845,0.007129541908701256,5.469395845704304
ja,probe,single_submetric,test,avg_links_len,,mse,0.1221283823251724,0.1344865262508392,0.1345701664686203,0.1195083931088447,0.12952169527610138,0.0073933129509289874,5.708165674614329
ja,probe,single_submetric,test,avg_links_len,,rmse,0.3494687143725064,0.3667240464584225,0.366838065730126,0.3456998598623447,0.35975399068363106,0.010285276311124691,2.858974904372805
ja,probe,single_submetric,test,avg_links_len,,r2,-1.8723206520080569,-2.1629700660705566,-2.1649370193481445,-1.8107013702392576,-2.046202818552653,0.17388216654459598,-8.497797235348772
ja,probe,single_submetric,test,avg_max_depth,,loss,0.0866799751917521,0.0998499828080336,0.0925935972481966,0.0978256277740001,0.09675640261007677,0.010076427418324665,10.414222879835808
ja,probe,single_submetric,test,avg_max_depth,,mse,0.0882632657885551,0.1016002669930458,0.0941150411963462,0.0995515957474708,0.09842230131228762,0.010159035523732513,10.321883748174661
ja,probe,single_submetric,test,avg_max_depth,,rmse,0.297091342500173,0.3187479678257507,0.3067817484733182,0.3155179800700284,0.31368256545636575,0.016591222956192753,5.289175996139526
ja,probe,single_submetric,test,avg_max_depth,,r2,-0.3039263486862182,-0.5009559392929077,-0.3903756141662597,-0.4706906080245971,-0.4540073871612549,0.15008103847503668,-33.056959582406684
ja,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0583790199210246,0.1023780095080534,0.10533290853103,0.1049585801859696,0.10422316607501765,0.04584414615399305,43.98652226799116
ja,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0590804666280746,0.1044274941086769,0.1075303107500076,0.1070537269115448,0.10633717725674309,0.04725671062866849,44.44044110233501
ja,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2430647375249537,0.3231524316923468,0.3279181464176809,0.3271906583500586,0.3260870788200288,0.0830223412950751,25.460175115033028
ja,probe,single_submetric,test,avg_subordinate_chain_len,,r2,0.1970947384834289,-0.4191726446151733,-0.461340069770813,-0.4548633098602295,-0.4451253414154053,0.6422200798988342,-144.27848072111755
ja,probe,single_submetric,test,avg_verb_edges,,loss,0.0754215723524491,0.1087278773387273,0.1222197289268175,0.1154252303143342,0.115457612193293,0.04003603984084389,34.675963828021736
ja,probe,single_submetric,test,avg_verb_edges,,mse,0.0765583291649818,0.1103720217943191,0.1244843080639839,0.1173698306083679,0.11740872015555696,0.040850390990575164,34.7933193858614
ja,probe,single_submetric,test,avg_verb_edges,,rmse,0.2766917583972855,0.3322228495969522,0.3528233383210128,0.3425928058327669,0.342546331250244,0.06585457285295848,19.225011872875395
ja,probe,single_submetric,test,avg_verb_edges,,r2,0.1985672712326049,-0.1554033756256103,-0.303134560585022,-0.2286581993103027,-0.2290653785069783,0.4276326497395832,-186.68585035715282
ja,probe,single_submetric,test,lexical_density,,loss,0.078642638400197,0.0747443263729413,0.079997902115186,0.0814516314615805,0.0787312866499026,8.864824970560015e-05,0.11259596213611456
ja,probe,single_submetric,test,lexical_density,,mse,0.0800110697746276,0.0756918787956237,0.0811612233519554,0.0827085524797439,0.07985388487577433,0.00015718489885327425,0.19684064100049842
ja,probe,single_submetric,test,lexical_density,,rmse,0.2828622805794857,0.2751215709384195,0.2848880891717928,0.2875909464495431,0.2825335355199185,0.0003287450595672037,0.116356119977845
ja,probe,single_submetric,test,lexical_density,,r2,-0.5269174575805664,-0.4444907903671264,-0.5488667488098145,-0.5783956050872803,-0.5239177147547404,0.002999742825826046,-0.5725599156788017
ja,probe,single_submetric,test,n_tokens,,loss,0.0265374282995859,0.0708034957448641,0.0727239418774843,0.0631377312044302,0.0688883896089262,0.042350961309340296,61.47764746681301
ja,probe,single_submetric,test,n_tokens,,mse,0.0263379272073507,0.0709285140037536,0.0729554444551467,0.063142292201519,0.06900875022013976,0.04267082301278906,61.833931025656874
ja,probe,single_submetric,test,n_tokens,,rmse,0.162289639864505,0.2663240770260054,0.2701026554018801,0.2512813009388462,0.2625693444555772,0.10027970459107222,38.19170314759956
ja,probe,single_submetric,test,n_tokens,,r2,0.5585213899612427,-0.1889098882675171,-0.2228856086730957,-0.058396577835083,-0.1567306915918986,0.7152520815531412,-456.35738239166466
ko,probe,single_submetric,test,avg_links_len,,loss,0.0411030727305582,0.0525703060307673,0.0489709481064762,0.0491876189729997,0.050242957703414394,0.009139884972856192,18.191375250655412
ko,probe,single_submetric,test,avg_links_len,,mse,0.0415422096848487,0.0529661364853382,0.0493349395692348,0.0495475679636001,0.05061621467272437,0.009074004987875667,17.92707148597856
ko,probe,single_submetric,test,avg_links_len,,rmse,0.2038190611421041,0.230143730058714,0.2221146991291545,0.2225928299914446,0.2249504197264377,0.021131358584333598,9.393784910484476
ko,probe,single_submetric,test,avg_links_len,,r2,-0.8052515983581543,-1.3016879558563232,-1.1438910961151123,-1.1531312465667725,-1.199570099512736,0.3943185011545818,-32.8716513786692
ko,probe,single_submetric,test,avg_max_depth,,loss,0.0371550148619072,0.0415937184755291,0.0396298736866031,0.0470738634467124,0.04276581853628153,0.005610803674374332,13.119832301617834
ko,probe,single_submetric,test,avg_max_depth,,mse,0.0374086685478687,0.0417050197720527,0.0397534891963005,0.0472605936229229,0.04290636753042537,0.00549769898255667,12.813247308008984
ko,probe,single_submetric,test,avg_max_depth,,rmse,0.1934132067565933,0.2042180691615038,0.1993827705602981,0.2173950174749249,0.2069986190655756,0.013585412308982303,6.563044898709467
ko,probe,single_submetric,test,avg_max_depth,,r2,-0.0714224576950073,-0.1944743394851684,-0.1385804414749145,-0.3535915613174438,-0.2288821140925089,0.1574596563975016,-68.79509000596701
ko,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0510986894369125,0.0599078647792339,0.0545387576733316,0.0731870441564491,0.0625445555363382,0.011445866099425696,18.300339655904473
ko,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0509296506643295,0.0599537268280983,0.054553385823965,0.0734837427735328,0.0626636184751987,0.011733967810869203,18.72532754474325
ko,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2256759860160791,0.2448545013433453,0.2335666624841076,0.2710788497347826,0.2498333378540785,0.024157351837999386,9.669386818227238
ko,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.0079014301300048,-0.1864885091781616,-0.0796153545379638,-0.4542485475540161,-0.2401174704233805,0.2322160402933757,-96.70934808863643
ko,probe,single_submetric,test,avg_verb_edges,,loss,0.0365408632372106,0.0351538019520895,0.0353913280580725,0.0356511098465749,0.0353987466189123,0.0011421166182983,3.2264323666423476
ko,probe,single_submetric,test,avg_verb_edges,,mse,0.0364569351077079,0.0350633338093757,0.0353135466575622,0.0355388335883617,0.035305238018433195,0.0011516970892747058,3.262113935256276
ko,probe,single_submetric,test,avg_verb_edges,,rmse,0.1909369925072351,0.1872520595597702,0.1879189896140415,0.1885174622902656,0.18789617048802576,0.003040822019209327,1.6183523119770622
ko,probe,single_submetric,test,avg_verb_edges,,r2,-0.0508086681365966,-0.0106405019760131,-0.0178524255752563,-0.0243459939956665,-0.01761297384897863,0.03319569428761797,-188.47296641812125
ko,probe,single_submetric,test,lexical_density,,loss,0.0638529354972498,0.0646502402211938,0.0660386005682604,0.062287221529654,0.0643253541063694,0.0004724186091196042,0.7344205339910068
ko,probe,single_submetric,test,lexical_density,,mse,0.0640430822968483,0.0647832602262497,0.0661359876394271,0.0624223314225673,0.06444719309608136,0.0004041107992330678,0.6270417373035898
ko,probe,single_submetric,test,lexical_density,,rmse,0.253067347354115,0.2545255590824813,0.2571691809673686,0.2498446145558622,0.2538464515352374,0.0007791041811223698,0.3069194689980606
ko,probe,single_submetric,test,lexical_density,,r2,-0.6020971536636353,-0.6206134557723999,-0.6544531583786011,-0.5615526437759399,-0.6122064193089803,0.010109265645345089,-1.6512838360557842
ko,probe,single_submetric,test,n_tokens,,loss,0.1041622449244771,0.1221270933747291,0.1186025334256035,0.1146867434893335,0.1184721234298887,0.014309878505411613,12.07868829487144
ko,probe,single_submetric,test,n_tokens,,mse,0.1040000841021537,0.1217535361647605,0.1182232499122619,0.1143210157752037,0.11809926728407537,0.014099183181921673,11.938417152078998
ko,probe,single_submetric,test,n_tokens,,rmse,0.3224904403267696,0.3489319936101598,0.343836080003629,0.3381139094672145,0.3436273276936677,0.021136887366898116,6.1511078029687285
ko,probe,single_submetric,test,n_tokens,,r2,-1.4939725399017334,-1.9197089672088623,-1.8350510597229004,-1.74147367477417,-1.8320779005686443,0.3381053606669109,-18.45474805203256
ru,probe,single_submetric,test,avg_links_len,,loss,0.0145795168355107,0.017621535940894,0.0205573588609695,0.0192669125806008,0.019148602460821434,0.004569085625310734,23.861196317899484
ru,probe,single_submetric,test,avg_links_len,,mse,0.0143875693902373,0.0175656732171773,0.0205072406679391,0.0192328672856092,0.019101927056908535,0.0047143576666712345,24.680010831505125
ru,probe,single_submetric,test,avg_links_len,,rmse,0.1199481946101621,0.1325355545398192,0.143203493909678,0.1386826134942994,0.13814055398126554,0.018192359371103445,13.16945592499265
ru,probe,single_submetric,test,avg_links_len,,r2,0.1458872556686401,-0.0427796840667724,-0.2174047231674194,-0.141752004623413,-0.13397880395253495,0.27986605962117506,-208.88831021384843
ru,probe,single_submetric,test,avg_max_depth,,loss,0.0169182559475302,0.0269328256004623,0.0261197354910629,0.0247652742213436,0.025939278437622934,0.009021022490092734,34.77746118414933
ru,probe,single_submetric,test,avg_max_depth,,mse,0.0169621799141168,0.0270215328782796,0.0261956341564655,0.0248033851385116,0.026006850724418898,0.009044670810302097,34.77803178148628
ru,probe,single_submetric,test,avg_max_depth,,rmse,0.1302389339411101,0.1643822766549961,0.1618506538648069,0.1574909049390207,0.16124127848627456,0.031002344545164456,19.227300128238245
ru,probe,single_submetric,test,avg_max_depth,,r2,0.3045945763587951,-0.1078128814697265,-0.0739531517028808,-0.0168745517730712,-0.06621352831522616,0.37080810467402125,-560.0186459007228
ru,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0556602094854627,0.0563932125057492,0.0573869746710572,0.0658091822905199,0.05986312315577543,0.0042029136703127315,7.020872698833198
ru,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.055384837090969,0.0560894347727298,0.0571071468293666,0.0655608102679252,0.0595857972900072,0.004200960199038199,7.0502710211158295
ru,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.235339833200776,0.2368320813841103,0.2389710167140916,0.2560484529692091,0.2439505170224703,0.008610683821694304,3.5296845962007826
ru,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.4664927721023559,-0.4851493835449219,-0.5120965242385864,-0.7359347343444824,-0.5777268807093302,0.1112341086069743,-19.253753342825526
ru,probe,single_submetric,test,avg_verb_edges,,loss,0.0475456613515104,0.0441739388874598,0.0557730299021516,0.0527958204703671,0.0509142630866595,0.0033686017351491,6.616224081286442
ru,probe,single_submetric,test,avg_verb_edges,,mse,0.0471344701945781,0.0438049882650375,0.0553492754697799,0.0524030737578868,0.05051911249756807,0.0033846423029899667,6.699726372178251
ru,probe,single_submetric,test,avg_verb_edges,,rmse,0.2171047447537206,0.2092964124514262,0.2352642673033454,0.2289171766335739,0.22449261879611515,0.007387874042394549,3.2909206912964195
ru,probe,single_submetric,test,avg_verb_edges,,r2,-0.151663064956665,-0.0703120231628418,-0.3523801565170288,-0.2803938388824463,-0.23436200618743896,0.08269894123077395,-35.28683790350927
ru,probe,single_submetric,test,lexical_density,,loss,0.0382057758314268,0.039674906858376,0.0397037139960697,0.0394663440861872,0.0396149883135443,0.0014092124821174987,3.557270977751851
ru,probe,single_submetric,test,lexical_density,,mse,0.0380090922117233,0.0393913350999355,0.0394069701433181,0.0391709096729755,0.03932307163874303,0.001313979427019732,3.341497426984149
ru,probe,single_submetric,test,lexical_density,,rmse,0.1949592065323495,0.1984725046446875,0.1985118891737172,0.1979164209280663,0.198300271582157,0.0033410650498074956,1.6848514745595153
ru,probe,single_submetric,test,lexical_density,,r2,0.054498016834259,0.0201138257980346,0.0197248458862304,0.0255969762802124,0.0218118826548258,0.032686134179433196,149.85471312446066
ru,probe,single_submetric,test,n_tokens,,loss,0.0064854020518915,0.0112182558514177,0.0115340971720537,0.0117489820279713,0.011500445017147566,0.005015042965256066,43.607381781995926
ru,probe,single_submetric,test,n_tokens,,mse,0.0065694241784513,0.0113538317382335,0.0116822896525263,0.0118937892839312,0.011643303558230332,0.005073879379779033,43.57766122306797
ru,probe,single_submetric,test,n_tokens,,rmse,0.0810519844201935,0.1065543604843723,0.1080846411500097,0.1090586506606938,0.10789921743169194,0.02684723301149844,24.88176805220547
ru,probe,single_submetric,test,n_tokens,,r2,0.4224926233291626,0.0019030570983886,-0.0269711017608642,-0.0455636978149414,-0.023543914159138996,0.4460365374883016,-1894.4876135439206
ar,probe,single_submetric,test,avg_links_len,,loss,0.0574460688978433,0.0756835952401161,0.083984363079071,0.0829162031412124,0.08086138715346651,0.023415318255623208,28.957354158646037
ar,probe,single_submetric,test,avg_links_len,,mse,0.0556356646120548,0.0733871310949325,0.0816370695829391,0.0805566683411598,0.07852695633967714,0.022891291727622345,29.150870980664905
ar,probe,single_submetric,test,avg_links_len,,rmse,0.2358721361501922,0.2709005926441146,0.285722014522751,0.2838250664426238,0.28014922453649643,0.04427708838630423,15.804822754573083
ar,probe,single_submetric,test,avg_links_len,,r2,-0.2012438774108886,-0.5845203399658203,-0.7626467943191528,-0.7393195629119873,-0.6954955657323202,0.4942516883214316,-71.06467857936816
ar,probe,single_submetric,test,avg_max_depth,,loss,0.0318623889237642,0.0617154449224472,0.0641656629741191,0.0604882895946502,0.062123132497072166,0.030260743573307963,48.71091066557878
