Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_VERB	lexical_density	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_dep	dep_dist_det	dep_dist_discourse	dep_dist_dislocated	dep_dist_fixed	dep_dist_flat	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2
192_1.conllu	1	4	4.0	3.6666666666666665	25.0	0	0	0	0	0	0	25.0	0	0	0	0	25.0	0	25.0	1.0	1.0	100.0	1.0	0	100.0	0	0	0	0	0	2.0	4.0	1.0	1.0	1	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	25.0	0	100.0	0.0	0	0	0	0	0
64_1.conllu	1	9	9.0	2.375	11.11111111111111	0	11.11111111111111	0	0	0	0	44.44444444444444	0	0	0	0	11.11111111111111	11.11111111111111	11.11111111111111	0.875	1.0	100.0	4.0	0	0	0	0	100.0	0	0	2.0	9.0	5.0	2.0	5	0	0	0	0	100.0	0.0	0	0	11.11111111111111	0	0	11.11111111111111	0	0	0	11.11111111111111	0	0	0	0	0	0	11.11111111111111	11.11111111111111	0	0	0	0	11.11111111111111	0	0	0	11.11111111111111	11.11111111111111	11.11111111111111	100.0	0.0	0	0	0	0	0
181_1.conllu	1	7	7.0	3.3333333333333335	0	0	14.285714285714286	0	0	14.285714285714286	0	28.571428571428573	0	0	0	0	14.285714285714286	0	28.571428571428573	0.8333333333333334	2.0	100.0	1.5	50.0	0	0	50.0	0	0	0	2.0	3.5	4.0	2.0	4	0	0	100.0	0.0	0	0	0	14.285714285714286	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	14.285714285714286	0	0	0	0	0	0	0	14.285714285714286	0	14.285714285714286	14.285714285714286	0	100.0	0.0	0	0	0	0	0
171_1.conllu	1	12	12.0	3.5	0	0	0	16.666666666666668	16.666666666666668	8.333333333333334	0	33.333333333333336	0	0	0	8.333333333333334	16.666666666666668	0	0	0.5	0.0	100.0	0	0	0	0	0	0	0	0	3.0	0	9.0	3.6666666666666665	9	0	0	0	0	0	0	0	0	0	0	0	8.333333333333334	0	8.333333333333334	0	16.666666666666668	16.666666666666668	0	0	0	8.333333333333334	0	16.666666666666668	0	0	0	0	0	0	0	0	0	16.666666666666668	8.333333333333334	0	100.0	0.0	0	0	0	0	0
19_1.conllu	1	6	6.0	2.6	0	0	0	16.666666666666668	0	0	0	16.666666666666668	0	0	16.666666666666668	0	16.666666666666668	0	33.333333333333336	0.6	2.0	100.0	1.0	0	100.0	0	0	0	0	0	3.0	3.0	1.0	1.0	1	0	0	0	0	100.0	0.0	16.666666666666668	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	16.666666666666668	0	0	0	16.666666666666668	16.666666666666668	0	50.0	50.0	0.0	100.0	1.0	100.0	0
210_1.conllu	1	15	15.0	2.857142857142857	13.333333333333334	0	6.666666666666667	6.666666666666667	0	0	0	53.333333333333336	0	0	0	0	6.666666666666667	0	13.333333333333334	0.9285714285714286	2.0	0.0	1.0	50.0	0	50.0	0	0	0	0	4.0	7.5	12.0	2.3846153846153846	12	0	0	100.0	0.0	100.0	0.0	6.666666666666667	0	0	6.666666666666667	0	6.666666666666667	0	0	0	13.333333333333334	0	0	6.666666666666667	0	0	0	6.666666666666667	0	0	0	0	20.0	6.666666666666667	0	6.666666666666667	6.666666666666667	6.666666666666667	6.666666666666667	0	0.0	100.0	0.0	100.0	1.0	100.0	0
234_1.conllu	1	15	15.0	3.0	6.666666666666667	0	13.333333333333334	13.333333333333334	6.666666666666667	0	0	33.333333333333336	0	0	0	0	6.666666666666667	13.333333333333334	6.666666666666667	0.6428571428571429	1.0	100.0	2.0	0	0	100.0	0	0	0	0	4.0	15.0	6.0	1.8461538461538463	6	0	0	0	0	100.0	0.0	6.666666666666667	6.666666666666667	6.666666666666667	0	0	13.333333333333334	0	0	0	6.666666666666667	6.666666666666667	0	0	0	0	0	0	6.666666666666667	0	0	0	6.666666666666667	13.333333333333334	0	0	0	6.666666666666667	6.666666666666667	13.333333333333334	50.0	50.0	0.0	100.0	1.0	100.0	0
67_1.conllu	1	10	10.0	3.3333333333333335	0	0	20.0	0	10.0	0	0	40.0	0	0	0	0	10.0	0	20.0	0.8888888888888888	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	5.0	5.0	5.0	2.125	5	0	0	100.0	0.0	100.0	0.0	10.0	10.0	10.0	0	0	0	0	0	0	10.0	10.0	0	0	0	0	0	10.0	0	0	0	0	0	10.0	0	10.0	0	10.0	10.0	0	100.0	0.0	0	0	0	0	0
228_1.conllu	1	13	13.0	2.75	15.384615384615385	0	23.076923076923077	0	0	7.6923076923076925	0	30.76923076923077	0	0	0	0	7.6923076923076925	0	15.384615384615385	0.9166666666666666	2.0	0.0	1.5	0	50.0	50.0	0	0	0	0	6.0	6.5	3.0	1.3636363636363635	3	0	0	100.0	0.0	100.0	0.0	7.6923076923076925	15.384615384615385	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	0	0	0	0	0	0	0	0	7.6923076923076925	0	0	7.6923076923076925	0	0	0	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	0	0.0	100.0	0.0	100.0	1.0	100.0	0
37_1.conllu	1	15	15.0	3.769230769230769	20.0	0	13.333333333333334	0	6.666666666666667	0	0	33.333333333333336	0	0	6.666666666666667	0	13.333333333333334	0	6.666666666666667	0.8461538461538461	1.0	100.0	2.0	0	0	100.0	0	0	0	0	5.0	15.0	7.0	2.3333333333333335	7	0	0	100.0	0.0	100.0	0.0	0	13.333333333333334	6.666666666666667	20.0	0	0	0	0	0	0	6.666666666666667	0	0	0	0	0	0	0	0	0	0	6.666666666666667	20.0	0	6.666666666666667	0	13.333333333333334	6.666666666666667	0	100.0	0.0	0	0	0	0	0
238_1.conllu	1	4	4.0	2.6666666666666665	0	0	0	0	0	0	0	0	0	0	25.0	0	25.0	0	50.0	0.6666666666666666	2.0	100.0	1.0	50.0	0	50.0	0	0	0	0	1.0	2.0	2.0	1.5	2	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	25.0	25.0	0	100.0	0.0	0	0	0	0	0
145_1.conllu	1	20	20.0	2.1578947368421053	0	0	0	0	5.0	0	0	50.0	30.0	0	0	0	5.0	5.0	5.0	0.5789473684210527	1.0	100.0	2.0	0	0	100.0	0	0	0	0	5.0	20.0	7.0	2.5	7	0	0	100.0	0.0	100.0	0.0	0	0	0	0	0	0	0	0	5.0	25.0	5.0	0	0	0	0	0	0	0	0	0	0	15.0	5.0	30.0	5.0	0	5.0	5.0	0	100.0	0.0	0	0	0	0	0
213_1.conllu	1	11	11.0	3.0	9.090909090909092	0	18.181818181818183	0	9.090909090909092	0	0	9.090909090909092	0	0	0	9.090909090909092	9.090909090909092	0	36.36363636363637	0.9	4.0	100.0	1.5	0	50.0	50.0	0	0	0	0	4.0	2.75	9.0	2.4444444444444446	9	0	0	100.0	0.0	0	0	18.181818181818183	0	9.090909090909092	9.090909090909092	0	0	0	9.090909090909092	9.090909090909092	0	0	0	0	0	0	0	9.090909090909092	0	0	0	0	0	0	0	9.090909090909092	9.090909090909092	9.090909090909092	9.090909090909092	0	25.0	75.0	0.0	100.0	1.0	100.0	0
209_1.conllu	1	21	21.0	2.9	4.761904761904762	0	19.047619047619047	9.523809523809524	0	0	0	19.047619047619047	0	0	0	0	4.761904761904762	14.285714285714286	28.571428571428573	0.75	6.0	100.0	1.6666666666666667	16.666666666666668	16.666666666666668	50.0	16.666666666666668	0	0	0	7.0	3.5	18.0	3.263157894736842	18	0	0	100.0	0.0	100.0	0.0	14.285714285714286	0	9.523809523809524	4.761904761904762	0	9.523809523809524	0	0	14.285714285714286	0	9.523809523809524	0	0	0	0	0	4.761904761904762	0	0	0	0	0	4.761904761904762	0	9.523809523809524	9.523809523809524	4.761904761904762	4.761904761904762	0	20.0	80.0	100.0	0.0	1.0	100.0	0
88_1.conllu	1	14	14.0	3.0833333333333335	0	0	14.285714285714286	7.142857142857143	0	0	0	14.285714285714286	0	0	14.285714285714286	0	14.285714285714286	14.285714285714286	21.428571428571427	0.5833333333333334	3.0	100.0	2.0	33.333333333333336	0	33.333333333333336	0	33.333333333333336	0	0	4.0	4.666666666666667	12.0	3.909090909090909	12	0	0	100.0	0.0	100.0	0.0	7.142857142857143	7.142857142857143	7.142857142857143	7.142857142857143	0	7.142857142857143	0	0	7.142857142857143	0	0	0	0	0	0	0	7.142857142857143	0	0	0	0	0	14.285714285714286	0	7.142857142857143	0	14.285714285714286	7.142857142857143	7.142857142857143	50.0	50.0	0.0	100.0	1.0	100.0	0
207_1.conllu	1	17	17.0	3.1333333333333333	5.882352941176471	0	23.529411764705884	5.882352941176471	5.882352941176471	0	0	17.647058823529413	0	0	0	17.647058823529413	11.764705882352942	0	11.764705882352942	0.8666666666666667	2.0	0.0	1.5	50.0	0	0	50.0	0	0	0	7.0	8.5	15.0	3.357142857142857	15	0	0	100.0	0.0	100.0	0.0	11.764705882352942	11.764705882352942	11.764705882352942	5.882352941176471	0	0	0	5.882352941176471	0	5.882352941176471	0	0	5.882352941176471	0	0	0	5.882352941176471	0	5.882352941176471	0	0	0	0	0	11.764705882352942	0	11.764705882352942	5.882352941176471	0	0.0	100.0	0.0	100.0	1.0	100.0	0
91_1.conllu	1	7	7.0	4.0	0	0	14.285714285714286	0	28.571428571428573	0	0	14.285714285714286	0	0	14.285714285714286	0	14.285714285714286	0	14.285714285714286	0.5	1.0	100.0	4.0	0	0	0	0	100.0	0	0	2.0	7.0	5.0	2.8	5	0	0	100.0	0.0	100.0	0.0	0	0	0	0	0	0	0	14.285714285714286	0	0	14.285714285714286	0	0	0	0	0	14.285714285714286	0	0	14.285714285714286	0	0	14.285714285714286	0	0	0	14.285714285714286	14.285714285714286	0	100.0	0.0	0	0	0	0	0
82_1.conllu	1	4	4.0	3.3333333333333335	0	0	0	0	0	0	0	25.0	0	0	25.0	0	25.0	0	25.0	0.6666666666666666	1.0	100.0	1.0	0	100.0	0	0	0	0	0	2.0	4.0	1.0	1.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	25.0	0	0	0	0	25.0	25.0	0	100.0	0.0	0	0	0	0	0
187_1.conllu	1	5	5.0	2.25	0	0	40.0	20.0	0	0	0	0	0	0	0	0	20.0	0	20.0	0.75	1.0	100.0	2.0	0	0	100.0	0	0	0	0	1.0	5.0	2.0	1.3333333333333333	2	0	0	0	0	0	0	0	20.0	20.0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	20.0	0	100.0	0.0	0	0	0	0	0
73_1.conllu	1	9	9.0	3.125	11.11111111111111	0	11.11111111111111	11.11111111111111	0	0	0	22.22222222222222	0	0	11.11111111111111	0	11.11111111111111	11.11111111111111	11.11111111111111	0.625	1.0	0.0	0.0	100.0	0	0	0	0	0	0	4.0	9.0	5.0	1.8571428571428572	5	0	0	0	0	100.0	0.0	11.11111111111111	11.11111111111111	0	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	22.22222222222222	0	0	0	11.11111111111111	11.11111111111111	11.11111111111111	0.0	100.0	0.0	100.0	1.0	100.0	0
11_1.conllu	1	7	7.0	2.5	0	0	0	14.285714285714286	0	14.285714285714286	0	28.571428571428573	0	0	0	0	14.285714285714286	0	28.571428571428573	0.6666666666666666	2.0	100.0	1.0	50.0	0	50.0	0	0	0	0	2.0	3.5	2.0	1.4	2	0	0	100.0	0.0	100.0	0.0	0	0	0	0	0	28.571428571428573	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	14.285714285714286	0	14.285714285714286	0	14.285714285714286	14.285714285714286	0	50.0	50.0	100.0	0.0	1.0	100.0	0
158_1.conllu	1	13	13.0	2.75	7.6923076923076925	0	15.384615384615385	15.384615384615385	7.6923076923076925	0	0	23.076923076923077	0	0	0	0	7.6923076923076925	7.6923076923076925	15.384615384615385	0.6666666666666666	2.0	100.0	1.5	50.0	0	0	50.0	0	0	0	4.0	6.5	8.0	2.6363636363636362	8	0	0	100.0	0.0	0	0	0	0	15.384615384615385	7.6923076923076925	0	23.076923076923077	0	7.6923076923076925	7.6923076923076925	7.6923076923076925	7.6923076923076925	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	0	50.0	50.0	100.0	0.0	1.0	100.0	0
183_1.conllu	1	18	18.0	3.4375	5.555555555555555	0	5.555555555555555	5.555555555555555	0	0	0	38.888888888888886	5.555555555555555	0	0	0	11.11111111111111	5.555555555555555	22.22222222222222	0.8125	4.0	100.0	1.5	25.0	25.0	25.0	25.0	0	0	0	6.0	4.5	12.0	2.6	12	0	0	100.0	0.0	100.0	0.0	11.11111111111111	5.555555555555555	0	5.555555555555555	0	11.11111111111111	0	0	5.555555555555555	11.11111111111111	0	0	0	0	0	0	0	5.555555555555555	0	0	0	5.555555555555555	5.555555555555555	5.555555555555555	11.11111111111111	0	11.11111111111111	5.555555555555555	0	33.333333333333336	66.66666666666667	0.0	100.0	1.0	100.0	0
205_1.conllu	1	15	15.0	2.5	6.666666666666667	0	0	0	6.666666666666667	0	0	26.666666666666668	6.666666666666667	0	0	0	6.666666666666667	6.666666666666667	40.0	0.7857142857142857	6.0	100.0	0.5	66.66666666666667	16.666666666666668	16.666666666666668	0	0	0	0	5.0	2.5	12.0	2.3076923076923075	12	0	0	100.0	0.0	0	0	13.333333333333334	0	0	6.666666666666667	0	20.0	0	0	0	6.666666666666667	6.666666666666667	0	0	0	0	0	0	6.666666666666667	0	0	0	6.666666666666667	0	6.666666666666667	13.333333333333334	0	6.666666666666667	6.666666666666667	0	25.0	75.0	33.333333333333336	66.66666666666667	1.0	100.0	0
49_1.conllu	1	9	9.0	3.875	0	0	0	0	0	0	0	44.44444444444444	0	0	11.11111111111111	0	11.11111111111111	11.11111111111111	22.22222222222222	0.75	2.0	100.0	2.0	0	50.0	0	50.0	0	0	0	4.0	4.5	7.0	2.142857142857143	7	0	0	100.0	0.0	100.0	0.0	0	0	0	22.22222222222222	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	11.11111111111111	0	22.22222222222222	0	11.11111111111111	11.11111111111111	0	50.0	50.0	0.0	100.0	1.0	100.0	0
204_1.conllu	1	5	5.0	2.75	0	0	0	0	0	20.0	0	20.0	0	0	0	0	20.0	0	40.0	0.75	2.0	100.0	0.5	50.0	50.0	0	0	0	0	0	2.0	2.5	1.0	1.0	1	0	0	0	0	100.0	0.0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	20.0	0	0	0	20.0	20.0	0	50.0	50.0	100.0	0.0	1.0	100.0	0
194_1.conllu	1	6	6.0	3.2	50.0	0	0	0	16.666666666666668	0	0	16.666666666666668	0	0	0	0	16.666666666666668	0	0	0.8	0.0	0.0	0	0	0	0	0	0	0	0	2.0	0	4.0	2.0	4	0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	16.666666666666668	16.666666666666668	0	0	0	0	0	0	0	0
92_1.conllu	1	6	6.0	3.4	16.666666666666668	0	16.666666666666668	0	16.666666666666668	0	0	33.333333333333336	0	0	0	0	16.666666666666668	0	0	0.8	0.0	0.0	0	0	0	0	0	0	0	0	2.0	0	4.0	2.25	4	0	0	100.0	0.0	100.0	0.0	0	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	16.666666666666668	0	16.666666666666668	16.666666666666668	0	0	0	16.666666666666668	16.666666666666668	0	0	0	0	0	0	0	0
1_1.conllu	1	14	14.0	3.3076923076923075	7.142857142857143	0	14.285714285714286	7.142857142857143	0	0	0	35.714285714285715	0	0	0	0	7.142857142857143	7.142857142857143	21.428571428571427	0.8461538461538461	3.0	0.0	0.6666666666666666	66.66666666666667	0	33.333333333333336	0	0	0	0	5.0	4.666666666666667	4.0	1.6666666666666667	4	0	0	100.0	0.0	0	0	7.142857142857143	0	7.142857142857143	14.285714285714286	0	7.142857142857143	0	0	7.142857142857143	14.285714285714286	0	0	0	0	0	0	7.142857142857143	0	0	0	0	0	0	0	14.285714285714286	7.142857142857143	7.142857142857143	7.142857142857143	0	0.0	100.0	0.0	100.0	1.0	100.0	0
33_1.conllu	1	6	6.0	3.6	0	0	0	0	0	0	0	0	0	0	33.333333333333336	0	16.666666666666668	16.666666666666668	33.333333333333336	0.4	2.0	100.0	1.5	0	50.0	50.0	0	0	0	0	2.0	3.0	3.0	1.5	3	0	0	0	0	100.0	0.0	0	0	0	0	0	16.666666666666668	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	16.666666666666668	16.666666666666668	0	50.0	50.0	0.0	100.0	1.0	100.0	0
132_1.conllu	1	5	5.0	3.5	0	0	20.0	0	20.0	0	0	20.0	0	0	0	0	20.0	0	20.0	0.75	1.0	100.0	3.0	0	0	0	100.0	0	0	0	1.0	5.0	3.0	2.0	3	0	0	0	0	0	0	0	20.0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	20.0	20.0	0	100.0	0.0	0	0	0	0	0
34_1.conllu	1	6	6.0	4.0	0	0	0	33.333333333333336	0	0	0	0	0	0	33.333333333333336	0	16.666666666666668	16.666666666666668	0	0.0	0.0	100.0	0	0	0	0	0	0	0	0	2.0	0	3.0	1.5	3	0	0	0	0	100.0	0.0	0	0	0	0	0	16.666666666666668	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	16.666666666666668	16.666666666666668	0	100.0	0.0	0	0	0	0	0
195_1.conllu	1	12	12.0	2.8181818181818183	0	0	8.333333333333334	0	16.666666666666668	0	0	16.666666666666668	16.666666666666668	0	8.333333333333334	0	8.333333333333334	0	25.0	0.5454545454545454	3.0	100.0	1.6666666666666667	33.333333333333336	0	33.333333333333336	33.333333333333336	0	0	0	4.0	4.0	10.0	3.2	10	0	0	100.0	0.0	0	0	0	0	8.333333333333334	8.333333333333334	0	0	0	8.333333333333334	0	8.333333333333334	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	16.666666666666668	8.333333333333334	8.333333333333334	8.333333333333334	8.333333333333334	0	100.0	0.0	0	0	0	0	0
47_1.conllu	1	8	8.0	3.5714285714285716	0	0	0	12.5	12.5	0	0	37.5	0	0	0	0	12.5	0	25.0	0.7142857142857143	2.0	100.0	1.5	50.0	0	0	50.0	0	0	0	2.0	4.0	5.0	2.0	5	0	0	100.0	0.0	0	0	0	0	0	25.0	0	12.5	0	12.5	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	12.5	0	12.5	12.5	0	100.0	0.0	0	0	0	0	0
235_1.conllu	1	8	8.0	3.4285714285714284	0	0	25.0	0	0	0	0	12.5	0	0	0	12.5	12.5	0	37.5	1.0	3.0	100.0	1.6666666666666667	33.333333333333336	0	33.333333333333336	33.333333333333336	0	0	0	3.0	2.6666666666666665	6.0	2.3333333333333335	6	0	0	0	0	100.0	0.0	12.5	12.5	12.5	0	0	0	0	0	12.5	12.5	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	12.5	12.5	0	33.333333333333336	66.66666666666667	0.0	100.0	1.0	100.0	0
163_1.conllu	1	16	16.0	2.3076923076923075	0	6.25	6.25	6.25	6.25	6.25	0	18.75	0	0	0	0	18.75	6.25	25.0	0.6153846153846154	5.0	100.0	1.0	50.0	25.0	0	25.0	0	0	0	4.0	3.2	12.0	2.75	12	0	0	100.0	0.0	0	0	6.25	0	6.25	6.25	0	12.5	0	6.25	6.25	0	0	6.25	0	6.25	6.25	0	0	6.25	0	0	0	0	0	0	6.25	0	18.75	6.25	0	25.0	75.0	33.333333333333336	66.66666666666667	1.0	100.0	0
258_1.conllu	1	18	18.0	3.1176470588235294	0	0	22.22222222222222	5.555555555555555	0	0	0	16.666666666666668	0	0	0	5.555555555555555	5.555555555555555	16.666666666666668	27.77777777777778	0.7647058823529411	5.0	100.0	1.0	60.0	0	20.0	20.0	0	0	0	5.0	3.6	7.0	2.125	7	0	0	100.0	0.0	100.0	0.0	5.555555555555555	5.555555555555555	5.555555555555555	11.11111111111111	0	11.11111111111111	0	0	16.666666666666668	0	0	0	0	0	0	0	5.555555555555555	0	0	0	0	5.555555555555555	5.555555555555555	0	5.555555555555555	11.11111111111111	5.555555555555555	5.555555555555555	0	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0
78_1.conllu	1	7	7.0	2.0	14.285714285714286	0	14.285714285714286	0	0	14.285714285714286	0	28.571428571428573	0	0	0	0	28.571428571428573	0	0	0.8	0.0	0.0	0	0	0	0	0	0	0	0	3.0	0	4.0	1.75	4	0	0	100.0	0.0	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	14.285714285714286	0	14.285714285714286	0	0	14.285714285714286	0	0	0	0	0	0	28.571428571428573	14.285714285714286	0	0	0	0	0	0	0	0
78_2.conllu	1	15	15.0	2.5384615384615383	6.666666666666667	6.666666666666667	13.333333333333334	6.666666666666667	0	6.666666666666667	0	20.0	6.666666666666667	0	0	0	13.333333333333334	6.666666666666667	13.333333333333334	0.6153846153846154	2.0	100.0	2.0	0	50.0	0	50.0	0	0	0	5.0	7.5	5.0	1.5833333333333333	5	0	0	100.0	0.0	100.0	0.0	13.333333333333334	0	6.666666666666667	0	0	6.666666666666667	0	0	6.666666666666667	0	0	0	0	6.666666666666667	6.666666666666667	0	0	6.666666666666667	0	0	6.666666666666667	0	6.666666666666667	0	6.666666666666667	6.666666666666667	13.333333333333334	6.666666666666667	0	50.0	50.0	0.0	100.0	1.0	100.0	0
249_1.conllu	1	5	5.0	3.25	0	0	0	0	0	0	0	0	0	0	0	20.0	20.0	20.0	40.0	0.75	2.0	100.0	1.0	50.0	0	50.0	0	0	0	0	1.0	2.5	2.0	1.3333333333333333	2	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	20.0	20.0	50.0	50.0	100.0	0.0	1.0	100.0	0
26_1.conllu	1	18	18.0	3.0588235294117645	11.11111111111111	0	27.77777777777778	0	0	0	0	33.333333333333336	0	0	0	5.555555555555555	5.555555555555555	5.555555555555555	11.11111111111111	0.9411764705882353	2.0	100.0	1.5	0	50.0	50.0	0	0	0	0	7.0	9.0	5.0	1.8125	5	0	0	100.0	0.0	100.0	0.0	5.555555555555555	5.555555555555555	11.11111111111111	5.555555555555555	0	5.555555555555555	0	0	5.555555555555555	11.11111111111111	0	0	0	0	0	0	0	5.555555555555555	0	0	0	5.555555555555555	11.11111111111111	0	5.555555555555555	11.11111111111111	5.555555555555555	5.555555555555555	0	50.0	50.0	0.0	100.0	1.0	100.0	0
148_1.conllu	1	9	9.0	3.125	0	0	11.11111111111111	11.11111111111111	0	0	0	33.333333333333336	0	0	11.11111111111111	0	11.11111111111111	0	22.22222222222222	0.75	2.0	100.0	1.5	0	50.0	50.0	0	0	0	0	4.0	4.5	3.0	1.2857142857142858	3	0	0	100.0	0.0	0	0	11.11111111111111	0	0	0	0	11.11111111111111	0	0	22.22222222222222	0	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	22.22222222222222	0	11.11111111111111	11.11111111111111	0	50.0	50.0	0.0	100.0	1.0	100.0	0
254_1.conllu	1	7	7.0	2.6666666666666665	0	0	28.571428571428573	0	14.285714285714286	0	0	42.857142857142854	0	0	0	0	14.285714285714286	0	0	0.8333333333333334	0.0	0.0	0	0	0	0	0	0	0	0	3.0	0	3.0	1.8	3	0	0	0	0	0	0	0	0	28.571428571428573	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	14.285714285714286	0	0	0	0	14.285714285714286	0	0	0	0	14.285714285714286	14.285714285714286	0	0	0	0	0	0	0	0
221_1.conllu	1	12	12.0	2.8181818181818183	8.333333333333334	0	25.0	8.333333333333334	0	0	0	25.0	0	0	8.333333333333334	0	8.333333333333334	8.333333333333334	8.333333333333334	0.7272727272727273	1.0	0.0	4.0	0	0	0	0	100.0	0	0	4.0	12.0	9.0	2.5	9	0	0	0	0	100.0	0.0	8.333333333333334	0	16.666666666666668	0	0	8.333333333333334	0	0	8.333333333333334	0	0	0	0	0	0	0	8.333333333333334	0	0	0	0	0	25.0	0	0	8.333333333333334	8.333333333333334	8.333333333333334	0	0.0	100.0	0.0	100.0	1.0	100.0	0
120_1.conllu	1	16	16.0	2.6666666666666665	6.25	0	18.75	0	0	0	0	31.25	0	0	0	6.25	6.25	6.25	25.0	0.9333333333333333	4.0	100.0	1.5	0	50.0	50.0	0	0	0	0	9.0	4.0	6.0	1.6428571428571428	6	0	0	100.0	0.0	100.0	0.0	18.75	12.5	6.25	0	0	6.25	0	0	0	6.25	0	0	0	0	0	0	0	6.25	0	0	0	0	18.75	0	6.25	0	6.25	6.25	6.25	25.0	75.0	0.0	100.0	1.0	100.0	0
162_1.conllu	1	22	22.0	2.5	9.090909090909092	0	9.090909090909092	4.545454545454546	9.090909090909092	0	0	27.272727272727273	0	0	4.545454545454546	0	9.090909090909092	4.545454545454546	22.727272727272727	0.75	5.0	0.0	1.0	20.0	60.0	20.0	0	0	0	0	5.0	4.4	8.0	2.1052631578947367	8	0	0	100.0	0.0	100.0	0.0	18.181818181818183	0	9.090909090909092	9.090909090909092	0	4.545454545454546	0	0	4.545454545454546	9.090909090909092	9.090909090909092	0	0	4.545454545454546	0	0	0	0	0	0	4.545454545454546	0	4.545454545454546	0	9.090909090909092	0	9.090909090909092	4.545454545454546	0	0.0	100.0	50.0	50.0	1.0	100.0	0
152_1.conllu	1	16	16.0	2.7333333333333334	6.25	0	6.25	0	6.25	0	0	31.25	0	0	12.5	0	6.25	6.25	25.0	0.7333333333333333	4.0	100.0	2.0	25.0	25.0	25.0	0	0	25.0	0	6.0	4.0	9.0	2.5714285714285716	9	0	0	100.0	0.0	100.0	0.0	12.5	6.25	0	6.25	0	0	0	0	0	6.25	18.75	0	0	0	0	0	0	0	0	0	0	6.25	18.75	0	12.5	0	6.25	6.25	0	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0
