Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Ind	aux_form_dist_Fin	aux_form_dist_Inf	aux_num_pers_dist_+	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:predet	dep_dist_discourse	dep_dist_fixed	dep_dist_flat	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:npmod	dep_dist_nmod:poss	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:npmod	dep_dist_obl:tmod	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3
86_1.conllu	1	17	17.0	4.25	5.882352941176471	0	11.764705882352942	11.764705882352942	0	0	0	11.764705882352942	0	5.882352941176471	17.647058823529413	5.882352941176471	5.882352941176471	0	0	23.529411764705884	0	0.625	0	100.0	0	100.0	25.0	0	50.0	25.0	100.0	0	0	100.0	100.0	100.0	0	100.0	0	0	4.0	100.0	2.75	0	0	25.0	75.0	0	0	0	4.0	4.25	5.0	2.2666666666666666	5	0	0	0	0	50.0	50.0	100.0	0.0	0	0	11.764705882352942	0	5.882352941176471	0	11.764705882352942	0	0	0	0	5.882352941176471	0	0	0	0	0	0	0	0	0	0	17.647058823529413	0	0	0	17.647058823529413	0	0	11.764705882352942	0	0	0	0	5.882352941176471	5.882352941176471	5.882352941176471	25.0	75.0	100.0	0.0	3.0	0	0	100.0
46_1.conllu	1	13	13.0	4.545454545454546	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	0	7.6923076923076925	0	15.384615384615385	15.384615384615385	0	7.6923076923076925	0	15.384615384615385	0	7.6923076923076925	7.6923076923076925	0	0.36363636363636365	0	100.0	0	0	0	0	0	100.0	0	0	0	100.0	100.0	100.0	0	100.0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	13.0	4.0	1.9	4	1.0	1	100.0	0	100.0	0.0	100.0	0.0	0	0	0	0	7.6923076923076925	0	7.6923076923076925	0	7.6923076923076925	0	0	0	0	0	0	0	7.6923076923076925	0	0	0	0	0	0	7.6923076923076925	0	0	7.6923076923076925	0	15.384615384615385	7.6923076923076925	0	0	0	7.6923076923076925	15.384615384615385	7.6923076923076925	0	100.0	0.0	0	0	0	0	0	0
52_1.conllu	1	7	7.0	4.333333333333333	0	0	14.285714285714286	14.285714285714286	0	14.285714285714286	0	14.285714285714286	0	0	14.285714285714286	0	14.285714285714286	0	0	14.285714285714286	0	0.5	0	100.0	0	0	0	0	0	100.0	0	0	0	100.0	100.0	100.0	0	100.0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	2.0	7.0	3.0	1.8	3	0	0	0	0	0	0	100.0	0.0	0	0	0	14.285714285714286	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	14.285714285714286	0	14.285714285714286	14.285714285714286	0	100.0	0.0	0	0	0	0	0	0
8_1.conllu	1	16	16.0	3.9285714285714284	6.25	25.0	6.25	0	0	18.75	0	25.0	0	0	0	0	12.5	0	0	6.25	0	0.5	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	1.0	0	100.0	0	0	0	0	0	4.0	16.0	11.0	3.6153846153846154	11	1.0	2	100.0	0	0	0	0	0	0	0	0	0	6.25	0	0	0	18.75	0	0	12.5	6.25	0	0	0	18.75	0	0	0	0	0	0	12.5	0	0	0	0	0	0	6.25	0	0	0	12.5	6.25	0	0.0	100.0	100.0	0.0	1.0	100.0	0	0
185_1.conllu	1	5	5.0	3.25	0	0	20.0	20.0	0	0	0	0	0	0	20.0	0	20.0	0	0	20.0	0	0.5	0	0	0	0	0	0	100.0	0	0	0	0	100.0	100.0	100.0	0	100.0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	1.0	5.0	3.0	2.0	3	0	0	0	0	0	0	100.0	0.0	0	0	0	20.0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	20.0	20.0	0	100.0	0.0	0	0	0	0	0	0
94_1.conllu	1	13	13.0	3.1666666666666665	0	7.6923076923076925	7.6923076923076925	7.6923076923076925	0	15.384615384615385	0	15.384615384615385	7.6923076923076925	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	0	0	15.384615384615385	0	0.4166666666666667	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	100.0	0	0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	6.5	6.0	2.1818181818181817	6	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	7.6923076923076925	0	0	7.6923076923076925	0	7.6923076923076925	0	0	0	0	0	0	0	15.384615384615385	0	0	0	0	0	7.6923076923076925	0	0	0	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	7.6923076923076925	0	0	0	7.6923076923076925	7.6923076923076925	7.6923076923076925	50.0	50.0	100.0	0.0	1.0	100.0	0	0
51_1.conllu	1	24	24.0	3.5294117647058822	0	8.333333333333334	4.166666666666667	4.166666666666667	0	0	0	16.666666666666668	12.5	0	4.166666666666667	20.833333333333332	29.166666666666668	0	0	0	0	0.5882352941176471	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	1.0	0.0	0	0	0	0	0	0	0	0	6.0	24.0	8.0	2.625	8	1.0	1	100.0	0	0	0	100.0	0.0	0	4.166666666666667	0	0	0	4.166666666666667	0	0	8.333333333333334	0	0	12.5	0	0	4.166666666666667	0	0	0	0	0	0	0	0	4.166666666666667	8.333333333333334	0	4.166666666666667	0	12.5	0	4.166666666666667	0	0	0	29.166666666666668	4.166666666666667	0	0.0	100.0	100.0	0.0	1.0	100.0	0	0
136_1.conllu	1	12	12.0	3.5454545454545454	0	0	16.666666666666668	0	8.333333333333334	0	0	16.666666666666668	0	8.333333333333334	25.0	0	8.333333333333334	0	0	16.666666666666668	0	0.5454545454545454	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	4.0	0	0	0	50.0	0	50.0	0	3.0	6.0	4.0	1.9	4	0	0	0	0	0.0	100.0	0	0	0	0	0	25.0	0	0	0	0	0	8.333333333333334	0	0	0	8.333333333333334	0	0	0	0	0	0	0	0	0	0	0	16.666666666666668	0	0	0	16.666666666666668	0	8.333333333333334	0	0	8.333333333333334	8.333333333333334	0	100.0	0.0	0	0	0	0	0	0
211_1.conllu	1	8	8.0	4.0	0	0	0	12.5	12.5	0	0	0	0	0	25.0	25.0	12.5	0	0	12.5	0	0.42857142857142855	0	0	0	0	0	0	100.0	0	0	0	0	100.0	100.0	100.0	0	100.0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	8.0	3.0	1.6666666666666667	3	0	0	0	0	50.0	50.0	100.0	0.0	0	0	0	0	0	0	12.5	0	0	12.5	0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	25.0	0	0	0	0	12.5	12.5	0	100.0	0.0	0	0	0	0	0	0
215_1.conllu	1	25	25.0	3.9583333333333335	12.0	12.0	8.0	8.0	8.0	8.0	0	24.0	4.0	0	4.0	0	4.0	0	0	8.0	0	0.5416666666666666	0	100.0	0	100.0	50.0	0	50.0	0	0	100.0	0	100.0	100.0	100.0	0	50.0	0	50.0	3.0	100.0	3.0	0	0	0	100.0	0	0	0	6.0	8.333333333333334	11.0	2.6956521739130435	11	1.0	1	100.0	0	0.0	100.0	100.0	0.0	0	0	0	8.0	0	0	4.0	0	8.0	8.0	4.0	8.0	0	12.0	4.0	0	8.0	0	0	4.0	0	0	0	4.0	0	0	12.0	0	4.0	4.0	0	0	0	0	4.0	4.0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
192_1.conllu	1	16	16.0	3.066666666666667	0	6.25	12.5	6.25	0	0	0	12.5	18.75	0	18.75	0	6.25	0	6.25	12.5	0	0.4	100.0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	100.0	0	100.0	0	0	2.0	100.0	2.5	50.0	0	0	0	0	50.0	0	4.0	8.0	11.0	2.7142857142857144	11	1.0	1	100.0	0	100.0	0.0	100.0	0.0	0	0	0	12.5	6.25	0	6.25	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.25	0	6.25	6.25	0	12.5	6.25	6.25	6.25	0	0	6.25	6.25	0	100.0	0.0	0	0	0	0	0	0
64_1.conllu	1	6	6.0	4.4	0	16.666666666666668	0	16.666666666666668	0	0	0	0	0	0	33.333333333333336	0	16.666666666666668	0	0	16.666666666666668	0	0.2	0	0	0	0	0	100.0	0	0	0	0	0	100.0	100.0	100.0	0	100.0	0	0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	2.0	3.0	3.0	1.5	3	0	0	0	0	0	0	100.0	0.0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	16.666666666666668	0	0	0	16.666666666666668	0	0	0	16.666666666666668	16.666666666666668	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
181_1.conllu	1	6	6.0	3.6	0	0	0	16.666666666666668	0	0	0	0	0	0	50.0	0	16.666666666666668	0	0	16.666666666666668	0	0.2	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	100.0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	1.0	6.0	4.0	2.5	4	0	0	0	0	100.0	0.0	100.0	0.0	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.666666666666668	0	0	33.333333333333336	0	0	0	0	16.666666666666668	16.666666666666668	0	100.0	0.0	0	0	0	0	0	0
171_1.conllu	1	14	14.0	4.0	7.142857142857143	14.285714285714286	7.142857142857143	7.142857142857143	0	0	0	7.142857142857143	0	7.142857142857143	0	14.285714285714286	7.142857142857143	0	0	21.428571428571427	7.142857142857143	0.6153846153846154	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	100.0	0	0	3.0	100.0	2.3333333333333335	0	0	66.66666666666667	33.333333333333336	0	0	0	4.0	4.666666666666667	4.0	1.5833333333333333	4	0	0	0	0	0	0	100.0	0.0	0	0	0	14.285714285714286	7.142857142857143	0	7.142857142857143	0	14.285714285714286	0	7.142857142857143	0	0	0	0	0	0	0	0	0	0	0	7.142857142857143	0	0	0	7.142857142857143	0	0	0	14.285714285714286	0	0	0	7.142857142857143	7.142857142857143	7.142857142857143	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0
19_1.conllu	1	8	8.0	3.7142857142857144	0	12.5	12.5	0	12.5	0	0	0	25.0	0	0	0	12.5	12.5	0	12.5	0	0.2857142857142857	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	8.0	2.0	1.5	2	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	12.5	12.5	0	0	0	12.5	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	12.5	0	0	0	12.5	12.5	0	100.0	0.0	0	0	0	0	0	0
210_1.conllu	1	5	5.0	4.25	20.0	20.0	20.0	0	0	0	0	20.0	0	0	0	0	20.0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	2.0	0	2.0	1.3333333333333333	2	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	20.0	20.0	0	0	0	0	0	0	0	0	0
234_1.conllu	1	8	8.0	4.0	0	12.5	25.0	12.5	0	0	0	12.5	12.5	0	0	12.5	12.5	0	0	0	0	0.5714285714285714	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	100.0	0	0	1.0	100.0	0	0	0	0	0	0	0	0	3.0	8.0	2.0	1.5	2	1.0	1	100.0	0	0	0	0.0	100.0	0	0	0	12.5	0	0	0	0	12.5	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	12.5	0	0	12.5	0	12.5	0	0	0	0	0	12.5	12.5	0	100.0	0.0	0	0	0	0	0	0
67_1.conllu	1	11	11.0	3.7	9.090909090909092	9.090909090909092	9.090909090909092	9.090909090909092	0	9.090909090909092	0	18.181818181818183	0	0	0	18.181818181818183	9.090909090909092	0	0	9.090909090909092	0	0.7	0	0	0	0	0	0	100.0	0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	3.0	11.0	4.0	1.7777777777777777	4	0	0	0	0	50.0	50.0	100.0	0.0	0	0	0	9.090909090909092	9.090909090909092	0	9.090909090909092	0	9.090909090909092	0	0	0	0	0	0	0	9.090909090909092	0	0	0	0	9.090909090909092	0	0	0	0	9.090909090909092	0	0	9.090909090909092	9.090909090909092	0	0	0	9.090909090909092	9.090909090909092	0	100.0	0.0	0	0	0	0	0	0
228_1.conllu	1	7	7.0	3.3333333333333335	0	14.285714285714286	0	14.285714285714286	0	14.285714285714286	0	28.571428571428573	0	0	14.285714285714286	0	14.285714285714286	0	0	0	0	0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	3.0	7.0	3.0	1.6	3	1.0	1	100.0	0	0	0	0.0	100.0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	14.285714285714286	0	14.285714285714286	0	0	0	0	0	0	14.285714285714286	0	0	14.285714285714286	0	0	0	0	0	0	0	14.285714285714286	14.285714285714286	0	100.0	0.0	0	0	0	0	0	0
37_1.conllu	1	10	10.0	3.3333333333333335	0	10.0	10.0	10.0	10.0	0	0	0	0	0	30.0	0	10.0	0	0	20.0	0	0.3333333333333333	100.0	0	0	0	0	0	50.0	50.0	0	0	0	100.0	100.0	100.0	0	100.0	0	0	2.0	100.0	2.0	50.0	0	0	0	50.0	0	0	3.0	5.0	6.0	2.25	6	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	10.0	0	0	10.0	0	10.0	10.0	0	0	0	10.0	0	0	0	0	0	0	0	0	0	0	0	0	10.0	0	0	10.0	0	0	0	0	10.0	10.0	10.0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
238_1.conllu	1	12	12.0	3.2222222222222223	8.333333333333334	8.333333333333334	8.333333333333334	8.333333333333334	0	8.333333333333334	0	16.666666666666668	0	0	8.333333333333334	0	25.0	0	0	8.333333333333334	0	0.5555555555555556	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	100.0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	2.0	12.0	4.0	2.25	4	0	0	0	0	0	0	100.0	0.0	0	0	0	8.333333333333334	8.333333333333334	0	8.333333333333334	0	8.333333333333334	0	0	0	0	0	0	0	8.333333333333334	0	0	0	0	0	0	0	0	0	8.333333333333334	0	0	0	8.333333333333334	0	0	8.333333333333334	25.0	8.333333333333334	0	100.0	0.0	0	0	0	0	0	0
145_1.conllu	1	14	14.0	4.25	7.142857142857143	0	0	21.428571428571427	7.142857142857143	7.142857142857143	0	7.142857142857143	0	0	21.428571428571427	0	14.285714285714286	0	0	14.285714285714286	0	0.3333333333333333	0	100.0	0	100.0	50.0	0	50.0	0	0	100.0	0	0	0	66.66666666666667	33.333333333333336	100.0	0	0	3.0	100.0	2.5	0	0	50.0	50.0	0	0	0	3.0	4.666666666666667	6.0	2.727272727272727	6	0	0	0	0	100.0	0.0	100.0	0.0	0	0	0	0	0	0	14.285714285714286	0	0	7.142857142857143	7.142857142857143	0	0	7.142857142857143	7.142857142857143	0	7.142857142857143	0	0	0	0	0	0	0	0	0	21.428571428571427	0	0	7.142857142857143	0	0	0	0	14.285714285714286	7.142857142857143	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
213_1.conllu	1	8	8.0	5.166666666666667	0	0	0	12.5	0	0	0	12.5	0	0	12.5	25.0	25.0	0	0	12.5	0	0.6666666666666666	0	0	100.0	0	100.0	0	0	0	100.0	0	0	100.0	100.0	100.0	0	0	0	100.0	1.0	0.0	0.0	100.0	0	0	0	0	0	0	1.0	8.0	3.0	2.0	3	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	12.5	0	0	0	0	0	12.5	0	0	0	0	0	12.5	0	0	0	0	0	0	12.5	25.0	12.5	0	0	0	0	0	0	0	0	0
209_1.conllu	1	9	9.0	4.25	11.11111111111111	11.11111111111111	0	11.11111111111111	0	11.11111111111111	0	22.22222222222222	0	0	11.11111111111111	11.11111111111111	11.11111111111111	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	100.0	0	0	1.0	100.0	0	0	0	0	0	0	0	0	3.0	9.0	5.0	2.142857142857143	5	1.0	1	100.0	0	0	0	0.0	100.0	0	0	0	0	11.11111111111111	0	0	0	11.11111111111111	0	0	11.11111111111111	0	0	11.11111111111111	0	11.11111111111111	0	0	0	0	0	0	11.11111111111111	0	0	11.11111111111111	0	0	0	0	0	0	0	11.11111111111111	11.11111111111111	0	100.0	0.0	0	0	0	0	0	0
88_1.conllu	1	13	13.0	4.583333333333333	7.6923076923076925	7.6923076923076925	7.6923076923076925	15.384615384615385	7.6923076923076925	7.6923076923076925	0	15.384615384615385	0	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	0	0	7.6923076923076925	0	0.5	0	0	0	0	0	0	100.0	0	0	0	0	0	0	50.0	50.0	100.0	0	0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	6.5	6.0	2.0	6	0	0	0	0	0	0	100.0	0.0	0	0	0	7.6923076923076925	0	0	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	7.6923076923076925	0	0	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	0	0	0	0	0	7.6923076923076925	0	0	0	7.6923076923076925	0	0	0	7.6923076923076925	0	0	0	7.6923076923076925	7.6923076923076925	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
207_1.conllu	1	5	5.0	4.25	0	0	0	20.0	0	20.0	0	0	0	0	20.0	20.0	20.0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	2.0	5.0	3.0	1.6666666666666667	3	0	0	0	0	0	0	0.0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	20.0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	20.0	20.0	0	100.0	0.0	0	0	0	0	0	0
91_1.conllu	1	12	12.0	4.090909090909091	0	16.666666666666668	8.333333333333334	8.333333333333334	0	0	0	0	0	0	8.333333333333334	41.666666666666664	8.333333333333334	0	0	8.333333333333334	0	0.6363636363636364	0	0	0	0	0	0	100.0	0	0	0	0	100.0	100.0	100.0	0	100.0	0	0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	2.0	12.0	7.0	2.6	7	0	0	0	0	0	0	100.0	0.0	0	0	0	8.333333333333334	0	0	8.333333333333334	0	16.666666666666668	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.333333333333334	0	0	0	16.666666666666668	0	0	0	8.333333333333334	8.333333333333334	0	100.0	0.0	0	0	0	0	0	0
82_1.conllu	1	18	18.0	4.352941176470588	0	11.11111111111111	11.11111111111111	5.555555555555555	0	11.11111111111111	0	27.77777777777778	0	0	16.666666666666668	0	5.555555555555555	0	0	11.11111111111111	0	0.5294117647058824	100.0	0	0	100.0	50.0	0	50.0	0	100.0	0	0	0	0	100.0	0	100.0	0	0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	5.0	9.0	6.0	2.0	6	1.0	1	100.0	0	0.0	100.0	100.0	0.0	0	5.555555555555555	0	11.11111111111111	0	0	5.555555555555555	0	11.11111111111111	0	0	5.555555555555555	0	0	0	0	11.11111111111111	0	0	0	0	0	0	5.555555555555555	0	5.555555555555555	11.11111111111111	0	0	5.555555555555555	5.555555555555555	0	5.555555555555555	0	5.555555555555555	5.555555555555555	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
187_1.conllu	1	10	10.0	4.111111111111111	0	20.0	0	10.0	0	10.0	0	10.0	0	0	0	20.0	10.0	0	0	20.0	0	0.5555555555555556	0	0	0	0	0	0	100.0	0	0	0	0	100.0	100.0	100.0	0	100.0	0	0	2.0	100.0	1.5	50.0	0	0	50.0	0	0	0	3.0	5.0	4.0	1.875	4	1.0	1	100.0	0	0	0	100.0	0.0	0	0	0	0	0	0	10.0	0	20.0	0	10.0	0	0	0	0	0	10.0	0	0	0	0	0	0	10.0	0	0	10.0	0	0	0	10.0	0	0	0	10.0	10.0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
73_1.conllu	1	18	18.0	4.294117647058823	11.11111111111111	5.555555555555555	5.555555555555555	5.555555555555555	5.555555555555555	5.555555555555555	0	33.333333333333336	0	0	11.11111111111111	0	5.555555555555555	0	0	11.11111111111111	0	0.6470588235294118	50.0	50.0	0	100.0	50.0	0	0	50.0	0	100.0	0	100.0	100.0	100.0	0	100.0	0	0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	4.0	9.0	13.0	2.875	13	0	0	0	0	50.0	50.0	100.0	0.0	0	0	5.555555555555555	0	11.11111111111111	0	5.555555555555555	0	5.555555555555555	5.555555555555555	0	11.11111111111111	0	5.555555555555555	0	0	5.555555555555555	0	0	0	0	0	5.555555555555555	0	0	0	11.11111111111111	0	0	11.11111111111111	5.555555555555555	0	0	0	5.555555555555555	5.555555555555555	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0
11_1.conllu	1	7	7.0	3.0	0	14.285714285714286	0	14.285714285714286	0	0	0	0	0	0	42.857142857142854	0	14.285714285714286	0	0	14.285714285714286	0	0.16666666666666666	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	100.0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	2.0	7.0	3.0	1.8	3	0	0	0	0	100.0	0.0	100.0	0.0	0	0	0	0	0	0	14.285714285714286	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	14.285714285714286	14.285714285714286	0	0	0	14.285714285714286	14.285714285714286	0	100.0	0.0	0	0	0	0	0	0
158_1.conllu	1	7	7.0	4.166666666666667	0	0	14.285714285714286	14.285714285714286	0	14.285714285714286	0	14.285714285714286	0	0	14.285714285714286	0	14.285714285714286	0	0	14.285714285714286	0	0.5	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	100.0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	2.0	7.0	3.0	1.8	3	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	14.285714285714286	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	14.285714285714286	0	0	0	0	14.285714285714286	14.285714285714286	0	100.0	0.0	0	0	0	0	0	0
183_1.conllu	1	14	14.0	4.076923076923077	7.142857142857143	14.285714285714286	7.142857142857143	7.142857142857143	0	21.428571428571427	0	21.428571428571427	0	0	7.142857142857143	0	7.142857142857143	0	0	7.142857142857143	0	0.46153846153846156	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	100.0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	14.0	4.0	2.0833333333333335	4	2.0	1	0	100.0	0.0	100.0	100.0	0.0	0	0	0	7.142857142857143	7.142857142857143	0	7.142857142857143	0	14.285714285714286	0	0	0	0	0	0	0	21.428571428571427	0	0	0	0	0	0	14.285714285714286	0	0	7.142857142857143	0	0	7.142857142857143	0	0	0	0	7.142857142857143	7.142857142857143	0	100.0	0.0	0	0	0	0	0	0
205_1.conllu	1	5	5.0	4.25	0	0	0	20.0	0	0	0	20.0	0	0	40.0	0	20.0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	2.0	5.0	3.0	1.6666666666666667	3	0	0	0	0	0	0	0.0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	20.0	20.0	0	0	0	0	0	0	0	20.0	20.0	0	100.0	0.0	0	0	0	0	0	0
49_1.conllu	1	11	11.0	4.1	0	9.090909090909092	0	9.090909090909092	0	9.090909090909092	0	18.181818181818183	0	9.090909090909092	18.181818181818183	0	9.090909090909092	0	0	18.181818181818183	0	0.4	0	100.0	0	100.0	50.0	0	50.0	0	100.0	0	0	100.0	100.0	100.0	0	0	0	100.0	3.0	100.0	2.0	0	0	100.0	0	0	0	0	4.0	3.6666666666666665	4.0	1.6666666666666667	4	0	0	0	0	0	0	50.0	50.0	0	9.090909090909092	0	0	0	0	0	0	0	0	0	9.090909090909092	0	0	9.090909090909092	0	9.090909090909092	0	0	0	0	0	9.090909090909092	0	0	0	18.181818181818183	0	0	0	9.090909090909092	0	0	0	9.090909090909092	9.090909090909092	9.090909090909092	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0
204_1.conllu	1	10	10.0	4.222222222222222	0	20.0	0	10.0	0	10.0	0	30.0	0	0	10.0	0	10.0	0	0	10.0	0	0.4444444444444444	0	100.0	0	0	0	0	0	100.0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	10.0	6.0	2.375	6	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	10.0	0	10.0	0	0	20.0	10.0	0	0	0	10.0	0	0	0	0	0	0	0	0	0	10.0	0	0	0	10.0	0	0	0	10.0	10.0	0	100.0	0.0	0	0	0	0	0	0
