unique_id,text,language,type_original,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,subordinate_proposition_dist,verbal_head_per_sent,question_type
fi_content_36,"Miksi minun täytyi elää kylmyydessä, miksi minä en koskaan edes elänyt?",fi,content,0.931,-0.707,0.0,0.8,0.636,2.639,0.0,0.129,0
fi_content_37,"Ei hän voi tietää, miten voisi, jos sinäkään et tiedä?",fi,content,0.264,0.293,1.0,0.4,0.3,2.639,3.932,0.129,0
fi_content_38,"Miksi katsoessani niitä, näen vain tyhjän lumisen jalkakäytävän, sen, jota pitkin sinä et saavu?",fi,content,0.546,2.293,1.0,0.4,0.571,2.944,4.215,1.129,0
fi_content_39,"Miten hän osaisi kertoa, että sama kohina tuntui hänen suonissaan?",fi,content,-0.18,1.293,2.0,0.467,0.6,2.565,4.215,1.129,0
fi_content_40,"Miten hän selittäisi, että hengitti samaan tahtiin sen kanssa?",fi,content,-0.569,1.293,1.0,0.5,0.444,2.485,3.932,0.129,0
fi_content_41,"Miten mies voisikaan tietää, ettei Pekulla enää edes ole puhelintaan?",fi,content,0.231,-0.707,0.0,0.6,0.636,2.639,0.0,-0.871,0
fi_content_42,"On vain yksi, miksi?",fi,content,0.264,-0.707,0.0,0.4,0.75,1.946,0.0,-0.871,0
fi_content_43,"Mitä sinulla nyt voisi hätänä olla, vakavasti, terveellä nuorella ihmisellä?",fi,content,1.264,-0.707,0.0,0.0,0.6,2.639,0.0,-1.871,0
fi_content_44,Miten sitä enää jaksaa?,fi,content,-0.069,-1.707,0.0,0.6,1.0,1.792,0.0,-0.871,0
fi_content_45,Kuka tätä ikinä näkee paitsi me?,fi,content,-0.269,-0.707,0.0,0.8,0.333,2.079,0.0,-0.871,0
fi_content_46,"Miksi pitää kiinni kenestäkään, kun myöhemmin pakotetaan kuitenkin päästämään irti?",fi,content,-0.18,0.293,2.0,0.6,0.8,2.565,4.215,1.129,0
fi_content_47,”Kuka muka pakottaa?,fi,content,-0.569,-1.707,0.0,0.4,0.667,1.792,0.0,-0.871,0
fi_content_48,Miten joku voi täälläkin asua?,fi,content,0.431,-1.707,0.0,0.6,0.6,1.946,0.0,-0.871,0
fi_content_49,"Tulipa tällänen väli stoori kirjotettua kesken matikan tunnin, kertokaa mitä ootte mieltä ja että pitäskö tälle seurata jatkoa? :DD",fi,content,1.709,1.293,1.0,0.52,0.632,3.091,4.215,3.129,0
fi_content_50,"Miten selität Espanjan kesäillan sille, joka ei sitä tiedä?",fi,content,0.181,0.293,1.0,0.5,0.556,2.485,3.932,0.129,0
fi_content_51,"""Kuinka voit tehdä meille näin kaiken yhdessä viettämämme ajan jälkeen?""",fi,content,-0.069,0.293,1.0,0.5,0.6,2.639,3.932,0.129,0
fi_content_52,"”Miksi Carla sitten sanoo, että se on maanpäällinen Helvetti?”",fi,content,0.681,-0.707,1.0,0.8,0.667,2.639,3.932,0.129,0
fi_content_53,Mitä hän muka Luvatusta Maasta tietäisi?,fi,content,0.731,-0.707,1.0,0.4,0.667,2.079,3.932,0.129,0
fi_content_54,"Miksi Jumalat olisivat sinne matkalla, ellei se olisi paratiisi?”",fi,content,0.82,-0.707,1.0,0.0,0.5,2.639,3.932,0.129,0
fi_content_55,"”Tietävätköhän Jumalat nyt, mitä ovat tekemässä?”",fi,content,0.331,-0.707,1.0,0.4,0.667,2.398,3.932,0.129,0
fi_content_56,Tuntuu kuin matkalla olisi aikaa ajatella koko elämä; mitä minä teen jos saan sen kiinni ennen ulko-ovea?,fi,content,0.119,2.293,1.0,0.5,0.588,2.996,4.331,3.129,0
fi_content_57,Mitä jos se alkaa kysymään enemmän tyttöystävästä jota minulla ei koskaan ollut?,fi,content,-0.342,1.293,1.0,0.6,0.417,2.639,3.932,0.129,0
fi_content_58,Mikä sen nimi olisi?,fi,content,-0.069,-0.707,0.0,0.0,0.25,1.792,0.0,-0.871,0
fi_content_59,Oliko hän varmasti tietoinen mitä teki?,fi,content,-0.269,-0.707,1.0,0.2,0.5,2.079,3.932,0.129,0
fi_content_60,Miksi hän käveli taas?,fi,content,-0.736,-1.707,0.0,0.6,0.75,1.792,0.0,-0.871,0
fi_content_61,"Jos roolit ovat toisinpäin, ajattelee ""Mitä vittua?""",fi,content,-0.236,-0.707,1.0,0.4,0.571,2.485,3.932,0.129,0
fi_content_62,- Mikä ei toimi?,fi,content,-0.569,-1.707,0.0,0.2,0.333,1.792,0.0,-0.871,0
fi_content_63,Mitä paskaa sä jauhat?,fi,content,-0.736,-0.707,0.0,0.4,0.5,1.792,0.0,-0.871,0
fi_content_64,tuu takas mikä sua vaivaa?,fi,content,-0.069,-0.707,0.0,0.4,0.6,1.946,0.0,0.129,0
fi_content_65,- Mitä te haluatte?  Mårten kysyi.,fi,content,-0.319,-0.707,0.0,0.4,0.6,2.197,0.0,0.129,0
fi_content_66,– Missä lapset ovat?,fi,content,-0.569,-1.707,0.0,0.0,0.333,1.792,0.0,-0.871,0
fi_content_67,Mitä muuta tänne ruotsinpuolelle kuuluu?,fi,content,-0.569,-0.707,0.0,0.4,0.6,1.946,0.0,-0.871,0
fi_content_68,- Keitä te olette ja miksi tungette tänne iltamyöhällä?,fi,content,-0.069,-0.707,0.0,0.8,0.5,2.398,0.0,0.129,0
fi_content_69,- Kuka tuolla pihalla kulki ja miksi?  Hartikka tivasi.,fi,content,0.36,0.293,0.0,0.4,0.75,2.485,0.0,0.129,0
fi_content_70,"- Moi, mitä kuuntelet? kysyt vilpittömästi",fi,content,-0.319,-0.707,0.0,0.4,0.6,2.197,0.0,0.129,0
fi_content_71,Mitä kello oikeesti on?”,fi,content,-0.069,-1.707,0.0,0.0,0.5,1.946,0.0,-0.871,0
fi_content_72,Mitä se tarkottaa?”,fi,content,-0.569,-1.707,0.0,0.4,0.333,1.792,0.0,-0.871,0
fi_content_73,Miten pakolaisten ja suomalaisten kulttuurit saadaan kohtaamaan toisensa?,fi,content,0.074,2.293,1.0,0.4,0.75,2.303,3.932,0.129,0
fi_content_74,Mikä on Suomen suunta ja linja seuraavan 20.10.10 vuoden aikana?,fi,content,0.153,1.293,0.0,0.0,0.6,2.485,0.0,-0.871,0
fi_content_75,Millä te Australiassa eläisitte?,fi,content,-0.069,-1.707,0.0,0.6,0.5,1.792,0.0,-0.871,0
fi_content_76,"Mikä siinä on, että myyjien on niin vaikea keskittyä palvelemaan ihan tavallista, nuorta asiakasta?",fi,content,0.393,3.293,3.0,0.3,0.643,2.89,4.331,2.129,0
fi_content_77,"Jos tämä ei riitä, mitä me sitten tehdään?",fi,content,0.36,-0.707,1.0,0.6,0.375,2.398,3.932,0.129,0
fi_content_78,Mutta mikä olet sinä tai kukaan muukaan nimittämään toisten pyhinä pitämiä totuuksia pakanauskonnoiksi?,fi,content,0.348,1.293,1.0,0.4,0.385,2.708,4.215,1.129,0
fi_content_79,Siis mitä et usko?,fi,content,-0.069,-1.707,0.0,0.4,0.5,1.792,0.0,-0.871,0
fi_content_80,Mitä se tähän kuuluu?,fi,content,-0.069,-1.707,0.0,0.6,0.25,1.792,0.0,-0.871,0
fi_content_81,Missä laatikossa niiden papereiden piti olla?,fi,content,0.131,-0.707,0.0,0.0,0.333,2.079,0.0,-0.871,0
fi_content_82,Mitä te oikein olette tehneet kukalleni?,fi,content,0.131,-1.707,0.0,0.8,0.5,2.079,0.0,-0.871,0
fi_content_83,Kenen toimesta tämä on tehty?,fi,content,-0.319,-0.707,0.0,0.6,0.4,1.946,0.0,-0.871,0
fi_content_84,"Mitähän siitä tulisi, jos kaikki kyselisivät toisiltaan, mitä makkaraa kukin syö?",fi,content,0.031,1.293,2.0,0.6,0.364,2.708,4.215,1.129,0
fi_content_85,miksi meidän pitää olla Natoon intoilemassa?,fi,content,0.931,-1.707,0.0,0.6,0.5,2.079,0.0,-0.871,0
fi_content_86,"Aiotaanko korvauskysymykset ottaa huomioon lain uudistuksessa, ja jos, niin miten?",fi,content,0.709,-0.707,0.0,0.8,0.7,2.639,0.0,-0.871,0
fi_content_87,Mitä se sillä tarkoitti?,fi,content,-0.069,-1.707,0.0,0.6,0.25,1.792,0.0,-0.871,0
fi_content_88,"Kysyipä joku epähienotunteisesti, että miten lienee sosialidemokraattien laita?",fi,content,0.074,0.293,1.0,0.6,0.75,2.398,3.932,0.129,0
fi_content_89,Kuka oli Ison-Britannian kuningatar Viktorian aviomies?,fi,content,-0.269,1.293,0.0,0.0,0.667,2.079,0.0,-0.871,0
fi_content_90,Mitä sä olet mieltä siitä asiasta?,fi,content,-0.269,-0.707,0.0,0.6,0.5,2.079,0.0,-0.871,0
fi_content_91,"Osaatteko sanoa, missä olisi lähin R-kioski?",fi,content,-0.469,1.293,2.0,0.2,0.667,2.197,4.215,1.129,0
fi_content_92,Ymmärrätkö mitä yritän selittää?,fi,content,-0.736,-0.707,2.0,0.2,1.0,1.792,4.215,1.129,0
fi_content_93,Ei kai kukaan kaipaa sinne takaisin?,fi,content,-0.269,-0.707,0.0,0.6,0.667,2.079,0.0,-0.871,0
fi_content_94,"Kohentaminen vaatii mielikuvitusta: mitä tehdä torilla, kun talvinen viima menee luihin ja ytimiin?",fi,content,-0.152,2.293,1.0,0.6,0.769,2.833,3.932,1.129,0
fi_content_95,"Mikä mieli, järki tai merkitys tällä hirvittävän kokoisella maailmankaikkeudella on?",fi,content,0.376,0.293,0.0,0.0,0.6,2.565,0.0,-0.871,0
fi_content_96,Kuka rahasta juoksisi?,fi,content,-0.569,-1.707,0.0,0.4,0.667,1.609,0.0,-0.871,0
fi_content_97,Mutta mitä ihmettä?,fi,content,-1.069,-1.707,0.0,0.0,0.333,1.609,0.0,-1.871,0
fi_content_98,Mitä sinä haluaisit?,fi,content,-0.569,-1.707,0.0,0.4,0.333,1.609,0.0,-0.871,0
fi_content_99,"Ensinnäkin sen sijaan, että työntekijöitä komennettaisiin milloin mihinkin projektiin, saa usein kuulla kysymystä ”mitä haluaisit tehdä?”, ja työntekijän toiveita myös oikeasti kuunnellaan.",fi,content,1.407,2.293,1.0,0.533,0.727,3.401,4.331,4.129,0
fi_content_100,Mitä tähän asti on tehty ja ennen kaikkea; mitä kaikkea kivaa on vielä vuoden aikana edessä?,fi,content,1.798,0.293,0.0,0.8,0.375,2.944,0.0,0.129,0
fi_content_101,Ja stressittömän yhteiskunta-alan työn löytäminen nykyaikana – kuinka paljon enemmän voi itselleen haastetta asettaa?,fi,content,0.431,1.293,0.0,0.6,0.769,2.773,0.0,-0.871,0
fi_content_102,Tai edes kuinka paljon uutta asiaa hän on kurssilla oppinut?,fi,content,1.376,0.293,0.0,1.0,0.7,2.485,0.0,-0.871,0
fi_content_103,Mikä siis avuksi?,fi,content,-0.569,-1.707,0.0,0.0,0.667,1.609,0.0,-1.871,0
fi_content_104,Miksi siis nauraa naistutkimukselle?,fi,content,-0.736,-1.707,0.0,0.6,1.0,1.792,0.0,-0.871,0
fi_content_105,- Luennoitsija kysyy ja vastaa itse: ”Mikä on ihminen?,fi,content,0.217,-0.707,1.0,0.5,0.625,2.565,3.932,1.129,0
fi_content_106,Kuinka näitä sitten käsitellään?,fi,content,-0.069,-1.707,0.0,0.6,0.75,1.792,0.0,-0.871,0
fi_content_107,"Kuinka kaiken aikaa muuttuvan, hahmottoman ja virtaavan voi asettaa pysyväksi tarkoitettuun systeemiin, ihmisten maailmankaikkeuteen?",fi,content,0.546,0.293,1.0,0.4,0.786,2.89,4.215,2.129,0
fi_content_108,Vai mitä muuta fuksiaiset ovat kuin initiaatio tietyn ryhmän jäsenyyteen?,fi,content,-0.291,1.293,0.0,0.0,0.5,2.485,0.0,-0.871,0
fi_content_109,Mikä mahtaa olla tilanne jälkimodernissa länsimaalaisessa yhteiskunnassa?,fi,content,0.431,-0.707,0.0,0.0,0.571,2.197,0.0,-0.871,0
fi_content_110,Miten oppiminen toimi valtion ja kirkon intressien välineenä?,fi,content,0.074,2.293,0.0,0.6,0.875,2.303,0.0,-0.871,0
fi_content_111,Miten säätyjen väliset jännitteet ja vallan tasapaino ilmenivät kasvatuksessa?,fi,content,0.431,0.293,0.0,0.6,0.889,2.398,0.0,-0.871,0
fi_content_112,Mitä ihmettä tämä tarkoittaa?,fi,content,-0.402,-0.707,0.0,0.4,0.5,1.792,0.0,-0.871,0
fi_content_113,Mihin niitä kelaatteja sitten käytetään?,fi,content,-0.069,-0.707,0.0,0.6,0.6,1.946,0.0,-0.871,0
fi_content_114,Mitä kuninkaallisten peruukit maksoivat?,fi,content,-0.402,-0.707,0.0,0.4,0.75,1.792,0.0,-0.871,0
fi_content_115,"Robert William ”Bob” Hoskins (s. 26. lokakuuta 1942 Bury St Edmunds, Suffolk) on englantilainen näyttelijä, joka on tullut tunnetuksi muun muassa tähdittämistään elokuvista Kuka viritti ansan, Roger Rabbit? (1988) ja Hook – kapteeni Koukku (1991).",fi,content,1.052,3.293,1.0,0.5,0.765,3.892,4.394,3.129,0
fi_content_116,"Hoskinsin tunnetuimpiin näyttelijäsuorituksiin lukeutuvat etsivä Eddie Valiant elokuvasta Kuka viritti ansan, Roger Rabbit?, Cherin vastanäyttelijä elokuvassa Äitini on merenneito (1990), Nikita Hruštšov elokuvassa Vihollinen porteilla (2001) ja setä Bart, väkivaltainen Jet Lin isäntä elokuvassa Danny the Dog.",fi,content,1.348,2.293,1.0,0.5,0.865,3.871,4.215,1.129,0
fi_content_117,"Vaimo Veronica Lario kysyi: Miten on mahdollista hyväksyä sellainen poliittinen kulttuuri, jossa parlamenttiehdokkaaksi asetetaan pääministerin suosimia tanssityttöjä?”",fi,content,-0.194,4.293,1.333,0.35,0.882,3.091,4.394,3.129,0
fi_content_118,Ja mitä kustantaa valmis dolly?,fi,content,-0.569,-0.707,0.0,0.6,0.6,1.946,0.0,-0.871,0
fi_content_119,"Kuinka sitten tiedät, onko sinut bannattu?",fi,content,-0.069,-0.707,1.0,0.5,0.667,2.197,3.932,0.129,0
fi_content_120,"Miksi aina silloin, kun oikeasti tarvitsee jotain, ei löydä mitään?",fi,content,0.487,1.293,1.0,0.6,0.6,2.639,3.932,0.129,0
fi_content_121,"Kuka se olikaan, joka heitti väärän roskapussin ulos?",fi,content,0.074,0.293,1.0,0.6,0.5,2.398,3.932,0.129,0
fi_content_122,"Kuka niihin pystyy vaikuttamaan, jos ei ministeri?",fi,content,-0.236,-0.707,1.0,0.4,0.571,2.303,4.215,1.129,0
fi_content_123,Mikä kumma sitä oikein vaivaa?,fi,content,-0.319,-0.707,0.0,0.6,0.6,1.946,0.0,-0.871,0
fi_content_124,"− Oppivatko lapset nopeammin, ja miten on vanhenevien eläkeläisten laita?",fi,content,-0.069,1.293,1.0,0.3,0.778,2.565,3.932,1.129,0
fi_content_125,"Taas tuli aika miettiä, mitä seuraavaksi, mistä aiheesta nyt keskusteltaisiin?",fi,content,-0.291,3.293,1.0,0.333,0.8,2.639,3.932,1.129,0
fi_content_126,Mikä on sitä arkiromantiikkaa sitten?,fi,content,0.181,-0.707,0.0,0.0,0.4,1.946,0.0,-0.871,0
fi_content_127,Mitä se on teidän mielestänne?,fi,content,-0.069,-0.707,0.0,0.0,0.2,1.946,0.0,-0.871,0
fi_content_128,Ja mikä olisi sitten sitä juhlaromantiikkaa?,fi,content,-0.269,-0.707,0.0,0.0,0.333,2.079,0.0,-0.871,0
fi_content_129,"Ja kun nyt paneudutaan näihin kysymyksiin, niin arvioidaan samalla, että mikä on sitä arkiseksiä ja mikä juhlaseksiä, sillä kai silläkin on eronsa?",fi,content,0.693,0.293,1.0,0.9,0.455,3.296,4.331,2.129,0
fi_content_130,Mikä sitten avuksi tähän kaipuuseen?,fi,content,-0.569,-0.707,0.0,0.0,0.6,1.946,0.0,-1.871,0
fi_content_131,Miten nainen voisi viljellä sitten sitä arkiromantiikkaa vähän enemmän?,fi,content,0.056,-0.707,0.0,1.0,0.778,2.398,0.0,-0.871,0
fi_content_132,Mitä muuta se on kuin lempiviinin tai -oluen hankkiminen lempiruuan seuraksi?,fi,content,0.531,2.293,0.0,0.0,0.455,2.565,0.0,-0.871,0
fi_content_133,"Kuitenkin se on jotain, mitä nainen ei tunne passaukseksi, jos asia olisi päinvastoin - miksiköhän?",fi,content,1.239,0.293,2.0,0.8,0.5,2.944,4.215,1.129,0
fi_content_134,Miten saada nainen nauttimaan arkiseksistä?,fi,content,-0.819,-0.707,1.0,0.4,1.0,1.946,3.932,0.129,0
fi_content_135,"Miten saada hänet ymmärtämään, että halailu, puristelu ja eroottinen koskettelu ovat hänelle hyväksi, että se auttaa häntä rentoutumaan, sen sijaan, että hän tuntisi itsensä pakotetuksi vastaamaan miehen haluihin saada seksiä?",fi,content,0.724,6.293,1.75,0.375,0.567,3.611,4.483,7.129,0
fi_content_136,Miten saamme kansalaiset hyväksymään Euroopan yhdentymishankkeen?,fi,content,-0.669,0.293,1.0,0.4,1.0,2.079,3.932,0.129,0
fi_content_137,Mikä on Euroopan tulevaisuus?,fi,content,-0.069,-1.707,0.0,0.0,0.5,1.792,0.0,-0.871,0
fi_content_138,"Junan ovet piippaavat kuin aikapommi, tarkastaja on vihollinen Tikkurilassa, vaaraton Puistolassa, kuka tietää miksi?",fi,content,0.085,0.293,0.0,0.5,0.786,2.944,0.0,1.129,0
fi_content_139,"Ketä näyttelijää ja mitä elokuvaroolia olet katsellut sillä mielellä, että olisit halunnut näytellä sen itse?",fi,content,-0.14,1.293,2.0,0.4,0.467,2.89,4.215,1.129,0
fi_content_140,Miksi et nauttisi ja harrastaisi seksiä näistä tuntemuksista huolimatta?,fi,content,-0.319,-0.707,0.0,0.5,0.556,2.398,0.0,0.129,0
fi_content_141,"Ihokosketus, seksi ja orgasmi saavat sinut voimaan paremmin, miksi olla pidättyväinen, kun voisit saada helpotusta oloosi?",fi,content,0.264,1.293,1.0,0.467,0.688,3.045,4.215,2.129,0
fi_content_142,"Heti ensimmäisissä bileissä helmikuussa hävitin mun Mulberry-huivin, ja mitä tapahtui tällä viikolla?",fi,content,-0.16,0.293,0.0,0.6,0.667,2.708,0.0,0.129,0
fi_content_143,"Annan teille yhden esimerkin: mitä tehdään leluille, joissa on siruja?",fi,content,-0.402,2.293,1.0,0.4,0.5,2.639,3.932,1.129,0
fi_content_144,Mitä SIS II -järjestelmälle on tapahtunut?,fi,content,0.131,0.293,0.0,0.4,0.667,2.079,0.0,-0.871,0
fi_content_145,Miksi esitän näin paljon kysymyksiä nyt?,fi,content,-0.069,0.293,0.0,0.6,1.0,2.079,0.0,-0.871,0
fi_content_146,Kuka minä sitten olen ihmisenä?,fi,content,0.431,-1.707,0.0,0.0,0.4,1.946,0.0,-0.871,0
fi_content_147,"""Mitä vittuu noi roskikset rämisee?"" Stilsu huutaa isoon ääneen et ne kuulis kans.",fi,content,-0.069,0.293,1.0,0.6,0.692,2.89,3.932,1.129,0
fi_content_148,"“Mitä tarkoitit kun sanoit, että veitsi on käytännöllisesti katsoen puhdas?",fi,content,0.709,1.293,3.0,0.333,0.6,2.639,4.331,2.129,0
fi_content_149,"Käyttölupani on vanhenemassa, miten uusin sen?",fi,content,-0.469,-0.707,0.0,0.4,0.667,2.197,0.0,0.129,0
fi_content_150,"Miten selität sen, että tuloksesi olivat niin hirmuisen kovia verrattuna nykyisiin aikoihin?",fi,content,0.477,2.293,2.0,0.3,0.75,2.708,4.215,1.129,0
fi_content_151,Kaikki tietomme asuttamastamme maailmankaikkeudesta on lähtenyt yhdestä kysymyksestä: miten?,fi,content,-0.319,0.293,1.0,0.2,0.667,2.485,3.932,0.129,0
